Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32	Topic33	Topic34
UBE2T	2.8654558263951913e-05	2.312783635716187e-06	8.915738362702541e-06	4.032896686112508e-05	3.9159971493063495e-05	0.000834913516882807	8.917586455936544e-06	1.2805948244931642e-05	0.00013462391507346183	5.816613702336326e-05	5.764103843830526e-05	1.1845143490063492e-05	4.580084714689292e-05	0.00010186269355472177	6.94213667884469e-06	3.6789639125345275e-05	1.1876361895701848e-05	1.8138574887416326e-05	4.679957055486739e-05	1.5818619431229308e-05	1.7635347830946557e-05	1.759875340212602e-05	1.894307388283778e-05	2.669765854079742e-05	5.7536879467079416e-05	0.0034316701348870993	5.962584509688895e-06	8.599296052125283e-06	1.4755331676497008e-06	7.832315895939246e-05	1.7258103980566375e-05	0.0003309992316644639	1.1925039871130139e-05	2.5396024284418672e-05
MPRIP	0.0003662026138044894	2.458984454278834e-05	0.0005892751505598426	0.000564491143450141	0.0002222827752120793	0.00033022440038621426	0.0005755720194429159	0.0005183650646358728	0.0003694859042298049	0.00022198754595592618	0.0004347513313405216	7.511285366490483e-05	0.00015948097279760987	0.000747295212931931	0.0001741209125611931	0.000226798074436374	0.000262704910710454	0.00015579836326651275	0.00016248057363554835	0.00048412420437671244	0.0002193148829974234	0.00011674967390717939	0.00011502945562824607	0.0011380283394828439	0.00017357648175675422	0.00014359196939039975	0.0005988278426229954	0.0006327524897642434	0.00042787822894752026	0.00022556475596502423	0.0009340672404505312	6.056261190678924e-05	8.823250391287729e-05	0.00022257895034272224
MDFI	1.0462285899848212e-06	8.566088922634663e-07	7.833019481040537e-06	2.4191776901716366e-06	8.980331767816097e-05	1.8557495877757901e-06	9.149331162916496e-05	5.1258357416372746e-05	0.00020974862854927778	6.721095928696741e-07	2.4224428329944203e-07	1.6492414260937949e-06	1.9639880974864354e-06	5.41493307082419e-07	1.9128259737044573e-05	2.8706751891149906e-06	0.00011067964805988595	9.671445013736957e-07	1.1281840670562815e-05	0.00042103021405637264	0.00018556036229711026	3.2510715186617745e-07	2.5832137907855213e-05	2.7511145162861794e-05	3.5867924452759326e-06	0.00018671838915906847	0.0008526095771230757	1.350299862679094e-05	0.0004940854851156473	1.0062903129437473e-05	0.0002744344237726182	0.002539851702749729	2.79316964224563e-07	0.00025143870152533054
ATOH8	1.8047720118374855e-07	1.375481843979287e-07	4.9470586418465246e-06	3.6597097619051056e-07	6.412881339201704e-05	8.020571158340317e-07	0.00010221351112704724	1.7722722986945882e-05	0.0001583759003551677	4.684498122742298e-08	9.917037004925078e-07	2.12873814575687e-07	7.964309389763002e-08	1.2016793959901406e-07	0.00021832837956026196	1.2957767125953978e-07	0.0008012479520402849	4.848504886467708e-07	1.0218755051027983e-05	1.0760915756691247e-05	1.596597758179996e-05	2.370369475102052e-05	1.1649675798253156e-05	0.0001391993573633954	1.6943970138072473e-07	5.4075380830909126e-06	2.0657878849306144e-05	1.788502595445607e-05	2.828654260156327e-06	2.246534677396994e-06	0.000559314910788089	4.1406855189052294e-07	2.548926386225503e-05	2.6896012528254687e-08
OAS1	0.0015657541807740927	9.661949661676772e-06	4.050729694426991e-05	3.154614751110785e-05	7.854390423744917e-05	0.00046141244820319116	0.00023126410087570548	5.248403249424882e-05	0.00014735494914930314	6.259794463403523e-05	0.0008801820804364979	0.0002644365595187992	0.00012419227277860045	5.1409191655693576e-05	6.011809819028713e-05	4.449439074960537e-05	8.059508400037885e-05	2.4004160877666436e-05	0.0001408286188961938	0.0002099857956636697	0.00014232051034923643	0.00041513863834552467	1.4653093785454985e-05	0.00012364632857497782	0.0002170858351746574	8.661942410981283e-05	5.45677357877139e-05	2.779740680125542e-05	1.9337570847710595e-05	6.269496225286275e-05	7.284895400516689e-05	1.4825837752141524e-05	0.0005315748858265579	2.7278223569737747e-05
RUNX3	0.001315438305027783	3.8860343920532614e-05	0.00015259261999744922	0.0005390503793023527	0.0001454232697142288	0.0006954892305657268	6.067455615266226e-06	0.0002329305571038276	0.00021344717242754996	0.0003725299029611051	0.0005170966032892466	3.646725963335484e-05	0.0009520408348180354	0.00010854937136173248	1.174645376522676e-06	0.0005245159263722599	1.0060746262752218e-06	0.0007081791991367936	0.00018694218306336552	1.862341014202684e-05	3.765463134186575e-06	0.0002087746252072975	5.1175687985960394e-05	1.7487399190940778e-06	0.00014372715668287128	2.0891568055958487e-05	1.1569444723136257e-05	4.123714825254865e-05	1.613660788279958e-05	0.0002077623939840123	3.3044935321413504e-07	4.589373020280618e-06	0.0001351855171378702	1.2300151865929365e-06
PRDX2	0.00015246178372763097	5.516294186236337e-05	0.00022082195209804922	0.0001234199444297701	0.00034441903699189425	0.0002657403820194304	7.309234206331894e-05	0.00031283675343729556	0.0005423728725872934	0.00046434879186563194	0.0005184784531593323	0.0006466936320066452	0.000317205413011834	0.0008755777380429208	0.0005649440572597086	0.0006470198859460652	0.0002379804791416973	0.0003183035587426275	0.00039127437048591673	0.00014875690976623446	0.0005552126676775515	0.000183678072062321	0.0005266746156848967	0.0003065243363380432	0.00016157198115251958	0.0009019121062010527	0.00028447306249290705	0.00029771216213703156	0.00042770220898091793	0.0006161634810268879	0.0001648232719162479	0.0024506952613592148	6.696777563774958e-05	0.0007834375137463212
FLT1	2.386852884228574e-06	7.970667752488225e-07	1.0922361070697661e-05	5.861556473973906e-06	9.809647599468008e-05	2.1418114556581713e-05	4.145389027598867e-07	1.906993202283047e-05	0.0002174914989154786	2.244289817099343e-06	2.7856229280587286e-05	7.887064157330315e-07	5.254433403933945e-07	1.9000837710336782e-05	1.7086210846173344e-06	1.568561970088922e-06	0.0008094358490779996	4.143665250921913e-07	1.4301781448011752e-05	2.67230166173249e-06	5.994564276079473e-07	4.718181571661262e-06	8.473095476801973e-06	1.5261693988577463e-06	4.508010079007363e-06	5.356840574677335e-06	1.747792339301668e-05	7.1691456469125114e-06	2.7223964025324676e-06	4.308753341319971e-05	0.003488382091745734	1.0664210094546434e-05	5.0383830966893584e-05	3.720239476479037e-07
PPP1R16B	0.0007345827762037516	5.834962735207228e-07	9.446218609809875e-05	0.0012943242909386754	0.00020277388102840632	0.00020379597845021635	2.551089153257635e-07	5.043619967182167e-05	0.00027831917395815253	0.000288624461973086	0.0006567842210642993	6.276206113398075e-05	0.0005962757277302444	0.00029849231941625476	5.847313104823115e-07	0.00024055551330093294	0.0002820130321197212	0.00032909170840866864	0.00013387767830863595	1.3646274510392686e-07	3.2262607874145033e-07	0.00039397896034643054	5.2942545153200626e-05	6.766245519429503e-07	0.0004896515747532248	6.1998784985917155e-06	2.3924845663714223e-05	3.589326297515072e-05	1.879084152278665e-06	3.612292493926361e-05	0.00013030577974859625	1.8460997353031416e-07	2.384890194662148e-06	3.615691568370494e-08
BIN1	0.0007711267098784447	2.054822061836603e-06	0.0004169190942775458	0.00018125692440662533	0.0004170467727817595	0.0005728917312808335	5.7553330407245085e-05	0.00026406676624901593	0.0003690251032821834	0.0007208777824416757	0.0005094680818729103	5.674733984051272e-05	0.001077277585864067	0.0005464978748932481	0.00041971367318183184	0.0007010295521467924	6.3311326812254265e-06	0.0005819213693030179	0.0001940565707627684	3.6400397220859304e-05	0.00010795037087518722	0.0002594103862065822	0.00023726564540993422	4.667695611715317e-05	0.0005607366329059005	6.841654976597056e-05	2.9137605451978743e-05	0.00022115684987511486	3.347279198351316e-05	0.00026672170497477055	8.654798875795677e-06	0.00013091209984850138	0.00021406941232271492	3.0078799682087265e-06
KIF2C	2.4742675464040076e-07	7.94632626366365e-08	2.4859550649125595e-06	1.1246985565094292e-07	2.6778425308293663e-05	1.3156495697330683e-05	1.0843352811207296e-06	8.670828719914425e-06	0.00014485877181869	1.0109082637654865e-07	4.294541611216118e-08	1.456920699638431e-07	1.3497268014361907e-07	5.6100262213476526e-08	2.8852005584667495e-07	2.583536797828856e-07	4.643282736083165e-08	1.1352450712820428e-07	3.7311319829314016e-06	2.269267315568868e-05	6.900162929923681e-07	1.3598526038549608e-06	1.0640384061844088e-05	4.897351004728989e-07	1.8320017147743783e-07	0.0028608490247279406	7.30859369468817e-07	4.3495492718648165e-06	6.084839299091982e-08	8.143475497490726e-06	1.29294289763493e-06	6.86126099935791e-07	9.446984705618888e-08	1.5876000958314762e-08
C1orf198	2.4486218535457738e-05	7.518898200942203e-06	5.535816671908833e-05	5.44974545846344e-06	0.00010106685658684	2.041792140516918e-05	0.0004366714565549046	0.00010809674859046936	0.00021854946680832654	7.386017841781722e-06	4.044729575980455e-05	1.76660469151102e-05	2.1690148059860803e-05	3.503066545818001e-05	0.00023517802765127271	2.2480016923509538e-05	2.2333531887852587e-05	2.0529545508907177e-05	3.163798828609288e-05	0.0011391722364351153	0.0005160191212780774	1.4744254258403089e-05	3.000730248459149e-05	0.0003517208679113537	6.350269359245431e-06	0.0001705549075268209	0.00016950187273323536	0.00011555583478184417	7.81577909947373e-05	4.133522088523023e-05	0.00012092060933355242	0.0005192761309444904	2.1712508896598592e-05	0.00015488784993067384
MFNG	0.00042404310079291463	0.0002120824792655185	0.0005303653888404369	0.0002844619157258421	0.00021958550496492535	0.00025952013675123453	1.4883058838677243e-06	0.00011888451263075694	0.0003178700862918049	0.001091543585062027	0.0004359577433206141	0.00017911734175868332	0.0005222158506512642	0.0004414684372022748	5.231645445746835e-06	0.0010738144628703594	0.0005978008266538382	0.000560490763746202	0.00040400310535915196	4.540064253433229e-07	6.08287791692419e-07	0.00027868023607879877	5.78721119381953e-05	4.662119010845345e-07	0.0004289332719054073	1.2041080481139943e-05	2.3594089725520462e-05	0.00016059957852121443	1.4565047194992076e-06	0.0001578826195327565	0.0001304913021158427	2.1222193424819125e-07	0.00017028341244440526	8.492154535133523e-08
RGL4	0.0005917377420701087	2.3352407652055263e-07	0.0001682369620539248	9.079701703740284e-05	0.00014985798043198884	0.0001628411264391616	3.405048971671931e-07	5.4741129133617505e-05	0.00018674337479751557	0.0005715157021768391	0.000237789296079427	2.1513305910048075e-06	0.0009205018286593258	0.0004629950562957674	4.099936461443576e-07	0.0012774447677657008	2.124898941247011e-07	0.00035537761868909	5.5406220781151205e-05	1.7575985111761838e-07	3.938715735785081e-07	4.348435595602496e-06	2.6626426915754564e-05	1.3242637919574918e-07	4.620132312993519e-05	1.815537530092115e-06	1.0730792610047502e-06	3.793080759351142e-05	2.190868002571733e-07	1.3605183085019235e-05	1.459397935832385e-07	5.666841929041766e-08	1.655471635331196e-07	2.3003313032177175e-08
ZNF552	5.543337465496734e-05	6.555554136866704e-05	2.132512781827245e-05	0.0001281804870814085	5.557126860367134e-05	2.520101043046452e-05	0.00010755062976386398	8.270905709650833e-06	9.929212683346123e-05	0.00011199541040696204	0.0001048198391799815	3.149010080960579e-05	3.840932549792342e-05	4.74782136734575e-05	5.542538929148577e-06	4.8692509153624997e-05	1.3931002285971772e-05	0.00014572417421732098	1.3230933291197289e-05	2.617108475533314e-05	1.1338852345943451e-05	2.6789246476255357e-05	9.560492799209896e-06	3.888829087372869e-05	5.6515644246246666e-05	3.424960596021265e-05	0.00016453048738185316	3.7395788240246475e-05	1.564128183417779e-06	1.1290217116766144e-05	1.619565227883868e-05	3.868183193844743e-05	1.835208422562573e-05	0.00152955437079072
PHGR1	3.995081598873185e-08	4.012594345681464e-08	1.9609296941780485e-06	7.539662050248808e-08	2.1986303181620315e-05	7.19374995128419e-08	3.695876671372389e-08	4.804489890375407e-06	4.495499888435006e-05	1.3843370894051077e-08	2.614494221120367e-08	7.898573528564157e-08	2.030415302556321e-08	2.4422067923524082e-08	8.095988590639536e-08	3.470306353392516e-08	3.0629081493316335e-08	5.24215124642069e-08	2.3581117147841724e-06	2.334530080361219e-08	5.333218311420751e-08	1.0709330666713868e-07	4.516030003287597e-06	3.4436045126540193e-08	2.7383737943864617e-08	3.403651405164965e-08	2.0993061866647622e-07	2.940860213129781e-06	4.3293070461913885e-08	6.895622846059268e-07	3.066255516159799e-08	6.791170292785864e-09	1.3962149658652834e-08	2.154972644774489e-09
CCR7	3.610589919844642e-05	5.387801707001927e-07	9.771233453648165e-05	0.0011636470444500446	8.82967869983986e-05	2.0159777704975568e-05	9.506043738838343e-07	6.0562986618606374e-05	0.00018727767746895552	0.0015166434459388256	4.8092268116306514e-05	1.6417756114606163e-06	5.112132930662483e-05	0.0009196647442877293	1.6957918660409632e-06	0.00025060493499040604	6.273688200053584e-07	4.033001823700033e-05	0.00010599708184599876	2.5268124659305613e-07	7.048897145978117e-07	0.0005199196748435497	3.577107418095693e-05	7.664123700124037e-07	0.0004194251960143447	7.083448281264282e-07	9.032421075971797e-06	3.806429231190123e-05	1.4399906831386033e-06	1.7586946341907606e-05	3.486738364699704e-07	3.6244557577447267e-07	1.330611212324584e-06	3.5538948850444285e-07
IDH3A	0.00022435179562307894	5.9957623307127506e-05	0.0003137282910756767	0.00022143463138490915	0.000259106484008953	0.00024405228032264858	8.33846497698687e-05	0.0002746127429418266	0.000260296743363142	0.00022742462169844657	0.00021390485926531255	0.0004195283108856529	0.00018467084737494588	0.00022473526769317687	0.00018783345876727253	0.00021534442203119397	0.0001749169168761	7.737807027297094e-05	0.00010395811113994569	0.00017079863755498081	0.0002083004656014964	0.001772899180650711	0.00010047271643998101	0.0001449491101084277	0.00039159998414106667	0.00027509802021086216	5.9159247030038387e-05	0.00024221831699833274	0.0001786087523214519	0.0002520919661037624	0.0002106065076077357	0.0004293187812436372	0.0001235269010066986	0.00014923633716534823
ADCY7	0.0004608622402884066	0.000359591213054955	0.00028941952041350305	0.001748489448800683	0.00017882947577163577	0.00021036034740973264	0.0001917552581289783	0.00022437397274188697	0.00021149525127839297	0.0002211682149209082	0.00026547242305241525	0.00010255704546580091	0.0005240421742200851	0.0002560046559665352	7.867276508477516e-06	0.00023197667906060815	4.233456536439917e-07	0.0005539915873669088	0.00011723377974703908	0.00029093524790368974	3.5357395972823724e-05	0.00036830620956607163	5.407432036008686e-05	7.202065148703696e-07	0.0002160803269362077	2.9625325623783283e-05	9.876342119241599e-06	5.98136248299852e-05	1.4027978068043012e-05	0.00017713441047817469	2.220677379227709e-05	3.1571453291689977e-06	0.0004574063641484827	1.0642919505698956e-06
FST	1.6080866771517321e-07	2.940857086741744e-07	6.7867495090467855e-06	2.403279211193876e-07	4.87867473566439e-05	1.8768423615256324e-07	0.0008973845979198813	2.1615138393826783e-05	8.416690252488479e-05	6.301259958263472e-08	1.0000854899772094e-07	9.335333857052319e-07	9.79787841970392e-08	9.182934235241191e-08	0.00010703468433348462	1.4231460454539047e-07	1.1838393021434968e-07	1.4847249474314594e-07	5.810702077724272e-06	0.001083041657693684	0.0003889332583639771	1.738360566605479e-07	1.4162048501020763e-05	4.72887149953749e-05	6.302313693140604e-08	4.1288322449872794e-07	1.3931547982792836e-05	1.0466436833667103e-05	2.7446058084024116e-05	1.7469158137828344e-06	2.372276185269584e-06	1.3873416264686966e-06	4.5393971959128976e-07	1.5435294926646748e-06
RPL39	0.0011295137228444219	0.0012324076378718019	0.0010234686778858304	0.0002266347291879356	0.0011673986446112394	0.0006172088906168938	0.0001537326752441004	0.0007800851599313319	0.0011820205254480243	0.0035099987871944904	0.000788024568464607	0.0006047562346793711	0.0013836466241627932	0.0024616983719170094	0.000897385471034795	0.002503231866285205	0.000669021625071764	0.0014422517269849777	0.0008504053112119436	0.0006874826503917575	0.0011586943874135613	0.0016352931270375848	0.00070810632314533	0.0004989698645658791	0.002413750858977437	0.0005387398414313793	0.00025473174173384905	0.0013663916615769267	0.003377168904989958	0.0008826528792269528	0.00025432187248952687	0.0025267188902944326	0.0005996872787363827	0.0008318580803461373
PNRC1	0.0008678006706759334	0.0003356646921020001	0.0004359337326604873	0.0006969760870561004	0.0004619429528247565	0.00019627160509116948	0.00012646315735764802	0.0004783963377121836	0.0005984852323308587	0.0014272500993683934	0.0009847711771726608	0.0003811066853813827	0.0006637180922552943	0.0009769141906872392	0.0008337158942595124	0.0012817629612982273	0.00041273050010204315	0.001388016389682889	0.0006731794564984739	0.0001486326364101842	0.0002532750368118286	0.0010135512566193938	0.00033448528847657144	0.0004202626005280763	0.001130123040638864	3.4935903386212885e-05	0.00041083531687036157	0.0007726832991465926	0.0005011559114791453	0.0004123592225369066	0.00011106595047749579	0.0004961013910360634	0.000571839977055788	0.0001577165676280856
