Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32	Topic33	Topic34
PDE2A	5.728743985855544e-07	3.863784877466969e-05	8.028866432141513e-06	5.186503813092713e-07	0.00010171562462346628	5.295053142617689e-07	8.969109899226169e-07	2.0382276488817297e-05	0.00018458413251210004	1.210560327535859e-07	4.5309391794035037e-07	3.0505091785926197e-07	1.5062148861488822e-07	9.813032164629476e-08	1.0248170838167425e-05	1.382303054242584e-07	0.0020830477587878704	3.381226463261555e-07	1.1062034900533035e-05	3.35045911015186e-06	1.1308633247608668e-06	1.5447758414666168e-06	1.1094782166765071e-05	3.059630762436427e-05	1.2629748198378365e-06	6.680220820953764e-08	5.267414962872863e-05	6.808546004322125e-06	7.003219252510462e-06	1.482860625401372e-06	0.0005155522958375514	1.0669229766335775e-07	1.8307579011889175e-05	2.460562065209615e-08
NR3C1	0.00099361059255898	0.0003447262570261955	0.0003457122074905783	0.0009100937168113887	0.000413777946960181	0.0004377337754704058	0.00025150709552690387	0.00019500531197991222	0.00038963224506005645	0.0003776201338041574	0.0012099235318601131	0.0001612621417734772	0.0003443922905717045	0.0016938241897150874	0.00045421699178405106	0.0006499681039713323	0.0002893077034968883	0.0003633084998000413	0.0002761726500466466	9.840173152042553e-05	0.00017822091467678547	0.00048694320139475167	7.384386844933033e-05	0.0003546688240021467	0.0003866921761073172	6.0302398196654394e-05	0.00042026155279017985	0.0003085627395194024	0.00014977797400206327	0.0004474337038118392	0.00022195593919605017	4.814397470909171e-05	0.00018695749167818576	4.939770224154927e-05
IGKV1D-17	4.559812438742483e-08	4.1248188864528856e-08	2.041530933638569e-06	7.697522619309893e-08	0.011169349774718285	1.5626444849203835e-07	3.790051295027297e-08	4.838508630200522e-06	4.6403951273532584e-05	1.473549637864835e-08	2.6302220845764168e-08	0.0005832145689055324	2.196562398637525e-08	2.892547534827372e-08	8.158894360121849e-08	3.535015835609556e-08	3.1652746201871196e-08	6.090979098871685e-08	3.03090723718924e-06	2.6258248908561654e-08	5.3718423487225664e-08	1.0740293987510086e-07	4.7017852011776995e-06	5.043317941044734e-08	3.135068027404486e-08	3.438683293666145e-08	2.1879488087961363e-07	2.9777115742035676e-06	4.406556186609123e-08	7.15445821697358e-07	3.12678203329142e-08	6.826393672554332e-09	6.413303310637275e-08	2.2177888414631752e-09
SNHG18	2.8415237807166704e-07	1.120717797675752e-06	3.5123950510751456e-05	6.404421583283693e-06	0.00014671855024062097	4.230947467931401e-07	0.0005407006829045713	9.668004349805415e-05	0.00020772192510776222	3.0068658816162497e-06	2.1996547161506896e-07	3.02045259559236e-06	3.756132116450317e-07	7.178800842666533e-06	0.0003722890396602452	5.800531653221697e-06	5.107230549583619e-07	1.6158062408067053e-06	2.3468368453904986e-05	0.0013986100675538182	0.0009061558521352708	3.7739780509582488e-06	4.237540269969031e-05	0.0005112341605126858	1.126881898017018e-06	3.6919552712788573e-06	7.254642696352676e-05	9.118387242779136e-05	0.0011730139376595616	5.814117685076781e-06	1.5850515410420485e-05	0.0001233427319675684	5.416604835772887e-07	0.00019336958939675242
TFAP2A	1.2573331105159014e-06	9.380118370927448e-08	2.841206651282846e-06	2.6282555154466536e-07	2.7035241146222688e-05	7.017246730356419e-07	3.441379521973431e-05	7.076424935803516e-06	7.437625026796013e-05	1.6985100046440493e-06	3.852239842672134e-06	1.5856613799769548e-07	1.4616643966292031e-06	3.197714249836281e-06	1.2275671906536445e-05	1.5853706827329006e-06	4.8378623773714935e-08	2.7317381068314717e-07	1.0450381523696706e-05	7.945864490466192e-05	4.839944449486211e-05	2.3198329301976628e-07	1.0194036804023199e-05	1.5279676517820917e-05	4.892099241260439e-07	1.9779647118411958e-05	6.040354855940677e-05	5.108006007503718e-06	4.9325512918585446e-06	1.2269197213754524e-06	4.609803454513894e-06	0.00026687965146265924	4.3007179328924394e-07	0.0019845659844577312
MXRA5	2.2299129796010675e-06	1.7606042774787056e-06	0.00011393324530217797	8.795125722826924e-06	0.00016592073370702565	2.0118352495046565e-06	0.002903766231611371	0.00012357046944089234	0.00034029086236841977	5.376442118176783e-07	1.9042778376388014e-06	1.0990104328811867e-06	8.637875907879788e-07	2.389651626799605e-06	0.0004703171143773943	3.494451448204927e-06	6.533439318445744e-06	1.053637902259652e-06	3.6512152291834354e-05	0.0018145041540265083	0.0005897923838347197	1.7225528381459299e-06	8.773902663961053e-05	3.682283204398118e-05	1.6132279370140168e-06	2.8876638680230826e-06	3.462425956968218e-05	2.9157296012272127e-05	5.1675448048627004e-05	7.4662716542661656e-06	8.466728468192741e-05	4.1700971564750944e-07	1.054908011610678e-06	1.03354686871171e-05
SFRP4	5.311804329721781e-07	1.1804338555521099e-06	2.4920653231674805e-05	2.3260001853486756e-06	0.00016139169747475535	1.0957520544252475e-06	0.0005380875081755221	3.627617479651235e-05	0.00025505415396764874	1.7650896211307554e-07	3.456618742347928e-07	9.848006357060513e-07	6.365668241414824e-07	1.1932910410905606e-06	1.727793278405443e-05	1.2031102869514143e-06	3.8984944694675505e-07	1.0076249736812315e-06	2.2033955247025006e-05	0.00016540629439987242	0.001401619054377079	7.958162768773036e-07	2.3840351786930114e-05	1.6352421425835928e-06	5.472403472595033e-07	2.975197901378124e-07	9.026401130540762e-06	5.0272061344003305e-05	4.1485823203402106e-06	6.613524874410359e-06	3.2412531254522037e-06	2.5153062210847565e-07	1.512239578005392e-07	3.486278217224026e-07
STX3	4.5679717004531994e-05	0.002611772622913122	7.482674845959991e-06	3.725799251697026e-05	0.00017193211533594877	9.448902346775867e-06	0.00012290483573451638	0.00010960458894260228	0.00017201332957483828	3.3530854125274345e-05	2.315988467671559e-06	1.73945209098747e-05	2.2161595552461222e-05	5.706056981580332e-05	3.092413680860773e-05	0.00013798577128909528	0.00014116032980382442	0.0001263713202206418	5.821258673677221e-05	0.00012257794151082635	2.848776784958318e-05	3.228858986403793e-05	2.0933905034326017e-05	1.4549151273968164e-05	6.15390163147822e-05	0.00011715280561475083	0.0006430171197280288	2.1200756236794405e-05	1.6760472135501914e-05	3.052283136639744e-05	0.0002349780115764588	0.0001775516284396872	0.00019759075075853616	0.00014268750965129584
JAK1	0.0007875273586250842	0.00011072416236856952	0.0002987658663187176	0.001138035673648119	0.0004992444883100688	0.000556762155611068	0.00026928569423034787	0.0003488878137432039	0.00046275724889710546	0.0009519312880001962	0.0011585283791646361	0.0001834361464716494	0.0008113199146464467	0.0007243616273626685	0.00039497195393778384	0.0009321863763034344	0.00036915706004947424	0.001487386180087924	0.000506591924931854	0.0002538518747314811	0.00028494384605437517	0.0005130482604727149	0.00031518307514488697	0.0004705656610894948	0.0007192386547103524	0.00015054251707624644	0.0002856886712834239	0.0002599567815195769	0.00028464841307140887	0.0004362594336271286	0.0004859162727370858	0.0001249161286978051	0.00026687432546168566	0.00019076578610111028
SLC25A5	0.00038750379462726414	0.000395448412746191	0.00021066908084321767	6.571585254278034e-05	0.00036927309702150524	0.0009589421679265797	7.30367682990618e-05	0.0003129115211777389	0.0007219009567052126	0.00041918104398064315	0.0004695708048529923	0.00042289262637495995	0.0005668557714670897	0.0008300446206703782	0.0001700425345916301	0.00057579530403018	0.0003179688937962055	0.000594659592024982	0.0005832131719216704	0.00015155199798755348	0.00024672216386534274	0.0013412876287475228	0.0006561417249031365	0.0005981771391816437	0.0005306224920786917	0.0015550723765045404	0.0001516562479082495	0.0004214183136355132	0.00042448219028301537	0.00040067234658636153	0.00016403855988755822	0.0012302250834181905	0.0005946439341641963	0.00037089744000695646
ZFP36L2	0.0008226196514442563	0.00020402853260748088	0.0004264542949385941	0.0008189326617866755	0.0004343904147390276	0.00025411584647372365	0.0001523011305835098	0.00020954915089532733	0.00034333515213802457	0.0022802227176725864	0.000345895707141608	0.0002533929073251784	0.0010135279735550284	0.0013395256828516722	0.0007578625227324665	0.0016295391833409667	0.000321439525578171	0.001482130610384047	0.00028747605392709374	8.9900495368056e-05	0.0001548864966025576	0.00022445397917181253	0.00010315701365470886	6.023444439051673e-05	0.0006078994483686984	2.926069646491669e-05	0.0005281167686916888	0.00018508569337427616	0.0001311450032517314	0.00022082176292315125	7.395014108624309e-05	5.5342938139801845e-05	0.00021674468007404357	7.874715083744377e-05
SSH2	0.0004336628771852702	9.839583799475804e-05	0.0006694896146655083	0.0018622768111526966	0.00026739214081317186	0.00023233843967318535	0.0001035106906783767	0.00037516417796723545	0.0004800756578333676	0.000533359416294843	0.0002518049150239676	0.00011858507787110284	0.0003203568630851805	0.0003658029017969966	0.00011986553727183491	0.00028330276836641133	0.00014157047553453594	0.0004274013335816562	0.0001963635004358366	5.0203787395730615e-05	3.3902997529366985e-05	0.00016776591655798256	4.746748527395539e-05	9.844328451436013e-05	0.000643531559035182	0.00023127376334741712	0.0002614089462440461	0.0001369698002235964	6.10582428635098e-05	0.00011206800991203636	0.0001695689425105229	0.00017349791596643627	0.0001692912046564743	0.0001463347434764728
IGLC2	1.7353326029478922e-06	6.390425255631271e-08	2.4357057100132806e-06	3.622462259045278e-07	3.532031405484304e-05	1.232944123330526e-05	2.571289769548457e-06	6.681548256892711e-06	6.586786912521347e-05	8.353632438229397e-06	1.2811979104299098e-05	0.0031587642151862383	9.316237992607057e-06	1.0915856307747163e-07	8.982588184380802e-08	1.688428824309085e-06	2.0615066205209587e-06	4.604591595125385e-06	0.00011825442197732627	2.7476426112116314e-06	8.67079904764978e-07	3.761349216802046e-05	4.795265795110026e-06	2.710086846491322e-06	3.5475379263516515e-05	3.491237976049888e-06	2.7672200531014823e-07	3.5054331419814844e-06	7.64349920245877e-07	9.098851023736643e-07	1.8736086531134788e-06	1.4874107137075043e-06	2.840520210156683e-06	1.699027762924743e-07
ECSCR.1	3.0600429568039544e-07	1.391664028460582e-07	4.15910335505032e-06	6.592916861336562e-07	0.00011431235179770738	2.3971779228304513e-07	2.1268304806199012e-07	1.5409581465064548e-05	0.0003083741175942123	6.653559125879838e-08	4.4994484937888046e-07	4.3829626861224824e-07	8.276064278334161e-08	8.116243321865113e-08	1.1931317658309126e-06	1.7787677109026845e-07	0.0015949627850204706	1.708626200525032e-07	1.2351690202194732e-05	1.6387951973229065e-07	1.6326696083979186e-07	4.3703627738977957e-07	1.6910784324863926e-05	1.8608061225222627e-07	2.160864625011527e-07	3.642029469119734e-07	9.844203304965049e-06	1.5547502698609605e-05	1.6482952958085662e-07	1.9366318610991584e-06	0.0009578385506756604	3.611842913642249e-08	2.375656578124108e-07	6.483924064326629e-09
CENPL	5.344799137674272e-05	2.5081548301386647e-05	2.988404048664961e-05	0.00022438867017626762	7.348033250309527e-05	0.0005194430705159903	5.1107301260344684e-05	0.00010151748574571684	0.00013645782019011676	7.704122981522232e-05	7.808605005266145e-05	2.1601936168735847e-05	0.00018497633573133498	0.00013948147534392774	5.9520258218981326e-05	0.00010545173427090049	5.44811427971581e-06	9.036681876750663e-05	2.4959235815913416e-05	5.689845056622289e-05	2.2898950192029588e-05	8.947325841290876e-05	2.1749512598034926e-05	3.347349047544412e-05	0.00016237873933278024	0.0009483612375333905	0.0001455431047361344	9.329320164397359e-06	3.541064870660193e-05	0.00025093895965255797	1.1394201465009246e-05	8.921827975427732e-05	7.189971802290529e-05	0.00010515761823626235
RPL30	0.0006226107943803072	0.0009399817790836096	0.0007339425501413643	0.00019363606406841427	0.0006538017187267542	0.00028430932434275746	8.055030775722116e-05	0.0005042362026870251	0.0007751886150799692	0.002688472392037511	0.000556468905415386	0.00038622578722424805	0.0012253937311470509	0.0021784277632832527	0.0006616912432946265	0.0015419690171256661	0.00045395290362648666	0.0014019196387380362	0.000615882920101285	0.00039773553726263344	0.0007247812463901937	0.0009990740800276399	0.00047124404227361083	0.00032785997609607875	0.0016863754717633128	0.0003992879646830261	0.00021928890782874078	0.0005662704352289438	0.0019037701422348619	0.0007157691288739443	0.00010689901682781056	0.0032265253830701113	0.00029327449738048017	0.00032345374347642064
NPL	7.984366675373167e-05	2.046739837169298e-06	4.180199994152645e-06	0.0001068324054358527	5.2655967010650784e-05	4.9937720177695155e-05	5.700839756173082e-05	1.1878441910084803e-05	9.399843111168593e-05	1.699186032055877e-05	7.299979188246652e-05	2.3458791474695317e-05	4.646638626581989e-05	9.203868103213608e-05	3.440361251705326e-05	5.0504328100942075e-05	9.39498386287596e-06	4.4206117308931425e-05	1.55302113853395e-05	3.3606094802962616e-05	6.801683866797248e-06	6.13031443208456e-06	1.4440178347285837e-05	4.294128666515462e-05	2.212618255725829e-06	3.1310479243984446e-05	0.00015633204020559788	1.1780493878177367e-05	4.977790013072081e-06	0.00014908044249750674	1.5268349670805037e-05	2.546445102780126e-05	0.001324725104495883	7.086370260367403e-06
MS4A6A	5.128938573761843e-05	6.515421091535245e-07	4.2026211303891614e-05	2.746950849541463e-05	6.109501555329189e-05	9.090224921237677e-06	2.7459070679469733e-06	2.0816456526517868e-05	0.0001324917102465406	5.734203114116099e-06	2.3345777663053013e-05	1.8024353494183742e-06	3.0517508093907963e-06	0.00013060781930107623	3.025532123501762e-06	6.92111916578142e-06	4.2481457285248325e-07	3.5283301258459687e-06	1.5614998119417578e-05	2.2637627807853278e-06	6.5431104303570464e-06	0.001119257532991469	2.677288830454927e-05	1.335749857389601e-07	1.284523705180618e-06	1.8606993990033516e-06	2.9883447041356703e-06	1.953592618519906e-05	4.998111080567469e-07	1.2199348930153064e-05	2.8795514026569435e-06	6.441715072469378e-07	0.0021671028807759285	1.6432215943495976e-07
AMHR2	4.72858765476758e-08	0.002469980390742421	2.5215863388439175e-06	9.282148738520846e-08	2.918371137639042e-05	8.599063505698723e-08	3.932568404252379e-08	5.435827006294858e-06	8.522031566826627e-05	1.8958790093392963e-08	2.8444823385598283e-08	8.566372144969137e-08	2.1681296757947166e-08	3.009429860867385e-08	9.353767183029049e-08	3.92479400090906e-08	3.291575723096685e-08	6.303456956402442e-08	3.026520289495238e-06	2.8826782738633483e-08	6.712040345746573e-08	1.207338158337734e-07	6.135405328677734e-06	4.037985235072483e-08	6.140638220131223e-08	3.8991540662891566e-08	2.361611279866338e-07	4.0333734432351775e-06	5.166235794717977e-08	2.265181819893769e-06	3.425564898407174e-08	8.628008529854014e-09	1.9193233669057008e-08	2.4401087816983136e-09
LINC00996	6.771718472009525e-05	0.0008028650190681219	6.768320417904761e-06	1.3895566553401295e-05	7.947412086650729e-05	8.301792149723042e-06	7.48145438933534e-08	1.1044350685551763e-05	0.00010717640543589368	4.403157163324067e-06	5.497020083566895e-06	3.3654545404715464e-05	6.561379450431559e-06	4.11557181223543e-07	1.4605848264181986e-07	1.0132860097655794e-06	9.909835796406696e-08	0.0009370146435685456	1.822603735490702e-05	4.1920998228306416e-08	1.0583669762809222e-07	0.0026319092139601707	1.0169702363782562e-05	6.881820269200034e-08	8.608947246102616e-05	4.4547667243932665e-07	4.0092396602631197e-07	4.817697572434554e-06	7.7290877698033e-08	5.852127287653275e-06	6.171948996325227e-08	1.7178509281734478e-08	5.5280892411246896e-05	4.0677505808162095e-09
TBC1D9	1.478232093177212e-06	3.661124310383457e-07	9.955159839591943e-06	1.9644181520561688e-05	7.29033345123753e-05	1.3251913060230436e-06	6.629950075875968e-05	1.3587622561317403e-05	0.00010385052883066237	3.0853711905365344e-06	2.0322916043369332e-06	0.0001739493163768202	1.3786069530397072e-07	8.936924018598802e-07	7.484926754841581e-05	4.861541924583435e-07	8.389905269723386e-05	8.569392662138853e-07	9.726136340759695e-06	5.256123040453531e-05	5.8791345509234816e-05	0.00015594431897625327	1.0400306564406492e-05	3.311872933409177e-05	0.00013564086111728102	7.0963610596663784e-06	0.00013998959911987185	8.457815056317486e-06	5.367152698454447e-05	2.0277154817449627e-06	0.0002517235407140106	7.33731349100708e-06	0.00016128581773955375	0.002384656574577093
NTM	1.4533885916989675e-07	0.0009897699346765876	4.510520739131607e-06	1.5057830182740872e-07	5.1860304665751755e-05	1.5181441881395585e-07	0.0008670291863381863	1.29894233396044e-05	0.00010993374598911032	8.000886708714461e-08	2.3625027267826226e-07	1.2933176094520604e-06	1.0828360075265664e-07	3.4566025419735524e-07	6.0238085097807925e-06	1.1601422045259824e-07	1.0326240840186074e-07	1.1509796138398087e-07	5.736289494961966e-06	0.0018377946689724922	0.00013059531920589507	2.387111453572288e-05	9.223110282619018e-06	9.905170372803695e-06	6.72765906983841e-07	5.962953082416789e-07	4.377441200631438e-06	6.347971975628752e-06	3.2842770451679826e-05	2.0235231659171404e-06	4.172572062088875e-06	2.340545712797848e-08	5.8046008888368306e-08	7.672461777019635e-08
PDCD1	0.001329387305304408	1.477662152638004e-07	3.730889147846028e-05	5.724162110709585e-05	7.936407928355038e-05	0.0005963200819678605	3.632248706253449e-07	6.207726983120665e-05	0.0001071344522642903	4.4408014218788594e-05	0.001421987428329885	9.055928785528522e-06	0.0007356751011684537	0.00036178150912746787	3.029396964393527e-07	0.00012902940216008574	1.9693820263455564e-07	1.1935848306166008e-05	0.0001754227705532685	1.2619329936569557e-07	3.8352786191353516e-07	3.0285740649560466e-05	3.094867861364037e-05	1.419068667019019e-07	3.094686462645768e-06	7.752015335427132e-06	5.792546176053293e-07	5.897704977542162e-05	2.3084010081220185e-07	7.548900612164289e-05	1.147448216443081e-07	8.308116861144299e-08	2.037289959844202e-06	8.729324818546047e-09
CTB-133G6.1	1.2870470527559519e-05	3.1113896170609223e-07	0.00013764042523689568	0.0008079515537247062	0.00011342731886543334	7.611551154695917e-06	4.1312321741315827e-07	3.784451837418601e-05	0.0002197628782596439	0.0011671801330521703	2.0204124666634016e-05	3.8071964354458032e-06	4.3402851588325575e-05	0.0002102632133755833	4.240713451508782e-07	7.7045478974469e-05	2.0201528627694643e-07	9.486739145359024e-05	3.216069671907462e-05	2.529220353153505e-07	6.712394338137528e-07	2.9684724722756073e-05	2.5814835680648685e-05	1.566549485687574e-07	0.0008707516826689243	2.628105448820861e-07	8.511573241776205e-07	2.632333962537814e-05	3.550846940925112e-07	1.2571737897815183e-05	1.0212033885181881e-07	4.5164981088419154e-08	2.0349905298644444e-06	3.038922002929212e-08
TALDO1	0.00036020399420522153	0.0007751467055641115	0.00020232457609381527	6.78819342283532e-05	0.00038276499253697693	0.0008224563207477331	8.303223148686811e-05	0.0005176387494429946	0.0004228311008773744	0.0003204501699656248	0.0005005509592592716	0.00037810494541190565	0.0004933766322210431	0.0006161850760690868	0.00034439159207977355	0.0005862961988896132	0.00030545349000021815	0.0003977640299126506	0.00042035395745188	0.0001981631212402135	0.0004414823779370636	0.000916489225346595	0.0008241122704930604	0.00026047267601825297	0.0003094749990850687	0.0006575865554623306	8.29733326099813e-05	0.0005696590524166822	0.0003042194002773613	0.0005688571836799383	0.0001662198337726295	0.0011689288076013327	0.0009201557259075344	0.0004562720423564315
TUBB6	5.143504495208617e-06	3.005062353622634e-05	1.2525641977845225e-05	2.7108397262054496e-05	0.00016377308929804713	4.402015747473342e-06	0.00044313425314612687	0.00046510499669238925	0.0003286298306193203	7.461792392859934e-07	2.2798221834818833e-06	2.1526237105717883e-05	6.742503160239721e-07	2.472367214068072e-06	0.00032460252987220883	1.748114186739258e-06	0.00042679329635575414	1.4287753629105282e-06	1.1532509233802557e-05	0.001263934769667685	0.0007768789073452353	0.0008775179157964885	3.277295036241412e-05	0.00040963973151519895	1.6303079974022694e-05	0.0002951129572466016	0.0007466191309504211	0.0001209029505844228	0.00021996579016558826	3.29733120452147e-05	0.0006962280021980405	0.000119393938803114	0.00022350875951815397	1.2514450418166234e-06
RENBP	0.0001008639665087685	0.0016271426575258374	8.945815352490172e-06	0.00023724442871753126	6.508341175504029e-05	3.56195741915144e-05	1.227789562108228e-05	2.4079332433757372e-05	0.0001348655641777441	8.533182699466124e-05	0.0002672157424967736	7.086126424837857e-05	7.779723819112405e-05	0.0001240181882167235	0.00013979742652736604	4.203893695375882e-05	1.9435712601989508e-05	0.00010415937867946923	3.537323937052861e-05	2.02267142412893e-06	1.7204962205141783e-05	4.562279355013743e-05	1.7947848391486332e-05	6.090483657317236e-05	0.0001232446957146749	1.7611471776035614e-05	0.0002595479891169816	7.635722795384936e-06	1.3273021977511235e-05	0.0001180810941150412	6.880728506075684e-06	3.992946585640311e-05	0.000783881638199091	4.833489128941437e-07
NCF1	0.00013319685240276158	0.0005169201176613569	9.02760584722273e-05	0.0003604646190069616	0.00020513462368398905	4.849080869462341e-05	9.256014550373948e-07	9.429274359717965e-05	0.0003059509035665542	0.0006008243653923273	9.180659981211647e-05	0.0008832050370983779	0.0003870940417982638	0.0003595006128307432	1.7982431472773897e-06	0.0008636074489913881	1.3913027942180634e-05	0.0002619152655825019	0.00030555366538465023	6.881889476062497e-07	1.402249040438619e-06	0.0008462538244202733	0.00012320342648308724	1.7262174196730484e-06	0.0025944774970412254	1.2215773494972382e-05	7.166290743043646e-06	4.852174606639892e-05	5.91624848311767e-06	6.882777233840898e-05	4.648153208108852e-06	2.2690987862006295e-06	0.0006915723788551986	4.2051096897921525e-06
TMC6	0.0006752285407856107	0.00013225806469563395	0.0006237158668227494	0.0014421662781387568	0.00032813099096529186	0.0003244411200284958	1.6920954521992826e-06	0.0002370076545048505	0.000405693834181875	0.0006800512201152742	0.0006520416936837137	0.0001914079039124772	0.0008105438901111484	0.0005400491063483059	6.821261649747612e-06	0.000914399919565767	9.405934542883188e-05	0.0008005874115042388	0.000423784542363137	2.965620069517172e-06	2.3091401999408845e-06	0.00010328792268410325	0.00019052943389397115	4.336323763709515e-05	0.000480355869513005	3.115138315479271e-05	9.667982521932572e-05	0.0001607438753126189	1.1835336408694275e-05	0.00041738737490959466	0.0002371504670009017	4.251649443176575e-05	0.0002504434669390321	0.0001201174600282684
EBF2	2.370562839359991e-07	2.4642361040605465e-07	6.054789082554635e-06	2.139481836138657e-07	8.416892524110153e-05	2.3193229026219342e-07	1.658858855080325e-05	2.1883393856114708e-05	0.00022557585907634348	1.2543952720989182e-07	3.120737233075488e-07	3.7614665870933095e-07	1.4473535259185155e-07	2.1298919250511972e-07	0.00027428133762441576	3.479966323993722e-07	1.3124235920258798e-07	1.2017089829896577e-06	1.542856261949055e-05	3.829015895462362e-06	2.649266752996482e-05	8.486896945214539e-07	2.716897870413959e-05	0.002231737831607461	7.847562244478468e-08	1.8336763218940177e-07	6.456608389271423e-06	1.7870630472316407e-05	1.6517494714207714e-06	4.8520364543946926e-06	4.331161562731722e-06	2.65030575263836e-08	5.7600402669777395e-08	2.6102721761844805e-08
CD70	0.0001933872845256701	6.073840097542416e-08	1.331960902462015e-05	4.217139940010384e-05	4.505608740146272e-05	0.0002481491246726364	2.2813906070950907e-06	8.898105079424568e-06	7.13998670107685e-05	3.5645363823277876e-05	0.0007308705244213343	8.208299550460652e-05	0.00026207297923974693	4.114162584301084e-05	1.4491405408989522e-07	8.309033000841737e-05	6.645989714115785e-08	2.1818052118760534e-05	9.808223694562912e-05	1.8852026187232696e-05	8.849652658682317e-06	2.4856373784132302e-05	8.123391125991475e-06	1.183594093845386e-07	0.00024163283524103463	1.1760435882024467e-05	3.200964044935972e-07	5.515264092537109e-06	1.450601558872222e-07	0.0002314886951353401	1.0859565691134776e-07	1.7800708462800685e-07	1.9566164155548904e-06	7.098034160435418e-08
ENPP2	7.407623456856527e-07	1.542259724374162e-06	4.9925915845960844e-06	2.5365702640556265e-06	9.354576468467712e-05	3.5141732723786845e-07	4.159984746365808e-05	1.2743156730721239e-05	0.00013306386244948953	3.2730652037571417e-06	9.395714783977382e-08	2.5964086489693727e-06	1.746560513993245e-07	3.79792754756636e-06	0.0007148730801418424	4.120496669202112e-06	0.0008639067527838051	1.4832069155090721e-06	6.892311830597464e-06	4.336313941166736e-05	0.000317291880492121	0.00022793181415181607	9.402340765518602e-06	5.059261638962198e-06	2.9326806725293864e-06	2.504937583580613e-06	0.00011215556878596544	1.6217625670833513e-05	4.8503825382795185e-06	2.3626014808542095e-05	0.0001510062429588288	1.2278414942556992e-06	5.940199480392039e-05	1.6836978034007188e-07
CD63	0.0006858194246888161	0.0014668150106444955	0.0003965700452681631	8.298576722154394e-05	0.0006873419042676687	0.00026226797490380704	0.0009353855275548995	0.000607427442446351	0.0005234391428530216	7.847797678550705e-05	0.00012276008783373982	0.0006495325942523777	0.00031915740692056715	7.071591971907765e-05	0.0012188117252662778	0.00019738549599424005	0.0005246583023108542	0.0007839926984161139	0.0004305580514483154	0.0006541854818351567	0.0020038706716150045	0.0001035776876960881	0.0012426433386281133	0.0010737277334555984	4.975203410140239e-05	0.00016697582032065839	0.0004440262564457953	0.0005637540016323328	0.0005298645119182765	0.0004312046221457422	0.0004883470828644931	0.0004874437872786075	0.0011258814483880997	0.0006855768151581287
CDK18	2.8504750844149385e-06	2.3436957690137206e-06	7.429638117173454e-06	0.00016489086556248367	8.493696077493951e-05	1.0222978517049341e-06	1.4537095921696164e-05	1.4528824067383539e-05	0.0001381132024107501	9.534325727145188e-06	4.15207568948972e-06	4.1993411286966875e-05	7.718823326285928e-06	2.5207280032191193e-06	2.788677556964103e-05	8.50514607009245e-06	5.8135174185736105e-06	1.8198509224021109e-06	1.1941317097807769e-05	3.804067091550678e-05	2.0955234504071996e-05	1.046348552335985e-05	1.4844938050373457e-05	0.0006982285412959754	1.1217312021472026e-05	9.935694833984599e-05	0.0004790652892552316	0.00011036563955713063	7.857636774133425e-06	1.3892761671741027e-05	2.4403974748565815e-05	0.00034428457729518414	0.00019351491937413812	8.622791938250884e-05
ZFHX3	3.3406526199541986e-05	0.0001529045548522845	9.913566464092582e-05	1.7938507880899124e-05	0.0001152864278992638	4.015961894765496e-05	0.0005059242248535156	3.334886787342839e-05	0.00016499141929671168	5.292343757901108e-06	2.919650978583377e-05	4.060801529703895e-06	2.5570350317138946e-06	1.9458810129435733e-05	0.0003269264125265181	1.082490780390799e-05	8.045401773415506e-05	4.91729260829743e-05	0.00031941887573339045	0.0009419892448931932	0.0002897290396504104	3.0570583476219326e-05	2.4814064090605825e-05	0.0009580867481417954	5.256985969026573e-05	5.873537520528771e-05	0.00030389867606572807	6.441884761443362e-05	4.611023177858442e-05	0.00014290903345681727	0.000709508138243109	3.6445540899876505e-05	0.0005767872207798064	0.0003910222148988396
CDA	3.0262235668487847e-06	3.472748915100965e-07	6.850019872217672e-06	3.1610565542905533e-07	0.0001240603014593944	7.529749836976407e-07	4.1281856510977377e-07	1.6746123947086744e-05	0.0002731833083089441	3.244714434913476e-07	3.0610965495725395e-07	1.528188136035169e-06	1.3629436352857738e-06	2.4656935693201376e-07	2.9496561637643026e-06	6.176622378006869e-07	0.0010430923430249095	7.389899110421538e-05	8.146577783918474e-06	2.9158368306525517e-06	1.0596307902233093e-06	5.277860282149049e-07	1.5101364624570124e-05	2.1060881749690452e-07	2.978725035518437e-07	8.811445695755538e-06	3.363699579495005e-05	8.735556548344903e-06	1.9395039998926222e-05	0.00022347520280163735	0.0013346148189157248	7.135233317967504e-05	0.00033835688373073936	1.280908890066712e-07
