Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22
KLHL3	4.763449032907374e-05	0.000433210632763803	2.3978329863894032e-06	0.00011226921924389899	1.1085387995990459e-05	2.124589263985399e-05	5.6307057093363255e-05	2.1694990209653042e-05	3.673603350762278e-05	5.920830972172553e-06	9.022500307764858e-05	3.670765727292746e-05	3.264908445999026e-05	0.00011698108573909849	4.818888919544406e-05	2.3843749659135938e-05	3.21269567393756e-06	1.6597912690485828e-05	1.990175042010378e-05	0.0014545219019055367	0.00034277120721526444	1.4109097037362517e-06
KLHDC8B	0.0008371939766220748	0.0003875394177157432	0.00045027717715129256	0.00027202715864405036	0.00011867053399328142	9.774246427696198e-05	2.887318260036409e-05	4.465958409127779e-05	2.4912415028666146e-06	0.0002499081601854414	0.0004256470419932157	1.882311607914744e-06	5.910495383432135e-05	0.00010989419388351962	2.2243382773012854e-05	1.4927177289791871e-05	5.410847734310664e-05	7.3036521825997625e-06	7.098084097378887e-06	8.677601726958528e-06	0.0002681775367818773	2.0419405700522475e-05
TMPO	8.588201308157295e-05	0.00015576649457216263	6.965541979297996e-05	8.135812822729349e-05	0.0001519407524028793	0.0002276170562254265	0.00011273612471995875	6.604116060771048e-05	0.00037540559424087405	0.00017187013872899115	0.00015387710300274193	0.00040710519533604383	7.100770744727924e-05	0.00013031363778281957	0.00022263886057771742	0.0001856270682765171	4.965905100107193e-05	0.000594662968069315	0.0005380481597967446	0.0005509798647835851	9.88136962405406e-05	0.001710525481030345
CYSTM1	0.0008429266163147986	0.00044918220373801887	0.0004438702599145472	0.000936850265134126	0.0005538063705898821	0.0009429543279111385	0.00021531674428842962	0.00039419569657184184	6.619843770749867e-05	0.0005104650626890361	0.00040656400960870087	4.188852835795842e-05	0.0007957434863783419	0.00012974343553651124	0.00012033477105433121	0.00018060496950056404	0.0005375270266085863	9.140928887063637e-05	7.977955101523548e-05	9.28061199374497e-05	0.0003429181524552405	5.741656059399247e-05
EFNA1	3.7304911529645324e-05	0.0008649476221762598	0.0010618588421493769	2.703998234210303e-06	0.0016476321034133434	3.7320773117244244e-05	1.0930789358098991e-05	1.7162154108518735e-05	2.9448253826558357e-06	3.3728349535522284e-07	2.925246235463419e-06	2.16821945286938e-06	4.6537766706933326e-07	2.3219186914502643e-05	1.640491609578021e-05	5.161104581929976e-06	4.901756619801745e-05	8.344658226633328e-07	5.94156972510973e-06	6.015623966959538e-06	2.7553201107366476e-06	1.726798109302763e-05
JCHAIN	7.182612762335339e-07	6.938191177141562e-07	2.2264750043632375e-07	3.980921974289231e-06	2.392613964730117e-07	1.3033270818141318e-07	0.00019919671467505395	0.0001625029108254239	1.922052433656063e-06	7.13867848389782e-07	3.2164339245355222e-06	3.9448821098631015e-07	1.6922491568038822e-06	0.0005882856785319746	2.5931597065209644e-06	0.0021196212619543076	0.011402856558561325	3.032547283510212e-06	6.517842621178715e-07	4.492043899517739e-06	1.9665695560888707e-07	3.591237145883497e-06
GABARAP	0.0005401818780228496	0.0003803343861363828	0.0016651604091748595	0.0014643772738054395	0.0012481185840442777	0.0027193326968699694	0.0012071956880390644	0.0007294922252185643	0.0007236573728732765	0.0016398244770243764	0.0007437840686179698	0.0008951745694503188	0.001024954253807664	0.0006732316687703133	0.0005988935008645058	0.0011528506875038147	0.0011130478233098984	0.0009426246979273856	0.0009348414023406804	0.00012984470231458545	0.00047821944463066757	0.0003564349317457527
GPR160	2.9498016829165863e-07	0.00010990894224960357	0.00015702717064414173	4.1970989173023554e-07	0.002115331357344985	9.218315972248092e-05	3.40797305398155e-05	3.9918468246469274e-05	2.0065435819560662e-05	6.858476990601048e-05	5.493723733707156e-07	0.00011721027112798765	3.752691554836929e-06	2.162058990506921e-05	3.288654988864437e-05	0.0003064149059355259	0.00011681851901812479	9.074997819880082e-07	4.905856485493132e-07	4.632948730431963e-06	7.953442491270835e-07	2.6304340281058103e-05
SMC3	0.00019881218031514436	0.00023307951050810516	0.00023581103596370667	0.00016040141053963453	0.0002933687064796686	0.0002354053722228855	0.00024916615802794695	0.00017762399511411786	0.00042266841046512127	0.00013641636178363115	0.00021426545572467148	0.00021685809770133346	0.0001976519706659019	0.00013150340237189084	0.00026037267525680363	0.0002334170276299119	0.000122133205877617	0.0005431844620034099	0.0005584848113358021	0.0006050314987078309	0.0001709470961941406	0.0006210989085957408
POLR2K	0.0002739399205893278	0.00021316009224392474	0.002323983935639262	0.0003863984893541783	0.0007618442177772522	0.0006201809155754745	0.00023993929789867252	0.0005608270294032991	0.0003610403509810567	0.00017675200069788843	0.00016356825653929263	0.0002831731690093875	0.0002497051318641752	0.0001375880092382431	0.00023049266019370407	0.00040886588976718485	0.0004077261546626687	0.0005289435503073037	0.00046270282473415136	6.638978811679408e-05	0.0001375656866002828	0.0011043495032936335
HLA-DOA	3.301299784652656e-07	7.970263686729595e-05	8.071440788626205e-06	1.748234240039892e-06	2.56270666909586e-08	2.921117584264721e-06	3.923592157661915e-05	2.641454375407193e-05	3.99920427298639e-05	0.0007802930776961148	3.277728410466807e-06	0.0015995741123333573	0.0001089340221369639	3.084495983785018e-05	1.1715332220774144e-05	0.00034234634949825704	2.6563723167782882e-06	1.6891299310373142e-05	9.02872416190803e-05	1.3619648598250933e-05	2.3840335927616252e-07	3.5562484299589414e-06
PIK3C2A	0.00021367147564888	0.0009739660890772939	8.411659655394033e-05	0.00014287166413851082	0.0005701169720850885	6.558167660841718e-05	0.00013520293578039855	0.00019283557776361704	0.00016204167332034558	0.00015575333964079618	0.0002801845548674464	0.00016052499995566905	0.00025014355196617544	0.0002016774087678641	0.0001801007310859859	0.00017662694153841585	9.785945439944044e-05	0.00018907562480308115	0.0001828111126087606	0.0006278515211306512	0.00021680536156054586	7.491397991543636e-05
GLUL	0.00010617384396027774	0.0001464921806473285	0.0008166937041096389	0.00015881034778431058	0.0010307016782462597	0.0002579771098680794	0.00011910888133570552	3.0331146263051778e-05	6.367937021423131e-05	0.0015714443288743496	0.0002999638963956386	1.7957218005903997e-05	0.0010577781358733773	8.57429695315659e-05	0.00019904508371837437	1.4070860743231606e-05	2.9087901566526853e-05	1.4989980627433397e-05	0.00017569235933478922	3.964482675655745e-05	5.548833360080607e-05	0.00011730039113899693
TMEM256	0.00030948975472711027	0.00022423153859563172	0.0015046561602503061	0.00039993698010221124	0.0009037869167514145	0.002609170274809003	0.0006067437934689224	0.00048036614316515625	0.0003557713353075087	0.000303664623061195	0.000241377143538557	0.00038886460242792964	0.00038175066583789885	0.0005099776317365468	0.0004316225531511009	0.0007615627255290747	0.0010515974136069417	0.00036558666033670306	0.0004180053365416825	6.350600597215816e-05	0.000153256522025913	0.0005058330716565251
COX4I2	0.00291453767567873	1.722099455037096e-06	7.82196494242271e-08	5.369160476220713e-07	4.83791495753394e-08	4.589781710251373e-08	1.549697481095791e-05	1.1736209671653342e-05	2.2006108224559284e-07	1.723964402344791e-07	5.349120328901336e-06	6.201865971888765e-07	3.6502851230579836e-07	3.0037874239496887e-05	2.0928830508637475e-06	2.78448737844883e-07	2.6069305931741837e-06	1.0365683777990853e-07	9.497982489392598e-08	7.853808483559988e-07	1.6008582406357164e-06	2.292795784342161e-07
GIPC2	1.5052090930112172e-05	0.0005697599262930453	1.1705294582498027e-06	2.542617221479304e-05	7.724132728981203e-07	3.792716233874671e-05	9.84801499726018e-06	1.0476218449184671e-05	1.689291906359358e-07	1.013398900795437e-06	3.092261977144517e-05	1.6368701380997663e-06	4.825699875254941e-07	2.1039375496911816e-05	5.102998557049432e-07	4.776213131663098e-07	2.9619448014273075e-06	1.576255499458057e-07	1.093980301902775e-07	5.559940632338112e-07	2.4561704776715487e-05	1.1486921636105762e-07
ITGA4	0.00016117151244543493	4.494734469062678e-07	7.635505312464375e-07	1.9812599930446595e-05	2.4433515477539913e-07	2.140073775080964e-05	0.00011824475950561464	0.000157393267727457	0.0007464374066330492	0.0002324852830497548	8.842811803333461e-05	0.0005370585131458938	0.00022627603902947158	0.000312431511702016	0.0005939452676102519	0.0003146821691188961	0.00011375139729352668	0.0005480524268932641	0.0005188655341044068	0.0012801253469660878	1.5862515283515677e-05	1.6116728147608228e-05
FAM110D	2.514823790988885e-06	0.0008447435102425516	9.462906973567442e-07	1.3038086308370112e-06	4.895287375461521e-08	1.510082893219078e-05	9.846213288255967e-06	9.617932846595068e-06	6.083519821231675e-08	3.5226520367359626e-07	9.52179220803373e-07	2.392928081462742e-06	1.9994671163203748e-07	1.902373151096981e-05	3.1847298487264197e-07	3.2498826385563007e-07	1.7469178601459134e-06	2.447461611154722e-07	3.493028373213747e-07	3.605583458465844e-07	1.5716796042397618e-07	5.605330102298467e-07
S1PR3	0.0010977827478200197	2.0965396743122255e-06	1.9626857465482317e-05	0.00010894917068071663	0.0004093879251740873	4.781421694133314e-07	0.00033131553209386766	5.805416549264919e-06	2.3375342550480127e-07	2.6540301405475475e-05	0.0002073215291602537	1.3120484254613984e-07	1.7150750863947906e-06	2.9517890652641654e-05	4.828683017876756e-07	2.5987495178014797e-07	1.7677723462838912e-06	3.100066976458038e-07	3.416947151890781e-07	2.40747294810717e-06	0.00013998638314660639	8.754677764954977e-06
RNASE1	3.919268237950746e-06	0.0009160606423392892	3.409530108910985e-05	3.458622086327523e-05	1.8819328033714555e-06	4.981044639862375e-06	3.914300032192841e-05	1.9847228031721897e-05	1.127972723224957e-06	0.0011945454170927405	1.5851312582526589e-06	2.902632559198537e-06	1.1616185702223447e-06	4.4159525714349e-05	1.2507749488577247e-05	3.123239821434254e-06	1.0459400073159486e-05	5.33071124664275e-06	3.5092632515443256e-06	1.5845040252315812e-05	2.4512866730219685e-05	3.527119770296849e-05
P3H1	0.00019043951760977507	0.0003797298122663051	4.660511694964953e-05	0.0004099951474927366	6.918632425367832e-05	9.012532973429188e-05	0.00011559907579794526	0.0001611133193364367	0.00012434001837391406	0.00010762044985312968	0.0003271457680966705	0.0001502347586210817	6.93040929036215e-05	0.0002582940214779228	0.00013251800555735826	7.527014531660825e-05	0.00021460361313074827	0.00023692422837484628	0.00014708377420902252	0.0007067236583679914	0.0011900742538273335	3.0641396733699366e-05
APOBEC3B	7.276209998963168e-07	1.0012131923531342e-07	6.855550600448623e-05	3.9436994825337024e-07	4.383446707834082e-07	2.2992658443854452e-08	1.1278684723947663e-05	2.12005488720024e-05	8.314446517942997e-07	6.261813541641459e-05	2.506984401406953e-06	1.840594023860831e-07	8.503822641614533e-07	7.815576100256294e-05	1.4996129493738408e-06	4.6792229113634676e-05	4.3426392949186265e-05	2.419576503598364e-06	1.635172520764172e-05	4.126483759137045e-07	1.3336301663002814e-06	0.0011973977088928223
S100A6	0.0004689661436714232	0.00034661361132748425	0.0016803290927782655	0.0021591654513031244	4.499476926866919e-05	0.0005921293050050735	0.00047570603783242404	0.00023031560704112053	0.0003620056959334761	0.0008009071461856365	0.0008171937661245465	7.853554416215047e-05	0.0011087714228779078	0.0003272160538472235	0.00041522260289639235	0.00011572096263989806	0.00020681759633589536	0.00034307187888771296	0.0003855449613183737	0.00019125515245832503	0.0007683360599912703	0.00016404797497671098
RAD21	0.00020965856674592942	0.000259032822214067	0.0009432747610844672	0.0001803042396204546	0.0006793419015593827	0.00022575468756258488	0.00036489812191575766	0.00019309281196910888	0.00045907479943707585	0.00016041386697907	0.00022246059961616993	0.0003048092476092279	0.00018203236686531454	0.0002486052690073848	0.00033413476194255054	0.00016903899086173624	0.0001480372593505308	0.0005116160027682781	0.0004302880261093378	0.00047156368964351714	0.0001501829974586144	0.002334777731448412
S100P	3.5817788557324093e-06	2.2507047958697513e-07	0.003201638348400593	1.914296490213019e-06	0.0004584221460390836	8.62375418364536e-06	5.327978215063922e-06	4.945063665218186e-06	3.9101619222492445e-06	2.225884145445889e-06	3.026972024144925e-07	3.883103545376798e-07	9.748123375175055e-07	2.668429442564957e-05	1.868907747848425e-05	1.5334004501710297e-06	1.079327944353281e-06	1.1200124390597921e-05	7.76764295551402e-07	0.00010259831469738856	1.5116517033675336e-06	3.55754054908175e-05
ITGB2	1.106663830796606e-06	1.6828091702336678e-06	2.2869821805215906e-06	2.5208320948877372e-05	9.182677445096488e-07	2.2064194126869552e-05	0.00027932028751820326	0.0002734683221206069	0.0010150608140975237	0.0014431688468903303	3.3072783480747603e-06	0.0002897124213632196	0.0001473561569582671	0.00018986649229191244	0.0028278622776269913	9.274607145925984e-05	0.00010680984269129112	0.0007031954010017216	0.0011125635355710983	0.0005539833218790591	7.446688687196001e-05	2.9369477488216944e-05
C1QTNF3	7.825223633517453e-07	5.057774615124799e-06	1.4236031802283833e-06	0.000292640965199098	1.2306388271099422e-05	3.1570796181767946e-06	8.980212442111224e-06	1.0500034477445297e-05	4.719769549410557e-06	5.109254743729252e-07	2.868559204216581e-05	2.7502112516231136e-06	3.0322255497594597e-06	2.952305476355832e-05	7.273908977367682e-07	2.826578793246881e-06	2.940437980214483e-06	1.7240516854144516e-06	1.988147232623305e-06	2.9035449188086204e-05	0.0018981629982590675	4.307765266275965e-06
GGT5	0.0013397301081568003	0.00032172055216506124	1.0846356417459901e-05	0.00030911481007933617	8.812500709609594e-06	1.607171361683868e-05	5.18419110449031e-05	2.99288712994894e-05	1.13354917630204e-06	1.2486375453590881e-05	0.0022529312409460545	2.636088993313024e-06	1.7821321307565086e-05	0.00010151634342037141	6.183555797178997e-06	9.361367006022192e-07	5.87264958085143e-06	2.885439698729897e-06	4.128695252347825e-07	1.0505596037546638e-05	0.0003695315681397915	4.496150268096244e-06
SESN3	8.27777839731425e-05	5.617337592411786e-05	0.0006594992591999471	0.0001593701890669763	0.0009045720216818154	0.0023478022776544094	8.528231410309672e-05	2.507740464352537e-05	0.0002219638117821887	5.069612234365195e-05	0.00037421801243908703	0.00035742600448429585	9.083622717298567e-05	6.960720202187076e-05	1.3114072316966485e-05	4.382931729196571e-05	1.123365836974699e-05	0.00041834969306364655	4.999796146876179e-05	0.002140534110367298	8.464933489449322e-05	0.00015079441072884947
PDE2A	4.738839197671041e-05	0.001298321527428925	1.048908018219663e-07	2.7612395570031367e-06	1.9448130217369908e-08	1.510934453108348e-05	1.3681357813766226e-05	3.0360712116817012e-05	1.4883165988521796e-07	1.9146929844282568e-05	3.944277068512747e-06	1.1813809805971687e-06	1.387716838507913e-05	1.8555265342001803e-05	4.80765777410852e-07	1.3443038824334508e-06	4.381100370665081e-05	6.994159775786102e-07	4.887778004558641e-07	9.300298984271649e-07	9.776273373063304e-07	1.321635352269368e-07
NR3C1	0.0003609265841078013	0.00025783927412703633	4.9992133426712826e-05	0.0001281350414501503	3.839691271423362e-05	0.0001758609723765403	0.00019707407045643777	0.00025798645219765604	0.0006828398909419775	0.00020490659517236054	0.0004080148646607995	0.00041275680996477604	0.0003756423539016396	0.00015879080456215888	0.00019980946672149003	0.00025506821111775935	0.0001462021900806576	0.0013273817021399736	0.000924734806176275	0.000482943985844031	0.00015679239004384726	6.751698674634099e-05
IGKV1D-17	5.137657765885706e-08	2.421382561124119e-08	1.4795702441006142e-08	5.121636803551155e-08	5.8753624188057074e-09	1.417627348843098e-08	3.2173641102417605e-06	0.012401876039803028	1.3438998358594745e-08	2.4500213413602978e-08	7.597940765435851e-08	5.162525340551838e-08	5.812314540776242e-08	7.605616247019498e-06	1.3005619337036478e-07	3.021586780960206e-05	6.986781500017969e-07	3.6903745836980306e-08	3.451798136211437e-08	1.5657367669064115e-07	3.0858561927971095e-08	4.443946366450291e-08
SNHG18	0.0005216338904574513	2.347564532101387e-06	0.00016171915922313929	0.0011873659677803516	0.00022886677470523864	8.718209573999047e-05	8.54718018672429e-05	1.568804873386398e-05	1.0478828471605084e-06	7.110147635103203e-07	0.00044244510354474187	3.8071705148468027e-06	2.504058784325025e-06	7.946687401272357e-05	2.3338032406172715e-05	2.3693437469773926e-06	2.7406706067267805e-05	4.488082652187586e-07	2.5315304696960084e-07	1.2345871255092788e-05	0.0010736888507381082	1.528826032881625e-06
TFAP2A	1.936078115249984e-05	4.059715138282627e-06	0.000433514331234619	6.143750215414912e-05	0.0020761762280017138	3.3778690067265416e-07	5.358312591852155e-06	3.44575482813525e-06	3.1584092994307866e-06	7.339000944739382e-07	1.8932350940303877e-05	1.1067366045836025e-07	1.6890005838376965e-07	1.756478741299361e-05	4.464148162242054e-07	1.4698628092446597e-07	9.733731758387876e-07	1.1539017350514769e-06	2.052759782600333e-06	5.11147982251714e-06	6.570590630872175e-05	1.0333948011975735e-05
MXRA5	1.2899110515718348e-05	3.7367517506936565e-05	2.021199634327786e-06	0.0009599537588655949	9.296468306274619e-06	3.875682068610331e-06	5.334295201464556e-05	2.6474450351088308e-05	7.56626207021327e-07	1.0663244438546826e-06	0.0008037242223508656	2.840555680450052e-06	1.5901119923000806e-06	0.00014570129860658199	5.4700735745427664e-06	8.227569878727081e-07	6.877596661070129e-06	3.905016001226613e-06	1.3229001751824399e-06	3.584008300094865e-05	0.0024608734529465437	2.1232960989436833e-06
SFRP4	5.263665343591128e-07	3.3808061061790795e-07	6.41123278910527e-07	0.0002924884611275047	1.7257919182611658e-07	1.607140916348726e-06	2.765140925475862e-05	1.334090848104097e-05	3.160327253226569e-07	1.4113012980487838e-07	0.0006442942540161312	1.8704507738220855e-06	1.5291424233510043e-06	9.441428846912459e-05	3.137140311082476e-06	3.302187110421073e-07	6.594163096451666e-06	4.6953707055763516e-07	3.3822371392489003e-07	2.258169160995749e-06	0.000489935337100178	4.5310841301215987e-07
STX3	1.7673204638413154e-05	0.00019534553575795144	0.00025612779427319765	8.039288513828069e-05	0.00014969543553888798	2.2676069420413114e-05	9.023874736158177e-05	3.064986958634108e-05	4.873693978879601e-05	0.0002002936671487987	4.037157123093493e-05	6.605648377444595e-05	0.002346706809476018	0.0002879804524127394	0.00016893625434022397	2.1204043150646612e-05	3.0245691959862597e-05	8.160897777997889e-06	1.6165526176337153e-05	0.0001168803428299725	0.00012811239867005497	7.783016917528585e-05
JAK1	0.00046148712863214314	0.0004222122661303729	0.00013635371578857303	0.0002977314870804548	0.00017438200302422047	0.00029653336969204247	0.00036242359783500433	0.00025776008260436356	0.0009690169245004654	0.0002738706534728408	0.00032679393189027905	0.0007792719989083707	0.00022877473384141922	0.0003727266739588231	0.0014251784887164831	0.0003193837474100292	0.000145113212056458	0.0011684849159792066	0.0007221738924272358	0.0008638639119453728	0.00025050024851225317	0.0001686043106019497
SLC25A5	0.000557269377168268	0.00021891774667892605	0.000897026271559298	0.00019540062930900604	0.000398875679820776	0.0010905683739110827	0.0004899659543298185	0.00034750698250718415	0.0004834747815039009	0.0006052954122424126	0.00011831829033326358	0.0005373756866902113	0.00043436227133497596	0.0004132190078962594	0.0005322417127899826	0.0004667173488996923	0.0004261899448465556	0.0004809936217498034	0.0004888084367848933	0.00014668598305433989	0.00011329835979267955	0.001598227652721107
ZFP36L2	6.117709563113749e-05	0.000186556761036627	7.678855035919696e-05	0.000169878636370413	5.5810563935665414e-05	0.00035350737744010985	0.00030848043388687074	0.00036953005474060774	0.001972036901861429	0.00020976734231226146	0.00044973488547839224	0.0006582269561477005	0.000350071961292997	0.0002251367550343275	0.0007024221122264862	0.0002670995017979294	0.00028954941080883145	0.0004351011593826115	0.0005017131334170699	0.0008565316093154252	7.110151636879891e-05	4.237363827996887e-05
SSH2	8.911149780033156e-05	0.0001555755006847903	0.00015963600890245289	5.5684558901702985e-05	0.00013687752652913332	0.00019556556071620435	0.00022115700994618237	0.00015526771312579513	0.00046851401566527784	0.0001684816525084898	8.617914863862097e-05	0.0006988415843807161	0.00013425337965600193	0.00011902201367774978	0.0005014688358642161	0.0002173998364014551	3.1927913369145244e-05	0.0003742836997844279	0.00023647477792110294	0.0020200989674776793	5.808921196148731e-05	0.0002452797198202461
IGLC2	6.533804821629019e-07	1.9094263734587003e-06	1.6817147070469218e-06	6.969259516154125e-07	3.0370972581295064e-07	1.5174004275309017e-08	9.866286563919857e-05	3.6735027606482618e-06	7.4914651122526266e-06	2.738601551754982e-06	8.477739356749225e-06	9.180693041344057e-07	5.622117896564305e-06	3.643449963419698e-05	1.3596110193248023e-07	0.0008266790537163615	0.012270267121493816	5.495216100825928e-06	8.205855920095928e-06	2.1648126846685045e-07	2.3874351882113842e-06	8.720923688088078e-06
ECSCR.1	1.5623127183062024e-06	0.0012947487412020564	5.555331838991151e-08	8.907944106795185e-07	1.1307585978670431e-08	4.4367558871272195e-07	2.387960921623744e-05	1.63981912919553e-05	4.1235839631781346e-08	7.852572139199765e-07	1.0194344213232398e-06	5.063104140390351e-07	2.601341009267344e-07	3.1911411497276276e-05	9.679404229245847e-07	3.8683697312080767e-07	9.050338121596724e-06	2.8349859348963946e-07	5.460105398924497e-07	4.960339765602839e-07	1.743366340178909e-07	5.867588015462388e-07
CENPL	3.157771425321698e-05	7.221305168059189e-06	9.347194281872362e-05	1.337817775493022e-05	9.363390563521534e-05	0.00012824822624679655	2.865119131456595e-05	2.4386177756241523e-05	0.00012195711315143853	7.735950202913955e-05	4.345762499724515e-05	0.00016783860337454826	7.16651338734664e-05	0.00010222847777185962	8.028127922443673e-05	5.802097075502388e-05	3.4643871913431212e-06	8.644173794891685e-05	0.00013677217066287994	0.00013104549725539982	6.712700997013599e-05	0.0008982442086562514
RPL30	0.00030523043824359775	0.00021138812007848173	0.0022200404200702906	0.0006319700623862445	0.00020139219122938812	0.004038891289383173	0.0008872583275660872	0.00047178936074487865	0.001915097702294588	0.0002486863231752068	0.000274139252724126	0.0016759639838710427	0.0009652113076299429	0.0006296633509919047	0.0009212753502652049	0.0005391131853684783	0.00035132814082317054	0.0006469879299402237	0.00042849837336689234	0.0002933846553787589	0.0002249844983452931	0.0004630731709767133
NPL	4.0857732528820634e-05	1.3173224942875095e-05	4.245256059220992e-05	3.05826251860708e-05	5.645591500069713e-06	1.428294308425393e-05	0.00013635358482133597	7.964659744175151e-06	4.040184649056755e-05	0.0012817590031772852	1.2303428775339853e-05	1.5215244957289542e-06	4.235090727888746e-06	3.2949661544989794e-05	4.5250744733493775e-05	1.6198868252104148e-05	2.0514016796369106e-05	0.00010939269850496203	6.575999577762559e-05	1.775984674168285e-05	3.706440475070849e-05	2.0071489416295663e-05
MS4A6A	2.8220875947226887e-07	2.232146243841271e-06	2.7627723397927184e-07	4.967493168805959e-06	6.636405913695853e-08	7.796713362040464e-06	3.263842882006429e-05	1.108793276216602e-05	1.7595117242308334e-05	0.0021994109265506268	1.8658172393770656e-06	1.696589492894418e-06	3.6586602618626785e-06	2.3938195226946846e-05	3.2657046631356934e-06	3.191029099980369e-05	2.9670065941900248e-06	5.11533762619365e-05	5.183330722502433e-05	7.478412589989603e-05	1.5842477978367242e-06	7.624735758327006e-07
AMHR2	5.989815576867841e-08	1.6851100781423156e-06	1.5153752030983014e-08	6.736079427582808e-08	3.823321215179476e-09	1.7482408409819072e-08	3.981761437898967e-06	2.9360089683905244e-06	1.2811708138826816e-08	3.316388230700795e-08	8.194196965405354e-08	5.435927974417609e-08	0.0021701024379581213	8.947403330239467e-06	1.3762250716808921e-07	4.4698433043777186e-07	8.379235509892169e-07	4.2814377820832306e-08	4.639374040493749e-08	1.7058316359452874e-07	3.245649082828095e-08	5.815581616275267e-08
LINC00996	8.695902664612731e-08	7.130329890969733e-07	3.069202847427732e-08	1.3527490239084727e-07	1.0967840857745159e-08	2.0173487769170606e-07	1.2353085367067251e-05	1.740451443765778e-05	9.218707418767735e-06	9.743542614160106e-05	1.2229303081312537e-07	2.7360834792489186e-05	0.0009483310277573764	1.9632945623015985e-05	0.0009483164176344872	0.0012817962560802698	4.92287381348433e-06	4.6783286961726844e-05	3.1476087315240875e-05	1.4451051129071857e-06	5.5331671688918505e-08	4.2338515982009994e-07
TBC1D9	4.0006380004342645e-05	0.0001675656094448641	2.780917930067517e-05	7.363043550867587e-05	0.002511008409783244	8.859517038217746e-06	1.7555739759700373e-05	4.904222078039311e-05	1.259952227883332e-06	0.00015696337504778057	7.116000051610172e-05	0.0001254972448805347	7.026494586170884e-07	3.517025470500812e-05	4.168805673998577e-07	0.00021966511849313974	3.406353016544017e-06	2.1767334601463517e-06	1.9679796423588414e-06	9.221753316523973e-06	5.1710259867832065e-05	6.021843091730261e-06
NTM	1.0057065082946792e-06	1.8896421352110337e-06	1.2590059839112655e-07	0.00036273294244892895	3.634427514498384e-08	1.0082883505901918e-07	7.762860150251072e-06	5.688245892088162e-06	7.356112519119051e-08	8.358572927136265e-07	4.017092942376621e-05	1.6921705991990166e-06	0.0008651159587316215	2.592464443296194e-05	5.316062470228644e-07	8.69302857609e-06	1.9042541907765553e-06	5.216747922531795e-07	1.7537078633722558e-07	5.833259137943969e-07	0.0017944766441360116	3.242811885684205e-07
PDCD1	5.522009587366483e-07	9.468338646456687e-08	1.1788913667487577e-07	3.3524770515214186e-07	4.068169801030308e-08	4.771753197019279e-07	2.0167912225588225e-05	4.740874283015728e-05	0.00020648492500185966	2.7320068056724267e-06	3.8408927593991393e-07	1.22757001008722e-06	4.217458808852825e-06	4.55907174909953e-05	3.3325202366540907e-06	1.0428659152239561e-05	1.23618310681195e-05	0.0007513301679864526	0.0018112079706043005	3.5158966056769714e-05	2.2389623666185798e-07	5.5134828471636865e-06
CTB-133G6.1	3.425379873078782e-07	1.1674944033757129e-07	1.1097577612417808e-07	4.4579937252819946e-07	4.9976563332165824e-08	3.1719084745418513e-06	6.308263255050406e-05	3.0130895538604818e-05	0.0005915546207688749	2.024510422415915e-06	4.3931191839874373e-07	0.0010361215099692345	1.5253483070409857e-05	8.009506564121693e-05	2.674259121704381e-05	5.606577542494051e-05	3.127896889054682e-06	5.900535325054079e-05	4.32738488598261e-06	0.0012009553611278534	4.033451261875598e-07	5.444816224553506e-07
TALDO1	0.0002616558049339801	0.00023802364012226462	0.0011449783341959119	0.0002633231633808464	0.0004770684172399342	0.0006543768686242402	0.0003385466698091477	0.00025371304946020246	0.0004252359794918448	0.0009363257559016347	0.0002797731140162796	0.0003128450480289757	0.000749344821088016	0.0003138170868624002	0.00019043016072828323	0.0004024481459055096	0.0003387100587133318	0.0005353904562070966	0.0005077758687548339	5.7244418712798506e-05	0.00016527324623893946	0.0007591272587887943
TUBB6	0.00043880485463887453	0.0005755547317676246	0.00018429692136123776	0.0009509851224720478	1.6095732746634894e-07	2.6589546905597672e-05	6.357699021464214e-05	8.145434549078345e-05	1.0242490589007502e-06	0.0002774998138193041	0.00040782548603601754	4.323923712945543e-05	2.663082159415353e-05	7.359276060014963e-05	3.2319005640601972e-06	8.600788714829832e-05	2.957597462227568e-05	2.3672300812904723e-06	4.712982899945928e-06	3.1104020308703184e-05	0.0009633182780817151	0.00022852435358799994
RENBP	6.615076563321054e-05	2.455595495121088e-05	5.418347063823603e-05	2.8499169275164604e-05	1.1939370381242043e-07	2.0606212274287827e-05	5.337963011697866e-05	7.13102490408346e-05	9.746603609528393e-05	0.0007680716807954013	8.354340388905257e-05	0.00013154989574104548	0.0014000504743307829	3.7430712836794555e-05	1.2774491551681422e-05	6.760741962352768e-05	2.8359861971694045e-05	0.00026651867665350437	9.225535177392885e-05	2.3104734282242134e-05	5.570953817368718e-06	2.667535409273114e-05
NCF1	2.0577904251695145e-06	8.956648343882989e-06	2.2302747311186977e-06	7.228465506159409e-07	3.984033355663996e-06	2.396337549726013e-05	0.00010581143578747287	0.0003140844055451453	0.0006294026388786733	0.0006955119897611439	1.1327583706588484e-06	0.002684862818568945	0.0005471073091030121	0.00012517470167949796	0.000214730083825998	0.0013787616044282913	0.0001687477488303557	0.00017232925165444613	5.2585539378924295e-05	0.00035391352139413357	8.587106208324258e-07	1.3326376574696042e-05
