Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10
TMC6	0.0008655355195514858	0.00024015834787860513	0.00018807529704645276	0.00016164756380021572	0.0004327359492890537	0.0006366563611663878	0.0007389310048893094	2.6554675969236996e-06	8.733693539397791e-05	2.6746820367407054e-05
EBF2	7.703920346102677e-07	2.995648742398771e-07	1.4759772284378414e-06	3.956041325636761e-07	3.5298216971568763e-07	2.696622516396019e-07	4.055843305650342e-07	7.020568591542542e-05	1.807174072609996e-07	0.001004807068966329
CD70	7.226639809232438e-06	2.508078978280537e-06	6.55382318655029e-05	2.447011695494439e-07	0.00021506025223061442	0.0004807908844668418	6.136098090792075e-05	1.3092232620692812e-05	5.444126713882724e-07	4.6464055003525573e-07
ENPP2	1.617091925254499e-06	6.626034155488014e-05	6.999462129897438e-06	0.00049143738579005	1.5558338418486528e-05	3.496695626381552e-07	3.2291663956129923e-06	5.0322523748036474e-05	1.6935076700974605e-06	0.00021383653802331537
CD63	0.0010150921298190951	0.001102170324884355	0.0006430242792703211	0.000496803259011358	6.461980956373736e-05	0.00034130355925299227	0.00011936696682823822	0.0008548343321308494	0.0005967032047919929	0.00141041015740484
CDK18	5.209749815549003e-06	0.00018196163000538945	4.2410800233483315e-05	1.4007450772623997e-05	2.8582768209162168e-05	4.444224032340571e-06	1.6534751921426505e-05	3.6253528378438205e-05	0.0001422160567017272	0.0003273822658229619
ZFHX3	6.92072935635224e-05	0.0005190104129724205	1.2937622159370221e-05	0.0003682157548610121	4.889649062533863e-05	2.538847729738336e-05	8.979972335509956e-06	0.0007482222281396389	0.0002837305364664644	0.0005224593332968652
CDA	3.3383297704858705e-05	0.0003023123717866838	7.817291589162778e-06	0.001144789857789874	7.763819667161442e-07	1.4777585874981014e-06	9.322430969405104e-07	8.394235351261159e-07	1.663595139689278e-05	4.5751412471872754e-06
IL33	3.598019475248293e-06	4.132178332838521e-07	2.6991187951352913e-06	0.0008356432081200182	1.4391565628102398e-06	4.2572759184622555e-07	8.919482183955552e-07	1.4300989278126508e-05	8.015141474970733e-07	0.0002506487362552434
CCDC3	2.4135640614986187e-06	2.607119995445828e-07	3.112799049631576e-06	0.00037442127359099686	1.4184049632604001e-06	3.3267963317484828e-06	6.026747541909572e-06	0.000344387924997136	6.898940796418174e-07	0.000342576444381848
PRLR	5.7555280363885686e-05	1.4177253433445003e-05	1.7193099210999208e-06	1.3609658822133497e-07	2.6470459033589577e-06	7.332400286941265e-07	1.8264476011609077e-06	1.9000361135113053e-05	0.001275314250960946	7.029776952549582e-06
GALNT6	0.0014003438409417868	0.00021778902737423778	4.575815182761289e-05	1.946435440913774e-05	0.00016064797819126397	9.125856013270095e-05	0.00014979892875999212	1.986004463105928e-06	0.00040728974272497	1.7645679690758698e-06
IGHV3-66	1.8904589751400636e-06	5.773518552132373e-08	0.00032766355434432626	1.1958108814269508e-07	4.336449819675181e-06	4.938335962378915e-08	2.416279976102942e-08	4.43770069580296e-08	6.241079653079851e-09	1.529015491996688e-07
RPL29	0.0006234641768969595	0.0006548836245201528	0.001097297528758645	0.0007679055561311543	0.002409137086942792	0.0009148622630164027	0.002747361781075597	0.0007095890468917787	0.0018098666332662106	0.0014784433878958225
CTHRC1	4.341688054410042e-06	1.0203698366240133e-06	2.9945047572255135e-05	3.5969660530099645e-05	1.270439838663151e-06	7.126688160496997e-06	1.969537834156654e-06	0.0015281434170901775	3.0687770049553365e-05	0.00014404293324332684
FOXA1	3.3291769796051085e-05	1.2368654722649808e-07	3.2332420119018934e-07	5.045594093644468e-07	1.1320917110424489e-06	2.711310287395463e-07	3.932994331989903e-06	5.86099190513778e-07	0.0016416509170085192	7.688021810281498e-07
KNSTRN	0.00026548097957856953	9.448587661609054e-05	0.00013035957817919552	5.236216384219006e-05	6.522233161376789e-05	0.00010697858670027927	8.151096699293703e-05	4.171818363829516e-05	0.0001618722890270874	7.147046562749892e-05
TNFRSF10A	0.00023600627901032567	5.241924009169452e-05	4.839553730562329e-05	0.00014028009900357574	0.0002885701251216233	0.00011756992898881435	0.00047556846402585506	1.804677776817698e-05	5.9546626289375126e-05	2.695969897104078e-06
OCIAD2	0.00025032003759406507	1.4271265172283165e-05	0.0002336126344744116	0.00039089019992388785	0.00040003968751989305	0.0006979501922614872	0.0010316186817362905	1.2074860933353193e-05	0.0004146414576098323	5.855788458575262e-06
TRGC2	0.00017481391842011362	9.268757708014164e-07	3.1854883673076984e-06	4.3643862568387704e-07	1.3758514796791133e-05	0.000494465755764395	0.00012722300016321242	2.417719144887087e-07	7.305971649884668e-08	4.0590214211988496e-07
CH17-212P11.4	4.4352191252983175e-07	4.417498473685555e-07	0.0012940887827426195	7.451033923189243e-08	7.215760888357181e-06	1.7231388937943848e-07	1.4911415746610146e-07	7.001759172453603e-08	6.928595919220015e-09	1.590573930343453e-07
RGS19	0.0003727561270352453	0.0007634859066456556	0.00013984020915813744	8.51008589961566e-05	0.0012673985911533237	0.0005670675891451538	0.0007409852114506066	4.25624311901629e-05	8.486282604280859e-05	1.8673232261789963e-05
NT5C	0.001123369438573718	0.00027828820748254657	0.0001505696855019778	4.517510024015792e-05	0.0009544999338686466	0.0006696175551041961	0.0005118316621519625	0.0003316930087748915	0.0003910812665708363	0.0003602843207772821
SDC4	8.762803190620616e-05	8.021320536499843e-05	5.367556696000975e-06	1.1536466445249971e-05	2.1096520868013613e-05	0.0002113312075380236	1.1598260243772529e-05	8.136250107781962e-05	0.000814403872936964	4.764646655530669e-05
CAMK4	0.0002303462679265067	1.394550622535462e-06	2.2707670723320916e-05	3.988790012954269e-06	3.199682760168798e-05	0.00032015613396652043	0.0010155398631468415	4.024393274448812e-05	3.0431363029492786e-07	2.048483474936802e-05
RPL32	0.0006901436136104167	0.000562569301109761	0.000676385301630944	0.000708969309926033	0.0024411350023001432	0.0007334859110414982	0.0030425789300352335	0.0005567215848714113	0.0011866696877405047	0.001221897779032588
RB1	0.0004800111928489059	0.0007460577180609107	0.0001050916180247441	0.0003768746682908386	0.0006290782475844026	0.00021198579634074122	0.00025605576229281723	0.00022120408539194614	0.0001665953459450975	0.00015240615175571293
SKA1	1.9375210058569792e-07	3.339319619044545e-06	1.1763594557123724e-05	4.024312147521414e-06	2.22801872951095e-06	6.812287028878927e-05	1.9738095602406247e-07	6.461688712988689e-07	0.00011103176802862436	1.5027225686026213e-07
MAML1	0.0004314860561862588	0.00016595689521636814	9.075974230654538e-05	0.00017327402019873261	0.0001561222888994962	0.0001744581968523562	0.00018016726244241	0.0002682306803762913	0.00021835060033481568	0.00015934312250465155
CYGB	2.63318343058927e-05	5.967761353531387e-06	4.207925030641491e-06	0.00015805616567377	2.783427044050768e-05	7.059365998429712e-07	2.08862911676988e-06	0.0002846561837941408	3.2119951356435195e-06	0.001031621708534658
SLC45A3	0.0008875923231244087	7.619454117957503e-05	7.186116590673919e-07	3.2430372812086716e-05	0.0002282109926454723	7.839284990041051e-07	2.170308022186873e-07	1.736300328047946e-05	7.797313628543634e-06	0.0012444204185158014
CA2	3.887696948368102e-05	8.518188406014815e-05	5.135571882419754e-06	0.00019693640933837742	2.0497471268754452e-05	3.251806447224226e-06	4.331880973040825e-06	2.830490302585531e-06	0.0013428827514871955	1.1900917343155015e-05
BCL6B	6.077382295188727e-07	9.483093208473292e-07	2.983666490763426e-06	0.0014667389914393425	8.670403417454509e-07	1.5991886925803556e-07	9.766158370894118e-08	1.530789268144872e-05	1.4481032906132896e-07	5.649830654874677e-06
TEK	7.311231229323312e-07	3.593748942876118e-07	1.3181468148104614e-06	0.0015202286886051297	4.6892157001821033e-07	3.381295243798377e-07	7.846675487144239e-08	2.405869417998474e-05	1.1176379643984546e-07	4.545659521681955e-06
UBASH3A	0.00015901743608992547	1.0244821169180796e-06	1.9481233266560594e-06	7.329702498282131e-07	1.2043739843647927e-05	0.0005233704578131437	0.0004991817404516041	3.3574519875401165e-07	2.9853669758495016e-08	5.538116170100693e-07
PDE3B	0.0002693153510335833	2.568448689999059e-05	4.13599855164648e-06	8.084313662948261e-07	4.386689397506416e-05	0.0004742759047076106	0.0006825780146755278	2.11309361475287e-06	2.9216089387773536e-06	2.400152197878924e-06
PLPP5	0.0002647356304805726	0.00013323643361218274	0.0033518460113555193	0.00013290609058458358	0.0005220081657171249	0.00037141088978387415	0.00022302253637462854	0.0002678867895156145	0.0005519518745131791	0.00019239123503211886
TBXA2R	1.0700714483391494e-06	4.792644290319004e-07	1.4610030802941765e-06	0.0011374056339263916	0.00010052179277408868	3.728321757989761e-07	2.1576623112196103e-05	9.25864587770775e-05	1.044060627464205e-05	0.00012939219595864415
NUDT4	0.00026428690762259066	0.00010717227269196883	0.0005208678776398301	0.0001836460578488186	0.0003788373724091798	0.00030388322193175554	0.00026752683334052563	0.00029042005189694464	8.510529005434364e-05	0.0006870193174108863
ANXA11	0.0007877295720390975	0.0004745401383843273	0.0002858434454537928	0.0002935870725195855	0.0005656014545820653	0.0009656084585003555	0.0008929924224503338	0.00047135542263276875	0.0004495409084483981	0.0006765510770492256
RP11-325F22.2	0.00049779616529122	5.451227480079979e-05	0.0005241152830421925	7.097495995367353e-07	0.0007692365907132626	0.00025435120915062726	0.00028138174093328416	2.455658716371545e-07	2.7520971457306587e-07	6.325769277282234e-07
THEMIS	0.00015227276890072972	1.1002472319887602e-06	2.1684622879547533e-06	3.606404845868383e-07	1.1559169251995627e-05	0.0004013403959106654	0.00047496194019913673	1.9015685381873482e-07	6.333033297778456e-08	5.330924182089802e-07
MSRA	0.0010940642096102238	0.00039665927761234343	0.0003369449113961309	0.00018406956223770976	0.00033104585600085557	0.00026211829390376806	0.0002257541927974671	6.644719542236999e-05	4.296000406611711e-05	0.00042549113277345896
CYFIP1	3.587628452805802e-05	0.0007586352294310927	6.309171294560656e-05	0.0006182461511343718	2.968092121591326e-05	4.563890615827404e-05	3.492598625598475e-05	0.0003751764597836882	0.00031920947367325425	0.0003200582868885249
PLK4	3.7522328057093546e-05	5.126974792801775e-05	1.6400379536207765e-05	4.8645775677869096e-05	2.048239366558846e-05	0.00013279194536153227	2.3894035621196963e-05	5.842151222168468e-05	0.00010124653636012226	1.4038600056665018e-05
SLFN12L	0.0003625030512921512	4.961882950738072e-06	2.811579906847328e-05	2.9852961233700626e-05	3.0275930839707144e-05	0.0005183168104849756	0.00031903665512800217	6.507605121441884e-06	2.4600771553195955e-07	9.146955562755466e-06
MAPK3	0.00013748292985837907	0.00015195889864116907	1.9451879779808223e-05	0.0007541684899479151	6.614039739361033e-05	0.00011685198114719242	0.0001649899350013584	0.00018786487635225058	0.00026234335382469	0.00024948708596639335
VCAM1	3.5033847325394163e-06	3.420704524614848e-05	2.9043919766991166e-06	0.00013847423542756587	3.6310989344201516e-06	8.355895261047408e-05	5.6020849115157034e-06	0.00042937553371302783	1.2492977248257375e-06	0.0005610627122223377
SWAP70	0.00014388412819243968	0.00040788468322716653	3.186726462445222e-05	0.0008044993737712502	0.0012485956540331244	4.716875992016867e-06	2.7505559046403505e-05	0.00022001138131599873	0.00010260495764669031	0.000174871674971655
SERPINA1	1.1020465535693802e-05	0.0015668090200051665	1.3730279533774592e-05	1.2256723493919708e-06	3.3390797398169525e-06	2.0952822978870245e-06	2.813936134771211e-06	2.2176336642587557e-06	6.85996055835858e-05	3.638539510575356e-06
CD276	1.86582201422425e-05	0.00030556891579180956	4.637601159629412e-05	0.00027879333356395364	1.6440371837234125e-06	4.383948544273153e-05	2.0010543266835157e-06	0.0011447664583101869	0.0001673626247793436	0.0003521282342262566
PSMB10	0.0006796366651542485	0.0005350566352717578	0.00045791995944455266	0.00015111404354684055	0.000796106702182442	0.0011191803496330976	0.0008517828537151217	0.0001420111075276509	8.50979340611957e-05	0.0002748570987023413
RPS27	0.0006255197222344577	0.0002947215107269585	0.0003800118574872613	0.0002874632191378623	0.002050172071903944	0.0008816421614028513	0.002686909632757306	0.0003962961782235652	0.0011148995254188776	0.0006756389047950506
ID2	0.001468240050598979	0.0003746699949260801	2.9907785574323498e-05	0.00016612499894108623	3.71670066670049e-05	0.000997957424260676	0.0003267008578404784	8.517994137946516e-05	0.00038435892201960087	0.00010252162610413507
LMO2	2.792160103126662e-07	0.0004043807275593281	3.014680942214909e-06	0.001337965251877904	0.00021253763407003134	2.1630908975112106e-07	1.0394487759413096e-07	6.378304533427581e-06	1.0723865671025123e-06	1.6716559912310913e-05
ANKRD30A	0.0002555738319642842	3.9996285750021343e-07	2.8921721195729333e-07	1.1450608781160554e-06	1.99212786355929e-06	2.69851909706631e-07	3.84504573958111e-06	2.754106617430807e-06	0.0009099820745177567	7.157895964837735e-08
MYCBP2	0.0006628907867707312	0.00020467773720156401	0.00035831090644933283	0.00025185957201756537	0.0006166846142150462	0.0005669855745509267	0.0005635176785290241	0.00028863290208391845	0.00013029863475821912	0.0002447366714477539
ARPC1B	0.00020936429791618139	0.0010865816147997975	0.00013290603237692267	0.000426009384682402	0.0006215537432581186	0.0012472972739487886	0.0006424534367397428	0.0002958901459351182	0.00011875510972458869	0.00015236411127261817
CHI3L1	1.1636616363830399e-06	3.6687903048004955e-05	1.0618077794788405e-06	1.6511357614490407e-07	2.1639785074967222e-07	5.852443223375303e-07	2.808164083489828e-07	1.373077066091355e-05	5.9119818615727127e-05	3.319642928545363e-05
MZB1	7.163218106143177e-05	1.2849560562244733e-06	0.009335565380752087	7.903236678430403e-07	0.00011915532377315685	8.983194857137278e-05	7.113935225788737e-06	4.605199137586169e-07	5.619235889753327e-05	2.7923085781367263e-06
EPB41L2	2.317825965292286e-05	0.00037866979255340993	2.989984022860881e-05	0.0002579792926553637	7.679375994484872e-05	1.657585016801022e-05	2.183878495998215e-05	0.0008310187258757651	1.8718727005762048e-05	0.0006044500623829663
UBE2D2	0.0007176210638135672	0.000391713430872187	0.0007217354723252356	0.0003238461504224688	0.0010474843438714743	0.0012496381532400846	0.0010571980383247137	0.00028648460283875465	0.0006262889946810901	0.0004415781586430967
IGLV2-18	1.00465911145875e-07	4.1630062952435765e-08	0.0007970347651280463	5.0437183318763346e-08	7.56539932922351e-08	3.640905177348941e-08	1.8406254298497515e-08	3.938360748634295e-08	5.148006909649894e-09	5.399068570000054e-08
GPX4	0.0003694675979204476	0.0009539987077005208	0.00029721794999204576	0.0002852243196684867	0.00039055218803696334	0.0003809647460002452	0.000542039459105581	0.00045684512588195503	0.0021045594476163387	0.0007083054515533149
ITSN2	0.0010060182539746165	0.000283860310446471	0.00018299062503501773	0.0003441505250521004	0.0007027201354503632	0.0004777492431458086	0.0004923278465867043	0.000154073306475766	0.00018635373271536082	0.00010771309462143108
IRF4	7.2653972893022e-05	2.3222915842779912e-05	0.002103520790114999	1.183021709039167e-06	0.0002750055573415011	0.00030560619779862463	5.834119292558171e-05	1.5251762306434102e-06	2.2226645057799033e-07	1.1145222060804372e-06
HEG1	0.0002772488514892757	2.8220909371157177e-05	9.670626241131686e-06	0.0015467590419575572	1.092357615561923e-05	9.021109872264788e-05	5.749693082179874e-05	0.0008266482036560774	1.3170435977372108e-06	0.000107791849586647
IGHV1-2	2.9443484095281747e-07	3.097857188549824e-07	0.0016625943826511502	1.0058894304165733e-06	1.4419544640986715e-05	1.1663317991406075e-06	8.253516057266097e-07	3.3139838251372566e-07	2.771853147010006e-08	1.722729763287134e-07
PARVB	0.00010458741598995402	0.0006305982242338359	0.00044560275273397565	0.0005273396382108331	0.0004242470604367554	0.00031458536977879703	7.715274841757491e-05	0.00011631711822701618	5.2050330850761384e-05	0.00018930467194877565
RBP1	3.6738827475346625e-05	4.110576628590934e-05	2.4375853172386996e-05	0.00010100383224198595	5.032389708503615e-06	1.26223276311066e-05	3.4779980069288285e-06	0.00014024836127646267	0.00064967101207003	0.0002547921030782163
IL2RG	0.00045473515638150275	8.257712761405855e-05	0.0002926469605881721	7.4964723353332374e-06	0.00038312969263643026	0.0014281767653301358	0.0009295918862335384	1.0363313549532904e-06	1.63986882739664e-07	1.6499947150805383e-06
KLF6	0.0012841137358918786	0.0005449166637845337	0.000293833581963554	0.00020977621898055077	0.0003923250187654048	0.0004106425622012466	0.0008067982271313667	0.0002239317400380969	0.0002551657962612808	0.0001811677502701059
RPL12	0.0006206337129697204	0.0007332081440836191	0.0007380984607152641	0.0006283643888309598	0.00237256963737309	0.0010962747037410736	0.0025243202690035105	0.0006745678838342428	0.0018630006816238165	0.001429556286893785
CCND3	0.000570275413338095	9.485745977144688e-05	5.902425618842244e-05	0.00017271023534704	0.0006121067563071847	0.0007317399722523987	0.0010690776398405433	9.818307444220409e-05	5.8568672102410346e-05	9.42415208555758e-05
DSCC1	1.1129740414617117e-05	1.4986960195528809e-05	4.7601665755792055e-06	4.615519355866127e-05	6.663864041911438e-06	2.9018601708230563e-05	1.2776061339536682e-05	8.157909178407863e-05	0.00011288667155895382	8.108867768896744e-05
HMOX1	2.7340176984580467e-06	0.0007115061162039638	4.64790628029732e-06	2.157697508664569e-06	2.158296774723567e-05	3.617110269260593e-05	1.8388394664725638e-06	1.0617201041895896e-05	8.309349141200073e-06	5.857361429661978e-06
ZC3HAV1	0.0007213976932689548	0.00018596778681967407	8.050796168390661e-05	0.00023721824982203543	0.00037345432792790234	0.00047290054499171674	0.000782761606387794	0.00024570163805037737	0.00019273826910648495	0.00013131389277987182
TBC1D10C	0.0006937052239663899	1.706428338366095e-05	0.00010906084207817912	1.1330120059938054e-06	0.0005809332942590117	0.000927520974073559	0.0011165745090693235	8.542220939489198e-07	1.602043937509734e-07	1.5897306866463623e-06
PTPRM	0.00021594464487861842	4.212084604660049e-05	4.439424174051965e-06	0.001424735295586288	4.768399776367005e-06	3.264627594035119e-05	8.638439612695947e-05	0.00037000165320932865	5.859449811396189e-05	9.753621998243034e-05
CD14	7.397408126053051e-07	0.002220720984041691	3.842589194391621e-06	2.0871902961516753e-05	1.681099206507497e-06	1.091147737497522e-06	1.1521083251864184e-06	4.205833192827413e-06	4.976157924829749e-06	7.70205406297464e-06
ATP8A1	0.0007363848853856325	2.755040804913733e-05	7.950104918563738e-05	0.00020457901700865477	0.0002780615468509495	0.000388239132007584	0.00033417739905416965	8.85286590346368e-06	1.2031507139909081e-05	5.677886747434968e-06
RHNO1	0.00016135693294927478	0.00011269666720181704	0.00013498922635335475	5.096932000014931e-05	0.00018180512415710837	0.0005738514591939747	0.0003328905440866947	8.540242561139166e-05	0.00023871638404671103	0.00010614690108923241
RPS13	0.0006537901936098933	0.0007697270484641194	0.000849289121106267	0.0007250892813317478	0.002446887781843543	0.0007306450861506164	0.0028302122373133898	0.0005888334126211703	0.0014775608433410525	0.0013082415098324418
AP2S1	0.00018410607299301773	0.001246682251803577	0.0002796275948639959	0.00044216119567863643	0.0002552660007495433	0.0005505300941877067	0.00031547152320854366	0.00039537649718113244	0.0007341820164583623	0.00035952363396063447
IGKV3-20	1.9663361854327377e-06	1.928533492900897e-06	0.002706982893869281	4.915197564514528e-07	1.3385031707002781e-05	2.061207624137751e-06	9.102575404540403e-07	4.618828484126425e-07	1.0656223281557686e-07	1.1044443226637668e-06
COX7A2	0.0003715632192324847	0.0006395847303792834	0.0015268808929249644	0.000429592008003965	0.0005779226194135845	0.0010169961024075747	0.0008247265359386802	0.0003789620823226869	0.001765803317539394	0.0006475779227912426
IL16	0.0003946775395888835	9.682997188065201e-05	0.0003797688113991171	5.40918845217675e-05	0.0006755385547876358	0.0005112034850753844	0.0011156564578413963	7.967526471475139e-05	1.1276091527179233e-06	2.3193199012894183e-05
LIF	0.0016574386972934008	8.50704382173717e-05	1.3986044677949394e-06	9.023860059187427e-08	1.8784994608722627e-05	0.00013163982657715678	7.609234671690501e-06	5.4767035180702806e-05	1.7686853652776335e-06	0.0001253225636901334
MYDGF	0.0004120548255741596	0.0006178367766551673	0.0032487211283296347	0.0005026120343245566	0.0002481148112565279	0.00039264262886717916	0.00033313603489659727	0.0008601285517215729	0.000523146300110966	0.00043483590707182884
HIST3H2A	0.00025172202731482685	3.4937340387841687e-05	7.394560816464946e-05	7.784808531141607e-07	5.0140402890974656e-05	0.00022383705072570592	0.00017149395716842264	1.6441324987681583e-05	0.0010776405688375235	3.9912636566441506e-05
HOXB4	0.00047740855370648205	2.290826705575455e-05	8.377051563002169e-05	0.00028217030921950936	5.706406955141574e-05	0.000231390047702007	0.0001167580412584357	0.0003509320376906544	3.727650437213015e-06	0.00020503401174210012
DAAM2	4.5204794218989264e-07	7.895502562860202e-07	3.596970373109798e-06	3.394898726583051e-07	2.336972784178215e-07	3.9875931179267354e-07	1.6159000892912445e-07	0.0005769888521172106	8.976611752586905e-06	0.00070888118352741
SNX3	0.00027530541410669684	0.0007207426824606955	0.0005145577597431839	0.0007826988585293293	0.0011489572934806347	0.0005692297127097845	0.0005258717574179173	0.0004670273920055479	0.00045938443508930504	0.0007070127758197486
C19orf43	0.0007189306197687984	0.00042843696428462863	0.00048444047570228577	0.00043824134627357125	0.0009566135704517365	0.0011586952023208141	0.001216486911289394	0.0004196317750029266	0.0007447775569744408	0.0006245345575734973
FILIP1L	1.1890097084688023e-05	9.024102473631501e-05	9.1548217824311e-06	0.00015042031009215862	2.006886097660754e-05	2.1397010641521774e-05	2.6727902877610177e-06	0.00100699660833925	2.019223529714509e-06	0.0009223228553310037
RPA3	0.00012831036292482167	0.00018379127141088247	0.0001758671278366819	0.00010247706813970581	0.00044967816211283207	0.0006987815140746534	0.0003402518923394382	8.831836021272466e-05	0.0004730703367386013	0.00017155650130007416
DCK	0.00021126502542756498	0.00020506577857304364	1.618588976270985e-05	9.082273027161136e-05	0.00090648396871984	0.00046300297253765166	0.0006290643941611052	3.0026094464119524e-05	0.00017476700304541737	5.889808016945608e-05
ADAM15	0.00011454767809482291	0.0001374589337501675	5.5689601140329614e-05	0.0015918307472020388	2.6038505893666297e-05	6.908636714797467e-05	5.487386806635186e-05	7.842027844162658e-05	0.00044236256508156657	7.086809637257829e-05
CD180	2.883326715164003e-07	0.00022233257186599076	0.00039726481190882623	2.8775733085240063e-07	0.0013286317698657513	9.005587031651885e-08	2.084151020653735e-07	1.3264441633964452e-07	9.127925295615569e-07	1.9860648592384678e-07
DHRS9	8.08290860732086e-06	0.0004991330206394196	0.0009129179525189102	1.359045995741326e-07	0.000601208012085408	2.4067711024144955e-07	9.833585323804073e-08	4.2764747831824934e-07	1.3947239096978592e-07	9.43899794947356e-05
OLR1	1.5540808817604557e-07	0.0008348233532160521	3.8429467963396746e-07	1.767932786833626e-07	7.939977422211086e-07	2.5435073780499806e-07	7.986889727362723e-08	7.553434215878951e-07	3.467263525180897e-07	9.385008326034949e-08
GUCY1A3	1.6818348740343936e-05	1.2229542335262522e-05	8.094896656984929e-06	4.0303380956174806e-05	2.258202584926039e-05	2.4174046302505303e-06	2.63123160948453e-06	0.0004683426523115486	2.0982175556127913e-05	0.0010179979726672173
RASSF1	0.0016547678969800472	0.00017550024494994432	0.00022900044859852642	0.00017817836487665772	0.0003567816165741533	0.0005733390571549535	0.0004329818766564131	0.000145337384310551	0.0001234828814631328	0.0001674573722993955
CYLD	0.00036435516085475683	0.0001743371394695714	0.00018895219545811415	0.0001195739969261922	0.00027563187177293	0.0006389480549842119	0.0007143609109334648	0.00016200114623643458	8.766271639615297e-05	0.00010312698577763513
IFI16	0.00017191482766065747	0.0003988984681200236	0.00015056369011290371	0.00042123085586354136	0.0005323596415109932	0.0008542195428162813	0.0003662600356619805	0.00041708716889843345	1.127094765251968e-05	0.0004077923367731273
SMAD1	6.969487731112167e-05	2.0006504200864583e-05	5.979621164442506e-06	0.0011535658268257976	5.782381322205765e-06	4.944327884004451e-05	1.3446500815916806e-05	0.00022339023416861892	0.00016659485117997974	0.00016862471238709986
RALB	0.0005064411670900881	0.00037285860162228346	4.735915717901662e-05	0.0005357551272027194	0.00023664679611101747	0.00022044635261408985	0.0001324014738202095	0.0002816659107338637	0.0003323312266729772	0.0003279917873442173
SOD2	5.3647741879103705e-05	0.0008937942329794168	0.00010024887160398066	0.00011264763452345505	7.964229007484391e-05	6.540600588778034e-05	0.00014162914885673672	0.00020867888815701008	0.00014282578194979578	0.0003116053412668407
SLC1A4	0.0002406971761956811	0.0001726355985738337	0.0013414187123999	0.00013500759087037295	8.390649600187317e-05	0.0003045599441975355	4.565128620015457e-05	0.000177941401489079	9.075894922716543e-05	0.00011399186769267544
CFI	3.1942461191647453e-06	5.050457616562198e-07	2.891270924010314e-06	0.0007905305246822536	1.1020568990716129e-06	4.027627369396214e-07	6.267653702707321e-07	0.00016684335423633456	2.220100213889964e-06	0.0002453627821523696
FRMD3	2.652364628374926e-06	4.82401046610903e-05	1.160192368843127e-05	0.00011519144027261063	6.386266704794252e-06	2.8305676096351817e-06	1.6213798517128453e-06	1.4055598512641154e-05	3.445961556280963e-05	0.00041370277176611125
ECHDC1	0.0004929146962240338	0.00022095021267887205	0.0002785037213470787	0.00019075447926297784	0.0005845461855642498	0.000375511561287567	0.0003822753787972033	0.00020306963415350765	0.00020360463531687856	0.0002112154761562124
SLC38A11	1.4753911727893865e-06	8.249410257121781e-07	1.3970941381558077e-06	2.8290909881434345e-07	0.00013369806401897222	1.28803392840382e-07	1.40330982389969e-07	1.4765004380024038e-05	2.092799746833407e-07	0.0007331962697207928
C5AR1	4.2103459918507724e-07	0.001245933468453586	1.6525837054359727e-06	1.5431743349836324e-07	8.171461445272143e-07	2.2279978395545186e-07	4.94276939377869e-08	3.988133539678529e-05	2.5778967938094866e-06	1.239106381945021e-06
PLEKHA2	0.00042503452277742326	0.00029814214212819934	8.21602443465963e-05	1.0903720067290124e-05	0.0006466335034929216	0.00043417129199951887	0.0002546549658291042	0.00010964937973767519	2.624210355861578e-05	0.0002760794886853546
FKBP9	1.4602988812839612e-05	3.533374547259882e-05	1.7237378415302373e-05	0.0007341120508499444	1.750973297021119e-06	2.3313946257985663e-06	3.2527855182706844e-06	0.0014801286160945892	0.00011983565491391346	0.00026385465753264725
RPL22	0.0005791794392280281	0.0006834620726294816	0.0006743218400515616	0.0007099508075043559	0.002035190351307392	0.0007376764551736414	0.0023742171470075846	0.0005927713355049491	0.0013763544848188758	0.0011924426071345806
APRT	0.0004461357311811298	0.0005276805022731423	0.0005861243116669357	0.0003079117159359157	0.0007921841461211443	0.0008971305214799941	0.001315501518547535	0.0002710870176088065	0.0005686808144673705	0.0004288878117222339
LMOD1	8.860087064022082e-07	3.649421955742582e-07	2.1129153537913226e-06	2.2315603018796537e-06	9.543913392917602e-07	5.390982096287189e-07	2.4994864133986994e-07	0.00039066141471266747	3.6326454733170976e-07	0.0006930158706381917
LYAR	0.0005202535539865494	8.84768960531801e-05	4.5808545110048726e-05	8.470379543723539e-05	0.00010397610458312556	0.00014509903849102557	0.0009154033032245934	5.3040730563225225e-05	8.8268265244551e-05	0.000112332942080684
ERG	2.945411324617453e-05	2.4848511657182826e-06	1.119760554502136e-06	0.0017413438763469458	1.1603093525991426e-06	2.7225692633692233e-07	2.79222007293356e-07	3.515662319841795e-05	3.006891517998156e-07	0.00010436084266984835
NEK2	4.444764840627613e-07	1.781297669367632e-06	3.0059197797527304e-07	4.6579992840634077e-07	6.636318516939355e-07	1.1243609151279088e-05	3.9217624703269394e-07	5.041756523382901e-08	0.00018589227693155408	6.120539808307512e-08
SPTBN1	0.00035188673064112663	1.3473953913489822e-05	7.679151167394593e-05	0.001983931753784418	0.000142167424201034	7.324200123548508e-05	0.00018440982967149466	0.00032469944562762976	0.00026517442893236876	0.0006507975049316883
ACTN1	3.44266154570505e-05	0.00028484893846325576	1.1879580597451422e-05	0.00045151993981562555	7.966556040628348e-06	1.2960348612978123e-05	0.00010019289038609713	0.0012979728635400534	0.0003135841980110854	0.0005719694891013205
