Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10
SLC6A9	1.318608838118962e-06	5.358542694011703e-07	0.0002487461606506258	4.912308213533834e-07	3.995925453637028e-06	1.7573114519109367e-06	1.6629530819045613e-07	8.725365478312597e-05	7.361662574112415e-05	0.00034283206332474947
PBX1	9.779386891750619e-05	2.3750005766487448e-06	2.6811308089236263e-06	0.00015136088768485934	5.2183909247105476e-06	2.3365466859104345e-06	6.688525445497362e-06	0.00037284198333509266	0.0016589813167229295	0.0004235580563545227
KIF20B	0.00018831189663615078	0.00011382583033991978	2.874790516216308e-05	5.5738611990818754e-05	0.00021738694340456277	0.0004050503484904766	0.0001509448338765651	4.151785105932504e-05	0.00013560161460191011	5.407944627222605e-05
MAL2	5.569776112679392e-05	9.251941150978382e-07	7.038974558781774e-07	7.88793659012299e-06	1.2663916777455597e-06	5.280768618831644e-06	2.8265860692044953e-06	8.465913197142072e-06	0.0004489310667850077	5.842812811351905e-07
GALNT1	0.00014634719991590828	0.00015521232853643596	9.39359306357801e-05	0.0002042459964286536	6.255046173464507e-05	0.0002017639490077272	7.340090814977884e-05	0.0013337878044694662	0.00010625914728734642	6.961791223147884e-05
FASN	0.00012631779827643186	2.2339498173096217e-05	1.559704469400458e-05	5.989055716781877e-05	2.985211722261738e-05	4.797736619366333e-05	3.980273686465807e-05	9.662316733738407e-05	0.0014475862262770534	4.450566120794974e-05
ITGB1	0.00025643224944360554	0.00019425271602813154	0.00013923482038080692	0.0007236580131575465	0.00016894197324290872	0.00047600397374480963	0.0003311939653940499	0.0015428515616804361	0.00017814806778915226	0.0007730912184342742
CD2	0.00020986933668609709	2.9910995635873405e-06	7.919494237285107e-06	8.891365155250242e-07	2.5472456400166266e-05	0.0013358999276533723	0.0007472484721802175	7.035174576230929e-07	3.777236941004958e-07	7.721961878814909e-07
TINAGL1	3.167397608194733e-06	4.581826942740008e-06	2.6623381472745677e-06	0.0006231917650438845	4.793245352630038e-06	2.5839588033704786e-06	2.2929923488845816e-06	1.1167056072736159e-05	1.6553667592233978e-05	0.001009987317956984
USHBP1	5.993707077323052e-07	9.012710933120616e-08	3.391178779565962e-06	0.0010287660406902432	4.30327219191895e-07	1.1740749528144079e-07	5.266161551276127e-08	1.166245198191973e-07	1.2371860691473557e-07	4.857345174968941e-07
SHC1	0.00023489892191719264	0.00010337374988012016	0.00038704241160303354	0.0008136124815791845	0.000134849819005467	0.00021998163720127195	0.00022010700195096433	0.0005720306071452796	0.0003537564480211586	0.0003160288615617901
FIBIN	4.696214261912246e-07	3.653161684269435e-07	2.7351420612831134e-06	3.378706026069267e-07	9.933576166076818e-07	2.1470580691129726e-07	3.285623222382128e-07	0.0012423077132552862	5.342446911527077e-06	0.00016091788711491972
TENM4	5.582495532507892e-07	1.2535118003142998e-05	2.183405058531207e-06	2.706036070776463e-07	4.882387202087557e-06	2.766567206435866e-07	1.9876596013546077e-07	0.0011397465132176876	3.1480070106226776e-07	3.480000304989517e-05
SMIM10	6.727796426275745e-05	1.5267240087268874e-05	1.2835452253057156e-05	0.0003929562517441809	3.203207234037109e-05	0.00010413699055789039	4.203100161248585e-06	0.0003208198759239167	8.892706318874843e-06	0.0006913779652677476
TIMP3	5.657422661897726e-06	3.6614899272535695e-06	4.4615899241762236e-06	0.0002509473997633904	2.1365117390814703e-06	9.919907597577549e-07	1.3388586239670985e-06	0.0013686392921954393	3.2089058095152723e-06	0.00034169465652666986
STK4	0.001104279886931181	0.00021086959168314934	0.0002643986081238836	6.507270882138982e-05	0.0006158574251458049	0.0005870861932635307	0.00089780188864097	7.593005284434184e-05	6.10917413723655e-05	4.643293141270988e-05
SFN	8.352634722541552e-06	7.870879699112265e-07	2.4640437459311215e-06	3.515043772495119e-06	1.151659262177418e-06	1.5333885130530689e-06	3.544101673469413e-06	2.34958974942856e-06	0.0002955485542770475	8.29877990327077e-06
SAE1	0.0001741638407111168	0.0001586948783369735	7.699267007410526e-05	0.00023987915483303368	0.00017835322069004178	0.0003670265432447195	0.0002609976218082011	0.00010487587132956833	0.0003210247086826712	0.0001690168573986739
MRPL55	0.00020155699166934937	0.00024296240007970482	0.0005615602131001651	0.00023197777045425028	0.0002781492657959461	0.00037156519829295576	0.0003493758267723024	0.000337281875545159	0.0008892450132407248	0.0002702241181395948
AC004791.2	2.0672962364187697e-06	3.9469767216360196e-05	4.0519617527934315e-07	5.8786501000440694e-08	4.545962610791321e-07	4.437182354877223e-08	3.700620609947691e-08	4.3722298670445525e-08	5.757590404442681e-09	0.0012171394191682339
GPR176	1.3654359918291448e-06	9.104151672545413e-07	7.187774463091046e-05	1.647005592531059e-05	4.717664523923304e-06	3.0143900175971794e-07	1.690960544920017e-07	0.00046841049334034324	1.0937207662209403e-05	0.0007168180891312659
SCUBE2	3.032614040421322e-05	4.1188280874848715e-07	2.2794536107539898e-06	3.9196307625388727e-05	4.9534310164744966e-06	9.90040192050401e-08	2.0416506174569804e-07	0.0002757851907517761	0.0011319678742438555	2.844727350748144e-05
FOXP3	1.1934989743167534e-05	1.1811752074208925e-06	7.493869134123088e-07	1.7395004192621855e-07	8.089101356745232e-06	0.0009216132457368076	4.9455975386081263e-05	6.096673246247519e-07	3.999945192845189e-07	1.9802961048753787e-07
SHE	9.844673058978515e-07	2.448910890961997e-06	3.663871439130162e-06	0.0011156722903251648	5.694215587936924e-07	2.3000252724614256e-07	1.3929492581610248e-07	1.991419048863463e-05	1.618870442143816e-06	5.193960168980993e-05
ACTB	0.0005830232403241098	0.001398576656356454	0.00015664473176002502	0.0003828292537946254	0.0011482177069410682	0.0020168914925307035	0.0012108567170798779	0.0005659512826241553	0.0002916768426075578	0.0006095637218095362
SERPINH1	3.4469430829631165e-05	4.336785787018016e-05	2.4498445782228373e-05	0.0008528955513611436	7.236777037178399e-06	2.6143374270759523e-05	1.5817033272469416e-05	0.0014074955834075809	6.229614518815652e-05	0.0005573125672526658
ANGPT2	6.708096407237463e-06	2.2397125576389953e-06	4.482713393372251e-06	0.0006144106737338006	5.680382400896633e-06	2.981043053296162e-06	3.7657464417861775e-06	0.00011175065446877852	1.9352232811797876e-06	0.0006128369714133441
RFWD3	0.0001510350120952353	9.565044456394389e-05	0.00012747837172355503	6.359147664625198e-05	0.00017219522851519287	0.0002903164713643491	0.00019824843911919743	0.00010192803893005475	8.510820043738931e-05	7.372713298536837e-05
TPD52	0.00022428424563258886	4.232192804920487e-05	0.0009025104227475822	4.9882255552802235e-05	0.0005262766499072313	7.475062011508271e-05	0.00017268706869799644	4.595136942953104e-06	0.000991721753962338	3.6756011922989273e-06
TNFRSF12A	0.0002134765381924808	0.00010620112152537331	1.6752199371694587e-05	1.63058011821704e-05	4.344743956607999e-06	3.9101603761082515e-05	1.4732973795617e-05	0.0009956504218280315	0.00013187245349399745	0.00020173974917270243
RNASEH2A	0.00017574854427948594	0.00011434633779572323	0.00015950419765431434	0.00011403074313420802	0.0001377537555526942	0.0002880846441257745	0.00014269356324803084	5.4189069487620145e-05	0.00032525547430850565	8.385640103369951e-05
SOD3	4.590810931404121e-06	1.1769153616114636e-06	1.0332286365155596e-05	2.2434255697589833e-06	1.4787422060180688e-06	2.119394139299402e-06	1.3174324067222187e-06	0.00010814196866704151	5.3625539294444025e-05	0.0014711655676364899
RPS11	0.0005748049588873982	0.000631924660410732	0.0008539435220882297	0.0005079806433059275	0.0019484205404296517	0.0007515798206441104	0.0015988989034667611	0.0006434458191506565	0.0008575695683248341	0.00093528360594064
MAP4	0.0004531447193585336	0.00017656784621067345	0.0001081973168766126	0.0005531143397092819	0.00017410052532795817	0.0004380625032354146	0.00020801661594305187	0.0008936154190450907	0.00024901021970435977	0.00046383831067942083
GM2A	9.997536108130589e-05	0.0009908063802868128	0.0005262228660285473	9.702211536932737e-05	0.0005555602256208658	0.00013509673590306193	4.16507973568514e-05	0.00015655475726816803	0.0001845048100221902	0.00022376667766366154
HIST1H1C	4.121065649087541e-05	7.683202420594171e-05	0.0006240080110728741	4.722806261270307e-05	0.00012757550575770438	0.0002282688656123355	9.75687216850929e-05	3.1721887353342026e-05	0.0003042643947992474	7.182784611359239e-05
PARP14	0.0003894487745128572	0.00046815062523819506	0.00015113240806385875	0.00035924711846746504	0.0004741073353216052	0.0004053869633935392	0.0001618959358893335	0.0005074954242445529	8.034183701965958e-05	0.00012016273103654385
ANAPC11	0.0003025703481398523	0.0006199165945872664	0.000821070687379688	0.00042926313471980393	0.0002969191409647465	0.0007556899799965322	0.00044429139234125614	0.0006112997652962804	0.0013753263046965003	0.0006197444163262844
NAA38	0.00026964201242662966	0.00037157180486246943	0.000646732107270509	0.0008020515670068562	0.00038150453474372625	0.0005197601276449859	0.00041810274706222117	0.00043474455014802516	0.0012596161104738712	0.00037631872692145407
GNB4	1.2852355212089606e-05	0.0007255187956616282	2.0023586330353282e-05	0.00035936999483965337	0.00018601557530928403	4.30230975325685e-05	9.446941476198845e-06	0.00038770108949393034	4.556689236778766e-05	0.00037873967085033655
RP11-394O4.5	4.992919571122911e-07	2.5396360570084653e-07	1.511362029305019e-06	2.1262336247218627e-07	2.4872005610632186e-07	2.726164325395075e-07	1.2261062920515542e-07	0.0005990520003251731	9.17500301511609e-07	0.0004536576452665031
CHPF	5.981650610920042e-05	8.75326895766193e-06	0.0010152468457818031	2.11062615562696e-06	8.384822649531998e-06	8.036819053813815e-05	3.409617784200236e-05	0.001562001882120967	0.0001530646695755422	0.00012535235146060586
CCND1	2.181219133490231e-05	0.00021389286848716438	1.7785981981432997e-05	0.0004944721586070955	4.656330565921962e-05	1.0008612662204541e-05	1.5966370483511128e-05	0.00021435545932035893	0.00038552418118342757	0.0002660738246049732
SEPW1	0.00029859112692065537	0.0003555129515007138	0.00018047259072773159	0.00111286249011755	0.00018252972222398967	0.00043968125828541815	0.0004962487728334963	0.0007257842225953937	0.0012462364975363016	0.0009261376108042896
PTPRE	0.00036670788540504873	0.0009497220744378865	7.083443779265508e-05	0.0004110062145628035	0.00019656767835840583	0.00019937999604735523	0.0003440761938691139	0.00018131830438505858	3.060390372411348e-05	9.663411037763581e-05
SYVN1	0.0004021241329610348	0.00013616053911391646	0.001468580449000001	0.0001616371446289122	0.0008763049845583737	0.0001734685356495902	0.0002150391519535333	0.0003042769676540047	0.0002000843669520691	0.00018083993927575648
ZAP70	0.0007911493303254247	1.4041446547707892e-06	5.021551714889938e-06	4.39421728515299e-06	2.8882326660095714e-05	0.0007465934613719583	0.0009959080489352345	1.1695709645209718e-06	1.4749655008472473e-07	1.4147411775411456e-06
ANXA6	0.0005024325801059604	0.00010693910007830709	0.000263145164353773	0.00014473772898782045	0.0007345646736212075	0.0007468810072168708	0.0007371171959675848	0.0003178928163833916	0.00020951530314050615	0.0004743640893138945
PDE5A	7.092597661539912e-05	8.976817866823694e-07	4.1517509998811875e-06	1.506119247096649e-06	9.196775863529183e-06	8.946076377469581e-07	2.868592218874255e-06	0.0002772425359580666	5.696705193258822e-05	0.0009288158034905791
TP53INP1	0.0001597239897819236	0.00012511605746112764	0.0012211889261379838	0.0001739686995279044	0.0003108323144260794	0.00031567999394610524	0.00013927197142038494	0.00016315885295625776	0.000501026923302561	9.9921555374749e-05
CD9	0.0003196719626430422	0.000568204268347472	8.601370063843206e-05	0.0003658138739410788	2.7880114430445246e-05	4.356958015705459e-05	1.5124429410207085e-05	0.00011019697558367625	0.0013893598224967718	0.0003197434707544744
ANAPC16	0.00048066035378724337	0.00032977256341837347	0.0005810579168610275	0.00035198082332499325	0.0009811329655349255	0.0010840611066669226	0.0011047517182305455	0.0002295072190463543	0.0008817468187771738	0.00043600244680419564
C9orf152	1.4128007933322806e-05	7.930327683425276e-08	5.005676371183654e-07	6.674270025541773e-07	1.1411462708110776e-07	8.340606996171118e-07	3.6106897027821105e-07	2.22931657845038e-06	0.0012527917278930545	1.5554489607438882e-07
TXNDC5	6.748030045855558e-07	5.419047738541849e-06	0.005198389291763306	1.6863246855791658e-05	8.215518391807564e-06	3.794351641772664e-07	6.26208063181366e-08	2.25759267777903e-05	5.572818281507352e-06	1.1060627912229393e-05
ZWINT	1.3752525774179958e-05	3.725232818396762e-05	1.321837885370769e-06	2.3372565919999033e-05	6.244375526875956e-06	0.00014421591185964644	1.3878884601581376e-05	1.5569581591989845e-05	0.00022921858180779964	7.769409421598539e-06
LINC00861	0.0006567404489032924	8.820843504508957e-07	5.285704901325516e-06	3.0968806186137954e-07	8.305308256240096e-06	0.000144070407259278	0.0008386224508285522	6.577654971806624e-07	1.1910049835250902e-07	9.123627364715503e-07
TNFSF14	0.0008030072785913944	6.744620623067021e-05	2.2640278984908946e-06	3.3117450470854237e-07	1.1121175703010522e-05	0.0004031982971355319	0.000323189131449908	4.878076197201153e-06	6.239511662897712e-08	7.452506451954832e-06
GSAP	0.0008240926545113325	0.000429549312684685	4.643614374799654e-05	5.415790292317979e-05	0.0005673426785506308	1.6278396287816577e-05	9.158467582892627e-05	0.0001429308467777446	0.00012031538790324703	1.5311923561966978e-05
CCL14	8.016075412342616e-07	2.0000841516321088e-07	2.0118347947573056e-06	0.0008209312218241394	6.283361813075317e-07	1.6382331580189202e-07	1.5352480886576814e-07	1.4488970236925525e-06	4.2078902140474383e-08	3.769781869777944e-06
TK1	5.986088126519462e-06	3.1968567782314494e-05	2.5665844077593647e-05	3.20593171636574e-05	3.301210381323472e-05	0.0002290704142069444	4.272649675840512e-06	3.9735459722578526e-06	0.00018192855350207537	6.629157724091783e-06
DIO2	7.3442138273094315e-06	2.4721018689888297e-06	1.6233312635449693e-05	5.58639612791012e-07	4.473721674003173e-06	1.0301703241566429e-06	5.521969796973281e-07	0.001132496283389628	1.634708269193652e-06	0.00011261206236667931
CLEC14A	1.1289915846646181e-06	7.965714985402883e-07	2.4977132397907553e-06	0.0021343345288187265	6.800835308240494e-07	4.576812955292553e-07	2.256437596770411e-07	6.64575395603606e-07	3.606116933951853e-07	1.6828469597385265e-05
CADPS	0.0003406154864933342	8.194738256861456e-06	7.631993503309786e-05	1.7371169747093518e-07	7.654456567252055e-06	8.955728247883599e-08	7.674075419572546e-08	4.231929051456973e-05	1.958700977411354e-06	0.0011399000650271773
ADAMDEC1	2.7524757229002716e-07	0.00046525319339707494	1.457181269870489e-06	3.442407887632726e-07	1.56968308147043e-05	6.276925432757707e-07	9.069047024468091e-08	3.695158738992177e-06	3.0313864840536553e-07	7.728925993433222e-06
SEPT4	1.353735842712922e-05	1.229365989274811e-05	1.136783066613134e-05	5.938016329309903e-05	2.6886550585913938e-06	2.412163667031564e-06	3.6451795040193247e-06	0.00024459537235088646	3.436738552409224e-05	0.0015625249361619353
OXNAD1	0.0006181207136251032	1.3148711332178209e-05	5.0941191148012877e-05	3.167935574310832e-05	4.451580025488511e-05	0.000649817637167871	0.0007174996426329017	1.5139930837904103e-05	3.453156750765629e-05	2.180342016799841e-05
GPRC5C	2.6844305466511287e-05	3.834993185591884e-05	3.2704785553505644e-05	0.00012871011858806014	2.828251126629766e-05	1.5931199186525191e-06	1.5668643982280628e-06	1.7398946511093527e-05	0.0002067249151878059	0.0006560437032021582
SPC24	2.6910479391517583e-06	1.9973570033471333e-06	7.823297778486449e-07	9.777511877473444e-06	7.306098268600181e-07	2.785879041766748e-05	6.256129836401669e-06	8.039093586376111e-07	0.00010549509897828102	3.319823065339733e-07
SGIP1	3.6412052395462524e-07	2.6861505375563866e-06	2.21652271648054e-06	2.2974803869146854e-05	2.1258929905343393e-07	1.7060395407497708e-07	5.775019218390298e-08	0.0010625817812979221	8.109927307486942e-07	0.00016911246348172426
PTPN6	0.0008714011637493968	0.0005296473391354084	0.00013067883264739066	2.5754989110282622e-05	0.0015677447663620114	0.0007562882383354008	0.0005681095644831657	3.018476036231732e-06	7.85469455877319e-05	9.985427823266946e-06
YWHAB	0.0005758981569670141	0.0007612065528519452	0.0003630175197031349	0.0008144948515109718	0.0007355644484050572	0.0013525444082915783	0.0013427945086732507	0.0003284079139120877	0.0005058397073298693	0.0004823042545467615
C7	3.1204126571537927e-06	7.533012649219017e-07	4.000505668955157e-06	0.0001482129591749981	7.744204140180955e-07	1.8834357717878447e-07	8.880498398866621e-07	2.9281249226187356e-05	3.597362820073613e-06	0.0005334599991329014
CCDC50	9.43140039453283e-05	0.00021545686468016356	0.00040369294583797455	0.0005974173545837402	0.0011597763514146209	0.00034649387816898525	5.36013649252709e-05	0.0002862910623662174	0.00012696173507720232	0.00028102827491238713
