Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28
KHDRBS2	4.6092745833448134e-06	4.538873454862369e-08	4.109857698608721e-08	5.917842281633057e-05	4.23062715526612e-07	4.375232038000831e-06	1.6811186469567474e-06	0.00014071997429709882	5.808794298900466e-07	1.2265703844605014e-05	7.385621074718074e-07	3.2009142003630586e-09	1.2756031253502442e-07	4.5216938815428875e-07	5.701717213923985e-07	1.0864509931707289e-05	6.599719171163088e-08	1.5516470739385113e-06	1.761844430347992e-07	7.439849980528379e-08	0.0012169673573225737	2.8081962000214844e-07	9.098835107579362e-06	1.9278327556548902e-07	1.3645673391238233e-07	7.967601959535386e-06	1.7526768942843773e-06	1.2554761497085565e-07
RP11-542K23.7	3.2137310768121097e-07	2.396213538702341e-08	2.6938955954847188e-08	1.5418743615214225e-08	1.3492604011844378e-07	1.8858588646253338e-06	8.875970536337263e-08	1.6350662690456375e-07	8.583440802567566e-08	5.887473434995627e-06	7.160711135156816e-08	2.1395190064055214e-09	4.132960640390593e-08	3.067745524276688e-08	2.8767163939846796e-07	4.861109573539579e-06	4.242381379526705e-08	1.9794793360006224e-08	1.1116264353461247e-08	2.584941327654633e-08	3.613800458879268e-08	1.7616990533042554e-07	5.168611849626359e-08	3.7927328833120555e-08	1.7226296833428023e-08	2.7200833301321836e-06	3.4563632311801484e-07	4.7747423792543486e-08
KLF12	4.921757135889493e-05	0.0005561269936151803	8.293764403788373e-05	0.00021710566943511367	3.956592263421044e-05	0.00011892828479176387	1.0124713298864663e-05	0.00019154798064846545	0.0002509404730517417	8.892059122445062e-05	6.9647098825953435e-06	9.930303349392489e-06	0.0008574073435738683	2.123345257132314e-05	0.0004601673863362521	0.00010054702579509467	0.00018399636610411108	9.583637620380614e-06	0.000487106095533818	0.00020014055189676583	0.00019853987032547593	1.9507622710079886e-05	0.00011611303489189595	0.00014607654884457588	1.4928760720067658e-05	0.00015919319412205368	1.7557726096129045e-05	1.4945576367608737e-05
NAV1	5.238103403826244e-05	5.206059086049208e-06	0.0007949044811539352	0.0009610186098143458	4.03842750529293e-05	0.0005402395618148148	0.00040816349792294204	5.56121340196114e-05	1.1866756722156424e-05	9.843693260336295e-05	7.036107854219154e-05	0.0003130118711851537	1.2184236766188405e-05	5.502736894413829e-05	7.675405868212692e-06	0.000135490030515939	0.00023987365420907736	0.00014346608077175915	2.3852986487327144e-05	7.94603784015635e-06	6.455567472585244e-06	0.0001808208180591464	0.000540329550858587	6.113688868936151e-06	0.00015297713980544358	6.139077595435083e-05	0.00041275512194260955	0.00045052263885736465
KANSL1-AS1	0.00011485775758046657	0.0005583940073847771	1.6723974113119766e-05	3.1277329981094226e-05	0.00022372778039425611	0.00029090658063068986	8.356112812180072e-05	0.00015223887749016285	0.0005718569736927748	0.00014425550762098283	5.355503162718378e-05	9.535028220852837e-05	0.0012011948274448514	0.00010044284135801718	0.001086705131456256	0.00041413819417357445	6.24882013653405e-05	0.00012131939001847059	0.0008198213763535023	0.0009114155545830727	0.00022017612354829907	7.725106843281537e-05	4.9627396947471425e-05	0.00019658614473883063	0.00013143593969289213	0.00041475988109596074	0.00021862376888748258	0.00025949807604774833
MCF2L	9.298427357862238e-06	1.4865308003209066e-05	0.0015011158538982272	4.078315669175936e-06	3.549651637513307e-06	8.127366527332924e-06	3.1795561881153844e-06	4.77283992950106e-06	1.9621567844296806e-05	1.5726085621281527e-05	0.0004623243003152311	0.00041236288961954415	0.00011343092046445236	2.611434183563688e-06	1.2286900528124534e-06	1.346000954072224e-05	1.8401249690214172e-05	3.2998298138409154e-06	3.3031181374099106e-05	7.898397029748594e-07	8.106842869892716e-06	4.290990182198584e-05	1.600829818926286e-06	1.1617527917451298e-07	2.4754574042162858e-05	4.3067560909548774e-05	0.0005206600180827081	3.896895577781834e-06
SLC25A6	0.0005850322195328772	0.000523730821441859	0.00023256210261024535	0.00047001600614748895	0.0013264765730127692	0.0007576787029393017	0.0019623441621661186	0.0012607519747689366	0.0008310091798193753	0.0007471904973499477	0.0005893418565392494	0.0006638035993091762	0.0006491477251984179	0.000491274637170136	0.0008815843029879034	0.0006779655814170837	0.0009651641012169421	0.0004281462461221963	0.001568897278048098	0.0008906766306608915	0.0014319425681605935	0.0008848669240251184	0.0008950213668867946	0.0006662554806098342	0.003768779570236802	0.0009065160411410034	0.0006689078873023391	0.0006099348538555205
DBI	0.00017162274161819369	0.00044898028136231005	0.00024654579465277493	0.00019231242185924202	0.0002978020638693124	0.00043873899267055094	0.0006760187679901719	0.0006146864616312087	0.00040869967779144645	0.00019487689132802188	0.00021466804901137948	0.0007960168295539916	0.0003151483542751521	0.0007062198710627854	0.0012264427496120334	0.00014003852265886962	0.0002235716237919405	0.0006256901542656124	0.0003283041878603399	0.0007179271196946502	0.00036374677438288927	0.00014243424811866134	0.00026618121773935854	0.0005503594875335693	0.0007574941264465451	0.00032120043761096895	0.0009045071783475578	0.0006301015382632613
PARPBP	3.70827729057055e-05	0.00010436562297400087	1.238034474226879e-05	8.910756150726229e-05	4.609831012203358e-05	5.362123829399934e-06	2.014793972193729e-05	7.474421727238223e-05	7.334051133511821e-06	2.4549539375584573e-05	2.627055800985545e-05	1.0611638572299853e-05	3.82088401238434e-05	0.0014678849838674068	2.5365994588355534e-05	3.382554859854281e-05	1.4461774298979435e-05	2.791887709463481e-05	4.1335762944072485e-05	5.994013918098062e-05	4.08638188673649e-05	7.191792974481359e-05	0.00012993757263757288	6.239434151211753e-05	3.190950883436017e-05	1.3521169421437662e-05	4.532538696366828e-06	1.3032551578362472e-05
SAT1	0.00042458740063011646	0.00021103811741340905	0.0007147943833842874	0.0001815898867789656	0.00043748950702138245	0.00014533592911902815	0.00038719078293070197	0.00025038974126800895	0.00017788668628782034	0.0002820994704961777	0.00014839803043287247	0.0002841026580426842	0.00013095770555082709	9.908784704748541e-05	0.00015542993787676096	0.0001884742232505232	3.709281008923426e-05	0.001975828316062689	0.0001644125150050968	0.00014455126074608415	0.0003061247698497027	0.00015221262583509088	0.00019059113401453942	0.0008785718237049878	0.0001555136259412393	0.00022044508659746498	4.609048482961953e-05	0.00023408132256008685
FAM26F	3.049727411053027e-06	1.3166741155146156e-05	4.547889318473608e-07	2.112430775014218e-05	6.7656974351848476e-06	0.0001236879761563614	0.0007264416199177504	0.00039880379335954785	0.00010086921247420833	1.683995833445806e-05	1.372314272884978e-05	1.3505353990694857e-06	1.3391631910053547e-05	4.1924748074961826e-05	0.00017439835937693715	3.574882066459395e-05	3.963642029702896e-06	0.0010728163179010153	3.555916919140145e-05	9.86909890343668e-06	0.00046830944484099746	5.363526724977419e-06	2.275558108522091e-05	4.6144091925270914e-07	6.8271433519839775e-06	2.4166505681932904e-05	1.4416323210753035e-06	2.4948127247625962e-05
SAMHD1	0.00012896842963527888	0.0004206541634630412	0.00018495420226827264	0.00013982389646116644	8.099606930045411e-05	0.00017500852118246257	0.001600569230504334	0.0016518678748980165	0.0003103672934230417	0.0002648661029525101	0.00023355777375400066	1.6628506273264065e-05	0.0004732324741780758	0.0001334844419034198	0.0006994458963163197	0.00010084100358653814	0.00022757316764909774	0.0011404722463339567	0.0004567486175801605	0.00021226043463684618	1.8716955310082994e-05	0.00012045006587868556	0.0004099199431948364	0.0007386421784758568	1.3931523426435888e-05	8.805105608189479e-05	0.0002453116758260876	3.3975329642998986e-06
HHEX	1.7233943481187453e-06	3.4066542866639793e-06	0.0005925879231654108	2.071047902063583e-07	1.618402052372403e-06	1.3422859410638921e-05	0.0002191401581512764	0.0006800494738854468	7.666408055229113e-05	2.5406889108126052e-05	0.0008440494420938194	6.280892648646841e-06	1.4791311286899145e-06	7.526665740442695e-06	0.0002026691217906773	4.8138663260033354e-05	1.1045086694139172e-06	0.00029816414462402463	1.2335785868344828e-06	4.070271643286105e-06	0.002002825029194355	1.9219927708036266e-05	1.5767856211823528e-06	2.3520083232142497e-06	2.7092735763289966e-05	1.5413936125696637e-05	0.00020268252410460263	0.0005181339220143855
DDIT4	7.125768752302974e-05	0.0005927043384872377	0.0005043762503191829	4.584945418173447e-05	0.00016312868683598936	0.0003274422779213637	4.540516238193959e-05	0.00033682756475172937	0.001572028617374599	0.00010919307533185929	0.0002260250475956127	0.0001912510342663154	0.0007415781146846712	0.00019994869944639504	0.0008268137462437153	0.000158081398694776	4.2525993194431067e-05	0.00013121895608492196	0.0013336275005713105	0.001052421284839511	0.0005075796507298946	0.00014759291661903262	0.00011522898421389982	0.0011721112532541156	0.00042206942453049123	0.0003235793556086719	0.001020666677504778	0.00033719628117978573
TM4SF18	2.044098437181674e-05	2.3955701067279733e-07	0.002893949393182993	3.9574422316945856e-07	1.620365537746693e-06	4.93504740006756e-06	7.132678661037062e-07	1.2248037819517776e-06	3.0578900123146013e-07	2.0713985577458516e-05	0.0009286231361329556	0.0003251679881941527	2.8340903099888237e-06	1.6389837753649772e-07	1.002764383883914e-05	2.9291310056578368e-05	2.604928567961906e-06	5.3045232561999e-07	9.0704861577251e-07	1.0106449366276138e-07	1.313853061901682e-07	8.627095667179674e-06	4.2351913975835487e-07	1.177452944034485e-07	5.30975048604887e-05	1.6029467587941326e-05	0.001834497437812388	1.458039605495287e-06
TNFSF10	0.00012912096281070262	0.00031539256451651454	0.0004239085828885436	0.00022937977337278426	8.323015936184675e-05	4.8942703870125115e-05	8.02050344645977e-05	0.00018734998593572527	0.00018798884411808103	0.0001531435118522495	0.0006863563321530819	0.0002852867473848164	0.00018168466340284795	8.8320484792348e-05	2.7343101464794017e-05	9.743956616148353e-05	2.054591641353909e-05	0.00047240295680239797	0.00014989406918175519	0.00036972080124542117	0.00010063331137644127	0.00022172964236233383	0.000262080313405022	0.0003687063872348517	0.000161077463417314	7.022621866781265e-05	0.0012430462520569563	0.0005345639074221253
CXCL8	3.5532826814232976e-07	2.706122756990226e-07	1.4607608136429917e-06	3.8700992632811904e-08	1.839322720798009e-07	2.0261609279259574e-06	0.00012953646364621818	1.0652538549038582e-05	2.0415327526279725e-06	6.7686296461033635e-06	1.829748839554668e-06	6.520348705407741e-08	6.694942555895977e-08	8.2384417510184e-08	3.7438869071593217e-07	5.45542434338131e-06	6.33625205637145e-08	0.0007953541353344917	2.5134786483249627e-06	4.799890618301106e-08	5.794322532892693e-08	1.9698568110015913e-07	2.6326273427912383e-07	4.46379360141691e-08	2.2778561259428898e-08	2.992745976371225e-06	3.8976580185590137e-07	1.235385838072034e-07
GFRA1	1.918950374601991e-06	3.6795668734157516e-07	1.2859786693297792e-06	5.935372428211849e-06	4.952054837303876e-07	5.5647269618930295e-06	1.4495867617370095e-06	7.849052394703904e-07	7.015317805780796e-06	1.6666017472743988e-05	8.825264558254275e-06	0.001221724902279675	2.689390748855658e-05	1.5792310250617447e-06	5.772778308710258e-07	1.343252915830817e-05	1.3110989129927475e-05	9.132689626767387e-08	4.298904968891293e-06	7.654818290347976e-08	6.078331352910027e-06	1.6791969756013714e-05	0.0009416197426617146	1.0988436827119585e-07	7.868208922445774e-05	5.618859631795203e-06	7.04662761563668e-06	1.243443961129742e-07
ARHGEF1	0.00011763887596316636	0.0015797701198607683	0.00017636928532738239	9.722680260892957e-05	0.00012123811029596254	0.00015602960775140673	0.00022493193682748824	0.00034814467653632164	0.00109242950566113	0.00021340540843084455	0.00013751823280472308	0.00010805768397403881	0.0014914849307388067	0.00022211141185835004	0.0005227609071880579	0.0007381129544228315	7.186096627265215e-05	0.00013877189485356212	0.0010418061865493655	0.0006787055172026157	0.0005947420140728354	0.00011143305891891941	5.714301732950844e-05	0.0007837957818992436	9.731271711643785e-05	0.0002607246278785169	0.00026219492428936064	0.00015498450375162065
DDAH2	0.00013029546244069934	0.000185573982889764	0.0005210802191868424	0.0005279909237287939	0.00017919778474606574	0.0005962859722785652	0.0003466009220574051	0.000492841238155961	0.0005467556184157729	0.0002050497569143772	0.0004824244824703783	0.0005750289419665933	0.00014110039046499878	0.00012043298193020746	0.0005566265317611396	0.000827383657451719	0.0005816338234581053	0.0005591626395471394	6.285990093601868e-05	0.0003225533873774111	0.0004843059286940843	0.0007080950890667737	0.0011048640590161085	0.000127191495266743	0.0008073524804785848	0.0005520298727788031	0.0004630008770618588	0.0007900336058810353
PPP1R13B	0.00012556860747281462	5.841774327564053e-05	0.0009190517012029886	6.837811088189483e-05	5.2265848353272304e-05	5.8699520195659716e-06	1.9181197785655968e-05	6.342409506032709e-06	0.00010800523159559816	4.828081728192046e-05	0.0004124226688873023	0.00016279950796160847	0.00039877209928818047	1.542228346806951e-05	1.4146729881758802e-05	0.00015004482702352107	5.340562438505003e-06	1.0421867045806721e-05	4.106457345187664e-05	1.2659823369176593e-05	2.6663701646612026e-05	3.4264845453435555e-05	2.1842379283043556e-05	4.177440587227466e-06	3.621440919232555e-05	5.713754944736138e-05	8.513531793141738e-05	1.3117293747200165e-05
UBE2L6	0.0003140131011605263	0.0008393462048843503	0.00017525475414004177	0.00023019367654342204	0.0004732150409836322	0.0004162951954640448	0.00039183153421618044	0.0006989439716562629	0.0003586758393794298	0.00028003405896015465	0.00017698280862532556	0.0001362008333671838	0.0002853101468645036	0.0007460555643774569	0.00035583024146035314	0.00021028272749390453	0.00020462505926843733	0.0005274681025184691	0.0003888100618496537	0.0014048238517716527	0.000390189845347777	0.001096279826015234	0.0003209576534572989	0.00112040969543159	0.0002086780732497573	0.0004273679805919528	0.0005314408917911351	0.0005217454163357615
ACVRL1	6.9628072196792345e-06	3.8632859400422603e-07	0.0018508530920371413	0.00022309372434392571	1.877680574580154e-06	0.00011705951328622177	2.5632760298321955e-05	2.348059524592827e-06	1.3228112720753415e-06	3.251244925195351e-05	0.0006676618941128254	2.802745200369827e-07	5.107015681460325e-07	3.940945418889896e-07	1.5920787745926646e-06	4.507513949647546e-05	0.0001827727974159643	0.00011366537364665419	1.952898429635752e-07	2.924213902133488e-07	3.89846604775812e-07	7.904800440883264e-06	0.0007625934085808694	3.171320486217155e-07	3.8019738894945476e-06	3.0725870601600036e-05	0.0010685321176424623	2.2113359591457993e-05
HSPA6	1.1432754035922699e-05	2.154581579816295e-06	3.041749963017537e-08	3.0227242859837133e-06	3.7420191802084446e-05	2.072248207696248e-06	1.7910986571223475e-05	1.4400796317204367e-05	1.8332754052607925e-06	7.504092536692042e-06	6.199043696142326e-07	2.573870551714208e-05	2.1111361547809793e-07	5.180357675271807e-06	6.522790499730036e-05	5.41939698450733e-06	1.365242724205018e-06	0.00027145480271428823	1.2338182386884e-06	8.203385732485913e-06	8.732181981940812e-07	2.2041312774945254e-07	7.864363027465515e-08	4.5735156106729846e-08	6.21847675574827e-06	3.049682163691614e-06	3.885152466409636e-07	5.7191073210560717e-08
LMNB1	8.60058717080392e-05	0.00027446940657682717	3.248806388000958e-05	4.273822014511097e-06	4.901666034129448e-05	8.394572432735004e-06	0.0006092373514547944	0.0001736282283673063	0.00013793575635645539	0.00011761317000491545	0.00012341672845650464	2.600536390673369e-05	0.00031130624120123684	0.0019772760570049286	0.00012968976807314903	4.678024197346531e-05	1.623929711058736e-05	9.491321543464437e-05	0.00011750544217647985	0.00025926754460670054	0.00017348042456433177	2.5201119569828734e-05	1.2055461411364377e-05	0.0005210161325521767	4.9215788749279454e-05	8.0978061305359e-05	1.0398233825981151e-05	8.388725109398365e-05
RALY	0.0005805544788017869	0.0005972423823550344	0.00026086997240781784	0.00021864581503905356	0.001031355350278318	0.0005491467891260982	0.0007062467630021274	0.0006317008519545197	0.0008565340540371835	0.0002628593356348574	0.00042471251799724996	0.0004897970939055085	0.0005381741793826222	0.0009310758323408663	0.0012412599753588438	0.0003501830215100199	0.0003854825918097049	0.0003467421338427812	0.0006368319736793637	0.0011374813038855791	0.0005648590158671141	0.0003937589644920081	0.0003149698022753	0.0008871852187439799	0.0006823912844993174	0.0006641744403168559	0.0005424625123851001	0.0002719488402362913
CXorf21	0.0005971836508251727	7.726375770289451e-06	7.06405600681137e-08	1.9273075224646163e-07	0.0005354844615794718	6.341876996884821e-06	0.00035077237407676876	0.003427534829825163	2.872379445761908e-05	8.785483805695549e-05	4.769387373926293e-07	9.080102891800834e-09	6.419775218091672e-06	1.4095980986894574e-05	1.8074950958180125e-06	3.450983058428392e-05	2.1207799250078097e-07	0.0005651895771734416	4.400619582156651e-05	1.38338564283913e-05	0.0003541877376846969	4.822631467504834e-07	1.1407782096739538e-07	0.0002991773362737149	2.788356425753591e-07	0.00016687239985913038	1.9431638520472916e-06	4.2351330193923786e-05
OLFML2A	8.509261533617973e-06	4.1289462160420953e-07	0.0010752595262601972	0.00020484821288846433	5.816955763293663e-06	0.0001275464310310781	2.661748794707819e-06	1.75113541445171e-06	8.850497579260264e-07	2.8696264052996412e-05	0.0003494254488032311	5.436770607047947e-07	2.3444379166903673e-06	3.2739538369241927e-07	2.1613191165670287e-06	3.918134098057635e-05	0.0022384461481124163	5.900319592910819e-06	1.6063027885593328e-07	4.2185217807855224e-07	9.270680152440036e-07	3.2164756703423336e-05	0.00045963621232658625	5.466963557410054e-07	1.5071748293848941e-06	2.2589199943467975e-05	0.0002157059352612123	4.825821520171303e-07
SEPP1	2.5015515348059125e-05	3.622252506829682e-06	0.00010724547610152513	0.00011633183021331206	8.77032016433077e-06	0.00010158166696783155	2.4804910935927182e-05	1.5290928786271252e-05	6.5979106693703216e-06	2.9215498216217384e-05	0.00026046144193969667	0.000151195126818493	6.955329808988608e-06	8.20559034764301e-06	3.66780259355437e-05	0.00019648429588414729	0.0002331965515622869	0.0009777608793228865	2.3239072106662206e-06	1.6881746205399395e-06	4.1191274249285925e-06	0.0002874561760108918	0.0018882261356338859	3.7176223486312665e-06	0.0001354749983875081	8.196144335670397e-05	0.0008450419991277158	3.0475673611363163e-06
RPS6KA5	7.940427894936875e-05	0.0002865771239157766	6.538225716212764e-05	1.4659414773632307e-05	9.442980081075802e-05	1.0522137927182484e-05	8.212542161345482e-05	0.00011889125744346529	0.00029900550725869834	5.268476888886653e-05	5.196894198888913e-05	0.00030863683787174523	0.0006103700143285096	0.00011026650463463739	0.00020992686040699482	0.0005041465628892183	0.00012500470620580018	4.896668906440027e-05	0.00027260981732979417	8.685989450896159e-05	0.0002309545234311372	0.00031954256701283157	7.966031989781186e-05	0.0005249546957202256	9.190174750983715e-05	6.839449633844197e-05	0.00013144436525180936	0.0010394529672339559
TPSB2	6.655488959950162e-07	6.654565254393674e-07	1.4311797258415027e-07	1.1610577388410093e-07	9.799960025702603e-07	2.462949169057538e-06	2.386087203376519e-07	1.128201461142453e-06	2.063432020804612e-07	1.2288821380934678e-05	1.5390116914204555e-07	1.3754198668891604e-08	1.9663336559005984e-07	1.1849994763224458e-07	7.724699457867246e-07	6.994739123911131e-06	9.09883866029304e-08	3.512995192522794e-07	6.37031291716994e-07	7.247715672065169e-08	1.590944975760067e-07	3.5624125871436263e-07	8.80203430142501e-08	1.1559236412495011e-07	8.051997468783156e-08	4.99629823025316e-06	6.218284056558332e-07	0.004564149770885706
NGRN	0.00014033867046236992	0.00039046016172505915	0.00017397437477484345	0.00022653292398899794	0.00021360385289881378	0.0008788350969552994	0.00012066714407410473	0.0001224708539666608	0.0004085162654519081	0.00019743273151107132	0.0003211952862329781	0.0008186375489458442	0.00033529402571730316	0.00028593617025762796	9.843910811468959e-05	0.00015929219080135226	0.0004369594971649349	0.0001346783828921616	0.0004111012676730752	0.00040794702363200486	0.00028653646586462855	0.0009358270326629281	0.0006994064315222204	0.0004791640385519713	0.0013879378093406558	0.00021095076226629317	0.0003563530626706779	0.0001453606819268316
EIF2S3	0.00017599233251530677	0.0003501838364172727	0.00012534974666777998	0.00020830423454754055	0.00021397069212980568	0.0008182536694221199	0.00044488851563073695	0.0004467420221772045	0.00045621051685884595	0.00027201417833566666	0.0004341959720477462	0.0005101852584630251	0.0005350663559511304	0.0002723215729929507	0.00029323084163479507	0.00029731274116784334	0.0003610271087381989	0.0002120933058904484	0.0009236158221028745	0.00034582478110678494	0.0010126763954758644	0.0006815962260589004	0.0004151677421759814	0.00036588372313417494	0.0012672143056988716	0.00040716154035180807	0.00032837901380844414	0.0005298416363075376
CALM1	0.0003561256162356585	0.0013558979844674468	0.001437392202205956	0.00038503302494063973	0.0005237439181655645	0.0018171170959249139	0.0004981329548172653	0.0004270513018127531	0.0014407802373170853	0.0005944989970885217	0.0005134330713190138	0.0003594159206841141	0.0016728283371776342	0.0008449678425677121	0.0022455421276390553	0.0007704233285039663	0.000702131655998528	0.0006940459134057164	0.0014760408084839582	0.0015760065289214253	0.0005015269271098077	0.000632618903182447	0.0005145689356140792	0.0007047152030281723	0.0007881836500018835	0.0006661546067334712	0.0014719542814418674	0.0003132723504677415
ARHGEF39	2.2569871362065896e-05	2.1779722374049015e-05	7.031181326055957e-08	7.017783900664654e-06	3.6462952266447246e-06	4.337035989010474e-06	2.3804342674793588e-07	3.345473942317767e-06	0.00026891028392128646	1.1628688298515044e-05	3.3209508387699316e-07	4.654811345972121e-05	1.6771844457252882e-05	0.0018032934749498963	8.725057796254987e-07	7.685285709158052e-06	2.3827558834454976e-05	9.639188647270203e-06	2.0264591512386687e-05	8.84187247720547e-05	6.383819254551781e-06	3.484703938738676e-07	5.364640287552902e-07	1.8937911590910517e-05	1.7012151147355326e-05	4.228089892421849e-06	7.709713258918782e-07	2.0802467304292804e-07
RASSF5	0.0001351713144686073	0.0008210620726458728	1.2999446425965289e-06	6.881420176796382e-06	0.0002088670589728281	0.000274045392870903	0.00033460164559073746	0.0005526856402866542	0.0009949892992153764	0.00028515004669316113	7.775092853989918e-06	1.9619351405708585e-06	0.0006864236784167588	0.00011342599464114755	0.0008624169859103858	0.0001110973025788553	1.5139376046136022e-06	0.00013208892778493464	0.0008751344284974039	0.0009524733759462833	0.00039104142342694104	3.085049320361577e-05	8.78462287801085e-06	0.0012051441008225083	1.3312952432897873e-05	0.00041128965676762164	1.2519321899162605e-05	0.0005788547568954527
RNF144A	4.1995140236394946e-06	8.492597407894209e-05	0.00033662287751212716	0.0008146172622218728	5.339430117601296e-06	5.660134047502652e-05	2.669312925718259e-05	3.852265581372194e-05	0.00013540546933654696	6.500566814793274e-05	0.00013742997543886304	1.3777040294371545e-05	0.0001815941504901275	4.5010885514784604e-05	0.00020145665621384978	0.00022737619292456657	1.6804960978333838e-05	3.163520887028426e-06	0.00016603499534539878	1.609084392839577e-05	6.309985110419802e-06	6.797965033911169e-05	0.00024885806487873197	1.1306742635497358e-06	5.9076450270367786e-05	2.672958180482965e-05	0.0006837776745669544	0.0003185157256666571
RAMP2	1.2880625035904814e-05	8.134846893881331e-07	0.0030519019346684217	7.107240890036337e-06	8.736357813177165e-06	1.7745001969160512e-05	2.0636132376239402e-06	5.13216355102486e-06	3.176165591867175e-06	4.290266952011734e-05	0.0023241452872753143	1.0697796824388206e-05	2.4847454369592015e-06	1.571587631588045e-06	2.053340949714766e-06	3.702805770444684e-05	2.6952084226650186e-06	6.925495199539e-07	6.047559395483404e-07	7.772213734824618e-07	2.152233264496317e-06	0.00022829817316960543	0.00011208691284991801	6.603223141610215e-07	4.334533878136426e-05	2.832817699527368e-05	0.0017571989446878433	2.73948535323143e-06
IL18R1	6.631617452512728e-06	0.0001439471816411242	8.291226549772546e-06	4.461043135961518e-05	4.5857432269258425e-06	1.3714664419239853e-05	3.827533146250062e-05	0.0005907690501771867	0.0010089798597618937	2.9889701181673445e-05	5.093308936920948e-05	8.888133606888005e-08	0.00019036328012589365	4.198587703285739e-05	0.0002351791481487453	1.8542794350651093e-05	2.9647385417774785e-06	6.951330533411237e-07	0.00014715730503667146	0.00013653546920977533	1.9220657122787088e-05	4.771691237692721e-06	3.594297231757082e-05	0.0006846656324341893	1.5782301261424436e-06	3.2025469408836216e-05	0.00010623726120684296	0.001035780063830316
GABRD	1.318731392530026e-06	2.474313021139096e-07	0.002167681697756052	4.692514721682528e-06	7.354566946560226e-07	4.4505318328447174e-06	1.841721513073935e-07	3.323645216823934e-07	2.722710803482187e-07	1.3987240890855901e-05	2.6369777970103314e-06	2.9681268642889336e-05	1.9510738979988673e-07	3.719747383001959e-06	6.278387445490807e-07	3.0222145142033696e-05	0.0008906919974833727	1.1117656129044917e-07	5.5943463195262666e-08	2.612708271954034e-07	9.001855971746409e-08	1.1748393262678292e-05	1.1077397630288033e-06	1.7776537220015598e-07	3.860574906866532e-06	5.890537977393251e-06	2.2050489860703237e-05	2.7422805715104914e-07
VIM	0.00010985089465975761	0.00044622336281463504	0.0006768681341782212	0.0007687686593271792	0.00021469243802130222	0.0008666330249980092	0.0010246741585433483	0.00029019141220487654	0.000654911040328443	0.0002280778717249632	0.0014702980406582355	1.3139251677785069e-05	0.0006083258194848895	0.0003746397269424051	0.00011044525308534503	0.0002537364198360592	0.0010494402376934886	0.0006318520754575729	0.0004409225075505674	0.0005751056596636772	0.00012920857989229262	0.0010683609871193767	0.0012539608869701624	0.00016113929450511932	0.0008849902078509331	0.0003024982870556414	0.0009169560507871211	0.0016816562274470925
S1PR4	2.814857907651458e-05	0.0005853442125953734	2.0223706087563187e-05	1.631458417250542e-07	0.00012151445844210684	1.2066936506016646e-05	0.00010180049866903573	0.00020814839808735996	0.0004352783435024321	0.00011592403461690992	7.903733603598084e-06	2.659813524985566e-08	0.0009384899167343974	6.039233994670212e-05	0.0011083416175097227	5.705272633349523e-05	4.795596737494634e-07	4.16426919400692e-05	0.0005825330736115575	0.0002465769066475332	0.00036698326584883034	6.762647444702452e-06	9.161211664832081e-07	0.0003856139082927257	4.519401386460231e-07	6.468549690907821e-05	0.0002325039095012471	4.997856194677297e-06
NOX4	1.2850506436734577e-06	5.628024268844456e-07	0.00018539918528404087	0.0013043014332652092	8.855612918523548e-07	6.780132389394566e-05	7.327375897148158e-07	4.5509727897297125e-07	3.622614599407825e-07	2.6125781005248427e-05	3.3527669529576087e-06	3.5103369100397686e-08	3.271058801601612e-07	4.870507268606161e-07	7.567542184006015e-07	3.630372884799726e-05	2.716445806072443e-07	1.141762240308708e-07	2.049251008884312e-07	8.638297686047736e-07	8.925570682549733e-08	4.030710624647327e-05	2.958298682642635e-05	3.183403691764397e-07	4.6339735604306043e-07	8.002183676580898e-06	1.650536978559103e-05	2.196347850258462e-07
RHOBTB3	1.735088517307304e-05	6.435482191591291e-07	4.815511783817783e-05	0.0006620039930567145	1.0466981620993465e-05	5.981544018140994e-05	7.020010798441945e-06	1.4971737982705235e-05	4.205818913760595e-05	2.9207969419076107e-05	4.7488597374467645e-06	7.576027564937249e-05	2.067318973786314e-06	1.4023265975993127e-05	0.00048302148934453726	3.6057674151379615e-05	0.00026235549012199044	0.00010290087811881676	2.697498530324083e-06	1.391597606925643e-06	1.9183275071554817e-05	1.9665196305140853e-05	0.000514928309712559	2.2881231416249648e-06	0.0003363899595569819	9.855370080913417e-06	7.00389045960037e-06	0.0008145752944983542
NET1	0.00017521758854854852	3.4424240311636822e-06	6.219695205800235e-05	0.00029640967841260135	0.00011357277981005609	9.228831913787872e-05	0.00035905756521970034	9.61113182711415e-05	2.107195177813992e-05	0.0001418960018781945	0.000565967580769211	0.00010560683585936204	1.7037573343259282e-05	0.00011674396228045225	9.601297279004939e-06	5.574062015512027e-05	0.0012320084497332573	6.33588979326305e-06	2.284413312736433e-05	5.331383817974711e-06	2.0943301933584735e-05	8.339698979398236e-05	0.00010623477282933891	1.6323529052897356e-05	0.00021551610552705824	0.00023879396030679345	0.0001053346786648035	2.4133145416271873e-05
