Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24
HLA-DRB5	0.0013927365653216839	7.051843567751348e-05	6.1422360886354e-05	1.3479054814524716e-06	0.0004393705166876316	0.00047814284334890544	0.00016521850193385035	0.00016065436648204923	4.359312879387289e-05	4.71723660666612e-06	4.137920041102916e-05	0.0006605768576264381	7.78015191826853e-07	3.519073288771324e-06	0.0017250647069886327	1.7877277059596963e-05	4.009496933576884e-06	0.0001434798032278195	0.00010950137948384508	1.7652754422670114e-06	5.092577339382842e-05	3.951469352614367e-06	0.0004083501407876611	3.363336873007938e-05
SEL1L3	0.0010008590761572123	0.00032878509955480695	7.431645644828677e-05	5.692731065209955e-06	4.0729628381086513e-05	0.0005652708350680768	0.0004508834099397063	0.00014403555542230606	0.002485909266397357	6.7160240178054664e-06	9.610535198589787e-05	1.9899023754987866e-05	8.857824468577746e-06	1.3693595974473283e-05	5.1920887926826254e-05	0.00012965252972207963	4.103885657968931e-06	0.0010938143823295832	0.0003673089959193021	5.392951720750716e-07	8.513279317412525e-05	1.0123117135663051e-05	0.00068620964884758	0.00028341051074676216
PLEKHH3	4.942746727465419e-07	1.3199835393606918e-06	1.8594737412058748e-06	0.00013114922330714762	0.0001682416332187131	5.447532203106675e-07	1.6581730960751884e-05	2.6080366296810098e-05	0.00011824483226519078	0.00010642767301760614	8.772171713644639e-05	2.2995636754785664e-06	0.00020104757277294993	0.0004552181635517627	1.1672723303490784e-05	2.230748350484646e-06	0.0002127603511326015	5.901535132579738e-06	4.288921218176256e-07	0.0005548661574721336	6.462097644543974e-06	0.0008672112599015236	2.931124527094653e-06	4.563437869364861e-06
ARPC1A	0.00032800150802358985	0.00031922353082336485	0.0004920460633002222	0.0006420115241780877	0.0006522155599668622	0.00027639351901598275	0.0004996511270292103	0.0003243439714424312	0.00038915665936656296	0.0016554733738303185	0.00034229870652779937	0.00019266028539277613	0.0002461198891978711	0.0005079683614894748	0.0003001273435074836	0.0003470972296781838	0.00048229770618490875	0.00045767545816488564	0.00047279061982408166	0.0009721209644339979	0.0005822077509947121	8.722425991436467e-05	0.00038099527591839433	0.000298628699965775
MT2A	1.8598168026073836e-05	8.58708008308895e-05	0.0005660597234964371	0.00025499152252450585	8.145932952174917e-05	0.0005019403761252761	0.0003895539266522974	0.0003381840942893177	1.6092375517473556e-05	0.00028062090859748423	6.90069209667854e-05	0.00032732714316807687	0.000523855967912823	5.3180141549091786e-05	0.0003886403574142605	7.192416524048895e-05	0.0004726478364318609	0.00017584151646587998	0.00033022649586200714	0.0005192072130739689	0.0001219650948769413	3.513456249493174e-05	0.0010052953148260713	8.423651161137968e-05
GMNN	5.501699342858046e-05	0.00017332780407741666	0.0012108206283301115	8.444680133834481e-05	0.00011294485011603683	0.00010391248360974714	0.00038753205444663763	0.00010433890565764159	0.00014680025924462825	0.00010018070315709338	6.20531354798004e-05	8.934308425523341e-05	6.0160080465720966e-05	9.941591997630894e-05	8.134102245094255e-05	7.121393718989566e-05	9.647893602959812e-05	0.00014753169671166688	0.00019152136519551277	4.451725908438675e-05	0.00010562039096839726	2.719166332099121e-05	0.00013392162509262562	0.00011011372407665476
IPO11	7.789101800881326e-05	0.000288516836008057	0.00018953952530864626	5.853928450960666e-05	0.0009030494838953018	7.828915840946138e-05	0.00010985076369252056	8.603129390394315e-05	7.217827078420669e-05	6.278017826844007e-05	0.00098118104506284	6.7192166170571e-05	5.83520632062573e-05	0.00023390007845591754	6.335281796054915e-05	8.282695489469916e-05	7.5870419095736e-05	3.171560092596337e-05	6.860484427306801e-05	7.706574979238212e-05	0.00014754118456039578	0.00039531043148599565	6.573475548066199e-05	5.3099658543942496e-05
PDE4B	0.0008498798706568778	0.0008399841608479619	5.8575704315444455e-05	1.9442000848357566e-05	4.018453910248354e-05	0.0004563271068036556	0.00031352118821814656	0.00018515659030526876	0.00050884741358459	2.36417654377874e-05	0.0001056192850228399	6.748288342350861e-06	2.0119081455050036e-05	1.6350117221008986e-05	0.00017026386922225356	0.00038064245018176734	6.790515908505768e-05	0.0006334842182695866	0.000886805122718215	1.907617388496874e-06	0.0001717872073641047	5.525603046407923e-05	0.0003554160939529538	0.00018722937966231257
NAMPT	9.098842565435916e-05	0.00010328421194572002	0.00014743718202225864	5.734331352869049e-05	0.0004187005979474634	8.298042666865513e-05	0.00033734814496710896	0.0005772770964540541	7.798653678037226e-05	0.00044299880391918123	0.00020619349379558116	0.00010309374192729592	4.822719711228274e-05	0.00032012388692237437	0.0008288990939036012	8.490448090014979e-05	0.00018061719310935587	0.0011033958289772272	0.00028877099975943565	0.00014503700367640704	0.0001080185393220745	0.0002154623216483742	0.0002876133075915277	6.502578617073596e-05
ARHGAP21	2.2839545636088587e-05	5.502508793142624e-05	5.431520548881963e-05	0.0006638709455728531	0.00012479021097533405	4.622767664841376e-05	2.4677225155755877e-05	0.00015383485879283398	6.723636033711955e-05	0.00010582112008705735	0.0003393458609934896	6.896621198393404e-05	0.0008290617261081934	2.7193118512514047e-05	0.0002361097576795146	1.7215095795108937e-05	0.0005018566153012216	3.594853842514567e-05	4.0495695429854095e-05	8.339199848705903e-05	1.2414436241670046e-05	0.0031646357383579016	7.533067400800064e-05	2.4480610591126606e-05
S100A4	9.455310646444559e-05	0.0006684745894744992	0.000256540923146531	0.0005911833140999079	4.047422862640815e-06	0.0007413198472931981	0.0009211834985762835	0.0012675452744588256	6.636806938331574e-05	1.2995255019632168e-05	8.242440344474744e-06	0.0011975024826824665	0.0004582979017868638	1.5226022469505551e-06	0.0007548060966655612	0.0006507614743895829	0.0004120054072700441	0.0011694490676745772	0.0018323699478060007	0.000739745213650167	0.0017050746828317642	2.4232092982856557e-05	0.001445202506147325	0.001320538343861699
KRT14	4.972179340256844e-06	4.344276021583937e-06	5.824870896731227e-08	9.708126924579119e-08	1.34206300117512e-06	3.616707644482631e-08	1.6755244359956123e-05	1.4264084313708736e-07	1.3703181878099713e-07	0.0003947026270907372	5.901020813325886e-06	8.187416096916422e-05	4.899448526884953e-07	2.4278591581605724e-08	1.887321218418947e-06	9.974481145036407e-06	9.455030522076413e-05	2.908033707171853e-07	5.123884250224364e-08	1.8139891722057655e-07	5.819305442855693e-06	5.8739697124110535e-06	5.434762329059595e-08	6.090800525271334e-06
TNFAIP8L2	0.0001241447462234646	0.00015822506975382566	2.1041363652329892e-05	3.92533962667585e-07	1.109979052671406e-06	8.333087316714227e-05	0.000777106499299407	8.820948278298602e-05	2.6378534130344633e-06	4.945121290234056e-08	1.0365323532823822e-07	0.00014381506480276585	1.9407610807320452e-07	3.080475607930566e-07	0.000748335151001811	0.0003385265590623021	5.762376531492919e-07	0.0001473817537771538	0.0006064393674023449	2.0591714644524473e-07	0.00013522434164769948	2.244854613309144e-06	4.474016168387607e-05	0.00033100260770879686
ARHGAP29	4.102913408132736e-06	1.4519766864395933e-06	6.434773240471259e-06	1.689142118266318e-05	0.0010468974942341447	3.5561797631089576e-06	1.9065322703681886e-05	5.116905867907917e-06	7.520216513512423e-06	0.00024700784706510603	0.002069891430437565	1.5009179151093122e-05	1.881815660453867e-05	0.0003249353903811425	1.0841150697160629e-06	3.6036410619999515e-06	0.00010512662993278354	1.9254016478953417e-06	3.086597644141875e-06	0.0009463519090786576	5.63723324376042e-06	7.037045725155622e-05	7.290216672117822e-06	3.1913987186271697e-06
ITGA1	1.818866280700604e-06	0.00010826249490492046	1.5653029549866915e-05	6.419006240321323e-05	0.00015208801778499037	0.00039137917337939143	9.306301944889128e-05	4.566912593872985e-06	1.20903439437825e-06	3.5378508300709655e-07	0.0010490135755389929	3.460324251136626e-06	0.00034518734901212156	1.658762357692467e-06	5.489334853336914e-07	1.1888388144143391e-05	0.00015341343532782048	2.01197817659704e-05	9.572217095410451e-06	0.0019084493396803737	6.402956387319136e-06	0.0013910483103245497	0.00023220588627737015	0.0002131416549673304
BUB3	0.0002740304626058787	0.0008358961786143482	0.0010500330245122313	0.00013991128071211278	0.00018669135170057416	0.000762572162784636	0.00039623776683583856	0.00047519855434075	0.0002497296081855893	0.0002941479906439781	0.00015904122847132385	0.00017114912043325603	0.00010846650548046455	0.00045763529487885535	0.00012011726357741281	0.0005999417626298964	0.0002043046260951087	0.0007468892144970596	0.0007276259711943567	0.00018628382531460375	0.0005517040262930095	0.00021690345602110028	0.0009099775925278664	0.0006200388306751847
IGKV3D-11	6.4296873460989445e-06	6.453832156694261e-06	6.931833951284716e-08	1.3345027127797948e-07	6.080436065758477e-08	4.766068428807557e-08	1.9363742467248812e-06	2.3864438958298706e-07	0.0006091375835239887	1.4700068717843351e-08	4.6806601261550895e-08	6.412061281935166e-08	5.023327886988227e-08	6.797248985890292e-09	2.3351839573138022e-08	5.270281917546527e-07	3.6635731248679804e-07	1.961168527486734e-05	1.712819823751488e-07	6.651829664860998e-08	8.466710710308689e-08	2.9109992283338215e-07	7.239055577201725e-08	1.9383450933219137e-07
VSIG4	2.3247750391419686e-07	2.3454415440937737e-06	2.0921729628753383e-06	1.1847195224845564e-07	4.837882556785189e-07	1.3845915418642107e-06	1.0331320481782313e-05	3.170927698192827e-07	8.008080953914032e-07	1.0977006859036464e-08	7.416230829448978e-08	1.092870718366612e-07	8.856086708419753e-08	1.8842920113115724e-08	0.0016282881842926145	3.9020289932523156e-07	2.717210634273215e-07	1.0147761031475966e-06	1.1880308647960192e-06	1.4907189438417845e-07	1.2206094197608763e-06	3.769566205846786e-07	3.1216661682265112e-06	3.154258365611895e-06
WAS	0.0006812156643718481	0.0007710405625402927	9.137731103692204e-05	2.408664158792817e-06	8.0457755302632e-07	0.001180580584332347	0.00042639460298232734	0.00037336809327825904	0.00016280033742077649	4.859933824263862e-07	8.073812409747916e-07	0.00017867411952465773	6.86074656641722e-07	5.567247171711642e-06	0.0005776898469775915	0.0008012237376533449	3.1767640393809415e-06	0.0004549662407953292	0.001064170734025538	1.4987934946475434e-06	0.0005421165260486305	3.118343329333584e-06	0.0007809848757460713	0.0009038313291966915
COL1A2	1.3017531728110043e-06	1.925421884152456e-06	1.042628355207853e-06	0.0012214804301038384	6.883120704515022e-07	1.7260438198718475e-06	1.6545023754588328e-05	6.220963769010268e-06	3.960867616115138e-06	6.473263169937127e-07	2.346557039345498e-06	1.7677715504760272e-06	0.0026184627786278725	4.794528649654239e-07	9.935616844813921e-07	9.181404152514006e-07	0.00010268658661516383	4.145850198256085e-06	9.386334909322613e-07	0.00010235396621283144	3.7809109016961884e-06	0.00045440223766490817	1.4421456171476166e-06	2.3121904177969554e-06
CCL7	3.7732206692453474e-08	4.688021704168932e-08	3.8418011882868086e-08	5.367530775401974e-08	4.9749029784607046e-08	2.9965299574996607e-08	1.7391671462974045e-06	1.2364408519260905e-07	1.1086121531889148e-07	4.598203595662653e-09	3.79424207608281e-08	5.5026305290084565e-08	2.5111004831046557e-08	4.590145152860714e-09	1.916766656506752e-08	1.7995830603467766e-08	8.593449507543482e-08	2.7790079570877424e-07	3.781529400725958e-08	4.690759425329816e-08	2.476383720306785e-08	1.566414056242138e-07	4.742229720022806e-08	8.16746776877153e-08
FCRL2	0.0011433109175413847	5.81577182856563e-07	1.77535341094881e-07	1.256317858633338e-07	7.003783508707784e-08	1.4611222809435276e-07	2.1933516109129414e-05	1.2319080724410014e-06	0.0006761446129530668	9.678690737757734e-09	7.48257562577237e-08	1.4807707771069545e-07	5.98770242277169e-08	1.0384054505152562e-08	1.0727492849582632e-07	1.0985947085373482e-07	6.746903409293736e-07	7.957773959788028e-06	1.9040955123728054e-07	9.609314588487905e-08	5.650954904012906e-08	6.360530164783995e-07	1.6969866578619985e-07	4.343718273958075e-07
SMC4	0.00017120805568993092	0.00018446809554006904	0.0021996379364281893	0.00016250950284302235	0.00010498273331904784	0.0002311389980604872	0.00032662463490851223	0.00029868961428292096	0.00011949932377319783	5.134439925313927e-05	9.431076614418998e-05	0.00024884744198061526	0.0002181601303163916	0.0003088272060267627	8.431302558165044e-05	0.00012039252032991499	6.119594763731584e-05	0.0007072793669067323	0.0004926855908706784	0.0001162089902209118	0.00014338642358779907	9.002347360365093e-05	0.0004016192106064409	0.00020110509649384767
ARL4C	0.00014166609616950154	0.0012104841880500317	7.662968710064888e-05	0.00010329504584660754	4.832591366721317e-05	0.0011563150910660625	0.0002361290971748531	8.121833525365219e-05	1.4240848031477071e-05	1.425967366230907e-05	7.780230225762352e-05	1.300295571127208e-05	0.00046364066656678915	3.943250703741796e-06	0.00027148236404173076	0.0008313769358210266	1.3779410437564366e-05	0.00034500902984291315	0.000718358438462019	1.8268740404892014e-06	0.00021174899302423	0.00010850766557268798	0.0004606746952049434	0.0008085343288257718
HEBP1	9.490699449088424e-05	0.00011116117093479261	0.0001471315772505477	0.0005593845271505415	0.0004946533008478582	5.6192151532741264e-05	8.628282375866547e-05	0.00015886152687016875	5.294707079883665e-05	0.0012649301206693053	0.00023470818996429443	0.00015865596651565284	0.00030942325247451663	0.0003634968597907573	0.00036581759923137724	0.00013228500029072165	0.0005024396814405918	5.055050132796168e-05	5.5698681535432115e-05	0.00023244021576829255	0.0002874130441341549	5.9524176322156563e-05	8.401709783356637e-05	0.00011701549374265596
SLIT2	2.0244631571131322e-07	1.0796537708301912e-06	2.235611162859641e-07	0.0013044533552601933	1.9733215594897047e-06	1.8490561615180923e-07	7.0935248004388995e-06	7.552533247690008e-07	6.888195684950915e-07	3.1161712854554935e-07	2.7158362172485795e-06	1.4651043329649838e-06	0.0004261852300260216	1.2769476143148495e-07	1.9987835742085736e-07	1.971884785234579e-06	0.0016179316444322467	1.0829710390680702e-06	2.2634260687937058e-07	7.442668720614165e-05	2.5531171559123322e-06	0.003011268563568592	2.643425034420943e-07	1.721080934657948e-06
FNIP2	1.493204990765662e-06	2.8166306947241537e-05	4.803579213330522e-05	0.00025714788353070617	0.0004181115364190191	4.177164373686537e-05	6.520205351989716e-05	1.002077533485135e-05	7.48243292036932e-06	1.1395301953598391e-05	0.0003887366910930723	0.00020272361871320754	0.0006558084860444069	4.261847789166495e-05	0.0004927294794470072	5.863096157554537e-05	3.395879321033135e-05	5.783442247775383e-06	3.839821511064656e-05	8.782513032201678e-05	1.8881895812228322e-05	0.0004239464760757983	4.297248779039364e-06	9.579335892340168e-05
AC013461.1	0.00010136636410607025	3.718481457326561e-05	0.00013012949784751981	0.0003680070803966373	0.00011820113286376	3.562813435564749e-05	6.229283462744206e-05	6.0456495702965185e-05	2.9695451303268783e-05	8.638131112093106e-05	0.000169608392752707	2.843691618181765e-05	0.00023854163009673357	3.767354792216793e-05	0.0001994218910112977	8.861939932103269e-06	0.0005302394856698811	3.0126255296636373e-05	2.5997394914156757e-05	0.0017898494843393564	5.2965762733947486e-05	0.000243425922235474	2.729382504185196e-05	4.7186189476633444e-05
FLT4	1.3244252272670565e-07	0.0001273385132662952	3.4076964539053733e-07	1.3328086367891956e-07	0.0003281794779468328	5.314331247063819e-06	2.2365991753758863e-05	4.109901055926457e-06	6.059227644072962e-07	9.72968479118208e-08	0.002674254821613431	4.45843056695594e-07	2.5435295469833363e-07	5.963725868696201e-08	5.8793609980511974e-08	7.878826727392152e-05	8.901726005206001e-07	3.795882776103099e-06	3.4625363696250133e-06	1.0149547335913667e-07	1.3496762221620884e-05	1.3049004792264896e-06	9.418667445970641e-07	3.024300531251356e-05
VAV3	0.00019920384511351585	8.079627150436863e-05	2.1752117390860803e-05	1.5826386743356124e-06	9.065047379408497e-06	0.00011604095197981223	3.594611189328134e-05	0.00010816722351592034	1.0240748451906256e-05	0.00016648820019327104	8.35363898659125e-05	0.00015826511662453413	3.1563120046484983e-06	0.0019997127819806337	0.00010728289635153487	2.8778857085853815e-05	2.1880810891161673e-05	0.0007125742267817259	9.719002264318988e-05	1.2909788438264513e-06	8.519936091033742e-05	9.606850653653964e-06	8.066392183536664e-05	0.0002909775357693434
CADM1	6.519185717479559e-06	3.18547899951227e-05	1.6642392438370734e-05	2.1523796021938324e-05	7.41632393328473e-05	7.847480446798727e-05	2.253681668662466e-05	6.587473035324365e-05	0.0005756181781180203	6.707860302412882e-05	4.366957728052512e-05	1.8705022739595734e-05	0.001275469083338976	2.847224095603451e-06	0.00029282228206284344	4.995833023713203e-06	8.720772711967584e-06	0.0018540910677984357	7.26882935850881e-05	0.00010270185157423839	7.101285518729128e-06	3.735177233465947e-05	9.865966603683773e-06	4.145764251006767e-05
PRR16	2.1838387453954056e-07	2.3219324418732867e-07	9.419177331437822e-07	0.00034108312684111297	1.6885213938166999e-07	1.349437326325642e-07	9.646044418332167e-06	2.0900606614304706e-05	2.415387371001998e-06	0.00013953425514046103	2.3614715871644876e-07	7.133880330911779e-07	0.00029547730810008943	1.1509697515066364e-06	1.8056383851217106e-05	1.243059699618243e-07	0.00036753396852873266	1.7770719296095194e-06	4.5510401491810626e-07	0.0010162827093154192	1.3827989278070163e-06	0.00021014355297666043	1.8743351404282294e-07	8.103347113319614e-07
ANP32E	0.0002544699818827212	0.00041585281724110246	0.0015205268282443285	0.00017722421034704894	0.00011210290540475398	0.00029868236742913723	0.0005354199674911797	0.0006032647797837853	0.00017487062723375857	0.0002085122250718996	7.392452243948355e-05	0.00014217336138244718	8.356550824828446e-05	2.5101317078224383e-05	0.00011879012890858576	0.0004026406677439809	0.0002642711333464831	0.00046509914682246745	0.00039827500586397946	0.00016174011398106813	0.00032105445279739797	0.00010794679110404104	0.0003976451698690653	0.00037423160392791033
NUCKS1	0.000272911274805665	0.0006314053316600621	0.00194597989320755	0.0010084030218422413	0.0003961693437304348	0.0004086882690899074	0.000410942971939221	0.0005506466259248555	0.0001563503610668704	0.0011523233260959387	0.000311962648993358	0.00033564900513738394	0.0005183699540793896	0.0005392472958192229	0.0003192212025169283	0.0004694559029303491	0.0008142212755046785	0.00028655488858930767	0.00040231531602330506	0.0005665426724590361	0.00041128048906102777	0.0002756281173788011	0.0004173730267211795	0.00045625356142409146
RPL27A	0.0011173863895237446	0.0010439606849104166	0.0003443468303885311	0.0008976477547548711	0.0005161275621503592	0.000729959225282073	0.0009106645011343062	0.0002428256266284734	0.0004639234393835068	0.0006621185457333922	0.0002771967265289277	0.0002267424570163712	0.0005668592639267445	0.0002265272632939741	0.00043151318095624447	0.0014133998192846775	0.0006173945148475468	0.00022065837401896715	0.000616149278357625	0.00043273784103803337	0.0014014674816280603	0.0001734665420372039	0.0003850253706332296	0.0008284488576464355
CASP10	0.00010601946269161999	0.00012218795018270612	2.7452269932837225e-05	6.857068001409061e-06	0.000322512787533924	0.00010213155474048108	5.1958377298433334e-05	2.0421066437847912e-05	0.0008121685241349041	1.1924245200134465e-06	0.0006733826594427228	0.0002700834011193365	9.13833446247736e-06	1.1227341929043178e-05	0.000212423168704845	0.00016255624359473586	3.3780921512516215e-05	0.0005090187769383192	3.762522464967333e-05	2.209460944868624e-06	8.728587999939919e-06	7.654198998352513e-05	6.239511276362464e-05	0.00020004295220132917
RGS10	0.000158585564349778	0.0004301349399611354	0.0005141702713444829	0.0001301007141591981	3.347158099131775e-06	0.0005720160552300513	0.0007727472693659365	0.0009343006531707942	5.7007673603948206e-05	0.0004431380075402558	3.4256186154379975e-06	0.0016896913293749094	0.00012569550017360598	0.000123588863061741	0.0012201175559312105	0.001097685657441616	6.959094753256068e-05	0.0003028138598892838	0.0011429719161242247	4.198626265861094e-05	0.001240788958966732	4.401402111398056e-05	0.0010224722791463137	0.000349716458003968
LTBP4	0.00011255595745751634	0.00043754090438596904	6.92300163791515e-05	0.0004371498944237828	0.00016730879724491388	0.0002615717239677906	0.0003153812722302973	0.0003603575751185417	8.290945697808638e-05	5.553505616262555e-05	0.0004083800595253706	7.43386335670948e-05	0.0003579538024496287	0.00016880680050235242	3.9832866605138406e-05	0.0002599199069663882	0.0019422026816755533	0.00017987063620239496	0.0002181091986130923	0.00017809218843467534	0.0001257184921996668	0.0008213164401240647	0.00017729448154568672	0.00019743489974644035
GXYLT2	3.2337806032955996e-07	4.293500808216777e-07	3.241061961034575e-07	0.0011210421798750758	1.7607108020456508e-06	1.389928314665667e-07	7.528775768150808e-06	6.710025672873599e-07	6.264085641305428e-07	8.287530022244027e-07	7.073014103298192e-07	4.220868845550285e-07	0.0014458210207521915	6.498039795133081e-08	1.2866048564319499e-06	2.1037233466358884e-07	8.911848271964118e-05	8.136470341923996e-07	3.0586181765102083e-07	2.4688561097718775e-06	5.979090929031372e-07	0.00025281310081481934	2.971888761749142e-07	4.3977505015391216e-07
BTNL9	5.731096462113783e-05	3.098388958733267e-07	1.4717699059474398e-07	7.28297607111017e-07	0.00022709141194354743	3.619464052917465e-07	9.628983207221609e-06	1.0812446816999e-05	9.754163556863205e-07	4.110237128429617e-08	0.0012048500357195735	5.906952651457686e-07	5.806115268569556e-07	7.478028862806241e-08	1.3565536960413738e-07	7.280864622316585e-08	1.4403499335458037e-06	6.694559124298394e-05	8.076829658421047e-07	1.558679372237748e-07	5.52695212263643e-07	1.5709841818534187e-06	2.151278522433131e-06	7.914642878859013e-07
ATF5	0.00014230563829187304	8.040670218179002e-05	7.794791599735618e-05	0.00013585976557806134	7.197745435405523e-05	4.0683942643227056e-05	6.759095413144678e-05	0.0004890795098617673	0.0005476761725731194	0.0004064104869030416	2.146501537936274e-05	4.4312320824246854e-05	9.097209112951532e-05	0.0006273806793615222	0.0009943852201104164	9.872022201307118e-05	8.877667278284207e-05	0.0002091926580760628	9.534759738016874e-05	5.6807530199876055e-05	0.00017398892669007182	4.593537960317917e-05	6.078308797441423e-05	6.324325659079477e-05
TMEM45A	2.7574462819757173e-06	1.9997983145003673e-06	2.1203553842497058e-05	0.00029382549109868705	1.5460667782463133e-05	1.8368748442298966e-06	3.5740944440476596e-05	2.3111135760700563e-06	0.00033609653473831713	0.00011703660129569471	2.507980570953805e-05	4.553094186121598e-05	0.0007106314296834171	2.454605407820054e-07	8.443782462563831e-06	9.328857117907319e-07	0.00028948497492820024	1.0028783435700461e-05	1.087479631678434e-06	5.4111576901050285e-05	5.054439043306047e-06	8.076652011368424e-05	2.4336509341083e-06	1.1134869737361441e-06
GLTSCR2	0.0013795142294839025	0.0008740831399336457	0.00012865311873611063	0.0006818701513111591	0.000699388503562659	0.0006291414611041546	0.0003319420211482793	0.0002922901476267725	0.0003549560497049242	0.0008606027695350349	0.00014446167915593833	0.0004778497968800366	0.0002731510903686285	0.0004750409279949963	0.0001864189689513296	0.0022687409073114395	0.0008778979536145926	0.00029140940750949085	0.0009278214420191944	0.0004725190228782594	0.0011191461235284805	0.00018721363449003547	0.00042493734508752823	0.000771454069763422
ITGA6	1.2920119161208277e-06	0.0004080157959833741	5.4117645049700513e-05	5.35285198566271e-06	0.0017385446699336171	6.588085670955479e-05	7.66837692935951e-05	9.322932783106808e-06	0.0004612507182173431	0.0002963237348012626	0.0014130129711702466	9.556238182995003e-06	9.033695278048981e-06	0.00019935006275773048	6.554534775204957e-05	0.0003343396820127964	1.0672668395272922e-05	6.859372660983354e-05	6.961508915992454e-05	2.371286200286704e-06	6.188618135638535e-05	8.328517287736759e-05	6.145436145743588e-06	8.508255268679932e-05
CHN1	2.1161733911867486e-06	3.9677306631347165e-05	4.294957034289837e-05	0.00028371051303111017	0.0001949722063727677	2.5805151381064206e-05	6.549215322593227e-05	0.0014239212032407522	4.336853635322768e-06	2.992757345054997e-06	5.283222708385438e-05	3.8737616705475375e-06	0.0002642812905833125	1.5445922372236964e-06	5.110213123771246e-07	6.96916104061529e-05	0.0002871968026738614	6.55110488878563e-05	0.0003469462972134352	0.0008693135459907353	6.0570815548999235e-05	0.00031497140298597515	0.00024944604956544936	5.166813934920356e-06
STAB1	2.5020199245773256e-07	3.045635423859494e-07	9.789880550670205e-07	1.338233573733305e-06	0.0005339296767488122	2.894526573982148e-07	1.2529949344752822e-05	2.735998236857995e-07	8.886925570550375e-06	2.715254936447309e-07	0.0006705886917188764	6.069050505175255e-05	6.532870884257136e-06	6.09745711699361e-07	0.0015112337423488498	3.373851882315648e-07	2.367500201216899e-06	1.2913468481201562e-06	2.1964017093978327e-07	4.1736888078958145e-07	3.5274678111818503e-07	1.2835512279707473e-05	2.857977960957214e-07	4.1160976138598926e-07
FTL	0.00014037685468792915	0.00010113269672729075	4.811691906070337e-05	0.0005312637076713145	7.422000635415316e-05	9.032271918840706e-05	0.00012419313134159893	6.793807551730424e-05	0.0002723509387578815	0.00027490046340972185	2.21793852688279e-05	0.0002521852729842067	0.00018383616406936198	3.436415863689035e-05	0.0020004096440970898	0.00013881284394301474	0.00024855442461557686	0.0001172353295260109	9.341467375634238e-05	7.312554225791246e-05	0.0002518081455491483	3.761522384593263e-05	8.28669362817891e-05	0.0001239647390320897
SIVA1	0.00045240475446917117	0.0005156975239515305	0.0018582185730338097	0.0006701466045342386	0.0004073184682056308	0.0005552382790483534	0.0005762663786299527	0.0006666347617283463	0.00044906933908350766	0.0009426927426829934	0.00022276553499978036	0.0003749184252228588	0.00040852039819583297	0.0004248563782311976	0.0004128924338147044	0.0006683414103463292	0.000726273690816015	0.00032476428896188736	0.0006150946719571948	0.0005272150738164783	0.0010214843787252903	8.430366142420098e-05	0.0006483779870904982	0.0006292554317042232
EPCAM	2.8018623652315e-06	1.581272044859361e-05	7.144462870201096e-05	1.1694953627738869e-06	8.873098522599321e-06	7.721396286797244e-06	7.892741996329278e-05	1.0705784006859176e-05	2.893155033234507e-05	0.0015223345253616571	1.2066260751453228e-05	4.255887233739486e-06	9.758702617546078e-06	0.0006265658303163946	2.6359775802120566e-06	3.7437653190863784e-06	7.451294095517369e-06	1.9528737539076246e-05	3.097472472290974e-06	1.3348778793442762e-06	8.558654371881858e-06	8.993995288619772e-05	1.101486304833088e-05	1.3007873349124566e-05
ACOT7	2.023912384174764e-05	2.0971205231035128e-05	0.0007243208237923682	5.938216781942174e-05	4.982152677257545e-05	0.00012022184819215909	0.00020239003060851246	0.0004197997914161533	1.875423731689807e-05	7.641554839210585e-05	0.00025883447960950434	0.001209676032885909	7.76944070821628e-05	9.62267404247541e-06	9.708209108794108e-05	2.589648102002684e-05	2.75520342256641e-05	0.00013424825738184154	0.0001184423454105854	5.6464345107087865e-05	0.0004617123049683869	1.7038821169990115e-05	0.000388965243473649	0.00013091730943415314
PDGFB	3.072574656926008e-07	0.00044976919889450073	1.082682138076052e-05	5.399389237936703e-07	0.0002933851210400462	3.745784124475904e-05	6.94303962518461e-05	1.9729053747141734e-05	1.2453299859771505e-05	4.7192017518682405e-05	0.0019918286707252264	1.9102319583907956e-06	9.361610864289105e-07	0.00017078722885344177	0.00014034092600923032	5.2947310905437917e-05	1.069291215571866e-06	5.596325354417786e-05	1.9917717509088106e-05	0.00015095181879587471	8.713133865967393e-05	6.826138815085869e-06	2.0607831174856983e-06	1.246658848685911e-05
KIAA0125	0.0015262967208400369	2.136513558070874e-06	4.4648234620581206e-07	1.9966701358953287e-07	8.250849532487337e-07	3.893080702255247e-06	3.144890069961548e-05	4.034384801343549e-06	0.0024612739216536283	4.849266588280443e-08	1.5406088778036064e-06	0.00010619577369652689	2.873460971386521e-07	4.886476645538096e-08	2.50764571774198e-07	2.280844000779325e-06	5.615456188934331e-07	4.492810330702923e-05	5.551735284825554e-07	1.9804294879577355e-06	7.28588759102422e-07	1.0109756658494007e-06	2.9766756597382482e-06	0.00020723312627524137
