Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26
FAM83D	1.4399131941900123e-05	3.467289161562803e-06	1.4555276095506997e-07	7.32027683625347e-06	3.345047616676311e-07	4.402107606438221e-06	2.194008885680887e-07	8.184098987840116e-05	5.450697244668845e-07	0.0016357859130948782	3.922917130694259e-06	2.2826416170573793e-06	3.5419903724687174e-05	3.0636508654424688e-06	2.3427645601259428e-07	8.518532922607847e-06	1.0133227590358729e-07	4.637752135749906e-05	1.4526159247907344e-05	1.4259030649554916e-05	1.652248670325207e-06	3.797954195761122e-05	7.957475645525847e-06	1.3133819265931379e-05	1.4657381370852818e-06	1.9581359083531424e-05
FAM92B	2.8233378301933953e-08	8.001323408279859e-07	6.610643055182663e-08	3.4960118000526563e-07	3.23867332951977e-08	0.0004502286610659212	1.6287070536691317e-07	5.739293484907648e-08	1.4986270002737e-07	4.753741578156223e-08	5.531883928711068e-08	1.407603349434794e-07	6.566634880300626e-08	1.1157462722621858e-06	8.189482514353585e-08	2.613570027065748e-09	1.5463393765458022e-07	3.449812595590629e-07	4.769166253026924e-07	2.032402881013695e-05	9.13335114205438e-08	5.829429383652496e-08	4.4895571704728354e-08	1.6703376459759056e-08	0.0037603999953716993	2.1272966478136368e-05
FAM96A	0.0005333635490387678	0.00024803419364616275	0.00032046742853708565	0.00011818722850875929	4.524996620602906e-05	0.000551129225641489	0.0008752896683290601	0.0006005761097185314	0.000717843184247613	0.0009892794769257307	0.0010847962694242597	0.0003425507456995547	0.000196703098481521	0.00025558925699442625	0.0001937519700732082	0.000651212758384645	0.00017225607007276267	0.000598773593083024	0.00013958361523691565	0.0006377430399879813	0.00013354972179513425	0.00033337462809868157	0.0009371863561682403	0.00048359273932874203	0.000706045946571976	0.0002871881297323853
FANCA	0.00021795697102788836	4.9392037908546627e-05	8.51643126225099e-05	1.793062619981356e-05	1.0652931450749747e-05	0.00011652318062260747	4.667927714763209e-05	0.0005901370896026492	0.00019147447892464697	0.0005655294517055154	0.00030086483457125723	6.576937266800087e-06	0.0002689541142899543	1.3895672964281403e-05	1.8774502677842975e-05	1.2651359611481894e-05	1.9499866539263166e-05	1.6799268678369117e-06	2.61416948887927e-06	0.00010308877244824544	0.00010963088425341994	1.0085670965054305e-06	0.0004989717272110283	0.00011355943570379168	0.0002104575396515429	0.0001260953868040815
FANCD2	0.00024584768107160926	0.00012036934640491381	2.560914435889572e-05	3.0124703698675148e-05	2.0113870050408877e-05	8.875691491994075e-06	3.013562127307523e-05	7.764960173517466e-05	3.491255483822897e-05	0.0007933240267448127	0.00032371366978622973	1.106405852624448e-05	0.0010123387910425663	0.00018372318299952894	9.077867616724689e-06	3.81380996259395e-05	1.2276843335712329e-05	1.8477282992535038e-06	3.711284534801962e-06	5.2681847591884434e-05	5.103458170196973e-05	9.481981351200375e-07	0.00013340709847398102	0.0001690820645308122	7.631948392372578e-06	3.434999962337315e-05
FANCG	0.00010327695781597868	0.0009871822549030185	8.188985520973802e-05	0.00047997155343182385	9.85057995421812e-05	9.207635594066232e-05	2.118124939443078e-05	0.0001668658951530233	6.094298078096472e-05	0.0007812300464138389	7.544148684246466e-05	7.31138716218993e-05	0.00017171008221339434	3.092447514063679e-05	0.00018897419795393944	0.00014929183817002922	5.69598087167833e-05	1.1494951650092844e-05	9.437144035473466e-05	5.0848051614593714e-05	6.693594332318753e-05	4.652320785680786e-05	0.0003993074060417712	0.0002282999485032633	0.00020984608272556216	0.00021484789613168687
FANCI	0.0001185096480185166	2.2143380192574114e-05	4.410782366903732e-06	2.4718128770473413e-06	1.3452790881274268e-05	5.753664481744636e-06	1.5051418813527562e-05	6.350100738927722e-05	2.1238085537333973e-05	0.002388851484283805	1.729992072796449e-05	2.113867230946198e-05	0.0005796788027510047	1.6959884305833839e-06	1.5812265701242723e-05	5.199728548177518e-05	6.267805292736739e-05	1.2343240314294235e-06	1.5066846572153736e-05	8.844813237374183e-06	5.0989339797524735e-05	2.055430923064705e-05	0.00026184122543781996	3.5452074371278286e-05	8.28842257760698e-06	0.00013656196824740618
FAP	1.710394030851603e-06	1.996210266952403e-05	3.942810508306138e-06	4.566495590552222e-06	0.001963792834430933	2.455341564200353e-05	5.171069119569438e-07	1.237592073266569e-06	3.078875579376472e-06	7.542139428551309e-07	2.482343461451819e-06	3.3216852898476645e-05	2.8792353532480774e-06	3.286251376266591e-05	0.00024590460816398263	7.366580945245005e-08	0.00016303786833304912	2.40683175434242e-06	2.3982584025361575e-05	6.452943489421159e-05	0.0002586529008112848	0.0004957665223628283	2.8521074000309454e-06	1.22691983506229e-06	2.4457140170852654e-06	1.9040178813156672e-05
FASLG	0.00013978080824017525	5.9256570239085704e-05	4.821954462386202e-06	7.153971637308132e-07	9.014978274990426e-08	9.301180398324504e-06	1.6323674856266734e-07	0.0023207322228699923	5.572156851485488e-07	2.5754337912076153e-05	6.245947474781133e-07	1.924717935253284e-06	6.896536069689319e-05	1.1042202459066175e-05	1.613703659586463e-07	2.470925863917728e-08	1.853595392731222e-07	4.052569124723959e-07	1.3200130410950806e-07	2.302930261066649e-05	2.188369307987159e-07	1.140130123644667e-07	0.0006159150507301092	6.428657070500776e-05	6.711411970172776e-06	0.00012211310968268663
FASN	7.855256990296766e-05	3.834929157164879e-05	3.292370092822239e-05	1.1320863450237084e-05	0.00013011395640205592	2.2895592337590642e-05	2.803160168696195e-05	6.735097122145817e-05	1.4867435311316513e-05	0.0001221995335072279	3.34155120071955e-05	2.1843137801624835e-05	0.0002371415466768667	0.00021940637088846415	0.00011235338024562225	0.0017293342389166355	4.134631672059186e-05	2.5067825845326297e-05	3.971630576415919e-05	2.018903978751041e-05	0.0004879769985564053	3.9936894609127194e-05	6.359600956784561e-05	4.3996955355396494e-05	1.710215838102158e-05	5.047359809395857e-05
FAT1	2.129831955244299e-06	2.1929176000412554e-05	0.0003051711246371269	0.0006883017485961318	0.0013046469539403915	2.5562818336766213e-05	1.2694182487393846e-06	5.512559255294036e-06	2.8039967219228856e-06	4.258569788362365e-06	6.89791659169714e-06	1.4040534779269365e-06	3.808456312981434e-06	1.4838851711829193e-05	6.22551524429582e-05	6.573726568603888e-05	5.97804216795339e-07	0.00010587488941382617	0.0016009617829695344	4.7732257371535525e-05	0.0006432388327084482	0.0003938146692235023	1.619739123270847e-05	1.93448067875579e-06	1.8904972876043757e-06	2.5349056159029715e-05
FAT4	4.884691975348687e-07	0.0003901692107319832	5.772142230853206e-07	9.228335329680704e-06	0.0005774810560978949	8.494053872709628e-06	1.0945236539328107e-07	3.882467353832908e-06	1.8307576965526096e-06	4.353921951860684e-07	3.363442431236763e-07	0.00014684736379422247	4.1533613170940953e-07	1.646376767894253e-05	0.0008554537198506296	1.2326388798555854e-07	0.000744300486985594	5.138894721312681e-06	4.5759585191262886e-05	4.781518873642199e-05	0.00015198116307146847	9.792743367142975e-05	4.1399817973797326e-07	4.915930844617833e-07	5.984855420138047e-07	1.779102603904903e-05
FBLIM1	1.7103518530348083e-06	4.3970423575956374e-05	6.72276257773774e-07	0.00022567638370674103	0.0005889137974008918	3.586984166759066e-05	6.136206593509996e-06	1.3681656128028408e-06	3.5408941130299354e-06	9.999414942285512e-06	1.2845419405493885e-05	4.607373557519168e-05	2.65118683273613e-06	3.325816214783117e-05	0.00031219172524288297	0.0002771773433778435	9.431743092136458e-05	0.00018658825138118118	0.0016205946449190378	3.063904296141118e-05	0.001938768895342946	0.0003486442437861115	1.830466317187529e-06	1.2077082374162273e-06	8.034729944483843e-06	1.6287423932226375e-05
FBLN1	2.084933612422901e-06	4.195601650280878e-05	1.5456645314770867e-06	0.0001329345250269398	0.0014160244027152658	2.4940220100688748e-05	9.15027555947745e-07	8.815788419269666e-07	5.6239778132294305e-06	9.306991159974132e-06	1.868697381723905e-06	2.318056658623391e-06	3.254605871916283e-06	4.814511339645833e-05	0.0017554037040099502	2.7287426291877637e-06	8.743866146687651e-07	1.9937846445827745e-05	3.763835775316693e-05	2.7858010071213357e-05	4.424395956448279e-05	0.000917490862775594	2.2672729755868204e-06	1.6936946849455126e-06	2.7150877031090204e-06	3.1429892260348424e-05
FBLN2	1.7338101088171243e-06	2.8563314117491245e-05	5.8833127695834264e-05	4.713877206086181e-05	0.0019701800774782896	1.7932599803316407e-05	4.666697748234583e-07	7.445017899954109e-07	6.876414772705175e-06	6.979549198149471e-06	1.847443672886584e-05	0.00031134719029068947	1.511262780695688e-06	6.256970664253458e-05	0.000779778987634927	3.7275729027896887e-06	0.00018004367302637547	6.525350181618705e-05	3.0468057957477868e-05	2.9444754545693286e-05	0.00037647862336598337	0.001273012370802462	1.630691031095921e-06	2.5993156214099145e-06	2.6454022190591786e-06	2.1202587959123775e-05
FBLN5	0.00014329282566905022	0.00020351697457954288	1.2415553101163823e-06	0.0006455741822719574	0.0005203671753406525	1.117211468226742e-05	7.41971507522976e-06	3.1155079341260716e-05	4.297242412576452e-06	1.7143589502666146e-05	3.2461202863487415e-06	2.708054853428621e-05	4.340086888987571e-05	0.0008312716381624341	0.002023238455876708	2.7235479137743823e-05	0.00019890943076461554	2.838839645846747e-05	9.253866664948873e-06	3.561109406291507e-05	0.0004702799778897315	0.0004226693417876959	1.5188684301392641e-05	0.00033179172896780074	4.599029580276692e-06	0.00019621863611973822
FBN1	2.7830865292344242e-06	2.5928879040293396e-05	4.45111299995915e-06	5.549441539187683e-06	0.0026425770483911037	2.4587998268543743e-05	8.681934673404612e-07	9.276199648411421e-07	1.803005397960078e-05	3.4662480175029486e-06	9.22159131278022e-07	4.984034239896573e-05	1.4040108453627909e-06	2.3085473003447987e-05	0.0003563172067515552	3.06298716168385e-07	0.00017018491053022444	9.568154382577632e-06	0.00013907928951084614	3.736795770237222e-05	0.0003451972152106464	0.00045696590677835047	1.6167647345355363e-06	1.5622438240825431e-06	2.8414726784831146e-06	1.3983425560581964e-05
FBP1	1.4023383300809655e-05	1.1685450772347394e-05	0.0003023251483682543	1.323371907346882e-05	1.992114675886114e-06	4.617257945938036e-05	0.0011166363256052136	1.9335784600116313e-05	0.00015002446889411658	2.981183797601261e-06	1.5010446077212691e-05	3.3598204026930034e-05	3.172602373524569e-05	5.153856818651548e-06	1.502510167483706e-05	0.000644350191578269	7.959403092172579e-07	3.588393155951053e-07	1.4392375078386976e-06	3.066392309847288e-05	2.277261228300631e-05	1.5787284723955963e-07	8.658676961204037e-06	2.7900778150069527e-05	7.349104998866096e-05	7.376031862804666e-05
FBXO32	0.0001463969674659893	0.00031921939807944	6.19904449195019e-06	0.006753609981387854	0.0004870234115514904	5.2790313930017874e-05	1.0355140148021746e-05	0.00014619127614423633	9.057504939846694e-06	2.8585080144694075e-05	1.348044224869227e-05	1.1812701814051252e-05	0.00018146599177271128	0.00011453960905782878	5.827451968798414e-05	0.0002844184054993093	9.615993803890888e-06	0.0005093489307910204	0.00014829628344159573	5.356457768357359e-05	0.00017772545106709003	0.00026111400802619755	0.00015569105744361877	0.0001909441634779796	5.2697345381602645e-05	8.091700874501839e-05
FBXO5	0.00026529221213422716	6.781872343708528e-06	5.916190275456756e-06	0.00025587924756109715	4.2288898839615285e-05	0.00014433953037951142	2.136478178726975e-05	0.00011820065992651507	2.3791957573848777e-05	0.0013167645083740354	6.121177284512669e-05	0.00011662786710076034	6.43873427179642e-05	2.0016836060676724e-05	7.483649824280292e-05	6.54390241834335e-05	1.435359718016116e-05	9.152154962066561e-05	0.00010676137753762305	8.490318577969447e-05	4.3671807361533865e-05	6.089998714742251e-05	0.0002966421889141202	7.228519825730473e-05	0.0001198401369038038	0.00010805102647282183
FBXW7	0.00024059494899120182	0.0001658453984418884	0.000136316055431962	0.00033350865123793483	0.00022947265824768692	0.0005790370050817728	0.00010255286906613037	0.0003706053539644927	7.228619506349787e-05	8.416591299464926e-05	0.00018403930880594999	9.641165524953976e-05	0.0009629757842049003	0.00021024262241553515	0.00012094577687093988	5.733728175982833e-05	0.00017668548389337957	1.5173064639384393e-05	0.0001995924103539437	0.0001327222416875884	0.00039907547761686146	6.154158472782001e-05	0.00024682199000380933	0.0002960016136057675	0.0010441101621836424	0.0003541545884218067
FCER1A	1.512557190608277e-07	2.6925320071313763e-06	0.000673548027407378	4.238793280819664e-06	8.64620730567367e-08	3.603026243581553e-06	0.00010174418275710195	1.1213208495064464e-07	0.0031052264384925365	2.925367539319268e-07	1.6028583559091203e-05	2.847756661594758e-07	9.520206845081702e-08	1.8694137224883889e-06	6.19913578248088e-07	8.620960834093694e-09	5.080997311779356e-08	4.026835824788577e-07	4.6597892833233345e-07	1.812287518987432e-05	2.42402961703192e-07	7.719825134699931e-08	7.566190873831147e-08	8.808088836076422e-08	7.026431489975948e-07	3.6833064314123476e-06
FCER1G	4.806546712643467e-06	0.0010000386973842978	0.0015660153003409505	4.194553639536025e-06	2.5251327315345407e-05	1.927699486259371e-05	0.002815280109643936	0.00033603174961172044	0.0005234449054114521	6.789181952626677e-06	6.973899417062057e-06	2.2056403850001516e-06	2.95820632345567e-06	1.50917085193214e-05	1.1338075864841812e-06	5.986471478536259e-07	1.0654859039505027e-07	1.4675140391773311e-06	2.7165201572643127e-06	7.439291221089661e-05	1.07392434074427e-05	8.80143852555193e-06	4.835691925109131e-06	4.021920176455751e-06	4.388708020997001e-06	2.0954727006028406e-05
FCER2	5.3224184171085653e-08	1.1200343124073697e-06	9.218005203592838e-08	3.619017263645219e-07	2.90375599121262e-08	2.523256398490048e-06	5.872529982298147e-06	3.4724268971331185e-07	1.442186317035521e-06	5.895821786339184e-08	0.0019024892244488	1.3836375956088887e-07	1.0840581126103643e-06	1.5574022427244927e-06	8.273421059357133e-08	3.6460214847267025e-09	3.718680474662506e-08	2.890797645704879e-07	6.630722282352508e-08	4.736932169180363e-06	1.0671876538026481e-07	4.555405297423931e-08	5.320835327893292e-08	2.760195449980074e-08	2.2194893745108857e-07	2.23189431380888e-06
FCGR1A	2.0745248718867515e-07	1.4369304608408129e-06	1.4363853040322283e-07	3.1945953082868073e-07	3.3759198458938044e-07	3.0540486477548257e-06	0.0017871701857075095	5.836124046254554e-07	1.5017288205854129e-05	1.2785629621703265e-07	3.9189993117361155e-07	1.918663912192642e-07	1.181999849109161e-07	1.1792689065259765e-06	1.9882499202594772e-07	2.229549949106513e-07	8.059847544927834e-08	2.967482259919052e-07	9.462504749535583e-06	9.511359166936018e-06	5.826415758747316e-07	3.1008855216896336e-07	2.0714092840989906e-07	7.039501781491708e-08	3.986529463873012e-06	2.635775672388263e-06
FCGR1B	1.874247885780278e-07	1.0851495062524918e-06	1.1599948379625857e-07	3.057618584989541e-07	4.0250348831705196e-08	3.154431851726258e-06	0.0012390862684696913	2.2681210509745142e-07	1.2303349649300799e-05	8.56953548122874e-08	2.5710752993290953e-07	1.9246088811541995e-07	1.0518802184833476e-07	1.2518632956926012e-06	2.800946674597071e-07	9.001783318751677e-09	4.347621285205605e-08	2.1854748410987668e-07	3.0947231266509334e-07	8.063996574492194e-06	3.782915882766247e-07	7.152286940481645e-08	1.1291416512904107e-07	6.843451672011724e-08	2.502820279914886e-07	2.3928298560349504e-06
FCGR2A	6.89392720687465e-07	2.0290948668844067e-05	7.861069752834737e-05	3.190187271684408e-05	7.90611295542476e-07	1.9797542336164042e-05	0.0023582885041832924	3.051632575079566e-06	0.00019186257850378752	1.1330323559377575e-06	1.6970676369965076e-05	6.51559048492345e-06	9.81565108304494e-07	1.7901119235830265e-06	5.400445661507547e-05	3.8752436921640765e-06	8.250832479461678e-07	0.00012924957263749093	4.849371180171147e-05	5.8098434237763286e-05	1.2964964071215945e-06	4.8233505367534235e-06	1.015780526358867e-06	4.385358352010371e-07	1.6312074876623228e-05	5.440919267130084e-06
FCGR2B	1.2803205891032121e-06	4.9047230277210474e-05	3.0949465212870564e-07	1.0157878023164812e-06	8.058023013290949e-07	0.0005482886335812509	0.0011997801484540105	1.378277829644503e-05	0.0024218359030783176	1.095395759875828e-06	0.0006575585575774312	4.2200764482913655e-07	3.44917134498246e-06	5.4855831876921e-06	1.5093091860762797e-06	2.7347982722858433e-07	5.476296109918621e-07	7.864757208153605e-06	2.127035031662672e-06	0.0002384860417805612	3.93703521694988e-06	2.981787758926657e-07	1.14757301616919e-06	2.0596633021341404e-07	0.0005746482056565583	1.7993834262597375e-05
FCGR3A	1.5797498917891062e-06	0.004710348788648844	3.149940539515228e-07	3.1328960403698147e-07	1.1550999943210627e-06	4.163737230555853e-06	0.001775338314473629	0.00026845987304113805	4.791972060047556e-06	6.261179805733263e-07	2.7417132741902606e-07	3.904225422957097e-07	1.1026385209333966e-06	2.3613636130903615e-06	2.2313268743801018e-07	1.7893114545586286e-08	4.6716031931737234e-08	2.629517155128269e-07	1.2618476148418267e-06	1.450819218007382e-05	4.0957837654787e-07	1.4297155814801954e-07	4.1686686813591223e-07	9.95344294096867e-07	4.099603756912984e-06	2.7561002298170933e-06
FCGR3B	1.4075499166210648e-07	0.00014864603872410953	1.1098539687282027e-07	2.2770568364194332e-07	3.2970135066534567e-07	2.6035570499516325e-06	0.0008268846431747079	0.0001282380981137976	4.5938051584926143e-07	9.707368775480063e-08	9.882138840566768e-08	1.8151700942325988e-07	1.8880585628267e-07	1.1092525937783648e-06	7.504596766239047e-08	4.28493995840995e-09	3.548668559005819e-08	2.117923543210054e-07	1.6678133363257075e-07	6.0516376834129915e-06	1.0090393232076167e-07	7.918168165588213e-08	5.946740699869224e-08	1.676186798249546e-07	3.1929781130202173e-07	1.8430023374094162e-06
FCGRT	7.130697485990822e-05	0.00010010685218730941	0.00011054093192797154	0.0004883116343989968	0.00026631372747942805	0.00036932111834175885	0.0021508056670427322	6.780830153729767e-05	0.0015972449909895658	3.6445853766053915e-05	0.00011172670201631263	0.0011323795188218355	7.449953409377486e-05	0.00014101654232945293	0.0013894771691411734	0.00033669534604996443	0.0009746075957082212	0.0001050168284564279	0.00036279470077715814	0.0002544181188568473	0.00021436907991301268	0.0003216628101654351	4.624796565622091e-05	0.00012427361798472703	0.00033326016273349524	0.00014222101890482008
FCHSD2	0.00011305194493616	0.00021038379054516554	4.541476664599031e-05	4.6906363422749564e-05	0.00011283384083071724	0.00028348827618174255	0.0001939672656590119	0.00021080824080854654	0.00047964919940568507	8.119078120216727e-05	0.00131607532966882	0.00011438925139373168	0.0007872367859818041	0.000237947708228603	5.7343164371559396e-05	3.81457939511165e-05	0.00032257221755571663	0.0001385454525006935	0.00010884954826906323	0.00036255159648135304	0.00031019264133647084	6.997182936174795e-05	0.00013091925939079374	0.00020232878159731627	0.0008268594974651933	0.00018702227680478245
FCN1	2.0047313853410742e-07	1.6402556184402783e-06	8.116834493421266e-08	3.1281300039154303e-07	5.559860483117518e-08	2.6444874947628705e-06	0.0012831174535676837	8.939904887483863e-07	0.0006932839751243591	8.03212287792121e-08	2.3397579695938475e-07	2.3773436907958967e-07	6.494479265484188e-08	1.2188503433208098e-06	1.2065947885275818e-07	1.8734521489705003e-08	5.8342820352663693e-08	2.8936906915078e-07	1.3964947243039205e-07	7.582650141557679e-06	1.0838041220040395e-07	6.853260003936157e-08	1.1017058909601474e-07	4.315113244501845e-08	3.0092832048467244e-07	2.610009232739685e-06
FCN3	1.0343603662477108e-07	1.1577093346204492e-06	2.601240964850149e-07	4.687275634296384e-07	1.4934306591385393e-07	2.9807956707372796e-06	2.269412675559579e-07	7.908581522997338e-08	2.423054752398457e-07	6.873401758866748e-08	1.5629153438112553e-07	1.6187989331228891e-06	8.047204147487719e-08	1.9441724816715578e-06	4.26547643428421e-07	1.8435661885973786e-08	0.0011415645712986588	3.8676282088090375e-07	2.3842500240789377e-07	4.930406703351764e-06	0.00010637098603183404	7.927313561140181e-08	9.577091475421184e-08	4.481588788962654e-08	2.0681224555119115e-07	2.0758077425853116e-06
FCRL1	3.6883287179989566e-07	2.0910536022711312e-06	1.0774359537890632e-07	8.269426530205237e-07	3.919444324651522e-08	3.963445487897843e-05	3.5412864463069127e-07	1.6162651945705875e-06	4.070315924309398e-07	9.012687485210336e-08	0.0023619085550308228	2.0641792275455373e-07	9.127134035225026e-06	6.235857199499151e-06	1.213546028111523e-07	5.7595781477459695e-09	5.424723781288776e-08	7.180655643423961e-07	8.75350352202986e-08	2.5635914425947703e-05	2.740424633884686e-07	6.591258738808392e-08	8.641035265100072e-08	1.4118656110895245e-07	2.043518725258764e-05	5.046631940786028e-06
FCRL2	1.0153437557391953e-07	1.8287958027940476e-06	1.1535921373706515e-07	8.337920007761568e-07	3.7576398881356e-08	0.0005470309406518936	1.2983421981971333e-07	1.2641800140045234e-06	4.738777761303936e-07	1.4873012332827784e-07	0.0014120932901278138	2.060265984482612e-07	5.776092621090356e-06	3.594183908717241e-06	3.5970668932350236e-07	7.412451097366102e-09	1.7027515752943145e-07	1.3229382602730766e-06	9.316192262076584e-08	0.00016901329217944294	2.0053394678143377e-07	9.836259096118738e-08	1.484199287915544e-07	5.978656503202728e-08	0.0007438252214342356	6.760116320947418e-06
FCRL5	1.3486067018675385e-07	1.5670910897824797e-06	1.5513157336499717e-07	1.5173397514445242e-05	3.806305528541998e-07	0.0005544220330193639	4.98120755310083e-07	1.1388052598704235e-06	5.235471007836168e-07	2.710235946778994e-07	0.0012024915777146816	2.4169148105102067e-07	5.6885673984652385e-06	3.3227122457901714e-06	1.1967800617185276e-07	1.9310110843662187e-08	1.5620385340753273e-07	1.3874416708858917e-06	5.832481519973953e-07	8.124703890644014e-05	1.7692993026230397e-07	1.2719064557131787e-07	6.446251177294471e-07	6.41632240672152e-08	0.0031641314271837473	2.8017060685670003e-05
FCRLA	2.770174774013867e-07	2.370829633946414e-06	1.3735557047311886e-07	8.090669325611088e-07	3.5208188364777016e-08	0.0001984530535992235	4.451115728443256e-06	1.341703637081082e-06	5.390816113504115e-07	1.2414110983627324e-07	0.002330314600840211	2.053930643342028e-07	1.8047071534965653e-06	4.1612352106312755e-06	1.7553109898926778e-07	1.6247296841243042e-08	6.300114563373427e-08	1.062352339431527e-06	2.351090984120674e-07	2.6587855245452374e-05	1.7186104628308385e-07	1.1949917677611666e-07	9.446981863447945e-08	7.253309064481073e-08	0.0002550568897277117	2.162824966944754e-05
FEN1	0.0001392505510011688	0.001573813846334815	2.6461932066013105e-05	0.0003145649388898164	2.7140560632687993e-05	0.0001864956138888374	5.004115155315958e-05	0.00011519170220708475	0.00011488507880130783	0.001987886382266879	0.00015020398132037371	0.00010747847409220412	7.530718721682206e-05	0.00011368034029146656	4.311541124479845e-05	8.9061759354081e-05	3.276605639257468e-05	9.343228884972632e-05	2.367749584664125e-05	9.507205686531961e-05	5.126159157953225e-05	4.758375507663004e-05	0.00021133312839083374	0.00013119232608005404	0.0002753263106569648	0.00014991512580309063
FER	5.2519855671562254e-05	0.0002294304285896942	0.0009658074122853577	0.0004380376194603741	0.0004959249636158347	2.8584301617229357e-05	0.00011296435695840046	0.00014219711010809988	7.03634214005433e-05	1.3593772564490791e-05	0.00013343080354388803	0.0001221374695887789	0.0003351761552039534	0.00017312163254246116	0.0001949376310221851	0.00010083491361001506	0.00018710337462835014	5.9420672187116e-05	0.00035603641299530864	9.24518026295118e-05	0.0007690106285735965	0.00013063204823993146	1.7410948203178123e-05	7.744671893306077e-05	0.0001171646363218315	7.933948654681444e-05
FERMT2	1.0626348739606328e-05	2.5902618290274404e-05	0.0005811370210722089	0.0008188173524104059	0.0011959720868617296	1.7485301214037463e-05	8.912570592656266e-06	8.670475835970137e-06	8.723322935111355e-06	1.1782043657149188e-05	1.792729449334729e-06	0.00016862020129337907	1.274667397410667e-06	1.7806107280193828e-05	0.0004749998915940523	2.1442707293317653e-05	0.0006450983928516507	0.0003055431297980249	0.0009867858607321978	3.731133256223984e-05	0.00036196308792568743	0.0004298797866795212	7.2220032052428e-06	2.4976523036457365e-06	2.6696784516389016e-06	3.9396367355948314e-05
FEZ1	6.29684109298978e-07	0.017757439985871315	2.6536193331594404e-07	0.00013204271090216935	8.628253999631852e-05	1.1615130460995715e-05	3.0960021035753016e-07	3.6762846775673097e-06	9.061120636033593e-07	2.443396624585148e-06	3.515842479373532e-07	1.5961479221004993e-05	4.972241072209727e-07	5.119891739013838e-06	9.000572026707232e-05	3.000728554525267e-07	2.705496171984123e-06	0.00014717064914293587	0.000707592349499464	1.7616457625990734e-05	9.615262570150662e-06	0.0006917500286363065	3.574624543034588e-07	3.229399396786903e-07	7.697290698160941e-07	9.85597216640599e-06
FGD2	5.770278221461922e-06	4.471530246519251e-06	3.723891950357938e-07	6.2374524532060605e-06	1.4925780078556272e-07	0.00010991009912686422	0.0006192188593558967	0.00010783423931570724	0.0004602080734912306	1.5397831703012343e-06	0.0017022682586684823	1.0657283837645082e-06	2.4219430997618474e-05	8.242918738687877e-06	2.8291796638768574e-07	8.355721092812018e-08	5.787506438537093e-07	3.1509405289398273e-06	3.356387594521948e-07	6.336276419460773e-05	3.293713689345168e-06	1.7205071856096765e-07	1.4268646737036761e-05	1.4581366940547014e-06	0.0002714493602979928	3.2512645702809095e-05
FGD5	3.0953532359490055e-07	5.2445857363636605e-06	8.865100085131417e-07	2.763736347333179e-06	0.000163281787536107	7.223335160233546e-06	0.00013116977061145008	6.91255365836696e-07	9.653184861235786e-06	2.275808355989284e-06	4.195571250420471e-07	0.00031113935983739793	4.881852078142401e-07	9.817287718760781e-06	8.721995982341468e-05	1.3588296496891417e-06	0.001836421899497509	1.8095699942932697e-06	1.4570385246770456e-05	1.0438378922117408e-05	0.0005033371271565557	5.582637095358223e-05	8.502686910105695e-07	3.870580655984668e-07	4.353586007255217e-07	1.050941864377819e-05
FGF7	1.809891273296671e-06	2.8326403480605222e-05	5.214329803493456e-07	5.360236173146404e-05	0.0003440867876634002	5.424905248219147e-05	9.6348776423838e-07	1.9784440610237652e-06	1.3457382692649844e-06	1.949702209458337e-06	4.856176019529812e-06	3.469594958005473e-06	3.6201793136569904e-06	4.57536916655954e-05	0.002299783518537879	8.022734050427971e-07	1.4458529449257185e-06	3.786273009609431e-05	0.00023311973200179636	3.2759573514340445e-05	2.815214975271374e-05	0.0007546771666966379	3.251325324526988e-06	3.51083781424677e-06	2.987814013977186e-06	3.0902512662578374e-05
FGFR1	4.058474223711528e-05	9.785991278477013e-05	6.564484010596061e-06	0.0004181753611192107	0.001482592080719769	2.5403041945537552e-05	1.0982637832057662e-05	1.2956568752997555e-05	2.2827822249382734e-05	2.595352088974323e-05	1.2836904943469563e-06	4.981311576557346e-05	0.00011393611930543557	5.10451354784891e-05	0.0010858241003006697	1.1130139682791196e-05	0.00037772502400912344	5.297583993524313e-05	7.67814926803112e-05	7.805192581145093e-05	0.0005468525341711938	0.0006180429481901228	4.2751220462378114e-05	7.781048043398187e-05	5.698848781321431e-06	0.00018953259859699756
FGL2	5.2736322686541826e-05	0.00010860213660635054	0.00013319381105247885	2.9700197501369985e-06	1.51087397171068e-05	4.8951998905977234e-05	0.0013576159253716469	3.0120032533886842e-05	0.0011681641917675734	8.579801942687482e-06	5.384815813158639e-05	3.154162550345063e-05	5.31270525243599e-05	1.3074139133095741e-05	0.0004276492400094867	9.966375813519335e-08	3.9876762457424775e-05	2.000381527977879e-06	7.47782132748398e-06	5.817929923068732e-05	1.2020100257359445e-05	8.647980394016486e-06	0.0001700624852674082	1.4102426575846039e-05	5.542995859286748e-05	5.5640888604102656e-05
