Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21
TINAGL1	5.161018634680659e-06	2.0194263470330043e-06	3.1296972338168416e-06	4.9029445108317304e-06	4.437960342329461e-06	0.0010713565861806273	3.3519977478135843e-06	0.0020847634878009558	2.7974305339739658e-05	0.0004805093922186643	4.034446465084329e-05	2.113754362653708e-06	3.640778686531121e-06	2.0999513594688324e-07	0.0008789775311015546	1.3121193660481367e-05	2.3964485080796294e-05	1.072454597306205e-05	1.8711354641709477e-05	7.911788088676985e-06	5.47255831406801e-06
TJP1	1.0420759508633637e-06	5.520759259525221e-06	0.0003402859147172421	9.918087926052976e-06	8.027567673707381e-06	0.0003108368255198002	3.6024093788000755e-06	0.0005520665436051786	2.3767343009239994e-05	0.0012232656590640545	9.284936095355079e-05	1.0310764992027543e-05	3.263806320319418e-06	0.0006783244316466153	0.0017096962546929717	0.00011169116623932496	0.0001104637558455579	1.0564138392510358e-05	8.368016278836876e-05	0.00024272064911201596	3.4521119232522324e-05
TJP2	8.348266419488937e-06	1.8563529010862112e-05	2.3230815713759512e-05	5.594356935034739e-06	4.1448220144957304e-05	0.00017952702182810754	2.696981027838774e-05	0.00013840918836649507	4.3061005271738395e-05	0.0008207317441701889	5.6782751926220953e-05	2.2491387426271103e-05	6.386533641489223e-05	4.335894573159749e-06	0.0007385436911135912	0.00017900446255225688	0.0002589834330137819	2.2140406144899316e-05	3.527103035594337e-05	0.0007118716021068394	1.189558497571852e-05
TK1	3.88925509469118e-05	2.7565358323045075e-05	8.067754038165731e-07	2.467525064275833e-07	2.940047636457166e-07	2.550036469983752e-06	0.00010068174742627889	1.0906315765168983e-05	1.26632639876334e-05	2.5021639885380864e-05	2.7651036361930892e-05	3.5096243664156646e-05	2.157122435164638e-05	2.382678076173761e-06	1.6823963960632682e-05	3.750223640963668e-06	0.0021252722945064306	1.3019418474868871e-05	3.1432093237526715e-05	2.8614260372705758e-05	1.7030444723786786e-05
TLDC2	6.5102422013296746e-06	8.407544669353229e-07	9.679091306225018e-08	0.002228989964351058	4.786512519672215e-08	1.5447494661202654e-07	2.435710939607816e-07	1.1969196123118309e-07	4.10379288950935e-06	9.397076183859099e-08	0.04296044260263443	2.8723209766212676e-07	7.415042546199402e-06	3.367214063132451e-08	8.501575621266966e-08	9.164834224861806e-09	8.40074250163525e-08	2.954875526484102e-07	2.951278020191239e-06	9.149735191726904e-09	3.6764370747732755e-07
TLL1	7.87126566592633e-07	3.996392763383483e-07	5.003588739782572e-05	1.7153104181488743e-06	8.528007811037241e-08	2.8210185973875923e-06	5.862436296411033e-07	2.776608880594722e-06	8.876547326508444e-06	0.000276849401416257	2.9231894586700946e-05	7.250723683682736e-06	1.530108306724287e-07	0.00032021277002058923	0.0011987821198999882	2.5462606245696406e-08	1.8839126596503775e-06	6.686130973321269e-07	6.460166332544759e-05	7.66698519782949e-07	2.4292905891343253e-06
TLN1	0.0004431385896168649	0.0007384606287814677	0.0003699873632285744	0.0003079200687352568	0.00043696025386452675	0.0005597601993940771	0.0009795399382710457	0.000990806263871491	0.00031345876050181687	0.00055836042156443	0.0004559297813102603	0.00011767802061513066	0.0007628924795426428	0.0009020065772347152	0.0003617722832132131	9.818450780585408e-05	0.0001463866065023467	0.0019784739706665277	0.0002525343734305352	0.00030757029890082777	0.00020787549146916717
TLR1	0.0006430940120480955	5.1442802941892296e-05	5.511635208677035e-06	4.194236282728525e-07	0.00013867822417523712	1.7771273633115925e-05	1.728069400996901e-05	2.620539021336299e-07	4.716015246231109e-05	5.471089025377296e-06	1.629580401640851e-05	0.00012368948955554515	0.0008536450332030654	7.874637958593667e-06	2.1410989575088024e-05	8.538668225810397e-06	2.045357359747868e-05	2.456965739838779e-05	6.468116043834016e-05	4.034270205011126e-06	2.1004107111366466e-06
TLR10	0.0017606073524802923	4.8182613454628154e-08	1.9621860758434195e-07	1.8097850329468201e-07	8.696113695805252e-08	1.3912865597376367e-06	7.793320833116013e-08	2.603273401291517e-07	1.9252025595051236e-05	6.76242052577436e-07	2.1903608285356313e-05	3.255480987718329e-05	3.790393748204224e-05	6.581463907195939e-08	3.657410445612186e-07	7.565764548189691e-08	2.168349482190024e-07	6.464474040512869e-07	2.6040470402222127e-05	9.465372841077624e-08	5.99791405875294e-07
TLR2	3.6835481296293437e-06	2.739256785844191e-07	2.16282546716684e-06	5.45155671716202e-07	1.7172972093248973e-06	0.00016457396850455552	1.6446330164399114e-07	7.603528047184227e-07	1.238857294083573e-05	1.1793676435445377e-07	9.875967407424469e-06	3.904035111190751e-06	0.0012099180603399873	3.254417242715135e-05	2.9365745035647706e-07	9.333307389169931e-06	9.373411558044609e-06	5.931173632234277e-07	1.0590371857688297e-05	1.4018495448908652e-06	2.9859118058084277e-06
TLR4	1.692260593699757e-05	3.054651358525007e-07	0.00020656816195696592	0.00016147053975146264	1.9005103979452542e-07	4.198962415102869e-06	1.1143501978949644e-06	6.51893515168922e-06	9.895099537970964e-06	0.00022294437803793699	3.5502260288922116e-05	1.8969433313031914e-06	0.0010464343940839171	0.00013151110033504665	0.00038102021790109575	5.440065820039308e-07	8.333049095199385e-07	1.020512058858003e-06	2.866460090444889e-05	2.718821292546636e-07	3.5806683627015445e-06
TM4SF1	3.4539550597401103e-06	3.148008090647636e-06	5.519868409464834e-06	1.504836063759285e-06	6.901650522195268e-06	0.0008597364649176598	2.751304009507294e-06	6.923209002707154e-05	1.341154711553827e-05	0.0008209943771362305	2.0773928554262966e-05	3.906550318788504e-06	1.396330389979994e-06	2.544108974689152e-05	0.001251285895705223	0.0012410370400175452	0.0003292654000688344	7.818742233212106e-06	3.583653233363293e-05	0.0008190463413484395	2.783342824841384e-05
TM4SF18	2.878396685446205e-07	1.4391152092230186e-07	1.4420990055441507e-06	4.407975779940898e-07	2.0170984953438165e-06	1.1909759450645652e-05	2.0024771174576017e-07	1.6752636611272465e-06	6.7877272158511914e-06	0.0028645163401961327	1.604175486136228e-05	7.497782917198492e-06	3.4341832133577554e-07	1.418424631083326e-07	0.0016292271902784705	7.555930642411113e-05	1.601994881639257e-05	1.1270374216110213e-06	2.6237432393827476e-05	0.0006453564274124801	7.192815587586665e-07
TM6SF1	2.6277804863639176e-05	1.5367093510576524e-05	2.2758763407182414e-06	0.00048389247967861593	3.656869296264631e-07	6.085192012506013e-07	8.988075569504872e-05	2.592897772046854e-07	1.663020157138817e-05	0.00015053068636916578	1.2060419976478443e-05	3.9199512684717774e-06	0.0010319401044398546	8.061833511874283e-08	0.00037619107752107084	1.43858272849684e-07	5.249816013019881e-07	0.001065281336195767	8.33502235764172e-06	2.9462046313710744e-06	1.2803675417671911e-06
TM7SF2	0.00012994682765565813	0.0001599042589077726	4.103205810679356e-06	7.16399445082061e-05	0.00014968057803343982	2.1015763195464388e-05	0.00010748976637842134	2.268003845529165e-05	0.0002349917049286887	7.190804899437353e-05	6.952525291126221e-05	0.0004597383667714894	2.0182373191346414e-05	1.4800567441852763e-05	2.3766649974277243e-05	0.0005034756613895297	8.144088496919721e-05	0.00033340873778797686	8.671061368659139e-05	0.001981017179787159	2.465401394147193e-06
TMC4	2.934850499514141e-06	2.1728516003349796e-05	6.780700232411618e-07	2.1725441911257803e-05	3.102763457718538e-06	4.2058760300278664e-05	8.005342351680156e-06	0.00021212782303337008	7.392502539005363e-06	1.0843810969163314e-06	1.8226121028419584e-05	5.8403529692441225e-05	2.826329910021741e-05	8.343084118678235e-06	5.586517204392294e-07	0.00043150357669219375	0.0001330516388406977	0.00019347009947523475	0.00016031235281843692	0.001893281820230186	2.664538442331832e-06
TMC5	8.46739226290083e-07	8.438053100690013e-08	1.9398370909584628e-07	5.629222528114042e-07	4.567178635284108e-08	1.3854426470061298e-05	1.2272508342903166e-07	2.767504383882624e-06	5.2406817303563e-06	3.8549157466150064e-07	1.330011036770884e-05	1.3467146118273376e-06	1.258462418718409e-07	4.5152822281124827e-07	3.2256104987027356e-07	6.913536344654858e-05	9.406767640030012e-05	3.9018476627461496e-07	2.185538505727891e-05	0.0018663520459085703	7.082276169967372e-07
TMCC3	0.0001864418009063229	3.291569328212063e-06	2.475257497280836e-05	4.8969363888318185e-06	5.300689736031927e-06	2.011302967730444e-06	5.428402118923259e-07	2.1969412046018988e-05	2.77068538707681e-05	0.0006152696441859007	2.042060805251822e-05	5.7939273574447725e-06	0.00028877623844891787	3.646868935902603e-05	0.000730576110072434	4.577186132337374e-07	1.8815635485225357e-06	0.00122876837849617	1.542033533041831e-05	3.132011624984443e-05	1.1907171938219108e-05
TMED3	0.00022664958669338375	0.00036285517853684723	0.0003180429630447179	0.0001706483744783327	0.00029358724714256823	0.0004560265806503594	0.0004269786295481026	0.00016410402895417064	0.00031623803079128265	8.108402835205197e-05	0.00026695107226260006	0.00043893183465115726	0.00022120184439700097	0.0004294101381674409	6.535270949825644e-05	0.0013509963173419237	0.0007367610814981163	0.00016076155588962138	0.0003386668104212731	0.00014674199337605387	0.0009865612955763936
TMEM119	4.2493422824918525e-07	6.683478659397224e-07	0.001674966188147664	1.1588240340643097e-05	3.1978847800928634e-06	0.00013502780348062515	1.3262558695714688e-06	0.00023966563458088785	2.9300417736521922e-05	2.0540505829558242e-07	0.00027653126744553447	2.1608973383990815e-06	9.198597399517894e-05	0.0013677121605724096	4.91447394779243e-07	3.0263828421084327e-07	1.3214489626989234e-06	3.371662023710087e-05	0.00010627645679051057	1.8927237022126064e-07	3.300260868854821e-05
TMEM123	0.0003426227776799351	0.0007436528103426099	0.00014600336726289243	0.00015777851513121277	0.0013628542656078935	0.0008178039570339024	0.0006355482619255781	0.0002297639730386436	0.00032667070627212524	0.00028009613743051887	0.000761719886213541	0.00017788680270314217	0.00040007030474953353	0.000297229562420398	0.00040347783942706883	0.00041060082730837166	0.0004996698698960245	0.0002933622454293072	0.00019980962679255754	0.00029788617393933237	3.803744039032608e-05
TMEM134	0.0006483037141151726	0.0007602577097713947	8.434636401943862e-05	0.00016923176008276641	0.0005557946278713644	0.0003180837375111878	0.0006224408862181008	0.00011381355579942465	0.0005653008702211082	0.00013336190022528172	0.00028997796471230686	0.0006784606375731528	0.00024847753229551017	0.00014626859046984464	0.00022267135500442237	0.001208180794492364	0.0005804378888569772	0.00037006865022704005	0.00021009166084695607	0.00021448654297273606	0.0011764566879719496
TMEM141	0.00022815994452685118	0.00042899049003608525	0.00021942760213278234	0.0005011229077354074	0.0003293851332273334	0.0004099892976228148	0.000321851548505947	0.00017278721497859806	0.00017355581803712994	0.00012399449769873172	0.0002749432169366628	0.00025340833235532045	0.00024124990159180015	0.00025958410697057843	0.0002974154776893556	0.0019003773340955377	0.0005770922289229929	0.00041066540870815516	0.00018738015205599368	0.0011792870936915278	0.0001242229191120714
TMEM14A	0.00018790821195580065	0.000505308446008712	0.00035608161124400795	0.0002704548242036253	0.00018088103388436139	0.0007735727704130113	0.0007321963785216212	0.0003077230358030647	0.00032138157985173166	0.00019737592083401978	0.00031877149012871087	0.00010161089448956773	3.75116360373795e-05	0.0002724024234339595	0.00030648414394818246	0.0018100568559020758	0.000897907477337867	0.0001638391549931839	0.00011357900075381622	0.000768981990404427	0.00015302421525120735
TMEM150C	3.98803649659385e-06	1.1991853909876227e-07	0.0002466858713887632	0.00026053545298054814	1.4967289416745189e-06	0.00018756624194793403	2.2324219628444553e-07	6.373719952534884e-05	1.0057511644845363e-05	0.00044178945245221257	3.8085545384092256e-05	2.5808669761318015e-06	3.097851958955289e-06	5.839708319399506e-05	0.00028442993061617017	0.00014177070988807827	2.8035087780153845e-06	7.667497925467615e-07	8.180746954167262e-05	0.0024180044420063496	1.9102191799902357e-05
TMEM154	0.001094154897145927	0.00032750412356108427	1.299599989579292e-05	0.0013190105091780424	0.000266986433416605	1.634794352867175e-05	0.0005872175679542124	1.7762607740223757e-06	0.00016297164256684482	2.4872402718756348e-05	0.00021935388213023543	9.679643699200824e-05	7.49494502088055e-05	2.171452433685772e-05	2.481747833371628e-05	1.4508563253912143e-05	2.1937861674814485e-05	3.6141507735010237e-05	3.9776015910319984e-05	4.573121259454638e-05	1.7738333554007113e-05
TMEM156	0.000796101929154247	0.00041567967855371535	4.697720328294963e-07	1.6399877722506062e-06	0.0004290941869840026	8.603556125308387e-07	0.0003380927664693445	2.4804296572256135e-07	9.858084376901388e-05	2.8445920179365203e-06	3.52541173924692e-05	0.00043936294969171286	2.9812910725013353e-05	1.456127023402587e-07	4.913177917842404e-07	5.9593071455310564e-06	9.342363227915484e-06	2.8144058887846768e-05	0.00032230414217337966	7.269263005582616e-05	1.8183025076723425e-06
TMEM176A	3.99973259845865e-06	2.581346961960662e-06	0.0022917925380170345	7.108166755642742e-05	8.174368304025847e-06	0.00019333265663590282	2.602940185170155e-06	0.00026315852301195264	6.933410622878e-05	1.7689065998638398e-06	0.0002808737917803228	1.4054148778086528e-05	0.0009749155724421144	0.00020532326016109437	1.6256120943580754e-05	6.456174105551327e-06	2.3289373984880513e-06	1.2221638826304115e-05	0.00018353322229813784	2.249918907182291e-06	7.434017607010901e-05
TMEM176B	4.513291969487909e-06	3.9905726225697435e-06	0.0020091598853468895	0.00021101335005369037	6.0030529311916325e-06	0.00017661345191299915	6.599119842576329e-06	0.00020422304805833846	6.224524258868769e-05	1.944226369232638e-06	0.00023552816128358245	5.562530532188248e-06	0.0013117259368300438	0.00025732818176038563	9.917923307511955e-06	4.485070348891895e-06	4.155123860982712e-06	8.865419658832252e-06	0.00018587805971037596	2.4203527573263273e-06	0.0001381252077408135
TMEM19	0.000656108430121094	0.00031123662483878434	0.00016768771456554532	0.00018590276886243373	0.0001546135899843648	5.680841059074737e-05	0.0001614847860764712	7.184886635513976e-05	0.0003547063679434359	0.00025474646827206016	0.0007477349136024714	0.0007622865377925336	0.00019021100888494402	0.00011406030534999445	0.0002198352012783289	0.0001096224004868418	0.00015020565479062498	0.00038789643440395594	0.00039983930764719844	0.0002937604149337858	4.3365424062358215e-05
TMEM204	2.387946005910635e-05	0.0003206904511898756	0.0007922324584797025	3.2130508316186024e-06	0.0007490528514608741	6.444221071433276e-05	9.466851770412177e-05	0.0007253811927512288	3.650515645858832e-05	0.0019759577699005604	7.310759974643588e-05	2.523055400160956e-06	2.1738874238508288e-06	0.0006238081841729581	0.0010119860526174307	1.1862688324981718e-06	1.3148743164492771e-05	0.0004261653812136501	5.7232336985180154e-05	2.7710125323210377e-06	0.00032881178776733577
TMEM205	0.0002464060962665826	0.00037336241803132	0.0007610244210809469	0.0001962658716365695	0.00027934700483456254	0.0004909399431198835	0.0003982262860517949	0.0003545356448739767	0.0004604326968546957	0.00033270224230363965	0.00027561435126699507	0.001155808917246759	0.0003313340130262077	0.0002081371349049732	0.0003656180633697659	0.001096355146728456	0.00030236763996072114	0.0005398038774728775	0.00044243154115974903	0.001197352888993919	0.0009292081231251359
TMEM208	0.0003094830608461052	0.000574097444768995	0.00031011903774924576	0.0001778750738594681	0.0003554708091542125	0.0004041520587634295	0.0004909556591883302	0.00028531308635137975	0.0007583448314107955	0.0002373339084442705	0.0005889530293643475	0.0019267661264166236	0.0003800791746471077	0.0005385182448662817	0.00016500023775734007	0.00036594647099263966	0.0003561905468814075	0.0003136891173198819	0.0008409058791585267	0.00019837038416881114	0.0017656930722296238
TMEM219	0.0005221582250669599	0.0007972838939167559	0.0005922031705267727	0.0010753731476143003	0.000924256513826549	0.0005086131859570742	0.0008494122885167599	0.000456641981145367	0.00059798319125548	0.0004898404004052281	0.0006330577889457345	0.0007780916057527065	0.0008253882406279445	0.0005488794995471835	0.0008166626212187111	0.0021489534992724657	0.0005771418218500912	0.0003812745271716267	0.0007268529734574258	0.0006520017050206661	0.0005484702414833009
TMEM220	0.00022182024258654565	4.21973891207017e-06	0.00046938410378061235	0.0015883054584264755	5.585172038991004e-05	0.0005818406934849918	5.426393272500718e-07	0.00022091301798354834	0.0003529210516717285	6.370832852553576e-05	0.00016464051441289485	0.0004528472782112658	0.0002702849160414189	0.000123816222185269	0.00028240770916454494	0.00011613334936555475	4.366211578599177e-05	2.331307769054547e-05	0.00023735415015835315	4.879604148300132e-06	0.0002479001122992486
TMEM233	7.459618132088508e-07	2.4498378436987878e-08	2.5597814783395734e-06	0.0036119602154940367	2.694807399450383e-08	8.172522711902275e-07	1.0316346532590615e-07	3.18077042038567e-07	4.130766228627181e-06	0.0012392125790938735	9.946495083568152e-06	3.982171676852886e-07	1.83473105153098e-06	1.4992370779509656e-05	3.307361839688383e-05	9.402691070192759e-09	4.637279360508728e-08	4.7207848297148303e-07	7.162363999668742e-06	1.4187455654735004e-08	2.1895586996834027e-06
TMEM243	0.0014742650091648102	0.0007802537293173373	0.0003603567893151194	0.00012951799726579338	0.0014031011378392577	0.00016616401262581348	0.0005515561206266284	7.228026515804231e-05	0.0005611919914372265	0.00013030704576522112	0.0005828104331158102	0.0007137585780583322	0.00017249971278943121	0.00020966802549082786	0.00019960934878326952	0.00011142310540890321	6.390785711118951e-05	0.00024772249162197113	0.00036854107747785747	0.00011365357204340398	0.00017501073307357728
TMEM25	3.152583303744905e-05	0.00011481624096632004	0.00026229393552057445	3.187947868354968e-06	0.00022569518478121608	0.00034640898229554296	6.375421799020842e-05	2.296848651894834e-05	3.169092451571487e-05	1.7680356904747896e-05	3.355477383593097e-05	9.15509881451726e-05	4.898511178907938e-07	7.447585085174069e-05	7.091897714417428e-05	0.0007093239692039788	5.216582940192893e-05	5.996900290483609e-05	8.918064122553915e-05	0.002045439789071679	8.289275865536183e-05
TMEM255B	3.5524099075701088e-06	3.4293719863853767e-07	8.934717698139139e-06	0.0014179402496665716	2.1446446680783993e-06	1.1206268027308397e-05	7.615340678057692e-07	1.2180944395367987e-06	1.5801202607690357e-05	0.0013112614396959543	3.263656981289387e-05	1.1138649824715685e-05	0.00018775543139781803	7.9726567491889e-05	0.0013661592965945601	1.3227044064478832e-06	1.2438901649147738e-05	1.3708438473258866e-06	2.6335837901569903e-05	6.262069405238435e-07	8.00692941993475e-05
TMEM256	0.0005135904066264629	0.0007121639209799469	0.00031746720196679235	0.0004097197379451245	0.0005721657653339207	0.0006067886133678257	0.0004824432544410229	0.00029812692082487047	0.0004971253802068532	0.00017444293189328164	0.0003238916688133031	0.0011395355686545372	0.0003600445343181491	0.00021656083117704839	0.00044535493361763656	0.0024390933103859425	0.000780626549385488	0.000540778215508908	0.00040537022869102657	0.00016797115677036345	0.0006861904985271394
TMEM258	0.000620847858954221	0.001346392440609634	0.0007511049625463784	0.0005773063749074936	0.001003948855213821	0.0007673404761590064	0.0011647272622212768	0.0004273631202522665	0.0016319185961037874	0.0005879850359633565	0.0014317893655970693	0.003193292301148176	0.0006433724774979055	0.0009712175815366209	0.0005106154130771756	0.00160172488540411	0.0011008649598807096	0.0006609759293496609	0.001513764844276011	0.0003322814591228962	0.0016543339006602764
TMEM38B	0.0003710612072609365	0.00021837033273186535	0.00010858301538974047	0.00024974127882160246	0.00028313888469710946	0.00026826246175915003	4.767997234012e-05	0.0005006202845834196	0.0002744572120718658	4.276616527931765e-05	6.662779924226925e-05	0.00028680270770564675	0.0001758242433425039	3.0025665182620287e-05	3.169582851114683e-05	2.7727992346626706e-05	9.982375195249915e-05	0.00021113583352416754	0.00014173344243317842	1.5732137399027124e-05	0.00046161713544279337
TMEM45A	5.829672318213852e-06	2.57638521361514e-06	0.0002259044413222	4.710513894679025e-05	1.1703050404321402e-06	7.970306614879519e-05	2.089400140903308e-06	6.282765389187261e-05	0.0002610983210615814	1.6489091649418697e-05	0.00032804335933178663	0.00038427545223385096	5.185681857255986e-06	0.0005341727519407868	6.398348432412604e-06	5.969212361378595e-05	0.0001767348439898342	1.7188428955705604e-06	0.0002547096519265324	6.908774139446905e-07	0.002695645671337843
TMEM47	1.523839273431804e-06	9.716973181639332e-07	0.0005697681335732341	1.9435003650869476e-06	1.0151454716833541e-06	0.0007040436030365527	2.2876540697325254e-06	0.0006281388341449201	8.291632548207417e-05	0.0005896059446968138	5.7044977438636124e-05	4.024267127533676e-06	4.1835693309622e-07	0.0005043821292929351	0.0005537912365980446	0.00017698781448416412	2.9858600100851618e-05	2.1412308797152946e-06	0.0001131122189690359	3.741224281839095e-05	0.00030902712023817003
TMEM51	1.3213893907959573e-06	9.82438876917513e-08	9.972428233595565e-05	9.061601531357155e-07	2.8952757702427334e-07	0.00013361239689402282	6.121661044744542e-07	0.0003407163603696972	7.076453766785562e-05	0.00012103531480534002	3.094269777648151e-05	4.49703074991703e-05	0.0011708178790286183	7.913317676866427e-05	1.8017668480752036e-05	0.00023870915174484253	0.00012458866694942117	6.373659857672465e-07	0.00012330058962106705	0.0002973128284793347	5.622837852570228e-05
TMEM55B	0.0007860581390559673	0.0005909655010327697	0.00019920988415833563	0.00015021565195638686	0.0009291426395066082	0.00023579703702125698	0.00041371697443537414	0.00016457379388157278	0.00040155425085686147	6.863791350042447e-05	0.00011274552525719628	0.00024891248904168606	0.00024399255926255137	0.00015514927508775145	0.0001629198231967166	0.0002165284677175805	0.00010202240810031071	0.00043798526166938245	0.00017666484927758574	0.0003156880848109722	0.00014769966946914792
TMEM74B	4.0033194181887666e-07	4.0036249515651434e-07	6.181816729622369e-07	3.091645339736715e-07	2.2817431499788654e-07	1.2706002962659113e-05	8.113254807540216e-06	0.0007668012985959649	1.0979178114212118e-05	4.007383540738374e-05	2.3891092496342026e-05	4.427936346473871e-06	1.3734390336139768e-07	1.909742337602438e-07	5.203512955631595e-06	1.6433072232757695e-05	4.6781938181084115e-06	9.518912520434242e-07	2.4649410988786258e-05	0.00011917709343833849	2.0102741473237984e-05
TMEM88	1.6006612213459448e-06	1.4910722256900044e-07	2.723908437474165e-06	5.079600668977946e-07	1.8539320478794252e-07	4.901551733382803e-07	1.09226755284908e-06	1.38814880301652e-06	1.0937741535599343e-05	0.0011361798970028758	1.8081262169289403e-05	7.468651688213868e-07	2.5402159735676832e-05	1.2230069614815875e-06	0.002861672779545188	4.341880526226305e-07	2.012795761174857e-07	1.0744792007244541e-06	1.100622375815874e-05	3.1608880817657337e-05	1.5062961438161437e-06
TMEM9	0.0001273271773243323	0.00022174867626745254	0.0005529577028937638	0.00011151705984957516	0.00024292487069033086	0.0006039963918738067	0.00010559817019384354	0.00014338374603539705	8.441090176347643e-05	0.00011012511095032096	0.0001883070799522102	0.0002809514699038118	9.506044443696737e-05	0.0002579362771939486	0.00017569454212207347	0.0010441845515742898	0.0005845637642778456	0.0001489759306423366	0.0005483842687681317	0.00031903060153126717	0.0012548629892989993
TMEM98	2.7199166652280837e-06	4.951152732246555e-07	0.0015423796139657497	9.1863090347033e-05	4.4089806578995194e-06	0.0015303675318136811	7.517686526625766e-07	0.0004657582030631602	4.555659324978478e-05	4.1372567238795455e-07	0.000150579639011994	6.315449809335405e-06	6.151752245386888e-07	0.0008222292526625097	3.262225391154061e-06	0.0007459482294507325	0.00016508219414390624	8.984911255538464e-05	0.0001085652838810347	8.465338760288432e-05	0.0004593108023982495
TMPO	0.0004619595711119473	0.0004382813931442797	0.00016833672998473048	4.1085721022682264e-05	0.0006108575034886599	0.00016069310368038714	0.0010087741538882256	8.319300832226872e-05	0.0001655406376812607	0.0001735483092488721	0.00011046198051190004	0.000131576118292287	0.00018446749891154468	9.354591020382941e-05	0.00015877577243372798	3.8360918551916257e-05	0.0010464665247127414	0.0005156961851753294	8.928212628234178e-05	0.0002789105928968638	6.287852738751099e-05
TMSB10	0.001207207329571247	0.002166890539228916	0.0004877544124610722	0.000870567571837455	0.0014188229106366634	0.0008258667076006532	0.0024701107759028673	0.00026974992942996323	0.00047764339251443744	0.0009890118381008506	0.0006538308225572109	0.0002470039180479944	0.0017036503413692117	0.0013033768627792597	0.0013447400415316224	0.0007999769295565784	0.0012028784258291125	0.0007103026146069169	0.0004226594464853406	0.00013705813034903258	0.0009685569675639272
TMTC1	3.998552244866005e-07	1.1325415982810227e-07	7.894078589743003e-05	7.479910095753439e-07	2.2031406388123287e-07	0.0002469115424901247	4.327984015617403e-07	0.00018569185340311378	9.922784556692932e-06	0.00044860882917419076	3.3154781704070047e-05	1.6450181647087447e-05	1.9753149899770506e-05	9.935863636201248e-05	0.0009259405778720975	1.221518232341623e-06	6.293000296864193e-06	9.8934640391235e-07	3.531491165631451e-05	1.627293931960594e-05	1.2297734429012053e-05
TMX1	0.00038430848508141935	0.000644198851659894	0.00017455006309319288	0.0002609867660794407	0.0003626152465585619	0.0002119836281053722	0.0008985953172668815	0.00033756799530237913	0.0005506511079147458	0.00019892847922164947	0.00031539000337943435	0.00019299749692436308	0.00032494516926817596	0.00014354244922287762	0.0003141005290672183	0.0003304676210973412	0.0003000249562319368	0.00027308540302328765	0.0002022809349000454	0.00022846568026579916	0.0003418271953705698
TNC	1.2279746215426712e-06	4.825227506444207e-07	0.00011358264600858092	4.127473403059412e-06	9.446144417779578e-07	0.0011510815238580108	3.9601323464921734e-07	0.00040002461173571646	1.7519183529657312e-05	4.379551228339551e-06	0.00015923810133244842	3.6345220451039495e-06	1.6616625089227455e-06	0.0004986996646039188	6.100333848735318e-06	1.5341489415732212e-05	7.776626262057107e-06	2.1458770333993016e-06	6.53368842904456e-05	1.3851294170308392e-05	0.0011067013256251812
TNFAIP1	9.158635657513514e-05	0.00015686117694713175	9.013059752760455e-05	8.084614819381386e-05	0.00015933178656268865	0.00013634773495141417	0.00014261301839724183	0.00037172166048549116	4.250894198776223e-05	0.001193201169371605	6.428047345252708e-05	0.00010942286462523043	8.59997671796009e-05	0.0002132842637365684	0.0007552432944066823	0.00025139868375845253	0.00015629774134140462	4.676866956287995e-05	9.475607657805085e-05	0.00024403270799666643	0.00016709542251192033
TNFAIP2	1.4564814591722097e-05	2.1200719402258983e-06	0.000600697414483875	1.3200550711189862e-05	1.938029981829459e-06	4.0022205212153494e-05	7.896569513832219e-06	9.28723020479083e-05	4.961817103321664e-05	0.0005098975962027907	0.0009343083947896957	0.0002053894568234682	0.0009947950020432472	0.00017720666073728353	0.00013823414337821305	5.0782164180418476e-05	0.00010118749924004078	2.340281980650616e-06	0.00010727928747655824	2.7493790184962563e-05	1.981818422791548e-05
TNFAIP6	1.9381166111998027e-06	7.453134571733244e-07	0.00044355643331073225	1.8283135432284325e-06	4.2358240648354695e-07	8.318488107761368e-05	4.936253844789462e-06	0.0003868427302222699	2.2740619897376746e-05	6.423541094591201e-07	9.698264329927042e-05	1.343051280855434e-06	5.748193507315591e-05	0.0008250015089288354	6.670543371001258e-07	1.9133524347125785e-06	4.887310751655605e-06	1.5755556432850426e-06	0.00010750572255346924	2.3108334801236197e-07	0.0005365081015042961
TNFAIP8L1	0.00027740225777961314	0.000256972445640713	9.901836892822757e-05	0.00043439643923193216	0.0002727704413700849	1.837829768192023e-05	0.00024322410172317177	0.0002246974763693288	9.230358409695327e-05	0.0011391473235562444	4.204823562758975e-05	8.74257821124047e-05	9.956673602573574e-05	6.418803968699649e-05	0.0004812100378330797	7.8581879279227e-06	0.0002672189148142934	0.00017571872740518302	0.00016284777666442096	3.98804186261259e-05	2.1064484826638363e-05
TNFAIP8L2	0.00017357972683385015	0.00027771227178163826	5.532564273380558e-07	8.287752280011773e-05	0.00048288554535247386	8.814424177217006e-07	0.00027056707767769694	3.4322687270105234e-07	9.46863365243189e-05	2.4581095203757286e-07	2.4832994313328527e-05	3.493542408250505e-06	0.0008238607551902533	2.0795931732209283e-07	2.295766307724989e-06	1.3630865680624993e-07	1.613750555407023e-06	0.0003571033012121916	1.5574983990518376e-05	5.349344860405836e-07	1.7225776218765532e-06
