Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28
EGFLAM	0.0021150370594114065	3.724950147443451e-06	2.8040452889399603e-05	2.4156204290193273e-06	0.00011989293852820992	2.022509164589792e-07	0.00013618207594845444	2.7703535465661844e-07	4.772152237819682e-07	0.00010231669148197398	1.0192286026722286e-05	1.3982718883198686e-05	0.0013062951620668173	0.00014101999113336205	2.451030809424992e-07	1.2883125464213663e-06	8.300183253595605e-05	1.3793503228498594e-07	3.1935676361172227e-06	3.381286660442129e-05	1.3654583597144665e-07	0.00014538620598614216	1.5835113345019636e-06	7.488264600397088e-06	8.727067211111716e-07	2.318155202374328e-05	2.0279335899431317e-07	7.581099634990096e-05
EGR1	0.00035271819797344506	1.6290741768898442e-05	0.00016998736828099936	0.0003659694630187005	2.2649239326710813e-05	0.0002251021796837449	0.0001175566649180837	4.300174259697087e-05	0.00021495936380233616	0.00012182112550362945	8.854952466208488e-05	0.0003155707963742316	0.0015112839173525572	0.0008390300208702683	0.0003871283261105418	0.000114451177068986	1.5853291188250296e-05	0.0001079263529391028	0.0001238126278622076	5.92313808738254e-05	0.00021654579904861748	0.0003255000337958336	6.084049800847424e-06	0.00037213528412394226	8.980357961263508e-06	4.0764374716673046e-05	2.9216371331131086e-05	0.0004285737231839448
EHD2	0.0019902358762919903	5.4455567806144245e-06	6.4899715653155e-05	5.075711669633165e-06	0.0001788331283023581	4.713461748906411e-06	0.0001177524245576933	0.0009101119358092546	1.9219635305489646e-06	0.00034807444899342954	3.7739311665063724e-05	4.67840327473823e-05	0.0005250308313407004	9.703217983769719e-06	1.0756132269307273e-06	1.2023878070976934e-06	0.0011476754443719983	4.57674474318992e-07	8.065773727139458e-06	0.0002687231753952801	6.510296657324943e-07	3.098921661148779e-05	1.9665258150780573e-05	7.216188350867014e-06	8.315886589116417e-06	0.00022624428675044328	9.057099532583379e-07	0.0006225386168807745
EHD4	4.0006481867749244e-05	0.00020715626305900514	0.0001034062443068251	0.00018045703473035246	0.001273958943784237	0.00045050145126879215	0.00030663516372442245	0.0015442469157278538	0.00020675675477832556	0.000122192912385799	3.185549212503247e-05	0.00010977486817864701	3.3677384635666385e-05	0.00012846049503423274	0.00012788185267709196	0.00027859536930918694	0.00020106403098907322	0.00038491873419843614	0.00011627068306552246	9.68977838056162e-05	0.00010414073040010408	0.00010353666584705934	7.002978236414492e-05	0.00028855958953499794	0.00022608233848586679	0.00013168432633392513	0.0002787551493383944	0.00012049949873471633
EHF	8.512481031175412e-07	1.3716507055505645e-05	6.834456144133583e-06	4.735284164780751e-07	6.624812840527738e-07	3.0284822059911676e-05	6.852850219729589e-06	1.1077679573645582e-07	1.4523494655804825e-06	1.1108667422377039e-05	0.0003714367630891502	5.171826160221826e-06	8.425239457210409e-07	0.0010135977063328028	1.3888738692457991e-07	1.0675141766114393e-06	5.098529527458595e-07	5.214439170231344e-06	7.691704922763165e-06	5.855017207068158e-06	1.3903005537940771e-06	4.007952014717375e-08	2.681294790818356e-05	2.800473453135055e-07	3.156120146741159e-05	2.0861474695266224e-05	4.341476653735299e-07	9.345336729893461e-05
EID1	0.00098022713791579	0.0009786306181922555	0.00038610532646998763	0.0008990174392238259	0.0006004458991810679	0.00031732351635582745	0.001008819555863738	0.0008271894766949117	0.00035125663271173835	0.0004387185617815703	0.000408953899750486	0.00038724453770555556	0.0016749893547967076	0.0006579502369277179	0.000546816096175462	0.0011189489159733057	0.0010867203818634152	0.0010149742010980844	0.0011861079838126898	0.000952448695898056	0.00037669134326279163	0.0016861946787685156	0.0002603289904072881	0.0007163690752349794	0.0006431310321204364	0.00028883886989206076	0.0009138587629422545	0.0005487521411851048
EIF2AK3	6.279229273786768e-05	0.00013808209041599184	0.00011523297871463001	0.00013259747356642038	0.00027627177769318223	6.685257540084422e-05	6.645111716352403e-05	9.772356861503795e-05	0.001340005430392921	0.00029167646425776184	2.242872869828716e-05	0.0004161847464274615	0.00016154882905539125	0.000226211515837349	8.729044202482328e-05	0.00026385681121610105	9.376549860462546e-05	0.00025368513888679445	1.9872895791195333e-05	0.0001993729965761304	0.0002701867197174579	0.00014578872651327401	4.012373756268062e-05	0.0013377905124798417	0.00019178225193172693	0.00013911510177422315	0.0001247148320544511	0.00010747686610557139
EIF2S3	0.00032165853190235794	0.0004207931342534721	0.0007326058112084866	0.0008912727935239673	0.00010506938269827515	0.0002373924944549799	0.0008887192816473544	0.0002282427012687549	0.00020855430921074003	0.00021453913359437138	0.0009376720408909023	0.0002999271673616022	0.0004626336449291557	0.0003247284621465951	0.0005412900354713202	0.0008145797182805836	0.00021937044220976532	0.0004731350636575371	0.00034237411455251276	0.00044925312977284193	0.0009953593835234642	0.0020696523133665323	0.00024133363331202418	0.000552458455786109	0.00032087499857880175	0.00022653954511042684	0.0010363864712417126	0.0005931766936555505
EIF3H	0.0002050128678092733	0.0009012106456793845	0.0006056851707398891	0.0009710144950076938	0.00014204274339135736	0.0002624593034852296	0.0003703524998854846	0.00019103560771327466	0.0002188517973991111	7.709383498877287e-05	0.00282737473025918	0.00028928942629136145	0.00043753423960879445	0.0005801267107017338	0.00025396549608558416	0.000773488252889365	0.00027720615616999567	0.0005403062095865607	0.0006656692712567747	0.00016327110643032938	0.0005393362371250987	0.0024520247243344784	0.0002758813789114356	0.00017797773762140423	0.00027888300246559083	0.0001712482626317069	0.0010436591692268848	0.0010641635162755847
EIF3K	0.000651211419608444	0.001387789729051292	0.0009235097095370293	0.0024728861171752214	0.00013082810619380325	0.0006235751789063215	0.0013470352860167623	0.0004869928816333413	0.0007530712755396962	0.00013729707279708236	0.0011719870381057262	0.0004812252300325781	0.0007355604320764542	0.0002882306871470064	0.0011274568969383836	0.002044225577265024	0.0003643801901489496	0.0011977585963904858	0.0022757677361369133	0.0009392389329150319	0.0009796624071896076	0.002848653355613351	0.0004102637176401913	0.0003776432713493705	0.0005251818802207708	0.0003670082660391927	0.0021580313332378864	0.0005865906714461744
EIF3L	0.0003990765835624188	0.0003306841535959393	0.0005144798778928816	0.0015348163433372974	9.018728451337665e-05	0.00025201350217685103	0.0005761527572758496	0.00035700685111805797	0.00036392066976986825	0.00015271206211764365	0.0010677854297682643	0.00038620951818302274	0.0008580291760154068	0.00019296329992357641	0.0004727473424281925	0.0012984959175810218	0.000221654525375925	0.0004178090894129127	0.0015370198525488377	0.0002092937211273238	0.0009303737315349281	0.003318370319902897	0.00026142687420360744	0.00027312402380630374	0.0003308845334686339	0.00023643775784876198	0.0011171991936862469	0.000851490767672658
ELAVL1	0.00026661608717404306	0.0005682627088390291	0.00029114834615029395	0.00037503629573620856	0.00024453087826259434	0.0002322030923096463	0.000107689862488769	0.00018140830798074603	0.00040742885903455317	0.00017838533676695079	0.00042939663399010897	0.0003177503531333059	0.0002594195830170065	0.00011600884317886084	0.0002535874955356121	0.000760558235924691	0.0002512485079932958	0.0007540435180999339	0.00026485990383662283	0.0001944085379363969	0.00039835134521126747	0.00017027364810928702	0.0006391095812432468	0.00020264176419004798	0.0009244653629139066	0.00023325967777054757	0.0006599880289286375	0.0004027608083561063
ELF1	6.940055027371272e-05	0.00040907529182732105	0.00023071707983035594	0.0004858496831730008	0.00010014425060944632	0.0002580850850790739	0.00017455240595154464	0.00023079627135302871	0.00019937091565225273	0.0001403703645337373	9.036050323629752e-05	0.0002631020324770361	0.00028069227118976414	0.0005797111662104726	0.0007211352349258959	0.0009436176624149084	0.00014244536578189582	0.001219790312461555	0.0002575055987108499	0.00031996567850001156	0.0005970532656647265	0.00026960630202665925	0.00020420787041075528	0.0007350145024247468	0.00019005798094440252	0.0002485130971763283	0.0011594548122957349	6.494532863143831e-05
ELF3	2.247409383926424e-06	1.1347320651111659e-05	6.882812158437446e-06	1.107413390855072e-05	2.2688838896556263e-07	1.7970101907849312e-05	6.860518169560237e-06	9.832564273892785e-07	1.8512939277570695e-05	5.400932423071936e-06	0.0003500908787827939	3.953576197091024e-06	1.0927843732133624e-06	0.0023271183017641306	9.000184775231901e-08	9.917619536281563e-06	2.3057346254518052e-07	6.555123945872765e-06	1.7795690610000747e-07	3.925606961274752e-06	1.2509381122072227e-06	4.061040726810461e-06	6.925358206899546e-07	1.9703395537362667e-07	1.4665593880636152e-05	4.023958354082424e-06	1.0521082003833726e-05	0.00028191632009111345
ELK3	0.0001204759391839616	0.00016942185175139457	0.00019381509628146887	0.00027976473211310804	0.0005039001116529107	0.0001708335621515289	0.0003147014940623194	0.0016485241940245032	0.00023886296548880637	0.0003110824036411941	1.4033544175617862e-05	0.00021532409300561994	0.00017413371824659407	6.700941594317555e-05	0.00010995897901011631	0.0005124880117364228	0.00032660207943990827	0.00020748793031089008	0.00014006486162543297	0.0007819496677257121	0.00029538539820350707	0.0002624819171614945	8.629252988612279e-05	0.0007747192867100239	0.00012635515304282308	0.00033877231180667877	0.0004838687018491328	6.64762919768691e-05
ELL2	5.61646738788113e-05	0.00022512281429953873	5.432561374618672e-05	0.0002092140493914485	0.0003662227827589959	0.0004811996768694371	2.6203586457995698e-05	1.7256232240470126e-05	0.002535667037591338	0.00018975476268678904	6.786241283407435e-05	0.000405670638429001	7.05310158082284e-05	0.0004484719247557223	0.000744390010368079	0.00022266437008511275	0.00024752962053753436	5.5361513659590855e-05	9.065573067346122e-06	0.00020327747915871441	0.00019200242240913212	8.189136860892177e-05	6.684011168545112e-05	0.0003541067708283663	5.722614150727168e-05	2.052977833955083e-05	5.155591497896239e-05	0.0002568881318438798
ELMO1	3.875868969771545e-06	2.3238557332661003e-05	8.044547575991601e-05	0.0004569568845909089	0.00027896894607692957	0.00023831453290767968	0.00014739159087184817	0.0006803825381211936	0.00015756028005853295	2.7151889298693277e-05	1.4051684047444724e-06	7.499892672058195e-05	4.002561036031693e-05	6.17112903000816e-07	0.0005445307469926775	0.0008125714957714081	2.3130993213271722e-05	0.0005132605438120663	0.00043031558743678033	7.872802234487608e-05	0.0006028847419656813	3.726785143953748e-05	4.905226523987949e-05	0.0015461189905181527	0.0001921701041283086	0.00015247648116201162	0.0006262855022214353	1.0370677046012133e-05
ELN	0.0001566786231705919	5.095789219922153e-06	4.582447581924498e-05	1.104765260606655e-06	0.0003955980355385691	8.180838904081611e-07	0.00018896091205533594	0.00025523267686367035	3.370033255123417e-06	0.0015188463730737567	8.876688298187219e-06	3.441633816692047e-05	0.0007953130407258868	1.3425459428617614e-06	8.460666549581219e-07	7.488303594982426e-07	0.0010062792571261525	8.998757152767212e-07	1.8652538074093172e-06	3.8330712413880974e-05	8.738999213164789e-07	6.758008112228708e-06	7.121505404938944e-06	3.650182407000102e-06	5.60505350222229e-06	3.8263562601059675e-05	2.0654560728416982e-07	0.00023805539240129292
ELOVL7	5.9429935390653554e-06	5.733098191740282e-07	1.379129844281124e-05	1.4475439229499898e-06	1.836890191952989e-06	9.6492422017036e-06	7.3341766437806655e-06	0.00038593122735619545	4.5954320171404106e-07	1.999447789557962e-07	1.4952935089240782e-05	1.3855819815944415e-05	1.4403880754798593e-07	2.2194719349499792e-05	0.0005180745502002537	2.78791986829674e-07	4.486129512315529e-08	1.877159689911423e-07	0.00014071939222048968	8.654325029056054e-06	3.809170266322326e-06	1.1053567732233205e-06	4.078065558132948e-06	2.0202502128086053e-05	1.759717520144477e-06	4.352024006948341e-06	2.0469353501084697e-07	8.658104343339801e-05
EMC9	0.00011865929991472512	0.0004445717204362154	0.00035679206484928727	0.00018431713397148997	7.055397873045877e-05	0.00011584923777263612	6.637037586187944e-05	0.00013834011042490602	0.00033426430309191346	5.6552522437414154e-05	0.0003616122994571924	0.00011077995441155508	0.00019529096607584506	0.0003107785014435649	0.0001677085383562371	0.0006963355699554086	0.0001301374431932345	0.0005626272759400308	7.864978397265077e-05	3.2779476896394044e-05	0.00013817436411045492	0.00018547156651038677	0.001192034687846899	0.00014746730448678136	0.00034510850673541427	0.00016920910275075585	0.00022278516553342342	0.00018559509771876037
EMCN	2.8707017918350175e-05	9.8819825211649e-08	2.2916050511412323e-05	1.3168776149541372e-06	7.410628313664347e-05	1.246505405561038e-07	2.4990918973344378e-05	0.0028559097554534674	4.1515639281897165e-07	8.017731261134031e-07	1.2515094738319021e-07	6.380611921485979e-06	2.017619954131078e-05	3.740747160918545e-07	2.5069510911635007e-07	2.718094265219406e-07	3.078434644976369e-07	2.346076684034415e-07	4.917144451610511e-07	1.4141523024591152e-05	1.8792603668771335e-06	5.738311301684007e-06	2.6197815827799786e-07	8.199465924008109e-07	2.1856865259906044e-06	1.8724542314885184e-05	1.4690758121105318e-07	5.620696583719109e-07
EMILIN1	0.0002664968778844923	2.1830680907442e-06	0.0001388677628710866	3.6517340049613267e-06	8.447370782960206e-05	2.496688648534473e-05	2.9746457585133612e-05	3.2501947089258465e-07	2.6355182853876613e-06	0.0019160552183166146	2.9672630716959247e-06	2.9804266887367703e-05	0.0007546881097368896	2.967171042200789e-07	4.675299351220019e-05	1.1591436077651451e-06	0.0009577714954502881	4.5537049686572573e-07	3.130406548734754e-05	0.0007377582951448858	1.6082860838650959e-06	2.7861922262673033e-06	3.263759708715952e-06	7.31041200197069e-06	4.3848240238730796e-06	8.699401951162145e-05	7.035079079287243e-07	0.00013476503954734653
EMILIN2	7.327293133130297e-05	8.935440746427048e-06	1.7448186554247513e-05	5.157374107511714e-05	5.466350557981059e-06	0.0011761997593566775	8.035121027205605e-06	4.71612365799956e-05	4.92136587126879e-06	0.00018988727242685854	2.8829049369960558e-06	8.404465006606188e-06	0.0005250523099675775	1.1603383143210522e-07	0.0007161698886193335	0.00011113854998257011	3.164250301779248e-05	0.00012120953761041164	0.00014681658649351448	0.00017638200370129198	0.00013931762077845633	4.678063123719767e-05	5.9798539950861596e-06	0.00014354188169818372	1.2712082934740465e-05	1.11847748485161e-05	0.00011704971984727308	1.3553299140767194e-05
EMP1	0.00011263430496910587	1.062836599885486e-05	7.477385952370241e-05	3.0445711672655307e-05	0.0016124201938509941	0.0001476342004025355	2.5206374630215578e-05	0.001542815938591957	2.41951033785881e-06	0.0009966666111722589	5.68815266888123e-05	2.8832608222728595e-05	0.0008527731988579035	6.0036742070224136e-05	1.071990141099377e-06	1.2690516996372025e-05	0.0007735436665825546	7.477011877199402e-06	4.688775516115129e-05	0.00019217486260458827	1.168815197161166e-05	9.546135515847709e-06	1.4793061382079031e-05	2.3386828615912236e-05	1.0866809134313371e-05	0.00018783604900818318	4.236864697304554e-06	0.0004905829555355012
EMP2	0.0006356080994009972	2.4844983272487298e-05	5.5356911616399884e-05	9.355690963275265e-06	0.00021858431864529848	9.995765867643058e-05	0.00012158672325313091	0.0008959487895481288	6.1388532230921555e-06	0.0006767354207113385	0.00018998619634658098	3.2941017707344145e-05	0.0009256091434508562	0.0008513969369232655	1.8522338223192492e-06	8.338884072145447e-06	0.0004869466065429151	1.0497097946426948e-06	9.122372284764424e-05	0.00024391866463702172	3.4609995509526925e-06	3.923309122910723e-05	3.999157706857659e-05	2.0971558114979416e-05	5.22097761859186e-05	0.00031362532172352076	6.341333119053161e-06	0.0014188217464834452
ENAH	0.0003580409975256771	5.4699001339031383e-05	6.462133023887873e-05	1.3542419765144587e-05	0.0009433971135877073	2.1119494704180397e-05	0.00020424294052645564	0.00019384102779440582	1.600454379513394e-05	0.0006547716911882162	0.0004055360914207995	4.0043407352641225e-05	0.00013578958169091493	0.0007372690015472472	3.869070042128442e-06	1.7716209185891785e-05	0.0013526666443794966	6.497398317151237e-06	1.7595231838640757e-05	0.00026169285411015153	3.1133629363466753e-06	2.039138416876085e-05	0.00010784015466924757	1.5059314137033653e-05	2.602587665023748e-05	0.0001687871990725398	2.3898121526144678e-06	0.0004927787813358009
ENG	0.00021161041513551027	8.025699207792059e-05	4.612883640220389e-05	0.00010363782348576933	0.0006159754120744765	0.0004415546718519181	0.0004646413726732135	0.0030722615774720907	4.083225121576106e-06	0.00018519027798902243	8.762533980188891e-06	8.614016223873477e-06	0.00029113219352439046	3.9182137697935104e-05	3.826254396699369e-05	2.9391823773039505e-05	8.621547021903098e-05	5.8154975704383105e-05	9.975130524253473e-05	0.00014124237350188196	2.4035001843003556e-05	0.0001178417369374074	1.3029052752244752e-05	9.984218195313588e-05	5.8074405387742445e-05	0.0002442419354338199	4.295228063710965e-05	4.303011519368738e-05
ENPEP	0.0027328389696776867	3.424133865337353e-07	2.6376161258667707e-05	1.987378709600307e-06	4.390357389638666e-06	3.886958666043938e-07	0.00010390456736786291	2.4517939323231985e-07	3.4360547829237476e-07	0.00036351438029669225	5.313522137839755e-07	1.0091052899952047e-05	0.00025685076252557337	6.604792446296415e-08	8.581026236242906e-07	2.371638032627743e-07	7.757063940516673e-06	4.570416081151052e-07	1.5530363270954695e-06	0.00036494818050414324	1.715411173108805e-07	5.753072400693782e-06	6.743000540154753e-07	1.3994596201882814e-06	1.1756371804949595e-06	1.7368680346407928e-05	1.3716268654206942e-07	5.04726358485641e-06
ENPP2	1.5960988093866035e-05	7.024077604000922e-07	1.1508799616422039e-05	1.549273292766884e-05	1.797547156456858e-05	6.971716356929392e-05	7.969825674081221e-06	0.0006256906199268997	4.489035745791625e-06	4.8671634431229904e-05	2.977475787702133e-06	8.83929715200793e-06	0.000636293669231236	2.3242947122525948e-07	2.099556695611682e-06	1.7893070207719575e-06	7.044976518955082e-05	5.780914307251805e-07	0.0001038878399413079	9.725413110572845e-05	4.652432835428044e-05	3.901356194546679e-06	3.6948133583791787e-06	2.412550657027168e-06	6.2770850490778685e-06	1.1897183867404237e-05	1.4027024235474528e-06	7.779724546708167e-05
ENPP3	1.1953619605264976e-07	1.1674650295390165e-06	9.129397767537739e-06	2.95898871627287e-07	2.0768897002199083e-07	8.277361729369659e-08	3.5369712350075133e-06	2.4001721499189443e-07	1.3441206192510435e-07	9.816414348051694e-08	1.691183797447593e-07	3.12200404550822e-06	2.2076119421399198e-07	2.5448174710618332e-05	0.0026011804584413767	2.441519768581202e-07	4.0903703535377645e-08	2.1520075677017303e-07	4.757915803565993e-07	5.115904968988616e-06	1.6710293948563049e-06	1.9627313463388418e-07	1.4290743877154455e-07	5.340445454748988e-07	4.5243376689541037e-07	3.6820588320551906e-06	5.717533113624995e-08	1.841795409518454e-07
ENSA	0.00021128969092387706	0.0022942121140658855	0.0003925240016542375	0.0004226105520501733	0.0001628983300179243	0.00026497201179154217	0.0003108987584710121	0.000207261458854191	0.0002392289025010541	0.00012083182082278654	0.002080987673252821	0.00027548434445634484	0.00024844190920703113	0.0017158722039312124	0.00047700011054985225	0.0006129492539912462	0.0001743836037348956	0.0008009589510038495	0.0003940136230085045	7.390102837234735e-05	0.00038729968946427107	0.00118644954636693	0.0006895504775457084	0.0002572273660916835	0.0009477474959567189	0.00025198652292601764	0.0004983146209269762	0.0004337143909651786
ENTPD1	0.00026333628920838237	4.0583458030596375e-05	7.058083429001272e-05	4.386362888908479e-06	0.0008322066278196871	0.000297252758173272	8.505755249643698e-05	0.0009192221914418042	0.00019873004930559546	0.0006856236141175032	3.157742582970968e-07	0.00011182659363839775	0.0003370720660313964	4.132449475946487e-07	3.463613893472939e-06	0.0004306039190851152	0.00012222588702570647	0.0010752027155831456	0.0009284029947593808	0.00010241261043120176	0.0002636649296618998	1.385706400469644e-05	0.00014471473696175963	0.00013555531040765345	0.0003488982911221683	0.0006690656300634146	2.6747984520625323e-05	4.902674845652655e-06
ENY2	0.00023625695030204952	0.001282860990613699	0.00042513245716691017	0.0004284073947928846	0.0003146361268591136	0.000517957319971174	0.00039254812872968614	0.0003446096961852163	0.00038466224214062095	0.0001636053784750402	0.0031664296984672546	0.00025032609119080007	0.0002807591517921537	0.00029737470322288573	0.00029587713652290404	0.0003407926997169852	0.00047749170335009694	0.0004614689096342772	0.00045332586159929633	0.00032273007673211396	0.0002965856983792037	0.0003727017028722912	0.0007591960020363331	0.00026330817490816116	0.000596590805798769	0.00020135084923822433	0.00044218875700607896	0.0014835369074717164
EPAS1	0.0016930290730670094	3.5319306334713474e-05	4.4855911255581304e-05	2.092176873702556e-05	0.000545987393707037	7.150508463382721e-05	0.00011370496940799057	0.0019332797965034842	1.1318772521917708e-05	0.0001580360549269244	9.423634764971212e-06	2.978794145747088e-05	0.00010397487494628876	2.036430851148907e-05	3.596391616156325e-05	3.7877147406106815e-05	0.00027598891756497324	1.658560177020263e-05	5.809755748487078e-06	0.0005399694200605154	3.0449400583165698e-06	1.3681597010872792e-05	1.4407914932235144e-05	3.3523974707350135e-05	2.2160080334288068e-05	0.00019542581867426634	6.495011803053785e-06	0.00010929939890047535
EPB41	7.4880767897411715e-06	0.00013307850167620927	0.0005141699220985174	0.0008076123194769025	2.898534330597613e-05	5.779976709163748e-05	0.00015748369332868606	3.983194619650021e-05	0.00014564281445927918	1.3022658094996586e-05	7.912197906989604e-05	0.0001303052849834785	1.601062285772059e-05	0.0005268437089398503	5.4894200729904696e-05	0.000994798494502902	8.220358722610399e-06	0.00037997757317498326	0.0001224465377163142	0.00018259424541611224	0.0003660600632429123	0.00019020178297068924	0.00012228349805809557	0.0016325738979503512	0.00016357727872673422	0.00011659807205433026	0.0015393933281302452	2.3424250684911385e-05
EPB41L1	0.0011293813586235046	1.2945961316290777e-05	9.137419692706317e-05	2.0690808923973236e-06	0.00012172705464763567	6.31233851891011e-05	2.1011705030105077e-05	5.3625703003490344e-05	5.230364331509918e-05	0.00027522374875843525	0.0005206161877140403	6.277892680373043e-05	0.00032799612381495535	0.0010413213167339563	0.0010802209144458175	1.9326512301631738e-06	0.00022181151143740863	1.4052671986064524e-06	5.0678513616730925e-06	0.009690484032034874	7.861066819714324e-07	3.6171804822515696e-05	0.00013216194929555058	3.0661444725410547e-06	6.1211817410367075e-06	5.9846763178939e-05	3.1608652761860867e-07	0.00014413322787731886
EPB41L2	0.0007755673141218722	4.345430170360487e-06	8.316610183101147e-05	4.5138989662518725e-05	0.00047330130473710597	0.0004385653301142156	0.00025627954164519906	0.000251808378379792	2.4328390281880274e-05	0.001121196779422462	4.869886106462218e-05	3.849005588563159e-05	0.0009744881535880268	6.926726655365201e-06	0.0001268393825739622	2.5295290470239706e-05	0.0006748104933649302	2.1227473553153686e-05	0.00048186126514337957	0.0005376594490371644	0.00010801519238157198	3.2465839467477053e-05	0.00011560300481505692	0.00013903524086344987	5.75613412365783e-05	0.000348102068528533	1.4104121873970143e-05	0.00023052562028169632
EPB41L3	4.0199397517426405e-06	3.310140073153889e-06	2.198122274421621e-05	5.824260824738303e-07	7.985730189830065e-05	0.0010789139196276665	5.802172745461576e-05	0.0004137764626648277	1.3149004871593206e-06	0.0002613938122522086	1.9392378817428835e-05	5.780682386102853e-06	0.00030303013045340776	8.579958375776187e-05	2.9926439992777887e-07	4.603631623467663e-06	8.990863716462627e-05	1.8202144929091446e-06	6.60188015899621e-05	0.00010365776688558981	3.243283208576031e-05	9.27899145608535e-06	7.886911589594092e-06	9.988908686864306e-07	1.9809738660114817e-05	5.412334940047003e-05	6.310235676210141e-07	2.3180795324151404e-05
EPB41L4A	0.00010547779675107449	2.036414844042156e-05	0.0002040771214524284	5.120243440615013e-05	0.00012404174776747823	6.806207579757029e-07	8.605336188338697e-05	0.0009674570173956454	0.00012170279660494998	0.00013653187488671392	1.0240524943583296e-06	0.00013772812962997705	7.489477138733491e-05	0.00033588186488486826	0.00015505834016948938	1.07819241748075e-05	3.5182943975087255e-05	6.9248649197106715e-06	2.58490599662764e-05	7.085560355335474e-05	6.342060805764049e-05	4.67284262413159e-05	2.3671584585827077e-06	8.070928015513346e-05	1.9190723833162338e-05	3.4126234822906554e-05	3.49774109054124e-06	4.09683661928284e-06
EPC1	0.00031706425943411887	0.00023052026517689228	0.0003625163808465004	0.0009076872374862432	0.0004163601843174547	0.00016380716988351196	0.00032163862488232553	0.00034327583853155375	0.0003474402183201164	0.0004916784237138927	9.41710895858705e-05	0.0003185722744092345	0.00040945218643173575	0.0005856528878211975	0.00027018351829610765	0.0009757108055055141	0.00021665345411747694	0.0009736899519339204	0.0002514882944524288	0.00028802399174310267	0.0007004007347859442	0.000426167476689443	0.00012606890231836587	0.0032091534230858088	0.00025889603421092033	0.0008450868190266192	0.0012868342455476522	0.0002103560691466555
EPCAM	1.2581988357851515e-06	0.00030744558898732066	1.2267581041669473e-05	2.5077833925024606e-05	4.448882009455701e-06	2.5492334316368215e-05	5.083750693302136e-06	7.229081347759347e-06	6.838683475507423e-06	2.2293721485766582e-05	0.0013520721113309264	7.408554665744305e-06	3.677514996525133e-06	0.0014007086865603924	6.00858527377568e-07	1.1296742741251364e-05	2.583617970230989e-06	7.94661718828138e-06	2.1670948058272188e-07	9.950656021828763e-06	2.0912990805754816e-07	9.197394206239551e-07	4.665432061301544e-05	5.764451088907663e-06	6.536067667184398e-05	4.4173273636261e-05	4.110176178073743e-06	0.0003629368729889393
EPHA2	0.0005875060451216996	4.6237377659963386e-07	1.873903238447383e-05	1.8811039126376272e-06	0.0009274451294913888	2.633362601045519e-05	1.0303229828423355e-05	0.0006191813154146075	6.449955890275305e-06	0.00018809606262948364	5.072182375442935e-06	4.924542281514732e-06	7.55389773985371e-05	2.9644472306245007e-05	3.507241217448609e-07	4.852017241319118e-07	0.00019493362924549729	1.7534908636207547e-07	1.664232877374161e-05	2.0205359760439023e-05	0.00011965743033215404	2.139857770089293e-06	6.062102215764753e-07	3.8125003811728675e-06	1.4524744074151386e-06	2.7242749638389796e-05	1.7859238710116188e-07	5.701276313629933e-05
EPHA4	5.3421779739437625e-05	1.0847156772797462e-05	4.721605364466086e-05	0.0007698045228607953	0.0007492473814636469	2.957121694180387e-07	4.2980671423720196e-05	0.00045876915100961924	5.997380867484026e-06	0.00013342041347641498	1.2814454748877324e-05	2.099368975905236e-05	3.448929783189669e-05	2.3515533030149527e-05	1.1179758985235821e-06	0.00035999907413497567	8.972577779786661e-05	8.029182208701968e-05	1.8297446331416722e-06	1.0731197107816115e-05	6.682872481178492e-05	4.895624442724511e-05	4.31780699727824e-06	0.0009929637890309095	1.1854949661938008e-05	7.687154720770195e-05	0.00039159259176813066	5.330262865754776e-05
EPHB4	6.890856457175687e-05	4.621237621904584e-06	1.6743077139835805e-05	3.588927256714669e-06	0.0011729911202564836	8.529390470357612e-06	0.00010826790821738541	0.001266472041606903	1.6363513850592426e-06	0.00020438659703359008	0.00015586592780891806	6.73130762152141e-06	3.7072353734401986e-05	0.0006401482969522476	5.230547230894445e-07	1.6491400174345472e-06	0.00018769998860079795	5.02280954606249e-07	2.9226757760625333e-06	6.176101305754855e-05	5.636242349282838e-06	4.243753937771544e-05	2.1060499420855194e-05	3.5912878502131207e-06	0.00013808482617605478	0.00018559348245617002	1.665630975367094e-06	0.00017745373770594597
EPHX1	0.0009894110262393951	0.00038274878170341253	8.646611968288198e-05	7.821388862794265e-06	9.53083872445859e-05	0.00019271440396551043	4.429181353771128e-05	0.00037534572766162455	9.96333037619479e-05	0.00031887786462903023	0.00024523978936485946	0.00012651941506192088	0.0011187572963535786	0.0005283202044665813	1.246976898983121e-05	7.21894593880279e-06	0.00020995078375563025	6.261768248805311e-06	1.1046024155803025e-05	0.00019087415421381593	3.065387545575504e-06	4.562004323815927e-05	8.636246639071032e-05	1.0838201887963805e-05	7.018663018243387e-05	0.00019583530956879258	3.861508503177902e-06	0.00039003632264211774
