Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29
FAM162B	1.3434955690172501e-05	4.157957889106001e-08	1.8854754557651177e-07	7.124091553123435e-06	8.610638815298444e-07	2.400994844720117e-06	0.0025828471407294273	1.6101395772238902e-07	8.156700346262369e-07	5.2422059525270015e-05	1.3812226029585872e-07	0.00012959203741047531	4.478103790006571e-07	6.693858267681208e-07	3.858165484871279e-07	1.3377449192830682e-07	4.195252074623568e-07	5.968874461359519e-07	2.7157807380717713e-07	4.021543645649217e-06	4.2590912130435754e-08	1.0587622227831162e-06	6.337376845522158e-08	2.5690658844723657e-07	4.2955159074153926e-07	1.397371306666173e-06	1.5902989503047138e-07	7.873093288424116e-09	1.534058640118019e-07
FAM167B	1.3033494724368211e-05	1.8430472437103163e-06	0.0015171084087342024	3.5008763461519266e-06	1.5387731764349155e-05	1.641584276512731e-05	1.067892117134761e-05	4.702635123976506e-06	0.011542825028300285	3.6169865779811516e-05	3.7101592624821933e-06	5.300359134707833e-06	1.0487340205145301e-06	8.47549454192631e-05	2.9386883397819474e-05	1.4488182387140114e-06	2.2181084204930812e-05	2.401537130936049e-06	1.1225746675336268e-05	1.364378840662539e-05	1.5502282622037455e-06	0.0017189783975481987	1.792696821212303e-05	3.3076514228014275e-05	9.771703162186895e-07	1.50363566717715e-05	8.148216693371069e-06	4.7798525883990806e-06	4.424485382514831e-07
FAM171A1	2.1896195903536864e-05	1.6731950381654315e-05	0.0010422042105346918	0.0006330502801574767	0.00013112032320350409	1.1680322131724097e-05	5.1326984248589724e-05	1.747067472024355e-06	0.00014693172124680132	0.00018433097284287214	2.1721252778661437e-06	1.5849323972361162e-05	4.837531378143467e-06	0.00019816447456832975	8.264815551228821e-05	2.6791185518959537e-05	1.65243873198051e-05	0.00014501360419671983	0.00047690386418253183	0.00010151875903829932	1.1120746421511285e-06	0.0014246347127482295	0.0001265977625735104	3.4770571801345795e-05	9.876192780211568e-05	7.215323421405628e-05	7.644771358172875e-06	1.8320033632335253e-05	2.784005118883215e-05
FAM177B	1.0121932973561343e-05	1.8342252161573924e-08	5.603817143651213e-08	3.2741266409175296e-07	2.4089027661489126e-08	1.46481710316948e-07	1.0695917040948189e-07	9.819899560170597e-08	4.768137102928449e-07	1.183207629651406e-07	0.0018387667369097471	7.646688118256861e-07	5.244279464022839e-07	2.978056841129728e-07	4.7542238235109835e-07	1.2909643487546418e-07	5.757780741078022e-07	7.541920155063053e-08	1.0434220598654065e-07	2.5458373329456663e-06	3.668903445941396e-06	6.981445466180958e-08	4.276339637954152e-08	8.251986116647458e-08	1.3396802387433127e-06	3.5414132071309723e-07	6.586702738786698e-07	3.4856653119419434e-09	1.0176970732800328e-07
FAM198B	0.0002896367514040321	1.4976607417338528e-05	0.0013340916484594345	0.0024493837263435125	0.0010425582295283675	0.0012899540597572923	3.002528683282435e-05	7.992830433067866e-07	0.0008417387725785375	0.00022239160898607224	1.002264752969495e-06	0.003074668115004897	0.00012909738870803267	4.989284570910968e-05	3.5751879750023363e-06	1.883899813037715e-06	8.305954906973056e-06	0.0006171695422381163	4.650426035368582e-06	1.5277813872671686e-05	0.00022646359866485	0.0012120846658945084	8.036865324356768e-07	1.0599402457955875e-06	2.352292085561203e-06	4.2067240428877994e-06	7.283907734745299e-07	0.0011209029471501708	9.933626188285416e-07
FAM20A	1.9703857105923817e-05	1.9668384254600824e-07	2.3852355752751464e-06	0.0022931911516934633	0.0004977968637831509	0.0003068716614507139	2.0132352801738307e-05	6.485645940301765e-07	1.8824268408934586e-05	3.420211942284368e-05	1.6978294752334477e-06	4.196142981527373e-06	9.3253911472857e-05	2.549746750446502e-05	3.7601030271616764e-06	9.508839866612107e-07	2.5819451821007533e-06	0.001534606097266078	2.3000516193860676e-06	2.173199573007878e-05	0.000307796843117103	5.7337463658768684e-05	1.3038810493526398e-06	7.480854833374906e-07	2.1420937628136016e-06	3.060365315832314e-06	5.849662443324632e-07	5.064332981419284e-06	5.956551945018873e-07
FAM212A	1.880426316347439e-05	8.4200146375224e-06	0.0009129412937909365	0.0007217131787911057	0.00011543115397216752	5.966965181869455e-05	0.0003084285999648273	4.054947112308582e-06	0.000474392349133268	0.00018331961473450065	0.0005210711969994009	5.2355421757965814e-06	0.00012323822011239827	4.6868346544215456e-05	5.137758307682816e-06	2.878920668081264e-06	1.825161962187849e-05	0.00011676963185891509	2.30782461585477e-06	9.356879309052601e-05	6.187883263919502e-05	0.00030004652217030525	1.5960417840688024e-06	1.162570015367237e-06	2.6186275135842152e-05	1.013348901324207e-05	3.851984274660936e-06	2.0723332454508636e-06	0.0022005762439221144
FAM26F	2.0475948986131698e-05	2.679772842384409e-05	2.1088153800974396e-07	4.3900785385631025e-05	1.6479853002238087e-05	1.2274972505110782e-06	6.214374479895923e-06	1.7052818748197751e-06	1.8684278984437697e-05	4.617337708623381e-06	0.0005565309547819197	8.050874384935014e-06	0.0003122627385891974	9.94942524812359e-07	4.600556167133618e-06	9.841977544056135e-07	4.318493665778078e-05	2.526343996578362e-05	9.788497663976159e-06	8.379200153285637e-06	0.0012169511755928397	8.748115760681685e-06	5.07819204358384e-05	9.516491263639182e-05	1.0450518857396673e-05	3.8219543057493865e-05	3.6979789001634344e-05	3.494415921068139e-07	2.3871347366366535e-05
FAM3B	4.018904292024672e-06	8.857364619530017e-09	3.186529795584647e-08	2.4601902737231285e-07	6.008461923556752e-07	1.0200478328670215e-07	6.172388111735927e-08	3.691332395305835e-08	3.284454805907444e-07	1.1110220299315188e-07	5.059551767772064e-06	5.621462264571164e-07	1.5205989711830625e-07	1.5886035953371902e-07	1.5862120505971689e-07	4.4156529099836916e-08	9.844674423220567e-06	6.781858985505096e-08	8.245240934456888e-08	1.6476811879329034e-06	2.1311572709237225e-05	5.3569557678656565e-08	2.577495017419551e-08	6.04497287781669e-08	1.0186433740955181e-07	1.664072755147572e-07	4.5629448663930816e-08	0.00237893033772707	5.18521936498928e-08
FAM43A	1.305438308918383e-05	2.9150265618227422e-05	0.0010212701745331287	0.0012503345496952534	5.5995271395659074e-05	4.14364694734104e-05	3.8244412280619144e-05	0.0001659148547332734	0.00010548406862653792	7.307453779503703e-05	0.0002285239170305431	0.00020737007434945554	4.467709004529752e-05	3.8786391087342054e-05	0.00022657423687633127	0.00018405633454676718	1.9384688130230643e-05	0.0002987386251334101	0.0003549909743014723	7.696395186940208e-06	3.804100924753584e-05	0.0010040714405477047	2.307592330907937e-05	0.0002731049607973546	4.3600291974144056e-05	6.208223203429952e-05	3.68380278814584e-05	2.7468383905215887e-06	0.00012576048902701586
FAM46A	7.228973117889836e-05	7.488235860364512e-05	2.5145998733933084e-05	0.00026897795032709837	0.0003748075687326491	0.0008542307768948376	0.00047926316619850695	9.637159382691607e-05	9.105564095079899e-05	0.00023629904899280518	0.00020854375907219946	5.525951928575523e-05	0.0002846093848347664	0.0005064837168902159	0.0003714932536240667	5.5681932281004265e-05	6.404838495654985e-05	0.0008653668919578195	0.00011216934217372909	1.937669367180206e-05	0.0004625162691809237	1.0238421964459121e-05	9.64594873948954e-05	0.0002875675563700497	2.5838737201411277e-05	0.00020138199033681303	0.00010033414582721889	0.00017052634211722761	0.001100410707294941
FAM46C	5.7430115703027695e-05	0.0002331581781618297	9.24909556943021e-07	2.430455970170442e-05	4.790124989995093e-07	0.00010175583156524226	1.8721799506238312e-06	0.00041275055264122784	6.199322797328932e-06	8.139854799082968e-06	0.00044939463259652257	1.7737806047080085e-05	5.839983714395203e-06	7.005651241343003e-06	7.006318628555164e-05	0.0009985461365431547	5.581890945904888e-05	1.152376739810279e-06	0.0010123949032276869	0.0006790165789425373	3.1262181892088847e-06	2.71188127953792e-06	0.0006656612385995686	0.0005508032627403736	0.0032072749454528093	0.00053792743710801	0.0007064130622893572	2.0972553102183156e-05	3.4426611819071695e-05
FAM49A	2.739027695497498e-05	6.461111297539901e-06	0.00018249743152409792	0.00033857874223031104	7.369754166575149e-05	0.00020323257194831967	0.00013744685566052794	1.5601452105329372e-05	0.0008055262733250856	0.00030096611590124667	0.0006080123712308705	2.4333372493856587e-05	0.001800546539016068	0.00020560873963404447	7.965183613123372e-05	8.442892749371822e-07	1.62730739248218e-05	0.00017599390412215143	4.4795579015044495e-05	0.00011167069897055626	0.0004937521880492568	4.1028128180187196e-05	2.468974798830459e-06	0.0009393768268637359	0.0002762417134363204	0.00014130515046417713	0.00013160904927644879	8.278332643385511e-06	9.914217662299052e-05
FAM49B	0.000510721409227699	0.0006302999099716544	5.253290510154329e-05	5.439231244963594e-05	3.261964229750447e-05	0.0009295152849517763	6.135727289802162e-06	0.0009398862021043897	9.599699114914984e-05	3.7455203710123897e-05	0.0006592426216229796	0.00015338663069996983	0.0005503924330696464	0.0004099334473721683	0.0013551721349358559	0.0009226299589499831	0.0006753145135007799	2.1784986529382877e-05	0.000834521371871233	8.6709696915932e-05	0.0008714778232388198	6.864496390335262e-05	0.0007235048688016832	0.0013308442430570722	0.0001619154354557395	0.0014465677086263895	0.001419216045178473	0.0002974738890770823	0.00039297828334383667
FAM60A	0.00010969558934448287	0.00023066387802828103	0.00011103937868028879	2.104674422298558e-05	4.565679410006851e-05	2.9352133424254134e-05	5.831040471093729e-05	0.00032763779745437205	0.0009489798685535789	0.00010620317334542051	0.0006583404028788209	3.080623355344869e-05	0.000753625703509897	0.00030485703609883785	0.0001829404354793951	0.0005370723665691912	0.0002685010258574039	1.2542308468255214e-05	0.00039439546526409686	0.00012930143566336483	0.00011383440141798928	0.00019473243446554989	0.0007099533686414361	0.0003716256469488144	0.0001736119156703353	0.00039371909224428236	0.0004749913641717285	0.0001193517746287398	8.051240001805127e-05
FAM65A	8.107409666990861e-05	0.000139303389005363	0.0007919213967397809	0.0003230414295103401	0.00046698166988790035	0.0002323255903320387	0.0003600541967898607	6.993942952249199e-05	0.00018392766651231796	0.00022000107856001705	0.0008139051496982574	0.00035032109008170664	0.00033720777719281614	0.0001624459255253896	0.00012647722905967385	0.0001603816490387544	4.745750266010873e-05	0.0002430198946967721	3.168101466144435e-05	7.533017924288288e-05	0.0003409881319385022	0.0006933183176442981	0.00023769405379425734	0.000132267115986906	0.000186853067134507	6.764825957361609e-05	0.00010691118222894147	0.00011196136620128527	0.00015298620564863086
FAM65B	0.00018408926553092897	5.781886648037471e-05	4.848642220167676e-06	2.895328179874923e-05	3.262125392211601e-05	7.369256491074339e-05	2.2452830307884142e-05	4.982090104022063e-05	4.6477078285533935e-05	2.3229755242937244e-05	0.0014280305476859212	1.7924272469826974e-05	0.00018113016267307103	2.270729282827233e-06	3.627967771535623e-06	0.0003306229191366583	5.983948994980892e-06	6.503572876681574e-06	0.0006667546695098281	8.485608850605786e-05	1.7464008124079555e-05	1.1635151167865843e-05	0.0019916470628231764	0.0005423339316621423	9.275638149119914e-06	0.0003763392160180956	0.000875327386893332	5.4507328428599067e-08	1.890186467790045e-05
FAM69B	9.759786735230591e-06	3.159913219974442e-08	0.0014467166038230062	2.0457675418583676e-05	5.320609488990158e-06	3.8296147408800607e-07	1.5316642532070546e-07	5.8513510481361664e-08	5.350119863578584e-06	1.0273353836964816e-05	6.933171903256152e-07	1.1245126188441645e-05	7.708936209382955e-07	3.7594094465021044e-05	4.539967449090909e-06	8.840770959750444e-08	3.966401891375426e-06	2.3769446215737844e-06	2.705775443700986e-07	1.5182590686890762e-05	5.890787946327691e-08	0.0002749431587290019	4.8726374046736964e-08	1.576303390038447e-07	7.670980153307028e-07	5.69499718494626e-07	8.325456946067789e-08	3.23115564242471e-05	9.372202924851081e-08
FAM83D	8.484268619213253e-06	2.076722012134269e-05	6.675075070461389e-08	4.516006981702958e-07	1.386712597195583e-06	2.488806103428942e-07	8.471340606774902e-08	3.35983145305363e-06	9.225590815731266e-07	2.6320767574361525e-06	4.587942385114729e-06	9.72154793998925e-07	2.11639886060766e-07	7.636124064447358e-05	1.951687409018632e-05	6.697107437503291e-06	0.0011947833700105548	5.290394256007858e-06	6.305078841251088e-06	2.579048214101931e-06	2.8673395036094007e-07	1.4917947055437253e-07	6.128398581495276e-06	7.693653969909064e-06	7.489917948078073e-07	0.0003774828801397234	7.928127888590097e-05	1.016412738863437e-06	1.1853569503728068e-07
FAM92B	4.721794994111406e-06	2.4782194074646213e-08	5.3578709469093155e-08	5.155686721991515e-07	2.52242600140562e-08	1.702933474234669e-07	6.595230672701291e-08	5.179957440759608e-08	3.759468256703258e-07	1.2511100067058578e-07	5.6588142172131484e-08	6.019100169396552e-07	1.928950581486788e-07	2.7672194846672937e-07	1.6472260710997944e-07	4.9344652808258616e-08	6.261102214466518e-08	1.6288885262838448e-07	1.5908145201137813e-07	7.300931611098349e-05	6.313738509788891e-08	6.357594628525476e-08	3.092534583970519e-08	6.71184636757971e-08	0.003653548192232847	1.866517891357944e-07	4.8173589561884e-08	4.223769778377573e-09	6.643224992330943e-08
FAM96A	0.00014438119251281023	0.000891774136107415	0.000147966158692725	0.0004308634961489588	8.712953422218561e-05	4.82987925352063e-05	0.00013397508882917464	0.0009013829403556883	0.00033938605338335037	0.0001480166829423979	0.0010837101144716144	0.00022006417566444725	0.0004174006753601134	0.0006836492102593184	0.0016659769462421536	0.0005420614033937454	0.0010350453667342663	0.00020415199105627835	0.0004285061440896243	0.0003283222031313926	0.0008911978220567107	0.00022951129358261824	0.0003762943670153618	0.000410066160839051	0.0007539095240645111	0.0002952633367385715	0.000683912425301969	0.0005290682893246412	0.0003324779390823096
FANCA	1.8200778868049383e-05	1.7914848285727203e-05	6.84050828567706e-05	4.233115760143846e-05	1.0892380487348419e-05	2.562578083598055e-05	2.545301640566322e-06	0.0004077386693097651	3.326261321490165e-06	4.932770480081672e-06	0.0003236063930671662	0.00010660070256562904	0.00019096249889116734	3.842314981739037e-05	8.81452979228925e-06	0.00019711549975909293	0.0004264783638063818	5.005339062336134e-06	6.591116107301787e-05	0.00012495642295107245	4.900342901237309e-05	6.585644769074861e-06	5.971349310129881e-05	0.00028639636002480984	0.0002073486684821546	0.0008818936767056584	0.0011453644838184118	9.943184522853699e-06	8.063175482675433e-05
FANCD2	2.779129681584891e-05	3.3759144571376964e-05	3.6414392525330186e-05	2.825614319590386e-05	8.711885129741859e-06	0.0002768701524473727	4.230769263813272e-06	0.0001967142743524164	1.8431644548400072e-06	1.2407039093886851e-06	0.000363947736332193	4.404383071232587e-05	4.6681827370775864e-05	2.925605258496944e-05	1.2742242461172282e-06	0.00023787160171195865	0.0006336917285807431	9.336552466265857e-06	0.0007944201934151351	6.543802555825096e-06	3.235277108615264e-05	7.2825800998543855e-06	0.00036038242978975177	0.00013424323697108775	1.4014774933457375e-05	0.00011279049795120955	3.684332477860153e-05	5.734325895900838e-05	3.353258944116533e-05
FANCG	1.4814454516454134e-05	0.0001453873555874452	6.115190626587719e-05	0.00030610841349698603	7.689089397899806e-05	0.00031828583450987935	8.943825378082693e-05	0.00028913957066833973	4.8761572543298826e-05	0.00017304645734839141	7.83415962359868e-05	2.6817984689841978e-05	6.989597022766247e-05	2.6544779757387005e-05	4.568809526972473e-05	0.00033926611649803817	0.0006565921357832849	0.00012766264262609184	0.00018527015345171094	4.848184471484274e-05	2.0979612600058317e-05	6.409757770597935e-05	0.00017612708325032145	0.0001042538060573861	0.00020662987662944943	0.0006531012477353215	0.00020190990471746773	0.00014044318231754005	7.61105548008345e-05
FANCI	1.0133264368050732e-05	3.8930091250222176e-05	5.880344906472601e-05	7.867827662266791e-06	1.53938599396497e-05	8.229089144151658e-05	1.2709759175777435e-05	0.00012383800640236586	3.0452727060037432e-06	6.449558895837981e-06	2.1161349650355987e-05	7.96438087036222e-07	6.97789209880284e-06	3.55598604073748e-05	1.4899112102284562e-05	0.0006997882155701518	0.001962844980880618	1.8466609617462382e-05	4.2818817746592686e-05	5.420385605248157e-06	1.6878484530025162e-05	4.831286059925333e-05	2.41508059843909e-05	5.2658891945611686e-05	1.0502516488486435e-05	0.00027347379364073277	5.611269807559438e-05	3.5480694350553676e-05	6.108325578679796e-06
FAP	7.471372373402119e-05	2.028136350418208e-06	0.00023434223840013146	4.548152719507925e-05	0.0016476496821269393	3.271917375968769e-05	2.9714121410506777e-05	1.97891336028988e-06	0.0001545515115140006	1.3405477147898637e-05	2.910062676164671e-06	1.2557326044770889e-05	2.38430129684275e-06	8.976914614322595e-06	2.0198178845021175e-06	1.9396268271520967e-06	5.726791414417676e-07	0.0005327550461515784	2.0807704004255356e-06	2.857385334209539e-05	4.786411409440916e-07	7.040459604468197e-05	1.6647605889374972e-06	8.895574410416884e-07	2.527464403101476e-06	5.2005657380505e-06	1.1781933153542923e-06	8.557224759897508e-07	3.1678009690949693e-06
