Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29
ERBB4	4.440282282303087e-06	4.4184812963976583e-07	4.8316280754079344e-08	2.5458319896642934e-07	6.039165612037323e-08	1.1108595288078504e-07	5.636125479213661e-06	3.9862143808022665e-08	3.348735617692e-07	2.823214117597672e-06	1.2730338312394451e-06	6.05476884629752e-07	1.6169262551102292e-07	2.098345106560373e-07	2.2297822965811065e-07	6.668187069180931e-08	9.163242111753789e-07	7.224894460478026e-08	2.9813588753313525e-07	1.725022684695432e-06	2.2164673652014244e-08	6.127825002977261e-08	6.287679354954889e-08	6.820073394919746e-08	1.9424525987687957e-07	2.5664490976851084e-07	4.9741952778958876e-08	0.0018492292147129774	6.039016398062813e-08
ERG	1.1199942491657566e-05	6.927953108970542e-07	0.0018724090186879039	1.37039160108543e-06	5.595169932348654e-05	4.565210929285968e-06	4.821715151592798e-07	8.649136873373209e-08	3.9292790461331606e-05	0.00011281883780611679	1.1648385367379888e-07	1.620896910026204e-05	1.4710383766214363e-05	3.2041991744335974e-06	2.4239843696705066e-06	5.13207623953349e-07	3.975319771143404e-07	3.0402957236219663e-06	1.2444151025192696e-06	8.45507292979164e-06	1.8879724450471258e-07	0.002058935584500432	1.5531089729847736e-06	3.847252116884192e-07	9.757399084264762e-07	8.698791589267785e-07	2.3244344049544452e-07	1.56821826635678e-08	0.00032020139042288065
ERGIC1	0.0002921583072748035	0.0003837968106381595	0.00026854430325329304	0.00042158004362136126	0.0004524055984802544	0.00020521599799394608	0.00014415962505154312	9.52671907725744e-05	0.00019094048184342682	0.00014059300883673131	0.00037600219366140664	0.00023427627456840128	0.0001038077607518062	0.00030196437728591263	0.00015417720715049654	0.00022413666010834277	0.00012400159903336316	0.0006237729103304446	0.00017858763749245554	0.00025995445321314037	0.000296575395623222	0.00016881943156477064	8.141533908201382e-05	0.0006820582202635705	0.0007491616415791214	0.0005802390514872968	0.00020518263045232743	0.0014695237623527646	0.00033209440880455077
ERGIC3	0.0005159096326678991	0.0011915593640878797	0.00022729040938429534	0.0006285333656705916	0.0003014795947819948	0.00016964015958365053	0.00041116660577245057	0.0005466672591865063	0.0006639873026870191	0.0006122093182057142	0.0003181156062055379	0.0003830213681794703	0.0004615152720361948	0.002842765999957919	0.0010728448396548629	0.0005963663570582867	0.000511199701577425	0.0008398547070100904	0.0005531705683097243	0.0009064225014299154	0.0003845659375656396	0.0004114184994250536	0.00039823248516768217	0.0005329683772288263	0.0020183066371828318	0.00023224019969347864	0.00040086638182401657	0.0008939457475207746	0.00038184612640179694
ERLEC1	0.00010499647760298103	0.0006509969825856388	0.0003208863199688494	0.00041017145849764347	0.0006685779080726206	0.00010902426583925262	0.0004717427073046565	0.0005890579195693135	0.00014730625844094902	0.0002432705950923264	0.00023770256666466594	0.00045526563189923763	0.0001591646869201213	0.00045399859664030373	0.00023803832300473005	0.0006367612513713539	0.0002451385371387005	0.000782156886998564	0.0005863470723852515	0.0016940436325967312	0.00029699259903281927	0.00031900464091449976	0.0004330223018769175	0.0005332245491445065	0.003467830829322338	0.0005900189280509949	0.0005952672800049186	0.0006635687896050513	0.0003274504852015525
ERP29	0.0004544355906546116	0.0016847900114953518	0.00016444074572063982	0.0006192727014422417	0.00014741103223059326	0.0003354426007717848	0.00031197170028463006	0.0005957284010946751	0.0004569472512230277	0.00036191122489981353	0.0016237669624388218	0.0006905803456902504	0.0012135272845625877	0.00022869980602990836	0.0002662427432369441	0.001263727666810155	0.0003940217138733715	0.0004924552049487829	0.0011970376363024116	0.0007654163637198508	0.00048245530342683196	0.00041138907545246184	0.0016013835556805134	0.0009113679989241064	0.0010129577713087201	0.00047330165398307145	0.0016618521185591817	0.0006764477002434433	0.00051901675760746
ERRFI1	1.0841927178262267e-05	1.647326280362904e-05	5.759160103480099e-06	9.580736514180899e-05	0.00015620587510056794	1.9265004084445536e-05	0.00045631726970896125	2.2147545678308234e-05	0.00017764928634278476	0.00029962375992909074	4.32266024290584e-05	2.429620735711069e-06	5.910428626521025e-07	0.0009744018316268921	5.3334304539021105e-05	1.3863248568668496e-05	0.00025346377515234053	0.00023223893367685378	1.629485450393986e-05	6.515083441627212e-06	4.581372195389122e-05	5.9698901168303564e-05	1.837544004956726e-05	2.943549134215573e-06	2.98639770335285e-06	1.148444880527677e-05	4.1736680032045115e-06	0.0005866652354598045	1.0985123481077608e-05
ESAM	2.212129402323626e-05	9.208337132804445e-07	0.003015536116436124	1.7561553704581456e-06	2.0778627458639676e-06	1.8087060880134231e-06	0.0008468783926218748	1.9362070702300116e-07	1.4713518794451375e-05	0.00016279375995509326	7.075434950820636e-06	0.0001140497624874115	9.510898053122219e-06	1.327651261817664e-06	7.90316050824913e-07	1.084220798475144e-06	2.2328416093841952e-07	2.858160996765946e-07	3.364978738318314e-06	1.3009750546189025e-05	1.2180422572782845e-06	0.0016251946799457073	1.8661648937268183e-06	5.251737320577377e-07	3.0185008199623553e-06	3.4370286812190898e-06	7.146750249376055e-07	3.9994708345147956e-07	4.056622913140018e-07
ESCO2	5.242045062914258e-06	2.9938252055217163e-07	4.5469871423620134e-08	2.7986322947981535e-07	2.2457101067629992e-07	1.2891693756955647e-07	1.8172517002312816e-07	6.559468602063134e-06	3.533018286816514e-07	1.2495468126871856e-06	1.4703721262776526e-07	7.716870413787547e-07	1.5757058235976729e-07	1.982923123478031e-07	2.8964097964490065e-07	5.389757916418603e-06	0.0016398585867136717	6.651122674838916e-08	4.336140762006835e-07	1.7938117480298388e-06	1.2513497722466127e-06	6.71674982299919e-08	1.3891327625970007e-06	8.755730505072279e-07	1.3637005622513243e-06	4.927909458274371e-07	5.687188604497351e-07	5.652658785493259e-09	1.2489962841755187e-07
ESR1	4.274669208825799e-06	2.150518776034005e-05	3.421957117666352e-08	3.3782092145884235e-07	1.7456553905503824e-05	2.488376651399449e-07	1.5544907000730745e-05	1.313378334089066e-06	3.813726152657182e-07	2.8059569103788817e-06	6.8419908529904205e-06	6.36497532013891e-07	1.631320145634163e-07	3.585676893180789e-07	1.7272766683618102e-07	5.023192716180347e-05	8.754034297453472e-07	3.078859663219191e-05	3.106503208982758e-05	2.691499275897513e-06	1.2044867617078125e-05	9.143254686705404e-08	3.6921651371812914e-06	3.2828611438162625e-06	3.877726339851506e-05	3.0531170978065347e-06	2.9577527129731607e-06	0.002512417733669281	7.665492063324564e-08
ESRP1	5.80636606173357e-06	4.617596687239711e-07	3.9613092894796864e-07	3.1546085210720776e-07	3.6826734230999136e-06	1.1463669125078013e-07	8.88111117092194e-07	1.188390342576895e-06	3.882061321291985e-07	8.869527050592296e-07	3.7979345506755635e-05	1.3436518884191173e-06	4.737458709769271e-07	0.0006153670256026089	2.8994716558372602e-05	1.8503398280245165e-07	0.0006512008258141577	6.381775961017411e-07	2.065321950794896e-06	3.511327122396324e-06	2.697997842915356e-06	9.477912499278318e-08	8.255553893832257e-07	2.734965846684645e-06	1.967045363926445e-06	4.636193352780538e-06	2.1047233076387784e-06	0.0007891018758527935	5.580416200245963e-07
ETS2	5.8551009715301916e-05	5.837064600200392e-05	0.0013446529628708959	4.8253947170451283e-05	2.367137676628772e-05	4.924364839098416e-05	0.00010564362310105935	6.492940156022087e-05	0.00031897134613245726	0.0003707720898091793	1.1796959370258264e-05	3.991947596659884e-05	0.00047255901154130697	0.0005205561174079776	0.00012859956768807024	4.089058347744867e-05	5.425037306849845e-05	1.3783551366941538e-05	9.003268496599048e-05	1.636026536289137e-05	0.00035839257179759443	0.0019883669447153807	9.772370685823262e-05	0.00014828608254902065	5.969152425677748e-06	0.0003502450417727232	0.00010412721894681454	3.5828285035677254e-05	7.698848639847711e-05
ETV5	9.444249371881597e-06	1.2859785556429415e-06	0.00013299369311425835	0.00020494373166002333	0.00021857711544726044	1.6018155292840675e-05	0.00023558519023936242	2.7296701432533155e-07	0.000842856417875737	0.00023541371047031134	2.4772507458692417e-05	1.5705158148193732e-05	2.7833679268951528e-05	0.0010626832954585552	0.00014160513819660991	2.9480744956345006e-07	7.918850315036252e-05	0.0002489687758497894	5.266048219709774e-07	2.5512870706734248e-05	0.0011342946672812104	0.00016145214613061398	7.546571509919886e-07	4.4721988956553105e-07	5.866485298611224e-05	8.077992106336751e-07	7.479265491383558e-07	5.120910373079823e-06	0.00013014458818361163
ETV6	7.860633195377886e-05	5.639728260575794e-05	0.00022759292914997786	0.00010642172856023535	0.0003965880023315549	0.00044247094774618745	0.0003227808338124305	0.00039127448690123856	0.0001317039568675682	6.0001457313774154e-05	0.0004081449005752802	6.579366163350642e-05	0.001480471109971404	0.00028820440638810396	5.938821050222032e-05	0.0013453386491164565	0.00010450083209434524	8.150860958267003e-05	0.00030084396712481976	6.415505049517378e-05	0.0006430842913687229	0.00031782599398866296	0.0004798256850335747	0.00024798588128760457	0.0005748909898102283	0.00039693943108431995	0.0002760642091743648	0.00020592895452864468	0.00019508242257870734
ETV7	1.457176222174894e-05	1.3573408068623394e-05	7.718750225649273e-07	1.8583830751595087e-05	3.391691279830411e-05	3.859367154745996e-07	3.478918006294407e-05	0.0021621217019855976	3.357477908139117e-06	1.8100028682965785e-05	1.8164007997256704e-05	1.463091734876798e-06	2.2503434138343437e-06	1.97721283257124e-06	1.9377590433578007e-05	0.0004606381116900593	4.671838178182952e-05	4.909914423478767e-05	1.532759051769972e-05	3.648926576715894e-05	0.000125878446851857	1.8693117453949526e-05	7.852550879761111e-06	2.884609239117708e-05	4.925924076815136e-05	0.00019117456395179033	8.997548138722777e-05	2.719076974244672e-06	0.00010150608432013541
EVA1C	8.032525511225685e-05	5.415825580712408e-05	0.00026863222592510283	0.00019218660600017756	0.00013801144086755812	0.00047536325291730464	8.01331116235815e-05	0.00017542389105074108	4.640434053726494e-05	0.0003058311704080552	9.728121767693665e-06	3.020849180757068e-05	9.868686902336776e-06	6.809259502915666e-05	1.5845358575461432e-05	2.319611667189747e-05	6.478782597696409e-05	0.00019192995387129486	0.00014159064448904246	2.0538989701890387e-05	3.414940465518157e-06	0.0007939914939925075	0.0003162744687870145	0.0003906500060111284	5.164642516319873e-06	0.0001418876345269382	0.00011346743121976033	0.0001423334761057049	8.899655949790031e-05
EVI2A	0.00013039786426816136	0.00014174597163219005	1.1292473089952182e-07	7.057870789139997e-06	4.7742138121975586e-05	4.3522368287085555e-06	7.482476007680816e-07	0.0006823944277130067	4.8664980567991734e-05	8.957429145084461e-07	0.00020574789959937334	6.3313891587313265e-06	0.0003794627555180341	3.6285250644141342e-06	3.120257360933465e-06	0.00033997654099948704	6.331970325845759e-06	1.141507163993083e-05	0.0006843324517831206	6.933917757123709e-05	0.00023940276878420264	5.337168431651662e-07	0.0005051895277574658	0.0006840892601758242	0.000119742879178375	0.00046483607729896903	0.0004661177808884531	2.8166653009975562e-08	9.073186811292544e-05
EVI2B	5.1036447985097766e-05	5.3738956921733916e-05	4.480045276977762e-07	1.2478663848014548e-05	2.0198410766170127e-06	4.2800975279533304e-06	3.400372179385158e-07	0.0003520134196151048	8.558087756682653e-06	4.738009238280938e-07	0.0004460909403860569	8.069082468864508e-06	0.00024608802050352097	1.022545006890141e-06	1.3673138710146304e-06	0.0004729479260277003	1.0894052138610277e-05	5.704262093786383e-07	0.0006658626953139901	0.00015127076767385006	0.00040985210216604173	3.204412905688514e-06	0.0004715164832305163	0.0004605119756888598	0.00018141437612939626	0.0003961682668887079	0.0008159044082276523	2.558426714927009e-08	6.696702621411532e-05
EVPL	8.193501344067045e-06	4.2618065521082826e-08	1.779691700676267e-07	4.5728637587671983e-07	1.3523024335881928e-06	1.6236840849614964e-07	1.3343155558231956e-07	1.3503714058060723e-07	6.182222023198847e-07	2.0286289270643465e-07	1.7513983038952574e-05	8.672848821333901e-07	3.035438112419797e-06	3.2496947824256495e-05	3.7141592201805906e-07	1.1633955665502071e-07	4.409649409353733e-05	7.652109275113617e-07	5.975833232696459e-07	3.083587898800033e-06	1.379343501639596e-07	1.0821683815720462e-07	1.5679708553761884e-07	1.2521709891188948e-07	2.3250730407653464e-07	3.4872343803726835e-06	8.416201069394447e-08	0.0007299703429453075	0.0011320516932755709
EXOC3L1	1.046053057507379e-05	2.4154405764420517e-07	0.0018098378786817193	0.0001397087617078796	1.869534025900066e-05	2.8939052754139993e-06	1.4361160083353752e-06	3.4793163194990484e-07	0.00027965896879322827	4.438969335751608e-05	6.079287686588941e-07	3.3937310490728123e-06	1.9181986772309756e-06	0.0001412437268299982	0.0003242699895054102	2.2733041760147898e-07	3.8747789403714705e-06	1.1526023627084214e-05	3.480504915387428e-07	7.651671694475226e-06	6.386555469362065e-05	9.92428686004132e-05	3.883926069647714e-07	3.7644895201083273e-07	7.13216081749124e-07	1.0993265959768905e-06	3.462330653292156e-07	3.080445094383322e-05	1.1035474756226904e-07
EXOC3L2	8.013327715161722e-06	4.986470614198879e-08	0.0022787638008594513	6.095210665080231e-07	1.2153055877206498e-06	2.552004900735483e-07	1.8822015590558294e-07	1.0165368991010837e-07	4.998973963665776e-06	2.160963731512311e-06	1.9588412669691024e-07	2.479200247762492e-06	3.3031841439878917e-07	1.2037791066177306e-06	8.182991223293357e-06	2.3295321227578825e-07	1.6365592614420166e-07	2.0489558494318771e-07	3.0058424727030797e-07	7.352011834882433e-06	8.025578068782124e-08	0.00046352430945262313	7.80460993610177e-08	2.3983523078641156e-07	6.187092935761029e-07	7.136125077522593e-07	2.6600602609505586e-07	6.191435364399922e-09	1.6538622560346994e-07
EXOSC4	5.352338121156208e-05	0.0003648306883405894	9.417795081390068e-05	9.514599514659494e-05	6.908312934683636e-05	1.8619230104377493e-05	0.0001322631142102182	0.00022272900969255716	0.00038360347389243543	0.00025470880791544914	0.0001066784025169909	2.60918068306637e-06	0.0001458024198655039	0.002787250792607665	0.0032298907171934843	9.8798620456364e-05	0.000727460952475667	0.0001721289154374972	9.235466859536245e-05	0.00016380136366933584	0.00022381788585335016	0.0001405628427164629	9.027338091982529e-05	0.0002758579212240875	0.00027150154346600175	0.00017829817079473287	0.00017186868353746831	0.0005327648250386119	0.00022082036593928933
EXTL3	4.903452645521611e-05	3.5286768252262846e-05	0.00047548356815241277	9.243026579497382e-05	0.000368584442185238	0.00017872534226626158	0.00024032822693698108	0.00010649027535691857	4.1711435187608004e-05	5.820399019285105e-05	9.464318281970918e-05	6.230950384633616e-05	0.00012175806477898732	0.00017636420670896769	6.642006155743729e-06	0.00013317122648004442	3.4119279007427394e-05	0.00014063529670238495	3.800194463110529e-05	3.3091262594098225e-05	0.00010506969556445256	0.0001389769749948755	9.120417962549254e-05	0.00016796609270386398	7.257401011884212e-05	0.0011768947588279843	0.0001391736586811021	0.00011212770914426073	0.000880047504324466
EZH2	2.7669166229316033e-05	3.994118014816195e-05	7.08676889189519e-05	8.93313335836865e-06	3.0310420697787777e-05	0.0004807357909157872	1.884315861389041e-05	0.0005804926622658968	2.971388084915816e-06	7.506429938075598e-06	9.377995593240485e-05	2.863222562154988e-06	7.390297832898796e-05	0.0001670424098847434	7.001478661550209e-05	0.0006536777364090085	0.001551007735542953	7.51669585952186e-06	9.535622666589916e-05	3.603180084610358e-05	4.6545766963390633e-05	1.4944886061130092e-05	9.98755349428393e-05	0.0001409337855875492	9.65058570727706e-05	0.0001312929962296039	0.0003299663949292153	6.407871114788577e-05	4.002017158200033e-05
F13A1	1.4998514416220132e-05	2.5587310119590256e-06	9.167680303789894e-08	1.952642151081818e-06	0.001309318351559341	2.555331548137474e-06	1.0597760820019175e-06	5.346273610484786e-07	4.926689598505618e-06	3.9397132240992505e-06	1.290281488763867e-06	1.225761252499069e-06	0.00024758619838394225	7.244025823638367e-07	4.393747303765849e-07	1.9953930063820735e-07	8.98087478162779e-07	7.9728924902156e-05	4.0608927065477474e-07	4.289712705940474e-06	0.0007207072339951992	2.3938855520100333e-06	2.051339436093258e-07	5.830610234625055e-07	2.2293831989372848e-06	2.2541896669281414e-06	1.3769141560260323e-06	4.8920227868620714e-08	1.2358904655229708e-07
F2R	0.00011251521937083453	3.3944263122975826e-05	0.0006471273372881114	0.0015803455607965589	0.0005073223146609962	9.642042277846485e-05	0.0002235615102108568	0.00027096664416603744	0.000342475512297824	5.428868826129474e-05	1.3926824067311827e-06	2.025156391027849e-05	4.056878424307797e-06	4.9353398935636505e-05	1.6997182683553547e-05	8.724130020709708e-05	1.012977008940652e-05	0.0017604862805455923	0.0012972911354154348	4.916183024761267e-05	6.385515689544263e-07	0.00022864271886646748	6.961608596611768e-05	0.00039240485057234764	6.9304969656514e-06	0.0004825661890208721	0.0011778176994994283	6.839628099442052e-07	2.9072384677419905e-06
FABP4	1.2307330507610459e-05	4.2612498418748146e-07	0.0008432829636149108	3.3361711757606827e-06	1.5557096730844933e-06	5.665677349497855e-07	7.349831139435992e-05	1.7778492065190221e-06	1.1346814062562771e-05	6.558180029969662e-05	1.7361480786348693e-07	2.8530401323223487e-05	5.758269708167063e-06	1.7749425751389936e-06	3.359157972226967e-06	1.0522047659833333e-06	1.5273188864739495e-06	1.2831894480314077e-07	2.1492262476385804e-06	2.1904359527979977e-05	7.825959619367495e-05	0.0005621967138722539	4.779679443345231e-07	2.0133161342528183e-06	1.1464148883533198e-06	6.2648323364555836e-06	4.1315172438771697e-07	1.1835941116089543e-08	5.89012984164583e-07
FABP5	2.0627931007766165e-05	8.774427260505036e-05	0.00011461001122370362	1.0348463547416031e-05	2.2699958208249882e-05	4.455132511793636e-07	7.40767500246875e-05	0.00014680545427836478	0.00017271570686716586	0.0001598564995219931	1.9607228750828654e-05	1.134525882662274e-05	9.560592843627091e-06	0.0022181302774697542	0.0020977139938622713	2.753528497123625e-05	0.0004971555317752063	1.3403579941950738e-05	2.9754795832559466e-05	1.0232764907414094e-05	0.00028365207253955305	0.0003952390106860548	5.493487606145209e-06	3.024159377673641e-05	7.292351256182883e-06	7.482668297598138e-05	6.596944149350747e-05	3.7668908134946832e-06	2.3911520656838547e-06
FABP7	3.952054157707607e-06	8.597081269101636e-09	3.6018992233266545e-08	2.443690334530402e-07	1.8142563007472745e-08	1.0150456120072704e-07	5.712389338441426e-06	2.89386832719174e-07	3.176631935275509e-07	7.545771040895488e-06	4.6777928218944e-05	5.561477109949919e-07	1.4659924829629745e-07	1.498153068268948e-07	1.575378689722129e-07	4.3041577413305276e-08	2.4922673702576503e-08	2.2331884963477933e-07	8.275087282072491e-08	1.62717776674981e-06	1.9423767483317533e-08	5.2625768631742176e-08	2.5023616956332262e-08	8.74680517881643e-06	1.0173708631100453e-07	1.618383294044179e-07	4.529075070536237e-08	8.514496585121378e-05	5.123159851905257e-08
FADS1	2.159896757802926e-05	1.467502715968294e-05	0.0003282373654656112	4.096121483598836e-05	0.00033590965904295444	1.7080059478757903e-05	0.0003480203449726105	2.964179111586418e-05	0.00010067546827485785	0.0003933115513063967	2.1860845663468353e-05	4.2858486267505214e-05	0.0003440658620093018	0.000786961114499718	0.00019749505736399442	1.2821188647649251e-05	0.0002842828107532114	0.00017415157344657928	1.295653510169359e-05	1.8867960534407757e-05	0.0004620108229573816	9.721000969875604e-05	2.9725944841629826e-05	4.4883006921736524e-05	0.00011668303341139108	2.9331802579690702e-05	3.331361585878767e-05	3.585664671845734e-05	0.0006688153953291476
FADS3	3.1487033993471414e-05	4.955307304044254e-05	0.0004497826157603413	7.185271533671767e-05	0.0001253889931831509	0.0010154732735827565	0.00045205862261354923	3.417208426981233e-05	1.3293449228513055e-05	0.00022602677927352488	0.0010446652304381132	3.82720390916802e-05	2.8202133762533776e-05	8.397503552259877e-05	2.703968903006171e-06	4.092660310561769e-05	9.070148735190742e-06	0.00014103000285103917	0.00010001991176977754	5.973536826786585e-05	6.862668669782579e-05	8.632661047158763e-05	7.414478022838011e-05	0.00010649683827068657	6.176505848998204e-05	0.00018070188525598496	3.739160092663951e-05	6.595148443011567e-05	0.00025638629449531436
FAIM	3.6838548112427816e-05	0.0001357582805212587	9.727844735607505e-05	0.00020212061644997448	0.00012668923591263592	6.334760837489739e-05	0.0004045845998916775	9.1437206720002e-05	0.00034619495272636414	0.000709699816070497	0.00016385958588216454	5.857764699612744e-05	1.6337793567799963e-05	0.000310127972625196	0.0002472988562658429	9.55757568590343e-05	0.0003605230012908578	0.0003419452696107328	0.00018804841965902597	0.00012840580893680453	7.242362335091457e-05	0.000199089219677262	0.00015381704724859446	0.00068460195325315	0.00031747500179335475	9.657414921093732e-05	0.0002871776232495904	0.00024620952899567783	0.0006792257190681994
FAM102A	0.0001568739680806175	0.0004633766657207161	2.209467493230477e-05	0.00012327682634349912	0.0001551345776533708	0.0005265810759738088	7.994608495209832e-06	0.00017134156951215118	0.00018975703278556466	1.7360538549837656e-05	0.00027688272530213	0.0005650476668961346	1.1933569112443365e-05	7.91920829215087e-05	0.00012909041834063828	0.0008068593451753259	5.065447840024717e-05	0.00010413234849693254	0.002568599535152316	8.436486677965149e-05	4.833300408790819e-06	8.228441402025055e-06	0.0012187688844278455	0.0004519234353210777	5.0860435294453055e-05	0.0006192439468577504	0.0011926623992621899	0.0003821068676188588	0.00021023921726737171
FAM105A	0.0005013792542740703	0.0005090598133392632	1.4350423498399323e-06	4.9022884923033416e-05	0.00010393850243417546	0.0002712900750339031	2.729299467318924e-06	0.0002976377436425537	1.4733011084899772e-05	6.508040769404033e-06	7.365003966697259e-06	1.6790432709967718e-05	0.001657178858295083	6.85491795593407e-06	4.120217909076018e-06	0.00033814882044680417	0.00010288511111866683	0.00012540718307718635	0.0003400344285182655	1.5345000065281056e-05	0.0007204368594102561	9.637198672862723e-05	0.0003233475727029145	0.0007668435573577881	1.658882320043631e-05	0.0016743949381634593	0.0005960899870842695	2.629794107633643e-05	0.00043772358912974596
FAM107A	8.185314072761685e-06	2.313066147507925e-07	0.0007130747544579208	5.940286428085528e-06	1.1529613402672112e-05	2.998562536049576e-07	1.0397950063634198e-05	7.153835213102866e-08	8.233711014327127e-06	8.521919517079368e-05	1.9359170266852743e-07	3.651178076324868e-06	1.0524226127017755e-05	0.00010199812095379457	0.0013718967093154788	1.578235497845526e-07	1.9351129594724625e-05	3.668726276373491e-05	1.4057216048968257e-06	6.550219040946104e-06	4.3051687725892407e-07	0.0009233173914253712	1.3164653012154304e-07	1.3985361135837593e-07	3.378535666342941e-06	4.5485916189136333e-07	1.0256960081278521e-07	8.548586265533231e-06	1.5867978220285295e-07
FAM110D	1.0817891052283812e-05	8.72825012265821e-08	0.0003629504644777626	1.3612215070679667e-06	8.518466074747266e-07	2.2418275591462589e-07	1.4998099118201935e-07	1.4391088143383968e-07	6.647007467108779e-06	2.6500313197175274e-06	1.0303052704330184e-06	1.698383584880503e-06	5.094369157632173e-07	1.4066549738345202e-05	7.528803507739212e-06	2.191388546179951e-07	4.917051228403579e-07	1.8773769738800183e-07	2.535171290674043e-07	5.9413350754766725e-06	9.160777381111984e-08	0.0018914734246209264	2.004066601557497e-07	1.6940279579102935e-07	6.731214625688153e-07	6.594645469704119e-07	1.22231725185884e-07	1.165691827509363e-07	2.5098506739595905e-07
FAM111A	0.00011464842827990651	0.00022807653294876218	0.0002443654229864478	0.00017847149865701795	0.0001566573919262737	0.0029063464608043432	9.85108781605959e-05	0.0004637622623704374	2.1175994334043935e-05	4.016252569272183e-05	0.0003050467639695853	0.00010293309605913237	0.0001109766453737393	3.460424341028556e-05	2.5754125090315938e-05	0.0008164243190549314	0.000625007669441402	0.00012722272367682308	0.0012150629190728068	7.379919406957924e-05	0.00019031809642910957	0.00016350136138498783	0.0004832348495256156	0.0005081886192783713	0.0001019524279399775	0.0008768662810325623	0.0005434553022496402	0.00023732449335511774	0.00036457780515775084
FAM111B	6.598665549972793e-06	7.6262779202807e-08	6.546108721749988e-08	3.024803447715385e-07	1.1342626748955809e-06	1.4380793800228275e-07	1.5183622963377275e-06	2.2662850369670196e-06	4.4784584929402627e-07	5.608549713542743e-07	0.0001686540781520307	7.95359937910689e-07	4.123656935917097e-07	3.12741747166001e-07	4.336370693636127e-07	1.302970304095652e-06	0.0016978970961645246	8.471688062172689e-08	3.274344635428861e-07	2.956242042273516e-06	2.1463520170073025e-06	1.235455044934497e-07	4.536366020602145e-07	1.994947638195299e-07	9.29672523852787e-07	4.7239558398359804e-07	2.3263670811957127e-07	5.883534868189599e-06	1.851995961033026e-07
FAM114A1	0.00010362799366703257	1.2412379874149337e-05	0.00017173896776512265	0.0001309412473347038	0.0015066568739712238	2.0639374270103872e-05	0.00027938353014178574	1.8925421727544744e-06	0.0014122134307399392	0.0005337009788490832	2.8030364774167538e-05	6.22437073616311e-05	5.803084059152752e-05	0.0009148609824478626	0.000810955767519772	1.925773176481016e-06	0.00015629149856977165	0.000851777265779674	5.714220606023446e-06	0.00022048645769245923	0.00012665514077525586	0.00024313385074492544	3.978906988777453e-06	9.366243830299936e-06	0.00010902382200583816	1.088729732146021e-05	2.496340357538429e-06	0.0003571377310436219	3.3900483686011285e-05
FAM127A	0.0003856704570353031	0.0002889274328481406	0.00039183281478472054	0.0005657998262904584	0.001137490151450038	0.00023270465317182243	0.0007459947373718023	0.00037414353573694825	0.0011134695960208774	0.0010461527854204178	0.00012021841394016519	0.00020874377514701337	0.00024560611927881837	0.0008703407947905362	0.0005961613496765494	0.00023693671391811222	0.0001624183787498623	0.001209335052408278	0.0006342218839563429	0.00022766791516914964	0.0002529674384277314	0.0005374294123612344	0.0002475679502822459	0.0003104709030594677	0.00010102429223479703	0.0004679800767917186	0.00039885786827653646	0.00033143028849735856	0.00023554838844574988
FAM129C	4.8190762754529715e-05	5.808198721979352e-08	1.7811668158174143e-06	4.398980763653526e-06	3.100193168847909e-08	7.852317480683269e-07	2.653851822742581e-07	1.506177227383887e-07	6.706086992380733e-07	1.8250662492391712e-07	0.0025524727534502745	4.4079388317186385e-06	7.579433827231696e-07	2.565075476468337e-07	6.700100811940501e-07	3.1859701721259626e-07	8.953588803706225e-07	2.724421790389897e-07	6.043167104508029e-07	3.2669804568286054e-06	9.96816638121345e-08	6.830528604950814e-07	3.117148708042805e-07	2.689833138447284e-07	7.22502518328838e-05	5.266953735372226e-07	3.1883980682323454e-06	4.729317826246415e-09	1.6679977932199108e-07
FAM13C	2.1848587493877858e-05	4.7391239377247985e-07	0.00022098571935202926	4.838891254621558e-05	4.3399788410170004e-05	8.03661623649532e-06	0.0013167886063456535	3.8048571582294244e-07	8.693131348991301e-06	0.00021345537970773876	7.848586847103434e-07	9.146608135779388e-06	7.814863920430071e-07	1.4935544641048182e-06	1.298510369451833e-06	7.022354111541063e-07	1.2243732783190353e-07	6.322935223579407e-05	3.779737767217739e-07	1.1906001418537926e-05	1.479959763628358e-07	0.0011385541874915361	4.964327331435925e-07	3.4500720857977285e-07	6.374309009515855e-07	9.962916465156013e-07	1.9459687905509782e-07	1.984773234653403e-07	2.571723882738297e-07
FAM159A	5.939504626439884e-05	0.00015365036961156875	1.8128746148704522e-07	3.556756155376206e-06	1.0654585480551759e-07	3.924149950762512e-06	2.3125289771996904e-07	7.981942326296121e-05	7.254073807416717e-06	7.045898087199021e-07	0.0008690360118634999	1.0227729944745079e-05	9.016624062496703e-06	1.9527433323673904e-06	5.460628472064855e-06	0.0001524880644865334	1.5260893633239903e-05	5.878185334040609e-07	0.0007827618392184377	4.753993562189862e-05	4.273942613508552e-05	5.131032025929017e-07	0.0008768412517383695	0.0005933280335739255	5.472006159834564e-05	0.00019443046767264605	0.000660463294479996	1.2251232917037669e-08	3.251048838137649e-06
