Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17
ATP1B2	1.2832618267566431e-05	3.1539127576252213e-07	3.670759554097458e-07	2.3008329662843607e-05	1.4492456102743745e-05	5.7708868553163484e-05	0.0006567312520928681	1.9777111504026834e-07	1.6030087408580584e-06	0.0017416569171473384	1.1625141951299156e-06	7.765539180581982e-07	2.2902015643921914e-06	8.531815751666727e-07	0.00031610066071152687	3.0934771189095045e-07	4.195535723283683e-07
ATP2A3	0.000656592717859894	0.00014044405543245375	0.0013647861778736115	1.168277094620862e-06	0.0001855062582762912	2.122447403962724e-05	1.72108193510212e-05	0.0010602157562971115	9.144558134721592e-06	4.770451414515264e-05	1.287118448090041e-05	0.001076917047612369	0.00018262662342749536	0.0011163619346916676	0.000130207059555687	5.60685402888339e-05	0.0004102344682905823
ATP2B1	0.00023946976580191404	0.0006385847227647901	0.00043074050336144865	0.0001006582606351003	0.00011370994616299868	0.00013311686052475125	0.0003635601606220007	0.0007262247963808477	0.00018472665396984667	0.0002850486780516803	0.00037089589750394225	0.000350516609614715	0.00011935703514609486	0.0007819869206286967	0.0006003724993206561	0.0002796089684125036	0.000276736740488559
ATP5D	0.0014182727318257093	0.0007970206788741052	0.0009151581907644868	0.0006350149633362889	0.000497323228046298	0.0009184996597468853	0.0007263479055836797	0.0013237764360383153	0.0001837111631175503	0.00045886400039307773	0.00046360548003576696	0.0015766486758366227	0.00023655738914385438	0.0011208656942471862	0.0006537195295095444	0.0003131322155240923	0.0015717224450781941
ATP5E	0.001152113894931972	0.0018101631430909038	0.0008660926250740886	0.001411097007803619	0.0010219450341537595	0.0028126309625804424	0.0002785542164929211	0.0019764984026551247	0.00026882169186137617	0.000522446702234447	0.0013552356977015734	0.002692841924726963	0.0012710894225165248	0.001656855340115726	0.0004598050145432353	0.0007141316891647875	0.0025198510847985744
ATP5G2	0.000955785799305886	0.0014280995819717646	0.0013212136691436172	0.000629812479019165	0.0006503743934445083	0.003121356712654233	0.000695751397870481	0.0014373669400811195	0.00014893535990267992	0.0008610724471509457	0.000754132226575166	0.0018944361945614219	0.0019811231177300215	0.0023846207186579704	0.001731725293211639	0.0004716342664323747	0.002199256792664528
ATP5L	0.0012564028147608042	0.0016181736718863249	0.0008420035592280328	0.0008035395876504481	0.001074555329978466	0.0024360474199056625	0.0008322215871885419	0.0015850443160161376	0.0001452826545573771	0.0005970227648504078	0.0006494573899544775	0.002147217746824026	0.0011203611502423882	0.0024242643266916275	0.0011435244232416153	0.00038801549817435443	0.0022515146993100643
ATP6V0A1	0.00017315117293037474	0.00014743313658982515	0.0002712153072934598	9.570752445142716e-05	1.9636112483567558e-05	1.6391355529776774e-05	0.000394668459193781	9.422789298696443e-05	0.000648937770165503	0.00021788485173601657	0.0007183472625911236	1.3394945199252106e-05	0.00021164814825169742	3.071128958254121e-05	0.00012836615496780723	0.00021228093828540295	8.083305147010833e-05
ATP6V0A2	0.00012738666555378586	0.0001189797039842233	0.0014812301378697157	9.838261757977307e-05	7.840507896617055e-05	2.732660504989326e-05	0.0001505043765064329	0.00034564000088721514	0.00044302927562966943	6.263331306399778e-05	0.00013171239697840065	0.00044032064033672214	0.00010896457388298586	0.000254745566053316	0.0001211261551361531	0.00015064323088154197	0.0004641228006221354
ATP6V0B	0.001155455014668405	0.0012772874906659126	0.0005882199038751423	0.00037596639594994485	0.00034707802115008235	0.0006247615092433989	0.0003020197618752718	0.000655989395454526	0.00020285612845327705	0.0003371330676600337	0.0018445776076987386	0.00072340143378824	0.0012262953678146005	0.0005005496786907315	0.00032177637331187725	0.00030252381111495197	0.0008159939898177981
ATP6V0C	0.0008041809196583927	0.000832506048027426	0.0005728903925046325	0.00044725334737449884	0.00021668097178917378	0.0006873556994833052	0.00039863798883743584	0.0006243110401555896	0.00011393843305995688	0.0003617356705944985	0.001994327176362276	0.0011037583462893963	0.0009157474851235747	0.0008942519780248404	0.0011073308996856213	0.00018642247596289963	0.0010793375549837947
ATP6V0D1	0.0003242895763833076	0.0011382711818441749	0.0002979317505378276	0.00022132904268801212	0.0001911643921630457	0.00036151346284896135	0.0004239135596435517	0.0004463289224077016	0.00010623836715240031	0.00028381336596794426	0.00110056868288666	0.0006249687285162508	0.00020703057816717774	0.0003278238291386515	0.0004671369679272175	0.00023532978957518935	0.0006712081376463175
ATP6V1B2	7.891892164479941e-05	0.0008381279185414314	3.6018420360051095e-05	0.00027291913283988833	8.449462620774284e-05	0.00023739170865155756	0.000258757354458794	0.0003221302467864007	0.00030407955637201667	0.00016817938012536615	0.0012686060508713126	0.000266968592768535	0.0003118166932836175	0.0002508944889996201	0.00025097222533077	0.00010756981646409258	0.0003748848394025117
ATP6V1F	0.00047120408271439373	0.0007539942744188011	0.0006574414437636733	0.00044668183545581996	0.0004684683517552912	0.0013348724460229278	0.0004337246064096689	0.0004511579463724047	8.612006058683619e-05	0.00023714476265013218	0.002039942890405655	0.0009239651844836771	0.0008188509964384139	0.0005926124285906553	0.000491713173687458	0.00026801382773555815	0.001003570156171918
ATP6V1G1	0.0006039777654223144	0.000680642609950155	0.0007953581516630948	0.0005800800863653421	0.0002607497444842011	0.0013697118265554309	0.00039477928658016026	0.0010058777406811714	0.00012994150165468454	0.0004785642959177494	0.0005719961482100189	0.0008952029165811837	0.00227608485147357	0.0014359720516949892	0.0011811823351308703	0.0002797636261675507	0.0009658562485128641
ATP8A1	9.800621046451852e-05	0.0001663391594775021	0.00019826546486001462	2.1154926344024716e-06	2.0988733012927696e-05	5.523530489881523e-06	3.761919651878998e-05	0.000602767220698297	1.850550870585721e-05	3.040410547328065e-06	6.783952812838834e-06	0.0009970973478630185	8.672292096889578e-06	0.00026259763399139047	7.301118603209034e-05	0.00022487383102998137	0.0003300218959338963
ATP8B4	2.9386728783720173e-06	0.0002461346739437431	9.488554496783763e-05	7.210241619759472e-06	1.3008482710574754e-05	1.6566827980568632e-05	3.4745266020763665e-05	2.301023414474912e-05	1.6494501323904842e-05	5.324820085661486e-05	0.0005516227683983743	0.0004458813928067684	1.8509183064452372e-05	2.2538105781677586e-07	0.00016526001854799688	2.1173960362830258e-07	0.00027902587316930294
ATPIF1	0.000889285933226347	0.0005686114309355617	0.0004626095178537071	0.0004529634315986186	0.00115937867667526	0.001191807328723371	0.0004584724083542824	0.001188091584481299	0.0002095879754051566	0.00035079329973086715	0.00033180543687194586	0.0010943235829472542	0.0013398736482486129	0.0009048286592587829	0.0008092279895208776	0.00041929204599000514	0.001580712734721601
AURKA	1.5355541108874604e-05	0.00017767460667528212	5.029984095017426e-05	5.591625722445315e-06	0.0027817590162158012	7.3228734436270315e-06	7.975649509717186e-07	7.250059752550442e-06	6.949421731405891e-07	4.342701231507817e-06	2.5153658498311415e-06	6.320187821984291e-05	1.7425743862986565e-05	5.2126715672784485e-06	1.1888321751030162e-05	4.065237135364441e-06	2.2565232939086854e-05
AURKB	5.840312837790407e-07	9.279231016989797e-05	5.059487193648238e-07	2.0254073263004102e-07	0.002712714020162821	9.526254274305757e-08	5.120734272168193e-07	6.668635137430101e-07	1.5177934642451874e-07	1.4840921380709915e-07	2.954539866095729e-07	8.841100793688383e-07	1.9040878669329686e-06	8.288811415013697e-08	3.1204547212837497e-07	1.1449483139358563e-07	2.581994294814649e-06
AUTS2	3.3437904676247854e-06	3.747503797058016e-05	0.0001353757834294811	0.0001580145617481321	9.147531091002747e-05	5.966888784314506e-05	2.7246649551671e-05	8.533529035048559e-05	0.0003882590390276164	0.00010628582822391763	6.57525606584386e-06	0.00039561832090839744	0.0016888546524569392	0.0001399221073370427	0.00016540211800020188	7.528631977038458e-05	4.294562586437678e-06
AVPR1A	8.196238354685192e-07	2.4068177140179614e-07	1.324902427768393e-07	1.3237338407634525e-06	3.7550435649791325e-07	2.1109995884671662e-07	8.257532317657024e-05	3.00850700796218e-07	3.1958677482180065e-06	0.002040357794612646	8.044223704928299e-07	3.5000869047507877e-07	1.541032190743863e-08	5.969444316633599e-08	1.7367507325616316e-06	1.6083076559425535e-07	4.3685483319677587e-07
AVPR2	3.875207994497032e-07	3.637993586380617e-07	3.0165512043822673e-07	7.950174563120527e-08	1.8038048210655688e-07	1.32277293118932e-07	2.757148649834562e-06	1.403594893645277e-07	3.6439715245251136e-07	1.3949960475656553e-07	1.1301061704216409e-06	1.7871218460641103e-07	6.8736061287211214e-09	1.1422430645779968e-07	4.4897612383465457e-07	0.0009084318880923092	1.940011173928724e-07
AXL	2.74991703008709e-06	0.00022550627181772143	5.759441705777135e-07	0.0008451344328932464	1.5767927834531292e-06	3.259735876781633e-06	0.0001361044414807111	9.94910237750446e-07	0.001358628156594932	0.0006410034256987274	0.0007371676620095968	1.5352202353824396e-06	1.0736069953054539e-06	1.2914584885947988e-06	2.3791486455593258e-05	5.908136699872557e-07	1.4168593907015747e-06
AZGP1	5.003174464945914e-06	6.033244062564336e-06	6.814288553869119e-06	5.3419471441884525e-06	8.408532266912516e-06	1.1965786143264268e-05	1.3496948668034747e-05	6.151932666398352e-06	1.705218710412737e-05	9.697224413685035e-06	3.7785825952596497e-06	8.167266969394404e-06	0.0012400858104228973	2.5633504264988005e-05	1.8343002011533827e-05	7.216316589619964e-06	4.994859409634955e-06
BACE2	1.2974442142876796e-05	5.6377921282546595e-06	0.001342206378467381	0.00045451216283254325	2.804936775646638e-05	9.37738295760937e-05	0.00023479197989217937	3.510281203489285e-06	0.0003447238414082676	0.0001654723018873483	1.867912033048924e-05	3.084783656959189e-06	0.00010035024752141908	3.0227756724343635e-06	2.4744589609326795e-05	0.0005913701024837792	4.152250312472461e-06
BACH2	5.0499111239332706e-06	3.942029798054136e-05	0.0007706525502726436	5.643112672260031e-05	1.0786418897623662e-05	2.804607902362477e-05	5.963137300568633e-05	0.00017428553837817162	0.00020823166414629668	6.094150649005314e-06	6.325234380710754e-07	7.113820174708962e-05	8.039132808335125e-07	0.0005735107115469873	0.00020567256433423609	1.0275862223352306e-05	4.9904672778211534e-05
BAD	0.0003792040515691042	0.00017043104162439704	0.00016638888337183744	0.0005547339678741992	0.0003718395601026714	0.0007912095752544701	0.0004757979477290064	0.00033588914084248245	8.876394713297486e-05	0.00037209512083791196	0.00018763530533760786	0.0004624486027751118	0.0011699070455506444	0.0004164980200584978	0.0007048632833175361	0.0002636574790813029	0.0006398775731213391
BAIAP2	1.9112809241050854e-05	8.679948223289102e-05	3.48577304976061e-05	0.00011915628419956192	5.369260179577395e-05	0.00027933521778322756	0.00032492668833583593	4.260757123120129e-05	0.00010758743883343413	2.2550443645741325e-06	0.0004095302429050207	3.3235643059015274e-05	0.0011518701212480664	9.148931712843478e-05	0.00024956068955361843	0.00035528402077034116	6.682172534056008e-05
BAMBI	1.962965507118497e-05	3.1273739296011627e-06	9.117492481891531e-06	1.3897263670514803e-05	1.4144534361548722e-05	4.332417665864341e-05	6.75551063977764e-06	7.973528227012139e-06	2.4080971343209967e-05	1.829909706430044e-05	5.574655460804934e-06	1.1680468560371082e-05	0.0003766866575460881	4.566676579997875e-05	6.053814104234334e-06	1.2987902664463036e-06	7.405449196085101e-06
BANK1	2.7407259040046483e-05	0.0004719135176856071	0.002087091328576207	2.9474640541593544e-06	3.422034922095918e-07	2.840309434759547e-06	1.9584233541536378e-06	1.7000797015498392e-05	1.6441873640360427e-06	4.184387023542513e-07	1.1069591465684425e-07	2.111547019012505e-06	2.5120133528844235e-08	5.5123095989983995e-06	4.876498132944107e-05	1.849089358074707e-06	3.5193883718420693e-07
BARD1	0.00017233086691703647	0.0004536632914096117	0.0001762348401825875	5.5340275139315054e-05	0.0012238248018547893	7.58515961933881e-05	0.00011226819333387539	0.0003301995457150042	0.00011869410081999376	6.927512731635943e-05	3.609194027376361e-05	0.0002772183797787875	0.0002966754836961627	0.00012044338654959574	9.82984493020922e-05	6.65568295517005e-05	0.00068520731292665
BASP1	0.0003290159220341593	0.0009369119070470333	0.0008677819860167801	0.0008222460164688528	8.162689482560381e-05	0.00031674312776885927	0.0001231732458109036	3.203102824045345e-05	0.00039003760321065784	3.7869092466280563e-06	0.0003195095050614327	7.23132961866213e-06	0.0004423074424266815	6.227601988939568e-05	0.0005318715702742338	3.3035844353435095e-06	1.8848159015760757e-05
BCAM	9.694565051177051e-06	1.861743498920987e-06	1.903133693303971e-06	2.4627331640658667e-06	2.621424755488988e-06	2.897439662774559e-05	6.34667812846601e-05	3.35008985530294e-06	8.57991926750401e-06	0.0007653998327441514	1.5324045307352208e-05	4.2870301513175946e-06	0.0015498100547119975	1.2425328350218479e-05	0.0003420335124246776	0.0015626467065885663	2.987560264955391e-06
BCAS4	4.470841304282658e-05	0.00020651085651479661	0.0006636476027779281	2.4044804376899265e-05	0.0002387555141467601	0.00036038405960425735	1.569929622746713e-06	0.00027833596686832607	3.643941818154417e-05	1.979964508791454e-05	6.532037559736636e-07	0.0005408410797826946	0.0002754633314907551	0.00023554713698104024	0.00010594787454465404	6.797632181587687e-07	0.0002193082618759945
BCAT1	1.5686026017647237e-05	0.00025965640088543296	1.1913391062989831e-05	0.000597884354647249	9.741594840306789e-05	2.4977744033094496e-05	1.916787596201175e-06	4.654342046706006e-05	0.000483416864881292	1.937457091116812e-05	0.0011426028795540333	2.484364085830748e-05	1.848108013291494e-06	3.217674702682416e-06	6.785800792385999e-07	5.8404355513630435e-05	6.719766679452732e-05
BCL11A	1.055457687471062e-06	0.0002494793152436614	0.0015972097171470523	1.6811667364891036e-06	1.7554006262798794e-05	8.751853602007031e-05	2.6032645109808072e-05	4.740609256259631e-06	1.4329580153571442e-05	8.826272051010164e-07	1.8733315982899512e-06	1.4470283531409223e-06	1.7123536963481456e-05	6.103321084083291e-07	0.00011877113865921274	2.191116692529249e-07	7.382424200841342e-07
BCL2A1	8.807719495962374e-06	0.0012272692983970046	0.00010417791781947017	2.6519350626585947e-07	6.235520231712144e-06	2.1698726413887925e-05	8.961172284216445e-07	0.00016363259055651724	5.526459290194907e-07	2.61091713582573e-07	0.0011070232139900327	0.00018952289246954024	3.624587918693578e-07	0.00020880077499896288	2.005636588364723e-06	6.895253932270862e-07	2.3767988750478253e-05
BCL2L12	0.00035198964178562164	0.0003577116585802287	0.0002426536229904741	0.000150635140016675	0.0013195615028962493	0.00031945641967467964	0.00020317736198194325	0.00028015158022753894	7.267801265697926e-05	6.281150126596913e-05	9.839690756052732e-05	0.000365872256224975	0.0002530394122004509	0.0002314721787115559	0.00013438865425996482	9.951247193384916e-05	0.0002523018920328468
BCL6B	2.256171228509629e-06	4.627625003195135e-07	3.7930292364762863e-06	2.1686520994990133e-05	9.32943635234551e-07	5.52196581793396e-07	3.823627048404887e-05	2.919712756010995e-07	1.720143700367771e-05	2.3294090567560488e-07	3.888514584104996e-06	2.6354047122367774e-07	2.4043545820973122e-08	1.0714277323131682e-06	1.0166993433813332e-06	0.0016279174014925957	2.528201150653331e-07
BDKRB2	3.870230216307391e-07	8.087317837635055e-07	2.3231542911616998e-07	6.039272921043448e-05	2.8952499633305706e-06	5.19298873769003e-06	0.0009091011015698314	4.685859664732561e-07	2.2901107513462193e-05	3.2612859968139674e-07	2.9815641937602777e-06	1.3134241783063771e-07	1.552197863929905e-05	6.486812367256789e-07	6.099211987020681e-06	0.0010529275750741363	1.1640961474768119e-06
BEX4	0.00014969268522690982	0.00037133198929950595	0.0009241026127710938	0.00023483963741455227	2.8419410227797925e-05	0.0005751267308369279	0.00040380071732215583	0.00017422731616534293	3.857236879412085e-05	0.00018708320567384362	0.0005455605569295585	0.00029527844162657857	0.0009686904959380627	0.0006816164241172373	0.0021187029778957367	0.00015190758858807385	0.00029416894540190697
BGN	7.913706213003024e-06	1.6032876146709896e-06	9.63805860010325e-07	0.002121048979461193	9.189747652271762e-05	0.0002113945665769279	8.82180393091403e-05	1.923340505527449e-06	0.0006171745480969548	0.0014145952882245183	5.706584943254711e-06	1.1619979431998217e-06	7.645120604138356e-06	1.9188148598914267e-06	2.6298241209588014e-05	6.585255323443562e-05	1.2064580232618027e-06
BHLHE40	6.184654921526089e-05	0.00024923222372308373	0.0003454395045991987	0.00046507653314620256	7.956262561492622e-05	0.00015856495883781463	9.691305604064837e-05	0.000294507946819067	0.0005418352666310966	0.0002867314906325191	0.00027523227618075907	0.0008770470158196986	0.0004432486020959914	0.0001886481186375022	0.00017192143423017114	0.00026044624974019825	0.001156155951321125
BICC1	1.7603482547201565e-06	7.212468631223601e-07	4.518271055076184e-07	0.0009469696669839323	2.2397438442567363e-05	7.501879736082628e-06	0.00033859966788440943	9.06428681446414e-07	0.0013705999590456486	6.509780178021174e-06	4.7503658606729005e-06	1.0623034540913068e-06	4.82952657421265e-07	8.130998594424454e-07	0.00020349824626464397	4.6669526909681736e-07	7.282123988261446e-07
BID	0.00046481535537168384	0.0008510112529620528	0.00017248607764486223	8.77581478562206e-05	0.00014066716539673507	0.0005726403906010091	0.00018871425709221512	0.0002237694279756397	5.4625932534690946e-05	1.927177800098434e-05	0.0007283915183506906	0.0005988373886793852	0.00012632457946892828	0.0002456762595102191	5.405496631283313e-05	0.0003304507408756763	0.00033509606146253645
BIRC5	2.5783585897443118e-06	6.634413148276508e-05	2.7605838681665773e-07	6.599871653634182e-07	0.004762623459100723	8.923703944674344e-07	5.09972835516237e-07	1.6471376511617564e-06	8.172194725375448e-07	2.8191587375658855e-07	1.5537253261754813e-07	1.5115215319383424e-06	2.742848482739646e-05	3.0402851791677676e-08	2.782536228096433e-07	1.012107986753108e-06	2.0565996692312183e-06
BLK	3.3162563340738416e-05	0.00030307192355394363	0.0021276050247251987	9.437150794155968e-08	3.5651331131703046e-07	9.255999202650855e-07	8.72152384090441e-07	0.00023922856780700386	1.8712391636199754e-07	1.8912466259735083e-07	1.2086067613381601e-07	1.457288544770563e-05	1.5549826315464088e-08	2.4185983420466073e-05	1.957706263056025e-05	9.11397677327841e-08	1.927627636177931e-06
BLNK	0.0012093167752027512	0.0009847378823906183	0.0017139021074399352	6.900606877024984e-07	5.229271209827857e-06	1.1273647032794543e-05	8.453605005342979e-06	1.0360763553762808e-05	6.904074325575493e-06	2.3398868052026955e-06	0.00014405064575839788	3.343744538142346e-06	0.00040700656245462596	5.000069904781412e-06	5.8363777498016134e-05	2.879449141346413e-07	9.6350572675874e-07
BLOC1S1	0.00019456484005786479	0.0005605551996268332	0.00015446383622474968	0.00030250780400820076	0.0006054298137314618	0.0005031838663853705	0.00028465749346651137	0.00040522177005186677	0.00014909578021615744	0.0003356825327500701	0.000580237596295774	0.0007589093293063343	0.0002472258638590574	0.00027021433925256133	0.00032753832056187093	0.0001675411476753652	0.001107054646126926
BLVRA	0.00018118885054718703	0.0004808208323083818	0.0003685748088173568	0.0002466773148626089	0.00020688299264293164	0.000355194992152974	0.00024423838476650417	0.0002443633566144854	8.292048732982948e-05	0.00016003832570277154	0.0011416414054110646	0.0003596842580009252	0.0007373990956693888	0.00016490522830281407	0.0006010175566188991	9.607130050426349e-05	0.0005841358797624707
BLVRB	0.00027502866578288376	0.00027111126109957695	6.169236439745873e-05	0.00027148082153871655	4.163029007031582e-05	0.0002555004903115332	0.00023769801191519946	4.896350219496526e-05	5.8109581004828215e-05	0.0002275737642776221	0.0013326761545613408	0.00019463500939309597	0.0010741626610979438	0.00015282872482202947	0.0007832373958081007	0.00010447734530316666	0.00012805032019969076
BMP1	1.0548496902629267e-05	8.867787073540967e-06	7.3835017246892676e-06	0.0006509853410534561	3.5618457332020625e-05	1.0410333743493538e-05	7.158013613661751e-05	2.962349753943272e-05	0.002033633878454566	0.0007849548128433526	4.463150617084466e-05	3.050419400096871e-05	5.124079962115502e-06	6.292903435678454e-06	1.5071762391016819e-05	0.0002631527022458613	6.268017750699073e-05
BMP2K	6.579083856195211e-05	0.0006002890295349061	0.0010172700276598334	0.00013940130884293467	3.2832638680702075e-05	1.3096076145302504e-05	0.00012529715604614466	7.316027767956257e-05	0.00017229211516678333	8.700307080289349e-05	0.0012928210198879242	3.6221230402588844e-05	0.00027860378031618893	1.986680035770405e-05	7.76396700530313e-05	0.0002861027605831623	6.44498213659972e-05
BMPR1A	0.00011787229595938697	3.4612778108567e-05	0.00028850146918557584	0.00037887823418714106	4.085509499418549e-05	2.192562351410743e-05	0.00035003328230232	0.00012795079965144396	0.0007545125554315746	0.0003387375036254525	4.965660264133476e-05	0.00020149210467934608	0.00017074038623832166	0.00013610719179268926	0.0007264280575327575	9.999065468946355e-07	0.00023337389575317502
BMPR2	6.73373942845501e-05	0.00010196260700467974	6.758047675248235e-05	0.00046686435234732926	3.7471480027306825e-05	3.094316343776882e-05	0.0005293507711030543	0.0002524003793951124	0.0009251958690583706	0.00023231178056448698	0.00018117294530384243	0.00012072910612914711	0.000397913419874385	0.00010038210893981159	0.00046456701238639653	0.0015236951876431704	0.00016446283552795649
BNC2	1.472632334298396e-06	7.387901860056445e-06	7.060325151542202e-05	0.000738580827601254	1.534950570203364e-06	1.3649876109411707e-06	0.0008003880502656102	5.317723434927757e-07	0.0017907102592289448	1.9022421611225582e-06	0.00016449892427772284	1.6167989087989554e-05	1.1834189450610211e-07	3.683856846237177e-07	4.2313004087191075e-05	5.976276224828325e-05	8.308893484354485e-07
BNIP3	0.00010969405411742628	3.4134463930968195e-05	6.690211648674449e-06	0.0002133002708433196	0.00034552894067019224	0.0014610129874199629	4.957649071002379e-05	0.00011657276627374813	4.8274123400915414e-05	6.985226355027407e-05	0.0002963221922982484	0.00016059268091339618	0.0007689777994528413	0.00024918324197642505	0.00011801873188233003	6.380914419423789e-05	9.813612268771976e-05
BNIP3L	0.00017804952221922576	0.00034862698521465063	0.000262431480223313	0.0006070992676541209	0.00015667479601688683	0.0007328158826567233	0.00044897320913150907	0.0003280086093582213	0.00026358471950516105	0.0004073009768035263	0.0011345748789608479	0.0003984266659244895	0.0013194970088079572	0.0005858605145476758	0.001230380730703473	0.0002159381692763418	0.0006240146467462182
BOC	4.942565283272415e-06	1.2812337217837921e-06	1.024848097586073e-05	0.0006126244552433491	5.227437213761732e-05	3.988563548773527e-05	0.0020573879592120647	5.931039481765765e-07	0.0009234125027433038	4.895043093711138e-05	2.603034545245464e-06	1.0748809700089623e-06	6.551194928761106e-06	5.178862352295255e-07	0.001258690026588738	0.00013924724771641195	1.4363045011123177e-06
BRCA1	1.7312368072452955e-05	0.00032272463431581855	3.0487673939205706e-05	5.7086079323198646e-05	0.0017183931777253747	2.5617022402002476e-05	7.544668187620118e-05	5.3770156227983534e-05	0.00012474562390707433	1.2826400961785112e-05	1.6744894310249947e-05	5.8074481785297394e-05	0.00019997522758785635	3.293662302894518e-05	0.00010240249685011804	0.00010657320672180504	0.0001565145794302225
BRCA2	0.00022824313782621175	0.000376121693989262	0.00014309206744655967	2.6014793547801673e-05	0.0011832878226414323	7.282498700078577e-06	2.358016172365751e-05	0.0002613946271594614	0.00018945863121189177	9.952920663636178e-06	1.6252852219622582e-05	4.1960363887483254e-05	4.8437228542752564e-05	2.0852075977018103e-05	2.5346125767100602e-05	1.943397546710912e-05	0.0002481018891558051
BRE	3.447783092269674e-05	0.0002158803545171395	0.0003033604007214308	0.00012734798656310886	8.385894761886448e-05	0.00016848430095706135	0.00018551437824498862	0.0005544407176785171	0.00024837933597154915	8.828742284094915e-05	0.00017192547966260463	0.00022623041877523065	0.00019914837321266532	0.0002007181610679254	0.0002675590221770108	0.00020622338342946023	0.0004451225104276091
BRI3	0.00011953566718148068	0.0002368195855524391	3.281456156400964e-05	0.0008645193884149194	0.00010096365440404043	0.00034539829357527196	8.626355702290311e-05	0.00013203895650804043	0.0004013520374428481	0.00012222550867591053	0.0013801525346934795	0.00015254542813636363	0.0001864295481937006	0.0001456125028198585	7.619948883075267e-05	0.0003694593906402588	0.0002425574930384755
BST2	0.0006558758905157447	0.0006515532149933279	0.000506268348544836	0.0003373802755959332	0.0003905605699401349	0.00025286927120760083	9.759894601302221e-05	0.0006825594464316964	0.00022320006974041462	0.0007437808089889586	0.0006704284460283816	0.0008396402117796242	0.0005780665087513626	0.00017919449601322412	0.0004161230754107237	0.0009050089865922928	0.0017962476704269648
BTG2	0.0022827971260994673	0.00034225324634462595	0.0009712492465041578	7.586201718368102e-06	1.5420009731315076e-05	0.00013198121450841427	0.00021796041983179748	0.0005075776716694236	2.614609184092842e-05	0.0001097688582376577	0.00019538863853085786	0.0005516382516361773	0.000961244513746351	0.0015324004925787449	0.0011831503361463547	9.376410889672115e-05	0.0002416951465420425
BTG3	0.00026220016297884285	0.00022472500859294087	0.00010853813000721857	0.0002233340055681765	0.00043609653948806226	0.00013590260641649365	3.64297884516418e-05	0.000654869363643229	7.063829980324954e-05	0.0001930348516907543	0.00012559987953864038	0.00043463055044412613	3.411273064557463e-05	0.00013441170449368656	0.00014754038420505822	0.00010169005690841004	0.000988627434708178
BTK	0.00046628498239442706	0.0011783000081777573	0.003455431666225195	1.989971565308224e-07	4.86749797801167e-07	1.7901818409882253e-06	2.7395039978728164e-06	3.1483514248975553e-06	2.5023368266374746e-07	4.988088448953931e-07	0.000360437436029315	2.6357508886576397e-06	3.062996540847962e-07	9.950121011570445e-07	6.490422492788639e-06	1.3670720022673777e-07	1.6384728951379657e-06
BTLA	4.0421229641651735e-05	8.720924233784899e-05	0.0004832810955122113	1.2439625152182998e-06	3.650168991953251e-06	1.8444062561684404e-06	1.9129170141241048e-06	0.001068923738785088	1.0368852372266701e-06	6.634287501583458e-07	1.1522705989364113e-07	5.326035534380935e-05	7.774903565405111e-08	0.00010426805965835229	1.1848648682644125e-05	3.7372140582192515e-07	0.0008166487677954137
BTN2A2	0.0003287424042355269	0.0004712707595899701	0.0011394646717235446	4.5786142436554655e-05	8.652446922496893e-06	2.49249078478897e-05	5.12927035742905e-05	0.0004026322567369789	0.00016827850777190179	3.0338664146256633e-05	0.00012870226055383682	0.00028897254378534853	3.223187741241418e-05	6.058065264369361e-05	0.00018587008526083082	0.00016077389591373503	0.0003624925739131868
BTN3A1	0.00025448796804994345	0.0001813251874409616	0.0003200567443855107	0.00010262714931741357	1.1932131201319862e-05	3.054455737583339e-05	0.0002420097152935341	0.0013699550181627274	0.00027217596652917564	0.00011330281995469704	5.842035898240283e-05	0.0009537552832625806	1.9621022147475742e-05	0.00046996271703392267	9.401237912243232e-05	0.00017339402984362096	0.00045384152326732874
BTNL9	1.6889498510863632e-06	4.82396944789798e-06	5.418507498688996e-05	1.7772906346635864e-07	5.513232963494374e-07	1.9038907339563593e-07	7.975443622854073e-06	3.021545808223891e-06	5.050771051173797e-06	5.031924956711009e-07	5.111687073622306e-07	2.600085622361803e-07	3.596231579194864e-08	1.125936137214012e-06	2.514108700779616e-06	0.0008426746353507042	1.3661764569405932e-05
BUB1	6.44767569610849e-05	0.00011573106166906655	9.522549589746632e-06	5.96526376739348e-07	0.002250666031613946	2.833313033079321e-07	6.833993779764569e-07	7.78374815126881e-05	6.998295702942414e-07	4.477213622067211e-07	2.978954967147729e-07	9.878948185360059e-05	3.0501980745611945e-06	1.5688873418184812e-06	1.028713541018078e-06	1.550885997403384e-07	0.00010764276521513239
BUB1B	4.702751255081239e-07	6.734802445862442e-05	1.3882512917007261e-07	6.591321977111875e-08	0.0030799510423094034	9.363628805658664e-08	4.7077969611564185e-07	3.864126483676955e-06	7.213550645701616e-08	1.0534328964695305e-07	5.396185898121075e-08	3.91484309147927e-06	5.2779419092985336e-06	2.6091695914942648e-08	2.320718408554967e-07	9.373828220304858e-07	3.0919966320652748e-06
