Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13
IGHV4-59	1.2817322669889109e-07	1.1378901945136022e-06	4.3914872094319435e-07	1.7221760018060195e-08	1.3046926596871344e-06	7.393118295340173e-08	1.4626218103330757e-07	2.14867938552743e-07	2.3831348983094358e-07	1.248222645244823e-07	2.0828963442909298e-07	0.001101586502045393	1.1828357173726545e-06
IGHV4-61	2.584430660590442e-07	5.604597390629351e-07	2.9104070264907023e-08	6.078251146846014e-08	7.751207249384606e-07	1.8716713157118647e-07	5.2418148044353075e-08	6.877132108229489e-08	3.6979076867282856e-07	6.751557890538606e-08	1.1800406696238497e-07	0.0007199837127700448	1.23587403777492e-06
IGHV5-51	3.1482947804306605e-08	7.036626357148634e-07	1.6954594173057558e-07	5.457745366754807e-09	2.138786499017442e-07	4.1589694887989026e-07	2.3488847489261389e-07	2.9917660526734835e-07	1.1543785660705908e-07	7.153078485089281e-08	3.797543968175887e-07	0.00043368266778998077	6.351794468173466e-07
IGHV5-78	5.75838114968974e-08	1.7181199041260697e-07	1.1306715350656305e-05	1.0960796004155782e-07	1.6225818910697853e-07	8.757188396657511e-08	2.3113449060474522e-05	2.3698321456322446e-06	2.32953922818524e-07	7.21311934626101e-08	1.8981164373599313e-07	0.00262304930947721	8.309642112180882e-07
IGHV6-1	2.8886066871791627e-08	6.890688553085056e-08	2.8027551834952646e-08	5.4111719549609916e-09	1.055505336466922e-07	4.2944776623699e-08	3.552956329144763e-08	6.168502864056791e-08	8.965596975940571e-08	4.874368997320744e-08	1.0523151416919063e-07	0.0008684155764058232	5.078748586129223e-07
IGKC	1.080668653230532e-06	7.877074494899716e-06	3.2570719668001402e-06	6.43097394004144e-07	3.774929155042628e-06	6.346101145027205e-06	4.164101937931264e-06	7.831393304513767e-06	3.5768500765698263e-06	9.280748258788662e-07	4.575718776322901e-06	0.00267382082529366	1.572787186887581e-05
IGKV1-12	1.2148821326718462e-07	7.754269404358638e-07	9.66489821507821e-08	2.909611040990967e-08	2.009769843880349e-07	8.99189274150558e-07	2.5593314489924524e-07	3.1402649369738356e-07	2.921973134561995e-07	1.2310424324368796e-07	2.896786099881865e-07	0.0006951472605578601	1.754649133545172e-06
IGKV1-16	2.8875115631876724e-08	9.071428763718359e-08	3.144392124454498e-08	5.86771431443367e-09	1.1473980521259364e-07	1.3434492984742974e-07	3.536503712098238e-08	1.2867258192272857e-07	1.321938327691896e-07	5.363490629406442e-08	1.1965322244122945e-07	0.0003828798362519592	2.3807438083167654e-06
IGKV1-17	3.248189273108437e-08	2.781885655167571e-07	6.222850146286873e-08	7.78289255265463e-09	1.1596771543054274e-07	3.210544673493132e-05	2.2301429680737783e-07	3.0790127425461833e-07	4.153586417032784e-07	5.8378773815093155e-08	1.1708547020816695e-07	0.00021271902369335294	6.389965392372687e-07
IGKV1-27	4.6791498675702314e-08	4.895371716884256e-07	3.8079494402154523e-07	5.494694921281962e-09	2.88624789845926e-07	9.418061353017038e-08	9.174044635074097e-08	2.123573352719177e-07	1.7863024481812317e-07	7.400244328437111e-08	1.051295939191732e-07	0.0003007699560839683	1.2155061313023907e-07
IGKV1-39	3.0632101299943315e-08	4.6648185048070445e-07	3.502325895965441e-08	6.5130061344120804e-09	1.064970689412803e-07	2.230482039067283e-07	4.727315783270569e-08	7.101385079977263e-08	2.958373386263702e-07	3.0360109803950763e-07	6.09149878982862e-07	0.0006123844068497419	1.1201190091014723e-06
IGKV1-5	5.131920488565811e-07	2.3612197708189342e-07	5.878779347767704e-07	9.501234465858488e-09	9.926058055498288e-07	9.06218758700561e-07	3.0319196753225697e-07	1.2012778825010173e-06	6.747062002432358e-07	1.1950112366321264e-07	3.810687019267789e-07	0.0007328607607632875	3.0758126285945764e-06
IGKV1-6	3.1170003467195784e-08	6.902588665980147e-06	1.463596504436282e-06	5.7188560553811385e-09	1.044801862803979e-07	1.5013249139883555e-05	4.339595705005195e-08	3.849310814985074e-06	3.4033739666483598e-06	6.216007619741504e-08	1.344872657682572e-07	0.0011505826842039824	6.678062163700815e-06
IGKV1-8	1.1879418337912284e-07	9.051580605046183e-07	9.995508207794046e-07	5.5891245409611656e-08	2.982880289437162e-07	2.0583193816037237e-07	1.438155550204101e-07	2.530438223402598e-06	7.742750653960684e-07	1.0479842416089014e-07	1.6585681805736385e-07	0.0011139576090499759	1.7664090137259336e-06
IGKV1-9	3.0572600451250764e-08	1.9346516921814327e-07	5.591896865553281e-07	1.6892549581370986e-08	1.548916515048404e-07	1.37193993055007e-07	8.909204041174235e-08	1.5862957525314414e-07	1.800817813091271e-06	6.526943252538331e-08	1.9398714812268736e-07	0.0006355162477120757	1.2474315553845372e-06
IGKV1D-12	3.278311666576883e-08	9.619365215485232e-08	3.107250989842214e-08	6.107755634587875e-09	1.0742039791011848e-07	1.5524699392699404e-07	3.898561473647533e-08	8.260345651933676e-08	1.0652487958395795e-07	5.888366416684221e-08	1.2137668647937971e-07	0.0008846307173371315	5.514973366871345e-08
IGKV1D-16	2.9215879493449393e-08	6.884187087052851e-08	2.74026277224948e-08	5.414334314224334e-09	1.0069293665537771e-07	4.357384497666317e-08	3.518346858299992e-08	6.164913202155731e-08	8.97600074267757e-08	4.873470871302743e-08	1.0519263327068984e-07	0.0013894597068428993	2.970769585886046e-08
IGKV1D-17	2.9459668482445522e-08	7.211434649434523e-08	2.9330101014579668e-08	5.536871405809052e-09	1.0219102364317223e-07	1.21845932881115e-05	4.743076331692464e-08	6.411337949430163e-08	9.634614883680115e-08	4.907147399535461e-08	1.070023714078161e-07	0.00026168866315856576	2.416694400153574e-08
IGKV1D-39	3.262098147160941e-08	2.815873131112312e-06	2.894618766902113e-08	1.52477444004262e-08	1.5323024626923143e-07	5.038371000409825e-07	6.095628890534499e-08	1.102355781767983e-06	2.072298599387068e-07	3.248773339237232e-07	1.1959623407165054e-06	0.0017254265258088708	2.528332970541669e-06
IGKV1D-43	2.8879085789412784e-08	6.8909358219571e-08	2.7408180613974764e-08	5.412394976644919e-09	1.0081836876452144e-07	4.3026446405747265e-08	3.517689250998046e-08	6.154037635042187e-08	8.976663679050034e-08	4.8822538900594736e-08	1.05299157837635e-07	0.0004485555400606245	1.9683012553173285e-08
IGKV1OR2-108	3.186453412240553e-08	8.078416868784188e-08	4.635102968109095e-08	8.355374170321284e-09	1.067119299591468e-07	1.854578641768967e-07	4.0331446626851175e-08	7.026861936765272e-08	1.192558670481958e-06	5.2038945597132624e-08	5.127329245624423e-07	0.00013537384802475572	4.0228425746136054e-07
IGKV1OR22-5	2.8883281544267447e-08	6.868928181802403e-08	2.7368450616904738e-08	5.407193359729945e-09	1.0051754628648268e-07	4.279023050912656e-05	3.514408675187042e-08	6.163855204022184e-08	9.38674773465209e-08	4.8650552031404004e-08	1.0503910630177415e-07	0.00020215554104652256	1.9598930478537113e-08
IGKV2-30	2.9094085363112754e-08	7.014939029659217e-08	8.251691241412118e-08	5.989142071172182e-09	1.0176307085885128e-07	1.861196210484195e-07	1.4160553973852075e-07	6.345856462530719e-08	9.10136250809046e-08	5.5204196769409464e-08	1.2993490372537053e-07	0.0006297017680481076	2.3748843887005933e-06
IGKV3-11	3.386614366718277e-08	8.231475590037007e-08	5.8929590522893704e-06	6.0325464623645075e-09	3.550247527073225e-07	6.121734941189061e-07	5.578619379775773e-07	1.20292088467977e-06	5.973414545223932e-07	9.571458292612078e-08	5.655611516885983e-07	0.0013800568412989378	7.505024655074521e-07
IGKV3-15	3.245287416575593e-08	4.293897291063331e-07	3.9014231845158065e-08	1.3067144699618893e-08	2.2824742984539625e-07	4.13960520972978e-07	1.0966517294264122e-07	1.0249834758724319e-07	1.6313889261709846e-07	6.922146411625363e-08	2.234418445823394e-07	0.0007927428814582527	2.442859567963751e-06
IGKV3-20	2.9336689522097004e-07	1.9593926481320523e-06	1.563305858098829e-07	8.07385163170693e-08	5.318259468367614e-07	9.605990953787114e-07	9.64012883741816e-07	1.055960410667467e-06	1.2198485137560056e-06	1.585316624641564e-07	8.339380315192102e-07	0.001351565937511623	3.934349024348194e-06
IGKV3-7	2.8869777679574327e-08	6.904927829509688e-08	2.7612514941210975e-08	5.454426244000388e-09	1.0140696105054303e-07	4.307224799049436e-08	3.5235526496535385e-08	6.172140842863882e-08	8.96170249120587e-08	4.8716067624354764e-08	1.0607375600102387e-07	0.000268249015789479	2.886198444684851e-07
IGKV3D-11	7.007568569861178e-08	8.44807175326423e-08	2.4098026187857613e-06	7.999824802595867e-09	2.58546265285986e-07	5.917240386565936e-08	7.809824609239513e-08	2.600597781565739e-07	1.748374103271999e-07	7.626292131135415e-08	2.4339786364180327e-07	0.00029594701481983066	4.0742034457252885e-07
IGKV3D-15	2.902340234811618e-08	7.822941228141644e-08	2.8041947430779146e-08	5.457099661043685e-09	1.0431594432702695e-07	4.3299234420146604e-08	3.526696090716541e-08	6.249083384091136e-08	9.332867989542137e-08	4.876522297081465e-08	1.4061845377000282e-07	0.0003685687552206218	4.708806216058292e-07
IGKV3D-20	1.9571344012092595e-07	8.764665437865915e-08	2.0400548805810104e-07	2.3869613841043247e-08	2.669324317139399e-07	6.845099420615952e-08	3.593595465645194e-08	9.94467086457007e-07	4.160109199347062e-07	6.319149292721704e-08	2.6843875389204186e-07	0.00027391142793931067	2.9969243087180075e-07
IGKV4-1	5.190780782982074e-08	3.736618907623779e-07	4.79660862140463e-08	5.544880110619488e-08	9.837211791818845e-07	7.275417601704248e-07	1.4088026034642098e-07	5.678636512129742e-07	2.716759013310366e-07	1.823135846734658e-07	5.092114747640153e-07	0.0013493705773726106	4.074212483828887e-06
IGLC2	2.7572122007768485e-07	6.066183686925797e-06	9.96090875560185e-07	5.454934921544918e-07	1.7674632317721262e-06	2.4270618723676307e-06	3.20904564432567e-06	2.4872242647688836e-06	2.3247100671142107e-06	1.5907679653537343e-06	5.073741704109125e-06	0.0015165681252256036	1.33981739054434e-05
IGLC3	1.1716273320416803e-06	3.5165630833944306e-06	2.0408053842402296e-06	9.690865709899299e-08	3.383267994649941e-06	2.0513268736976897e-06	1.9437316041148733e-06	4.733614332508296e-06	1.5842193761272938e-06	3.902407286204834e-07	1.07876314814348e-06	0.0015347577864304185	1.4332864338939544e-05
IGLL5	2.3735883303288574e-07	8.331132448802236e-06	8.350404641532805e-06	5.891941867730566e-08	1.0296785148966592e-06	1.238493382516026e-06	5.898362473999441e-07	1.6627899412924307e-06	1.968460026091634e-07	1.3656324426847277e-07	3.6140090742264874e-07	0.0011774302693083882	1.2649861673708074e-06
IGLV1-40	1.1043766789953224e-07	2.856035052900552e-07	2.9194339390414825e-08	3.54540716784868e-08	1.2040182184591686e-07	7.418832979055878e-07	2.6396807584205817e-07	6.89287489308299e-08	1.841095098598089e-07	2.1282964723923214e-07	1.534548488280052e-07	0.0006033338722772896	2.5216847916453844e-06
IGLV1-44	3.1144232082169765e-08	9.086828356430487e-08	3.995385668531526e-06	5.45824008213458e-09	3.406677251405199e-07	1.497458441690469e-07	2.2033856339476188e-07	6.523468698560464e-08	1.9634605052942788e-07	7.38330001581744e-08	2.535002181502932e-07	0.0009773665806278586	2.07598844781387e-08
IGLV1-47	3.044250362904677e-08	7.530294254820546e-08	6.362456161923546e-08	5.512936329665763e-09	1.054475191608617e-07	4.391953041249508e-07	1.6851379314175574e-07	4.920473202219e-07	5.621872787742177e-06	5.526598201299748e-08	1.0731996979984615e-07	0.0012364874128252268	4.570128567138454e-06
IGLV1-51	1.317100668529747e-06	1.2155057902418775e-06	2.744073945848413e-08	3.851082652772675e-08	1.8048862671093957e-07	6.050725573913951e-07	3.2579771414020797e-07	4.645474405151617e-07	1.8341070529004355e-07	1.1659020771048745e-07	6.535904049087549e-07	0.0007579551893286407	3.469827333901776e-06
IGLV2-11	3.248261748467485e-08	8.837687204277245e-08	1.4049099945623311e-06	4.232993333630475e-08	1.0187169152686693e-07	4.703354505863899e-08	4.689028187954136e-08	8.740707357901556e-08	9.854257143615541e-08	7.901139298382986e-08	1.265702422870163e-07	0.0005789862480014563	8.60074919728504e-07
IGLV2-14	4.0334793283136605e-08	7.275620532709581e-07	2.2091194296081085e-06	7.142581637253897e-08	1.3354073757909646e-07	1.3441879787023936e-07	1.4655314828360133e-07	2.5039304318852373e-07	1.592582918874541e-07	8.328554912395703e-08	3.4183261732323444e-07	0.0008888664888218045	2.0866123122686986e-06
IGLV2-18	2.8810839935999866e-08	6.869291979683112e-08	0.00011122690921183676	5.407756908937245e-09	1.0050824528207158e-07	4.292504840464062e-08	3.5146502597172e-08	6.149690534584806e-08	8.937639250916618e-08	4.865215430527314e-08	1.0505484482337124e-07	9.637150810704043e-08	1.9640630455342034e-08
IGLV2-23	2.8983805577809107e-08	6.915148276220862e-08	2.661378744051035e-07	4.691807120593694e-08	1.0292088603591765e-07	3.11454130041966e-07	5.659589419337863e-07	6.464272672701554e-08	1.6867366525730176e-07	5.143599324242132e-08	1.0940691907990185e-07	0.0008806086843833327	1.8695213839237113e-06
IGLV2-8	3.196454656517744e-08	1.5817427367892378e-07	6.653814921264711e-07	4.580693868661001e-08	5.159071179150487e-07	9.933402367323652e-08	1.1968867852374387e-07	6.633746920670092e-07	2.9567502224381315e-07	7.629006404386018e-08	3.348053212448576e-07	0.00043288234155625105	6.946872872504173e-07
IGLV3-1	3.244565149884693e-08	5.177967636882386e-07	1.3163810308469692e-06	1.3547380106615492e-08	1.216408520576806e-07	1.5213002768632577e-07	2.396397178472398e-07	6.379023034241982e-07	3.7569412825178006e-07	5.6612901033759044e-08	2.243726271444757e-07	0.0015931475209072232	1.3102004459142336e-06
IGLV3-10	2.8899547643845835e-08	6.885090186870002e-08	2.747104765887798e-08	5.419058091149509e-09	1.0064695032951931e-07	4.2983089088011184e-08	3.524277403244014e-08	6.163137555859066e-08	8.965667319671411e-08	4.8811351405220194e-08	1.0548988171876772e-07	0.0007933411397971213	5.401260750659276e-06
IGLV3-19	2.982261548822862e-08	4.844585532737256e-07	2.438161573081743e-06	6.4062257720820526e-09	1.1142483913317847e-07	5.968368554931658e-08	6.86946521000209e-07	1.3813075838697841e-07	1.1245012387917086e-07	9.230767261669826e-08	1.3363616346850904e-07	0.0012174281291663647	2.2147439722175477e-06
IGLV3-21	9.0126867746676e-08	1.0484768608876038e-06	1.4239532220017281e-06	1.851413600206797e-08	3.0771393539907876e-06	1.580446422622117e-07	2.1895684199080279e-07	4.2491478779993486e-07	4.192391713786492e-07	1.3876866944428912e-07	2.6633983907231595e-07	0.000968198524788022	1.2751738722727168e-06
IGLV3-25	1.7826685905220074e-07	1.91602848644834e-05	1.004124101200432e-06	4.0647655907832814e-08	2.4442800850010826e-07	1.3788391015623347e-06	1.497917310189223e-07	1.249755314347567e-06	4.970247573510278e-07	9.395371307618916e-07	1.1552031082828762e-06	0.0010473727015778422	3.8081291222624714e-06
IGLV6-57	3.0724070398946424e-08	7.871884832866272e-08	1.3491239769791719e-07	5.609408937345961e-09	2.119092954444568e-07	3.21264678859734e-07	2.438529520532029e-07	1.091078729587025e-06	5.080950813862728e-06	9.251165522528026e-08	1.0827815088987336e-07	0.0005439165397547185	2.6103373329533497e-06
IGSF6	1.7005577035433816e-07	4.319619620218873e-06	7.186941957115778e-07	1.931123136955648e-07	1.986154757105396e-06	6.729338224431558e-07	0.001694400911219418	1.7581774045538623e-06	4.879922812506265e-07	2.42583791987272e-06	1.7350785128655843e-06	2.759593598966603e-06	4.522500205439428e-07
IL13RA1	8.563545270590112e-05	6.294191553024575e-05	1.652519313211087e-05	0.00020370712445583194	0.000287445291178301	0.0003377562388777733	0.0006619325140491128	6.857849257357884e-06	0.0003255108022131026	0.00038453692104667425	0.0006012032390572131	4.636471931007691e-05	5.218035312282154e-06
IL17RA	0.0002799528883770108	8.269688987638801e-05	0.0005130175268277526	2.138703530363273e-05	7.77216991991736e-05	0.00015157503366935998	0.0006565127405337989	0.0004194281355012208	0.00014457787619903684	7.38392336643301e-05	0.0002790977305267006	6.728585867676884e-05	0.0005680245812982321
IL18	2.2711368785621744e-07	6.006944659020519e-06	4.996097231924068e-06	3.132810206807335e-06	9.083910299523268e-06	2.212185336247785e-06	0.0012930519878864288	0.0008019705419428647	9.48857859839336e-07	5.497643087437609e-07	2.1333267795853317e-05	4.561460173135856e-06	1.2737319821098936e-06
IL18BP	1.8388236640021205e-05	1.7324207874480635e-05	0.0002610092924442142	1.0490998647583183e-05	0.0002029705501627177	0.00039571034722030163	0.0005277464515529573	0.00017099257092922926	0.00021615448349621147	0.00010397537698736414	0.00020426453556865454	0.00010403079068055376	0.00016576920461375266
IL18R1	8.57023405842483e-06	5.7289704272989184e-05	8.446833089692518e-05	1.590270102269642e-07	4.109027577214874e-05	2.26535939873429e-05	1.6084884919109754e-05	0.0011077680392190814	4.212337444187142e-06	3.7114361475687474e-05	4.706396066467278e-05	9.158646207652055e-06	0.0003530353424139321
IL1B	1.3931718001458648e-07	2.4834221790115407e-07	1.6721505744499154e-06	1.492436929595442e-08	2.971542016894091e-07	2.4324882019755023e-07	0.0010715880198404193	7.109900366231159e-07	3.7667791730200406e-07	2.701916343994526e-07	1.4649620538875752e-07	4.83862152123038e-07	4.5449880303749524e-07
IL1R1	6.187070539453998e-05	2.769206912489608e-05	1.9319493731018156e-05	3.5576427762862295e-05	0.0006098763551563025	0.00032374891452491283	2.883747401938308e-05	3.684065814013593e-05	7.78526155045256e-05	0.0008220508461818099	0.0007882420904934406	3.7422239529405488e-06	4.0249567973660305e-05
IL1RL1	4.861576385906119e-08	1.5934302837194991e-06	4.6027754052602177e-08	7.805745383393514e-09	4.422983693075366e-06	1.1482817399155465e-06	4.982469903325182e-08	0.0029881116934120655	1.2439666363661672e-07	7.1979193307925016e-06	2.813074502228119e-07	1.123170889627545e-07	6.59597318986016e-08
IL1RN	3.712826668333946e-08	3.636949713836657e-06	2.5987156959672575e-07	4.178026210865937e-05	1.2135109273003764e-07	5.895820365253712e-08	0.0008771084249019623	5.2954533202864695e-06	9.64082644827613e-08	6.178140665724641e-08	1.109915430674846e-07	2.34655544772977e-07	1.0232718523184303e-05
IL21R	9.68343783824821e-07	5.925864024902694e-05	8.667484507896006e-05	7.15229617753721e-08	2.9436371278279694e-06	1.3708857977690059e-06	0.00011005302803823724	0.00039024153375066817	3.2959212603600463e-06	6.0670299717457965e-05	3.959403693443164e-05	0.0002565165050327778	0.0007201138650998473
IL2RA	3.8021883597139094e-07	7.252913201227784e-05	7.329299478442408e-06	1.4839265816135594e-07	2.3957244366101804e-07	1.510185683173404e-07	0.0001064108801074326	0.00014659867156296968	3.271689195116778e-07	2.75079173661652e-07	2.0695361513389798e-07	6.591997134819394e-06	0.0005387855926528573
IL33	7.169789114414016e-06	6.119792601566587e-07	8.466708095511422e-06	1.61666025633167e-06	0.0006040201405994594	0.000916417280677706	5.56937891360576e-07	6.12868177540804e-07	1.3128668797435239e-05	1.8775072021526285e-06	1.4004798686073627e-05	1.2363500445644604e-06	4.428931958955218e-07
IL3RA	1.1065962098655291e-05	5.461211571855529e-07	1.2098373190383427e-05	4.6600621317338664e-07	2.5981141789088724e-06	0.0012396394740790129	0.0001666071475483477	2.6940822408505483e-06	4.912633812637068e-06	4.849866286349425e-07	7.583987098769285e-06	9.80378536041826e-05	6.851279863440141e-07
IL4I1	1.7878487597045023e-06	1.51346966958954e-05	9.208114352077246e-05	1.5205836234599701e-06	6.684056643280201e-06	1.3329512512427755e-05	0.0009832659270614386	8.574499224778265e-05	2.1297594230418326e-06	2.3741713448544033e-05	3.30873517668806e-05	5.7552238104108255e-06	0.00011795070167863742
IL4R	0.00019261211855337024	6.70478621032089e-05	0.0004407710221130401	7.940663635963574e-06	4.490450010052882e-05	0.00021556272986344993	0.0002461396506987512	0.0007137442007660866	0.0001545683335280046	0.00014038423250894994	0.0005663645570166409	0.0002364784013479948	0.00039888403262011707
IL5RA	9.464566375072536e-08	2.8690593012470345e-07	3.3598229492781684e-05	2.1438170350052133e-08	2.71908305649049e-07	1.1318583403863158e-07	3.2249832315756066e-07	0.0008628591313026845	1.853149456110259e-07	3.4674835092118883e-07	8.190961011678155e-07	0.0002222273324150592	7.878235010139178e-06
IL6R	2.9946239010314457e-05	4.691775393439457e-05	0.0004887930117547512	9.72940688370727e-06	2.9826045647496358e-05	3.1324616429628804e-05	0.0004256228276062757	0.00023672323732171208	8.874109335010871e-05	7.048009138088673e-06	1.7078640667023137e-05	0.00014983557048253715	0.000506556243635714
IL7R	6.696657237625914e-06	1.4759461009816732e-05	0.0011413482716307044	1.6433236282864527e-07	1.3298957810548018e-06	1.1569857178983511e-06	2.779898204607889e-05	0.0003238315402995795	1.8877041156883934e-06	6.57313239571522e-06	3.996856321464293e-06	4.664308562496444e-06	0.0008540093549527228
ILK	0.0004758956201840192	0.0002757342008408159	0.0003602342039812356	0.00021067044872324914	0.00047669780906289816	0.0003764130233321339	0.0005268866661936045	0.0005965306190773845	0.0012681086082011461	0.000736691290512681	0.0007482923101633787	0.00012781408440787345	0.0006166155799292028
IMPDH2	0.0003294629859738052	0.0005912138731218874	0.0011570816859602928	0.001487666741013527	0.0009815003722906113	0.00019490662089083344	0.00017208042845595628	0.00017802689399104565	0.0005334390443749726	0.0003520222380757332	0.00017857280909083784	0.00025054722209461033	0.000186417339136824
INAFM1	8.422543032793328e-05	0.00031583389500156045	0.00012137205339968204	0.00019812760001514107	0.0007054521702229977	3.409321288927458e-05	8.011539466679096e-05	0.00011715610162355006	0.000842301466036588	0.0009175506420433521	0.0004735832044389099	9.41649341257289e-05	6.0883488913532346e-05
INCENP	1.4016933164384682e-05	0.0011059161042794585	4.147908111917786e-05	5.522037827176973e-05	7.067088154144585e-05	5.9927602706011385e-05	6.267950811889023e-05	8.722681377548724e-05	7.914979505585507e-05	6.781530828448012e-05	1.1466311661934014e-05	7.176159851951525e-05	0.0001739625440677628
ING2	8.630527008790523e-05	0.00028734005172736943	0.0002898236270993948	0.00019245730072725564	0.0001770929666236043	4.595525751938112e-05	0.00014462624676525593	0.00042771268635988235	0.00010738708078861237	0.0001397184532834217	0.00013083411613479257	0.00010053789446828887	0.00022786007320974022
INHBA	3.601224136673409e-07	4.451007498573745e-06	2.990009761560941e-06	4.568558324535843e-06	8.15834864624776e-05	1.6086823961813934e-07	5.071003033663146e-05	2.0041482002852717e-06	5.518289253814146e-05	0.0020729200914502144	0.001313568907789886	2.68350777332671e-06	1.6023826674427255e-06
INPP1	7.744008325971663e-05	0.00010397700680186972	2.7010482881451026e-05	2.170536754420027e-05	0.0003784631844609976	0.0004451071145012975	0.0001270668872166425	0.0003140998014714569	0.00015022816660348326	0.00013325487088877708	0.0005655433633364737	8.753598376642913e-05	0.0002635821874719113
INPP4B	0.0013373841065913439	5.7693181588547304e-05	0.000497377070132643	9.898930147755891e-05	7.46612022339832e-06	1.3444704563880805e-05	5.37958385393722e-06	0.0005421600653789937	0.0008086007437668741	6.336420483421534e-05	0.00010332409874536097	3.493813210297958e-06	0.0008589483331888914
INPP5D	1.1573746633075643e-05	5.7060486142290756e-05	0.00021193225984461606	2.7805560876004165e-07	9.197359531754046e-07	0.00017575532547198236	0.0004049919662065804	0.0007542706443928182	1.6474458561788197e-06	5.893830916647858e-07	2.2304830054054037e-06	0.0007089494029060006	0.0006954777636565268
INSR	0.0004786036442965269	1.4351422805702896e-06	4.139665179536678e-06	0.00013385555939748883	9.198737097904086e-05	0.0018193783471360803	2.727034006966278e-05	2.800037748329487e-07	4.865825758315623e-05	7.516892947023734e-05	0.0002814891340676695	3.09121714963112e-05	6.797089895371755e-07
IPO11	0.0005534588708542287	0.00020086695440113544	0.00015266097034327686	8.548081677872688e-05	6.153226422611624e-05	0.0010053451405838132	6.909132935106754e-05	0.00020955345826223493	7.863478822400793e-05	5.055101428297348e-05	0.0001948204735526815	7.020904013188556e-05	0.00010979179933201522
IQGAP2	0.0007982332608662546	5.593191963271238e-05	0.0003023488388862461	0.00016169293667189777	8.804385288385674e-05	4.8007666919147596e-05	0.0002931562776211649	0.000516324071213603	5.777319529443048e-06	2.463222699589096e-05	5.5372984206769615e-05	7.147054566303268e-05	0.0008627846254967153
IRAK3	1.3877857782063074e-05	8.112596333376132e-06	9.722497452457901e-06	1.8494392861612141e-06	0.0003249980800319463	0.00041182184941135347	0.0005635115667246282	8.817831258056685e-05	0.00014035229105502367	7.458215259248391e-05	0.00036456543602980673	5.288754437060561e-06	7.358667971857358e-06
IRF4	1.7722477423376404e-06	3.1008337828097865e-05	1.9200360839022323e-05	9.435309777927614e-08	8.793658707872964e-07	1.1442461982369423e-06	4.2348630813648924e-05	0.0001347206998616457	1.6601983361397288e-06	3.3443980100855697e-06	1.1935496786463773e-06	0.0013908001128584146	0.00025779768475331366
IRF5	2.5972682124120183e-05	0.00010665354784578085	6.354098150040954e-05	2.6070145395351574e-05	5.982625452816137e-07	1.0927773246294237e-06	0.0006719689699821174	0.00026534509379416704	9.121143875745474e-07	1.0440782034493168e-06	8.474162314087152e-07	0.0006719654193148017	0.0003983361821155995
IRF6	3.837595613731537e-06	2.4653969376231544e-05	1.878957664303016e-05	0.0017344563966616988	3.6308674680185504e-06	7.46832074582926e-06	1.9901142422895646e-06	1.132515535573475e-06	1.6213101844186895e-05	1.1682802778523182e-06	2.125229366356507e-05	3.2008790640247753e-06	3.6691233162855497e-06
IRF7	0.0004965912667103112	0.0001232078211614862	7.316387200262398e-05	9.590941772330552e-05	6.96824281476438e-05	0.00013278034748509526	0.0004883951041847467	0.00029695668490603566	0.00011816745973192155	0.00024911738000810146	0.00023627215705346316	0.0011544906301423907	0.0008435493800789118
IRF8	9.703302339403308e-07	1.728091410768684e-05	5.805211185361259e-05	4.276778042822116e-07	9.844775377132464e-06	2.803381221383461e-06	0.0007860108744353056	6.924991612322628e-05	1.861099553934764e-05	4.251392056175973e-06	1.6604083157290006e-06	0.0013631194597110152	8.780725693213753e-06
IRS2	0.00019558289204724133	8.613290265202522e-05	0.00032467118580825627	0.0002664414350874722	0.0007129645673558116	1.8448779428581474e-06	0.00021389059838838875	0.0006093617412261665	1.874108966148924e-05	0.00034011388197541237	0.0004656464443542063	3.7082941162225325e-06	7.999535591807216e-05
IRX3	9.420389687875286e-06	3.8308106013573706e-05	9.596892596164253e-06	0.0011161158327013254	0.00011346445535309613	8.37745210446883e-06	2.022065473283874e-06	1.3533625633499469e-06	2.1791993276565336e-05	0.00017288730305153877	0.0003054047701880336	1.306813942392182e-06	1.397025812366337e-06
ISG15	5.199935912969522e-06	0.0006448154454119503	2.9475688734237337e-06	3.615962486946955e-05	5.9186342696193606e-05	0.0001502449158579111	0.0006643832311965525	0.00011022979742847383	0.0003339621180202812	0.0005219539743848145	0.0001257196272490546	0.0002598121063783765	0.0007557165808975697
ISLR	8.189344384845754e-07	1.4472516340902075e-05	1.1881661521329079e-05	1.5844241715967655e-05	0.002038361271843314	1.0182807272940408e-05	7.456662842741935e-07	1.6111962395370938e-06	0.00019955381867475808	0.001446126727387309	0.0013621028047055006	4.810334303329e-06	1.2944884701937553e-06
ISYNA1	0.00029937532963231206	0.0002849889569915831	0.0002950203197542578	0.0004044574743602425	0.00022807235654909164	0.00015410363266710192	1.809868263080716e-05	0.00015352602349594235	0.001917271874845028	5.494298238772899e-05	0.00019520663772709668	2.107472209900152e-05	0.00011596424883464351
ITGA1	1.1113536857010331e-05	3.2893643947318196e-05	4.614878889697138e-06	5.923292860643414e-07	0.00010982571257045493	0.000678184034768492	1.6516478353878483e-06	0.0002339360653422773	0.0018525769701227546	0.0001554574555484578	0.0012040900764986873	3.0774249353271443e-06	0.00017427804414182901
