Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19
SIVA1	0.000780317815952003	0.0009323768899776042	0.0010230549378320575	0.0014840465737506747	0.0004254409286659211	0.00060915487119928	0.0008845676784403622	0.0004908015835098922	0.0004609389288816601	0.0009760429966263473	0.000510960235260427	0.000955795927438885	0.000688309723045677	0.00031074887374415994	0.000376710609998554	0.000323434651363641	0.0005451990873552859	0.0013045689556747675	0.0001879793417174369
SKA1	1.4631998510594713e-06	6.777189355489099e-06	1.402365796820959e-06	0.0007487758994102478	2.1395404473878443e-05	1.64249177032616e-05	8.954027208574189e-08	1.1909562545042718e-06	4.49730259788339e-06	1.1633680685463332e-08	1.9294952835480217e-07	2.6663576235819164e-08	1.1445405334598036e-07	1.050053924700478e-06	1.047353848093735e-07	2.6735635856312e-06	1.0185082146563218e-06	3.4553164596218267e-07	9.906860221065017e-09
SKA2	0.00023097381927073002	0.0007493990124203265	0.000940419384278357	0.0010747078340500593	0.00021175628353375942	0.0003265635168645531	0.00033393135527148843	0.00024583551567047834	0.00011814579193014652	7.967355486471206e-05	0.0003849911445286125	0.0003337042289786041	0.00012473999231588095	0.0002321384527022019	0.00015419712872244418	0.00013468481483869255	0.0001762646425049752	0.00023379188496619463	2.8315924282651395e-05
SKA3	3.14722001348855e-07	1.2212643696329906e-06	1.5704268889749073e-06	0.0008822048548609018	0.00011997661931673065	4.981199708709028e-06	2.5762906830095744e-07	1.6198404182432569e-06	4.4458309389483475e-07	2.237983132147292e-08	9.032716548063036e-07	5.148728376980216e-08	2.0167793479686225e-07	9.817241561904666e-07	1.535304647859448e-07	1.0524263416300528e-07	8.86617272044532e-07	8.36479046029126e-07	1.5291602650790992e-08
SKAP2	0.0005746230017393827	0.00022001194884069264	0.00016371514357160777	3.955611464334652e-05	0.0002944502339232713	9.078746370505542e-05	0.0002029574679909274	0.00010756031406344846	0.000692891888320446	1.6051983038778417e-05	0.0003205232205800712	0.00011539922707015648	0.00037702827830798924	0.0003449683717917651	0.00022836706193629652	0.000356101430952549	0.0007657371461391449	0.0002131409855792299	2.0615567336790264e-05
SKIL	0.0004896312020719051	0.00028538258629851043	0.00018664491653908044	0.00023221071751322597	0.0001919967180583626	0.00016237165255006403	0.0001428403629688546	0.0001510999136371538	0.0003297187795396894	0.00012015420361422002	5.513604264706373e-05	0.00036247720709070563	0.00013669270265381783	0.0006208283011801541	0.00016596095520071685	0.0003670842561405152	0.0006321087130345404	0.0001245197345269844	0.000995592912659049
SLAMF7	0.00200480199418962	9.951015090337023e-05	0.000429375417297706	1.5281136711564614e-06	0.00020227844652254134	1.899745825539867e-06	5.15000806444732e-07	0.0025676272343844175	0.00030966391204856336	4.795867170059864e-08	5.210826543589064e-07	0.00023180116841103882	7.510498107876629e-07	9.126429745265341e-07	6.067028266443231e-07	2.1242944114874263e-07	8.012664329726249e-05	1.963395334314555e-06	2.6594284463499207e-07
SLAMF8	0.0001918538473546505	7.105462827894371e-06	0.0002437286893837154	1.5022687875898555e-06	1.0396188372396864e-05	0.00036038632970303297	7.024670048849657e-05	9.92170839708706e-07	0.0009851529030129313	2.1206834333042934e-07	7.847287633921951e-06	7.134526640584227e-06	5.217236321186647e-05	5.190731098991819e-05	8.648352718410024e-07	5.2425471039896365e-06	1.735890919007943e-06	2.6812797386810416e-06	1.395546433968775e-07
SLBP	0.0005649352096952498	0.0007566793938167393	0.0007531774463132024	0.0006965384818613529	0.00020819429482799023	0.00020807441615033895	0.00029205609462223947	0.00019158895884174854	0.00021691278379876167	0.0002494647051207721	0.00015339454694185406	0.0005370010039769113	0.000188836085726507	6.862220470793545e-05	0.00026380750932730734	0.00012520728341769427	0.0003624980745371431	0.00038417166797444224	3.630860737757757e-05
SLC11A1	1.8109492884832434e-05	4.3496133912412915e-06	5.208245966059621e-06	1.1067725608882029e-05	4.7971198000595905e-06	4.1116788906947477e-07	1.437694692185687e-07	1.3449297284751083e-06	0.0014369332930073142	1.037932452163659e-05	5.7582597037253436e-06	1.4161332728690468e-05	6.813274467276642e-06	1.9804504063358763e-06	1.9183042354598e-07	7.728815631935504e-08	2.5477077087998623e-06	4.2180479908893176e-07	3.828007174888626e-05
SLC11A2	0.00018721983360592276	0.00022011382679920644	0.00013338698772713542	0.00012958656589034945	6.878399290144444e-05	0.00012000872084172443	8.957194222602993e-05	0.0001289213978452608	0.00035259718424640596	3.934612686862238e-05	8.767723193159327e-05	0.00016140908701345325	0.0001853636058513075	0.0002607801288831979	0.0007322697783820331	9.024475730257109e-05	6.530222162837163e-05	9.673176828073338e-05	0.00047613593051210046
SLC15A3	1.8548427078712848e-06	5.142572945260326e-07	2.2200608782441122e-06	3.165442467434332e-05	3.0503284506266937e-05	2.1390234905993566e-05	4.1067632992053404e-05	5.8262477978132665e-05	0.0012395057128742337	4.222533334541367e-06	3.865464896080084e-05	2.2476731942333572e-07	6.779794784961268e-05	0.0004118005163036287	0.00010314289829693735	0.00015273847384378314	0.00014723320782650262	1.860574775491841e-05	1.859460212472186e-06
SLC16A3	0.0004298178246244788	0.0002271858393214643	0.0006252122111618519	4.565861672745086e-05	4.7660982090746984e-05	0.0009740692330524325	0.0005512687494046986	0.00019335646356921643	0.001195679884403944	1.7483291230746545e-05	8.378299753530882e-06	0.00012416081153787673	1.615859400772024e-05	0.0002814506588038057	0.00014147562615107745	0.0001564608683111146	0.00010379237937740982	2.8987817131564952e-05	1.4527831808663905e-06
SLC16A7	0.0006973629351705313	0.00014553024084307253	0.0002790243597701192	2.5009651380969444e-06	8.154924580594525e-05	3.720411768881604e-05	2.1362702682381496e-05	4.392756454763003e-05	2.5538338377373293e-05	2.804925713917328e-07	0.00010706257307901978	0.0005670459941029549	0.00014366120740305632	8.332620200235397e-05	6.103106443333672e-06	7.00397722539492e-05	0.00018521341553423554	5.288374813972041e-05	5.6217950259451754e-06
SLC17A9	0.0002798321656882763	8.818692549539264e-06	0.0001228844339493662	1.294778394367313e-05	0.00011783430818468332	0.00031171803129836917	0.0001586001308169216	0.0023239084985107183	0.00020716883591376245	3.4642359878489515e-06	2.2986941985436715e-05	1.4238176845537964e-05	1.063800482370425e-05	0.00034454886917956173	0.0001468745176680386	9.876011063170154e-06	0.0004051012801937759	6.373778160195798e-05	7.97982283984311e-06
SLC18A2	3.2133064564732194e-07	8.189655318346922e-07	3.088686924002104e-07	8.553289262636099e-06	9.855208190856501e-06	4.2511453557381174e-07	6.360270390359801e-07	1.7835593268955563e-07	7.76054002926685e-06	2.3652573872823268e-05	1.5026218136426905e-07	5.568496703745041e-07	1.1669235533418032e-07	3.914960799988876e-08	0.01303912978619337	5.6025537986670315e-08	8.622633913546451e-07	1.2162395250925329e-06	3.886230115313083e-05
SLC19A2	7.57494563004002e-05	1.3970790860184934e-05	6.869550998089835e-05	9.294937626691535e-05	3.89816086681094e-05	4.473751687328331e-05	2.91276319330791e-05	2.393836621195078e-05	2.55665563599905e-05	4.0497270674677566e-05	7.309340617212001e-06	7.913843728601933e-05	3.9464815927203745e-05	5.7038683735299855e-05	2.074292024190072e-05	1.1535399607964791e-05	2.743230652413331e-05	1.4135414858174045e-05	0.0028130800928920507
SLC1A3	2.847363020919147e-07	2.0599688355105172e-07	5.921909291828342e-07	7.1191107053891756e-06	8.875845196598675e-06	0.00024717062478885055	4.2487554310355335e-05	2.5796100544539513e-06	0.0007201050757430494	1.0342620271330816e-06	2.455491312503e-06	1.9768131664932298e-07	0.00015727376739960164	0.0005562841542996466	9.454128303332254e-06	1.4684679854326532e-06	1.559283333563144e-07	4.442579211172415e-06	1.281556023968733e-06
SLC1A4	0.00017852433666121215	0.00024406293232459575	0.0005008110892958939	0.00021652691066265106	0.00011057404481107369	0.0002290053671458736	0.00010257642134092748	0.0015258530620485544	0.00019419981981627643	6.540149115608074e-06	0.00024072751693893224	6.322782428469509e-05	5.058797978563234e-05	0.00021253358863759786	7.908544648671523e-05	0.00012555114517454058	8.64807516336441e-05	7.998154615052044e-05	0.00018953694961965084
SLC24A3	1.3830964462613338e-07	6.198287394454383e-08	7.865912721172208e-08	9.662553202360868e-05	7.180253305705264e-06	6.612418656004593e-05	0.0001235709059983492	3.648775646070135e-07	4.699057853940758e-07	5.192677417653613e-05	5.7414716138737276e-05	3.323968655877252e-08	5.8491379604674876e-05	0.0004247580945957452	0.0020899863447993994	6.1120353223032e-08	1.6137938985139044e-07	1.0867193850572221e-05	7.833235576981679e-05
SLC25A19	0.00013014940486755222	0.0002384566905675456	0.00017773170839063823	0.00019433142733760178	6.592788122361526e-05	4.092993549420498e-05	2.4421975467703305e-05	0.000270231714239344	0.0007551443413831294	0.00015395617811009288	7.291111251106486e-05	0.0001195936492877081	7.610310422023758e-05	4.8279500333592296e-05	1.0364603440393694e-05	6.543689960381016e-05	0.00028448240482248366	7.162884867284447e-05	3.931589162675664e-05
SLC25A5	0.0005726848030462861	0.0007426892407238483	0.0008621503948234022	0.0014277372974902391	0.0004313762183301151	0.000728369050193578	0.00031657531508244574	0.0004605826106853783	0.000689465319737792	0.0008332423167303205	0.0005935258232057095	0.0007715413230471313	0.0001712764787953347	9.034973481902853e-05	0.0004021386557724327	0.0002545678289607167	0.0006809226470068097	0.00053543655667454	2.6082176191266626e-05
SLC25A6	0.0007509625284001231	0.0012390816118568182	0.001026549143716693	0.00046021706657484174	0.0007180190877988935	0.002084007952362299	0.0016045247903093696	0.0012061160523444414	0.0007002802449278533	0.001652056584134698	0.001059413654729724	0.001958116888999939	0.0009548004600219429	0.00030734261963516474	0.0007991315796971321	0.00043386511970311403	0.0018124092603102326	0.0013182655675336719	0.00020504555141087621
SLC29A1	1.958597385964822e-05	3.620483767008409e-05	3.6090284993406385e-05	0.00039628471131436527	0.00028564088279381394	0.0009472654201090336	0.000218233180930838	0.0001754362165229395	0.0003035322006326169	0.0007573760231025517	0.0006092552794143558	1.3862355444871355e-05	0.0005787617992609739	7.572559843538329e-05	0.00038288492942228913	0.0009297878132201731	3.28567111864686e-05	0.0017090351320803165	0.0008905941504053771
SLC2A6	0.00023281174071598798	3.115374784101732e-05	0.00020404327369760722	3.034013025171589e-05	9.739391680341214e-05	5.7848206779453903e-05	3.408250995562412e-05	0.00022896972950547934	0.00026903374237008393	3.6999210806243354e-06	0.00010254020162392408	7.081155490595847e-05	8.068305760389194e-06	7.846690277801827e-05	0.0012836401583626866	0.00010871631093323231	0.001009620726108551	1.1807413102360442e-05	3.2820573778735707e-06
SLC31A1	9.378699905937538e-05	7.043279765639454e-05	0.00012905643961858004	0.00048481751582585275	7.16611830284819e-05	0.0003687345888465643	0.0002649885427672416	0.00021833047503605485	0.0007207749877125025	0.0002068330068141222	7.619608368258923e-05	8.169929787982255e-05	0.00016527532716281712	0.0002661135804373771	1.6207684893743135e-05	0.00011537045065779239	4.2327152186771855e-05	5.229234739090316e-05	0.00023937693913467228
SLC31A2	3.1061554182088e-05	0.00015168746176641434	5.993881495669484e-05	8.967748726718128e-05	6.1002763686701655e-05	0.000339968828484416	0.0001481685321778059	0.00011336487659718841	0.0008861605310812593	0.00016758150013629347	4.9853373639052734e-05	8.685436478117481e-05	0.00010746468615252525	0.00020182425214443356	1.992184297705535e-05	4.030740092275664e-05	1.3341837984626181e-05	8.889050513971597e-05	0.0006773946224711835
SLC35G2	0.00011453057231847197	0.00015449538477696478	1.9770335711655207e-05	2.9650361739186337e-06	6.697447679471225e-05	0.00020505808060988784	7.364185148617253e-05	4.216446905047633e-05	2.7549187961994903e-06	5.192984190216521e-06	6.781255069654435e-05	4.683514634962194e-05	0.0002697263262234628	0.00010974160250043496	1.099915971281007e-05	0.0007632338674739003	5.989708711240382e-07	0.00022607082792092115	2.2034453195374226e-06
SLC37A2	3.4685785976762418e-06	2.9776483643217944e-06	3.5122138797305524e-06	2.3081225663190708e-05	1.5943329344736412e-05	1.5292760508600622e-05	1.903627889987547e-06	2.7935178877669387e-05	0.0013937572948634624	2.8282865969231352e-06	5.150231459083443e-07	1.4559500982613827e-07	5.077633886685362e-07	1.0790998885568115e-06	1.2675046491494868e-05	2.6177376639680006e-06	0.00010241343261441216	6.791674240957946e-05	3.186843571256759e-07
SLC38A1	0.000999171519652009	0.0007688325713388622	0.0005906355218030512	0.00033023409196175635	0.00015351099136751145	8.83863540366292e-05	9.362097443954553e-06	0.00014418699720408767	2.9629513846884947e-06	0.0001083806055248715	6.0996746469754726e-05	0.001074355561286211	5.750302989326883e-06	4.48370301455725e-05	1.089617762772832e-05	5.0927021220559254e-05	0.0005768288392573595	8.935655932873487e-05	0.0017953489441424608
SLC38A11	3.513830506562954e-07	1.886856466626341e-07	1.4171192219691875e-07	1.0889346668818689e-07	1.2148502719355747e-05	3.893026132573141e-06	1.6920524785746238e-06	7.224007276818156e-07	6.777706857974408e-07	3.2158805396420576e-08	0.0013822774635627866	9.686564794719743e-08	5.292076366458787e-06	2.658326593518723e-06	0.0005152468802407384	9.290728542055149e-08	0.00016446156951133162	1.0210817890765611e-05	1.3521575965569355e-06
SLC39A11	0.00023661671730224043	0.0001856390736065805	0.00017193600069731474	0.0001992599427467212	7.390224345726892e-05	0.00016229959146585315	0.00010749270586529747	0.0004357245925348252	0.0002693811838980764	7.382257172139362e-05	0.0001917959307320416	0.0001483002706663683	3.502986510284245e-05	9.568592213327065e-05	0.0009713047184050083	0.00010034896695287898	0.00014108495088294148	5.578775017056614e-05	0.00020913101616315544
SLC39A13	0.0001928165293065831	0.00026900169905275106	0.0002513762447051704	9.420835704077035e-05	0.0001537151401862502	0.0005131012294441462	0.0006321785040199757	0.00011543492291821167	0.0001742696767905727	7.90043268352747e-05	0.0003227634879294783	0.00023595965467393398	0.00041202362626791	0.0012415667297318578	3.971483602072112e-05	0.0002238124725408852	0.00010946829570457339	0.000179406808456406	0.00024540015147067606
SLC39A4	0.0001723629975458607	0.00013848007074557245	0.0002664419589564204	0.0005783120868727565	0.0001071569204214029	0.00039842212572693825	0.00044730911031365395	0.0003092448750976473	0.00014858896611258388	0.001322780386544764	6.298093649093062e-05	0.000168261380167678	4.7547462600050494e-05	6.971268157940358e-05	0.0002367085253354162	6.996752927079797e-05	0.00014463154366239905	0.0003916718706022948	4.727041959995404e-05
SLC39A6	6.247464625630528e-05	4.333453034632839e-05	3.790167102124542e-05	0.0005178619758225977	9.280566700908821e-06	0.00014979044499341398	6.54415343888104e-05	2.6156763851759024e-05	2.0465209672693163e-05	0.001025962526910007	4.676722164731473e-05	4.409662142279558e-05	4.7040095523698255e-05	6.280316301854327e-05	3.252792885177769e-05	7.440045465045841e-06	3.605829260777682e-05	2.353867603233084e-05	0.003451240248978138
SLC43A2	4.607884693541564e-05	6.682817183900625e-05	4.644615910365246e-05	0.0002040332619799301	0.00019745237659662962	5.677766239386983e-05	6.16027318756096e-05	0.00020912615582346916	0.0012060925364494324	0.0002947756147477776	1.512217477284139e-05	2.2230353351915255e-05	0.00016162419342435896	0.00010979931539623067	0.00011280005128355697	6.267695425776765e-05	0.00020184270397294313	8.692260598763824e-05	0.0006754969363100827
SLC43A3	0.00016385779599659145	0.0002171169180655852	0.00025779358111321926	0.00012753541523125023	3.82308462576475e-05	0.0003396725805941969	0.00010044833470601588	1.3655825569003355e-05	0.0007887217216193676	1.7402986486558802e-05	0.0005400945665314794	0.0001334158587269485	0.00034094430156983435	0.0001591961336089298	0.0007571139722131193	0.0002773183223325759	2.3396034521283582e-05	0.0005043856799602509	1.0042615940619726e-05
SLC44A1	0.00011928270396310836	7.726387411821634e-05	3.7962709029670805e-05	0.00016590584709774703	0.00012194851296953857	0.0004253097577020526	0.00041182481800206006	0.0009431297075934708	0.0001999498635996133	0.00012960263120476156	0.00019154197070747614	0.00018097682914230973	0.0006272666505537927	0.001392988720908761	0.0010731734801083803	0.00026397069450467825	6.638425111304969e-05	9.993226558435708e-05	0.000715872272849083
SLC44A4	2.5543588435539277e-06	4.864711513619113e-07	7.107881856427412e-07	0.00016632060578558594	7.942222509882413e-06	5.232934927335009e-05	1.1656504028678683e-07	1.9522300931384962e-07	1.0213044987494868e-07	9.321663674199954e-05	1.0900470925889749e-07	9.326752774541092e-07	2.2311816394449124e-07	6.428618348763848e-08	5.438773200694413e-07	0.00015376943338196725	3.5764767858381674e-07	2.2036458176444285e-05	0.0036076284013688564
SLC45A3	5.03945102536818e-07	1.511425153921664e-07	1.4922463265065744e-07	2.169128038076451e-06	2.4594657588750124e-05	6.847073109383928e-06	1.9562008674256504e-05	2.0428049651854963e-07	2.948299515992403e-05	2.625043862281018e-06	3.849116183118895e-05	6.2941630574187e-08	3.595259477151558e-05	1.3244336514617316e-05	0.005661248229444027	3.0030851121409796e-05	4.646979141398333e-05	8.162593439919874e-05	5.463835606178691e-08
SLC50A1	0.0002397268544882536	0.00030525901820510626	0.00028452466358430684	0.0008614673279225826	0.00031958476756699383	0.00015677171177230775	0.00039335136534646153	0.0008642912725917995	0.0002338685153517872	0.0011537373065948486	0.00010388746159151196	0.0002564731694292277	0.00011984349112026393	0.00011298452591290697	0.00015784318384248763	0.00018040540453512222	0.00036097137490287423	0.00020257409778423607	0.00027069225325249135
SLC6A9	4.3722855025407625e-07	1.5993379065548652e-06	5.168795382815006e-07	0.00016803570906631649	7.096412446117029e-05	0.00045100811985321343	7.549743168056011e-05	0.0002776878827717155	1.3281628241657017e-07	7.547915447503328e-05	0.0008020206005312502	8.389111627593593e-08	2.540629247960169e-05	7.4683666753117e-05	5.393305400502868e-06	1.6898745514026814e-07	4.997931682737544e-06	5.1570583309512585e-05	3.091613689321093e-05
SLC7A2	3.4449345776010887e-07	5.7951702103764546e-08	3.2816703310345474e-07	0.00013009159010834992	4.392545179143781e-06	7.271293725352734e-05	2.0299910374887986e-06	6.25827340172691e-07	4.523565522163153e-08	9.891657828120515e-05	0.0005228924565017223	6.783558887946128e-07	0.00039050428313203156	5.878730917174835e-06	6.114608822826995e-06	6.7366072471486405e-06	9.504614695288183e-07	1.0325114089937415e-05	0.0041354987770318985
SLC7A5	0.0010979759972542524	0.0006407038890756667	0.0013165215495973825	0.00028336988179944456	0.0001644563744775951	0.00020682440663222224	8.08996192063205e-05	0.0004378940793685615	0.00011525537411216646	4.988451109966263e-05	6.952317198738456e-05	0.00020263344049453735	1.6912939827307127e-05	2.4321443561348133e-05	0.0002030728355748579	1.2687813978118356e-05	0.00017846046830527484	0.0002843968977686018	5.7210796512663364e-05
SLC7A7	1.0625432196320617e-06	1.256861537513032e-06	4.7560774874000344e-06	7.932554240142053e-07	0.0001268499909201637	2.35732823057333e-05	5.323360892361961e-05	0.00046887004282325506	0.001786509994417429	1.9660169527924154e-06	8.406514098169282e-06	2.6453793111613777e-07	0.00014276122965384275	6.261233647819608e-05	1.5570964251310215e-06	2.4770752133917995e-05	0.0001900745410239324	8.837482710077893e-06	6.336987894428603e-07
SLC8A1	6.934680527592718e-07	3.339835359383869e-07	7.178410328378959e-07	1.379879563501163e-06	1.700973734841682e-05	1.2213985428388696e-05	1.0348795740355854e-06	7.565967621303571e-07	0.001114723039790988	5.927574520114831e-08	0.00030520596192218363	1.675321215088843e-07	4.022174471174367e-05	7.572173672087956e-06	4.320678215208318e-07	0.00016205791325774044	4.6506289663739153e-07	1.4853525499347597e-05	9.336864792430788e-08
SLC9A3R2	3.8010518892406253e-06	4.393810286273947e-06	7.95323467173148e-06	0.00010612243204377592	0.00026681952294893563	0.00034677909570746124	9.499256702838466e-05	1.0732729606388602e-05	1.0372792530688457e-05	8.193110988941044e-05	7.817404548404738e-05	6.6095385591324884e-06	0.00026154116494581103	0.00011023588012903929	1.8215261661680415e-05	0.001960944151505828	9.877099955701851e-07	0.00011585640459088609	0.0007422496564686298
SLCO2A1	2.0826270485940768e-07	1.5571121991797554e-07	2.019886267135007e-07	2.5274591735069407e-06	6.309919263003394e-05	1.594734931131825e-05	9.013345334096812e-06	4.993424340682395e-07	1.350417022649708e-07	1.0878626426347182e-06	4.814214094039926e-07	1.2554578177059739e-07	1.518375938758254e-06	3.0522813176503405e-05	4.017709215986542e-06	0.0019446309888735414	1.5654879916837672e-06	2.5888311938615516e-05	3.1278987080440857e-06
SLCO2B1	3.1586429827257234e-07	2.3838444462853658e-07	5.138332994647499e-07	2.4657813924022776e-07	1.0653034223651048e-05	1.617796783648373e-06	9.041651196639577e-07	1.3695209872821579e-06	0.0017982689896598458	5.671175884458535e-08	3.6796265590055555e-07	1.110734757503451e-07	2.4906916223699227e-05	4.63924749283251e-07	0.0005699307075701654	0.0003324378631077707	3.4880360999522964e-07	1.648094666961697e-06	2.676402210965989e-08
SLCO3A1	0.00011569475464057177	3.814263254753314e-05	2.405990926490631e-05	6.965020293137059e-05	0.0002467478334438056	7.494906458305195e-05	4.22273478761781e-05	1.8566572180134244e-05	0.00018918509886134416	0.00015990115934982896	0.000949814566411078	0.000192659193999134	0.00017496886721346527	0.00014162709703668952	0.0002728823747020215	0.00023509374295827	2.963000270028715e-06	0.0002624150656629354	0.00018919013382401317
SLF1	0.001032334752380848	0.000490697450004518	0.0012390385381877422	7.292663212865591e-05	8.461287507088855e-05	0.00016787134518381208	1.4474963791144546e-05	3.9886668673716486e-05	2.2333982997224666e-05	9.81074663286563e-06	4.1051771404454485e-05	0.0003801373241003603	0.00014834292232990265	6.108117668190971e-05	8.728882676223293e-05	4.6207322156988084e-05	0.0001253324735444039	7.739982538623735e-05	0.0001423348148819059
SLIRP	0.0003125371295027435	0.0006182765355333686	0.0006289629964157939	0.001400599954649806	0.00037018186412751675	0.0006083680782467127	0.0008698545279912651	0.00046320658293552697	0.00046099533210508525	0.002221813192591071	0.0005108590121380985	0.0003917714930139482	0.0003921035095117986	0.00026096327928826213	0.00024511624360457063	0.0003904211916960776	0.00023933456395752728	0.0007231952040456235	0.0001655732048675418
SLIT2	6.744445499862195e-07	2.4886810479074484e-07	3.1975440606402117e-07	1.005266767606372e-07	1.5971405446180142e-05	0.0001391922851325944	0.00013358538853935897	5.419050808086467e-07	1.6451387807592255e-07	3.2316501119566965e-07	9.419973503099754e-05	2.47242769546574e-06	0.0027782106772065163	0.0009222712251357734	1.1259124221396632e-05	2.539723936934024e-06	2.125788824969277e-07	5.0584985729074106e-06	6.588089149772713e-07
SLIT3	3.4527090519986814e-06	5.115452381687646e-07	1.576872477926372e-06	5.676218393091403e-07	2.085570667986758e-05	2.51845831371611e-05	0.00017838328494690359	1.6602466530457605e-06	2.8997508252359694e-06	7.403904760394653e-07	0.00136024528183043	1.5371857671198086e-06	0.0018334147753193974	0.0010470534907653928	8.091179552138783e-06	4.6658096835017204e-06	1.0894384558923775e-06	2.8701970222755335e-05	3.740108468264225e-06
SLPI	4.6922564251872245e-06	4.315363185014576e-06	7.921628821350168e-06	0.00016882698400877416	1.8772794646793045e-05	7.175501195888501e-06	4.773743512487272e-06	1.8822624952008482e-06	6.263529030547943e-06	9.151469566859305e-05	1.6471242361149052e-06	2.779525175355957e-06	2.014020356000401e-05	3.947107416024664e-06	6.624811703659361e-06	1.3173381603337475e-06	1.6069135426732828e-06	1.3180818314140197e-05	2.1334594180189015e-07
SMAD1	1.3456760825647507e-05	9.692479216028005e-05	1.584860547154676e-05	5.5854558013379574e-05	9.648720879340544e-05	0.00014653769903816283	0.00015768127923365682	1.99060696104425e-06	2.1872800061828457e-05	0.00014656632265541703	0.00012401390995364636	1.870773485279642e-05	0.00026131144841201603	0.00026970525505021214	3.288132938905619e-05	0.0012604690855368972	2.8360548185446532e-06	0.00044893595622852445	0.00028615622431971133
SMAD9	2.928402977886435e-07	9.758402939041844e-07	2.2485906470137706e-07	1.2849417316829204e-06	4.9689104343997315e-05	3.0503397283609957e-05	0.00019751762738451362	1.3207767324274755e-06	8.98401935955917e-07	8.360569154319819e-06	4.122416794416495e-05	1.5113078006834257e-06	0.0006007617921568453	0.00019704150327015668	1.1116710538772168e-06	0.0006996938027441502	6.064703939046012e-07	0.00042396484059281647	5.44173781236168e-06
SMAGP	0.0004355621349532157	5.453159610624425e-05	3.784573345910758e-05	7.431909762090072e-05	0.00012573467392940074	0.00037938336026854813	0.00012668459385167807	1.9282593711977825e-05	1.2638765838346444e-05	0.00010652672790456563	1.2924739166919608e-05	0.00020320876501500607	0.00017311035480815917	8.20072673377581e-05	7.908949191914871e-05	0.0008122476283460855	0.0005526939639821649	0.0005599685246124864	6.25230313744396e-06
SMAP2	0.00025998963974416256	0.0009348695166409016	0.0005055996007286012	6.439107528422028e-05	0.00015992732369340956	9.199484338751063e-05	2.865112946892623e-05	0.00017724157078191638	0.00035675978870131075	1.1904523489647545e-05	8.597590203862637e-05	0.0007880217744968832	3.634777749539353e-05	3.5325720091350377e-05	1.7066167856683023e-05	2.132272675225977e-05	0.0007543564424850047	1.8239828932564706e-05	0.00033557030837982893
SMARCB1	0.0005458776722662151	0.0007498658960685134	0.000615499506238848	0.0005580972647294402	0.0003769234463106841	0.0009822467109188437	0.0007606965955346823	0.0007067350088618696	0.0002685141225811094	0.0003927851503249258	0.0005890614120289683	0.0004844304930884391	0.00029436976183205843	0.00032773218117654324	0.0002354634489165619	0.00027392071206122637	0.0012298241490498185	0.0005690210964530706	8.802147931419313e-05
SMC1A	0.0007002594065852463	0.0005311585846357048	0.0006963243940845132	0.0008019006345421076	0.00011685604113154113	0.00019434510613791645	0.00018014763190876693	0.00020494230557233095	0.0003058569272980094	0.00012599061301443726	0.00028975788154639304	0.0005069517646916211	0.0002625349152367562	0.00019349528884049505	9.329405293101445e-05	0.0003009446954820305	0.00029363500652834773	0.0003458670689724386	0.0003985310613643378
SMC2	0.0004394274146761745	0.0002779724891297519	0.00013207687879912555	0.0012833320070058107	6.077744183130562e-05	0.00013335233961697668	0.00010392811964266002	9.937174763763323e-05	0.0001335813431069255	7.41470284992829e-05	0.00010270632628817111	0.00018878254923038185	0.00014720731996931136	9.629333362681791e-05	0.00013554308679886162	0.00018458273552823812	0.0001945206749951467	4.371530667413026e-05	8.176719711627811e-05
SMC3	0.0005288281245157123	0.0007430438417941332	0.0007700477144680917	0.0005948335165157914	0.0002222490293206647	0.00017117361130658537	0.00021057110279798508	0.00019524744129739702	0.0001451945718144998	0.00020612440130207688	0.00019762224110309035	0.0005752441938966513	0.00023394539311993867	0.0001494172029197216	0.0001667088217800483	0.00024350601597689092	0.000250247452640906	0.00032140681287273765	0.000313738826662302
SMC4	0.00033708737464621663	0.0006248924182727933	0.0005959541886113584	0.001352087827399373	0.00014212600945029408	0.00016616182983852923	0.00023797183530405164	0.0001314542314503342	0.00010142098471987993	1.8213120711152442e-05	0.0001191393967019394	0.00020851529552601278	6.346877489704639e-05	0.00019648157467599958	0.00025481468765065074	0.0001076850967365317	0.00018931033264379948	7.729588105576113e-05	0.00017034143093042076
SMC6	0.0005366245750337839	0.0005014751804992557	0.0003638108028098941	0.0001971335877897218	0.00014657402061857283	0.00038913459866307676	0.00015294681361410767	0.00011846329289255664	9.232741285813972e-05	6.611028220504522e-05	0.0004456697788555175	0.0002402468235231936	0.00020280812168493867	0.0003966887597925961	5.837696880917065e-05	0.00026952786720357835	0.0007820440805517137	0.0002112511283485219	0.0002481377450749278
SMCO4	4.992851609131321e-05	0.0003370711056049913	0.0004264127346687019	0.00020472060714382678	0.0002155150577891618	9.724123810883611e-05	0.000932471826672554	0.0001407971722073853	0.000847172224894166	8.037357474677265e-05	3.646452751127072e-05	0.00010360479063820094	6.102826228016056e-05	0.0007837989833205938	6.520594524772605e-06	0.00015414475637953728	0.00010503769590286538	9.59379758569412e-05	1.749822445162863e-06
