Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32
CDC42EP1	4.879047992289998e-06	1.0088318049383815e-05	3.818963705271017e-06	4.858029569732025e-06	1.4529343388858251e-05	7.535795884905383e-05	0.00016854309069458395	4.526889097178355e-05	0.0007194490171968937	0.0006896810955367982	6.948429472686257e-06	0.00022881418408360332	0.0004759963194373995	6.54855030006729e-05	5.897933306187042e-07	9.810324991121888e-05	0.00010439463949296623	6.805415068811271e-06	0.00021867739269509912	0.00035044841933995485	0.0003666329139377922	0.0007569319568574429	1.582663389854133e-05	0.0005853715119883418	0.0006470510270446539	6.0073205531807616e-05	4.8579055146547034e-05	0.0010846478398889303	4.675621312344447e-05	0.00022101325157564133	3.525566353346221e-05	2.370263700868236e-06
CDC42EP2	7.761152119201142e-06	4.500868271861691e-06	3.598620196498814e-06	7.619067901032395e-07	1.0504050806048326e-05	0.00013206579023972154	0.003102167509496212	1.1329390872560907e-05	0.0009911854285746813	0.00026634742971509695	5.45285956832231e-07	3.6355711927171797e-05	0.0006955207209102809	5.238312496658182e-06	1.9720117450106045e-07	5.002633042749949e-05	0.00012981325562577695	6.082296977183432e-07	3.4846951166400686e-05	7.13627741788514e-05	0.0002520251728128642	0.00019029802933800966	6.119663339632098e-06	7.963586540427059e-05	0.00038723304169252515	1.6067560864030384e-05	2.6476840503164567e-05	0.0002325039531569928	8.948321919888258e-06	0.00012040187721140683	0.00011035645729862154	3.981686518272909e-07
CDC42EP3	0.0007595417555421591	0.0001008575054584071	0.000939959310926497	0.0001134155027102679	8.856623753672466e-05	7.811831164872274e-05	9.782970300875604e-05	0.0002568867930676788	0.00031663355184718966	0.00019514092127792537	0.0008824184187687933	0.00016933023289311677	1.7499116438557394e-05	0.00016057507309596986	0.00041534172487445176	0.00014110833581071347	0.000124100930406712	0.00029197815456427634	0.0009341796976514161	0.00019045182853005826	0.00053266785107553	1.2016191249131225e-05	4.271809302736074e-05	0.00011511597404023632	0.00039153656689450145	0.00012480303121265024	0.00019493242143653333	0.0004288049240130931	0.0002644631895236671	0.0014527428429573774	2.183001379307825e-05	0.0008196374983526766
CDC45	1.133519234031155e-07	7.35802018425602e-07	4.1173342424372095e-07	1.4008966786605015e-07	1.3778546872345032e-06	7.846516041354334e-07	2.2274607545114122e-05	6.046516318747308e-07	3.0789881293458166e-06	5.720229978578573e-07	2.972475613205461e-06	4.593171070155222e-07	7.65434151617228e-08	2.658682660694467e-06	5.6712924134671994e-08	4.8169899855565745e-06	3.7548396392139693e-08	2.3772959423240536e-07	8.564602467231452e-06	2.8684137305390323e-06	3.707760640736524e-07	1.6268104729988409e-07	1.2226485068822512e-06	2.3882187178969616e-06	2.7129868840347626e-07	0.001758849830366671	8.472690751659684e-06	8.41436715859345e-08	4.669294867198914e-06	5.513409746527032e-07	3.7998511004389e-09	4.701669809037412e-07
CDC6	1.3605720994291914e-07	1.3974828050322685e-07	4.7358307142530975e-07	0.00018604165234137326	3.77240121451905e-06	8.244755917985458e-07	1.4459155863733031e-05	1.2955244983459124e-06	2.600272637209855e-07	2.046571125902119e-06	1.3571998351835646e-06	5.943226142335334e-07	3.464033625277807e-06	6.979127647355199e-06	9.299705538978742e-08	5.2310160754132085e-06	5.822313369208132e-07	3.8075188513175817e-07	1.0232291970169172e-05	0.07577616721391678	4.5490020283978083e-07	3.9138203078437073e-07	1.0434388286739704e-06	1.869311381597072e-05	8.023201303331007e-07	0.0012729545123875141	1.1324838851578534e-05	1.618139293668719e-07	4.938013717037393e-06	3.6281471693655476e-06	1.0941826076305006e-06	5.493899948305625e-07
CDCA2	2.0668083777763968e-07	1.3839873247434298e-07	3.660286722606543e-07	1.4711190488014836e-06	3.2887683119042777e-06	2.2999915927357506e-07	5.0229687076353e-06	9.968592848963453e-07	8.928675043762269e-08	6.551354658768105e-07	4.988439741282491e-07	5.896400239180366e-07	4.521591563388938e-07	7.184988135122694e-06	5.712280071179521e-08	5.2057785069337115e-06	1.5140011555558885e-06	1.4847168472442718e-07	2.3653736207052134e-05	3.424882152103237e-06	3.0295911983557744e-06	3.0063799840718275e-06	1.0152800768992165e-06	2.4209844923461787e-05	1.5737145986349788e-07	0.003125362563878298	1.1883656952704769e-05	6.508553269668482e-07	4.885003818344558e-06	1.985464768949896e-05	1.4379828598976019e-06	2.565237195994996e-07
CDCA3	2.1826551233061764e-07	6.547099928866373e-07	3.473756464700273e-07	3.761829066206701e-05	3.856515832012519e-06	2.5787687718548113e-06	9.669939572631847e-06	5.657149131366168e-07	1.6754644320826628e-06	5.604720627161441e-06	2.5529911908961367e-06	5.028541636420414e-07	1.8700821158290637e-07	3.8919215512578376e-06	8.345978841362012e-08	5.1952406465716194e-06	1.577495254423411e-07	2.3361953935818747e-06	1.7306949303019792e-05	4.109054771106457e-06	7.080308250806411e-07	3.2820692013046937e-06	1.4943324231353472e-06	1.5307223293348216e-05	2.8521711215034884e-07	0.0037246227730065584	8.786719263298437e-06	1.7238282623566192e-07	4.624861048796447e-06	6.254874165279034e-07	1.3117213981672649e-08	2.308436961584448e-07
CDCA4	6.91107488819398e-05	0.0003460142179392278	0.00019294922822155058	4.1849169065244496e-05	0.00011433295003371313	5.04278541484382e-05	0.00015898281708359718	0.0007613404304720461	7.143614493543282e-05	4.946109402226284e-05	0.0004708126652985811	3.403352093300782e-05	0.00011406307021388784	5.032282570027746e-05	0.0001263636804651469	8.272152626886964e-05	0.0002480599796399474	0.00016227980086114258	0.00021763192489743233	0.00019094125309493393	0.00015983918274287134	6.658983329543844e-05	4.298124258639291e-05	0.00015474966494366527	6.276655767578632e-05	0.001245081308297813	0.0003199140774086118	0.00039075364475138485	0.00010767836647573858	0.0001738069549901411	0.00010961144289467484	0.00041247319313697517
CDCA5	1.3448939739646448e-07	1.2919991831950028e-07	8.404908271586464e-07	1.4861223007756053e-07	1.5383980098704342e-06	1.5692654642407433e-06	4.1937695641536266e-05	5.622940193461545e-07	3.79145376427914e-06	3.020173977574814e-08	1.6384220771215041e-06	5.647209491144167e-07	1.1055504245405245e-07	2.6014533887064317e-06	6.707526978289025e-08	5.226690973358927e-06	3.8200976604230164e-08	1.460619841964217e-06	1.0315393410564866e-05	3.583846137189539e-06	2.4733586201364233e-07	1.6805988423129747e-07	1.171445774161839e-06	2.677885049706674e-06	4.18830813941895e-06	0.0030316300690174103	8.258521120296791e-06	8.377471516496371e-08	4.280099801690085e-06	6.080769026084454e-07	1.0044856502133825e-08	3.7441625977407966e-07
CDCA7	5.161115768714808e-05	0.0004982062964700162	0.00017842544184532017	6.192808541527484e-07	9.552135452395305e-06	1.9256442556070397e-06	0.00013402311014942825	8.557286491850391e-06	2.8508429750218056e-07	3.830330115306424e-07	0.0005376518238335848	9.249287541024387e-05	9.050277185451705e-06	1.0958523489534855e-05	7.596873956572381e-07	6.283627590164542e-05	2.2503685613628477e-05	2.778495581878815e-05	5.92256874369923e-05	4.0299968532053754e-05	5.5157855967991054e-05	0.0004230690828990191	4.85295868202229e-06	3.744184868992306e-05	3.0827175123704365e-07	0.0012189833214506507	5.0235361413797364e-05	9.384115401189774e-06	1.621590490685776e-05	2.701102312130388e-05	1.3529008811019594e-06	0.00010076985927298665
CDCA7L	1.9672379494295456e-06	0.00018296189955435693	8.817068010102957e-05	0.00010586844291538	0.00021124447812326252	6.686314009130001e-05	2.3521124603576027e-05	7.580649253213778e-05	1.1689694190408773e-07	9.807225433178246e-05	1.651610182307195e-05	1.795964635675773e-05	7.03481855452992e-05	3.901809031958692e-05	6.108520756242797e-05	6.172656867420301e-05	0.00015926387277431786	0.001129983109422028	5.185723057365976e-05	6.525271601276472e-05	0.00045592201058752835	9.261312516173348e-05	5.464061814564047e-06	0.00011331621499266475	5.025348173148814e-07	0.0005686951917596161	4.512562372838147e-05	7.501307845814154e-05	9.592551941750571e-05	5.039733423473081e-06	2.9373515644692816e-05	5.722005516872741e-05
CDCA8	3.076605480600847e-06	6.136561978564714e-07	4.287004230718594e-06	9.547463832859648e-07	3.272690946687362e-06	2.6744026399683207e-05	4.633165190170985e-06	1.2101188531232765e-06	7.052821729303105e-06	2.397198841208592e-06	7.402281880786177e-06	8.177125323527434e-07	3.62490169436569e-07	3.0883143153914716e-06	1.0961582574964268e-07	1.0699525773816276e-05	6.13255934922563e-08	1.0685444976843428e-05	1.1187153177161235e-05	4.626236204785528e-06	1.1432790643084445e-06	1.1037027434213087e-05	1.7280854081036523e-06	1.778067962732166e-05	5.357615009415895e-07	0.0027652536518871784	9.758235137269367e-06	2.3970831080077915e-06	5.6430030781484675e-06	6.138726348581258e-06	1.6960237189778127e-05	3.3404171517759096e-06
CDH1	1.525135871816019e-06	7.554904732387513e-05	8.11749941931339e-07	4.566575626085978e-06	1.7006645975925494e-06	2.743365030255518e-06	6.484585810540011e-06	3.5392095014685765e-05	2.1736551047979447e-07	4.845891908189515e-06	1.3762430626229616e-06	0.00019822786271106452	3.714286549438839e-07	2.3050101845001336e-06	6.848846112461615e-08	5.280294317344669e-06	4.923201231576968e-06	2.9639650165336207e-06	1.3318124729266856e-05	5.261759270069888e-06	0.0002866120485123247	2.607494025141932e-06	1.881254661384446e-06	0.0002813683822751045	4.1763857439036656e-07	1.0478790500201285e-05	1.0129361726285424e-05	1.277991259485134e-07	4.785142209584592e-06	1.0895676041400293e-06	0.0011571107897907495	1.2112735021219123e-05
CDH11	1.3574315744335763e-05	7.1645672505837865e-06	0.00027320615481585264	9.156091209661099e-07	1.5874569726292975e-05	6.696608920719882e-07	0.0001563723781146109	2.9402159270830452e-05	1.0594380910333712e-05	0.002287441398948431	1.9168980998074403e-06	1.1108075341326185e-05	0.00048417545622214675	1.3511926226783544e-05	5.272499379316287e-07	5.615346526610665e-05	3.0666255042888224e-05	7.177950465120375e-07	0.0002385277475696057	9.316991781815886e-05	0.0001678228290984407	6.505034980364144e-05	0.0021075839176774025	1.4693297089252155e-05	6.772857886971906e-05	8.962850188254379e-06	4.93615516461432e-05	3.145512528135441e-05	3.303509220131673e-05	0.00010728399502113461	0.00012022834562230855	2.0307081740611466e-06
CDH13	2.0352928231659462e-07	1.5520254237344489e-06	6.835369390501e-07	1.199807798002439e-06	3.970781108364463e-06	6.624505658692215e-06	3.233552888559643e-06	1.8291177639184752e-06	0.001822061836719513	0.00013929618580732495	1.4014797500294662e-07	1.8812496591635863e-06	6.554294600391586e-07	1.15071379696019e-05	1.37612389039532e-07	1.3839669918525033e-05	1.1564646484885088e-07	2.386001938248228e-07	1.8089589502778836e-05	1.9525770767359063e-05	0.00020147488976363093	0.00037659594090655446	2.707394742174074e-06	9.166546988126356e-08	0.0017127537867054343	1.106740569412068e-06	2.682800914044492e-05	4.719551361631602e-05	8.276261723949574e-06	0.00018273321620654315	4.6724295543754124e-07	4.486566496098021e-08
CDH5	5.68656741961604e-06	4.371043473838654e-07	1.5195972764558974e-06	3.412328908325435e-07	3.081174099861528e-06	7.209069963209913e-08	3.916013156413101e-06	1.8025173176283715e-06	0.0019198517547920346	2.8205599846842233e-06	9.021035651812781e-08	2.155844640583382e-06	4.761002855957486e-06	7.597884632559726e-06	4.156523516485322e-07	1.3306553228176199e-05	9.290788227644953e-08	7.937770192256721e-07	2.6101306502823718e-05	1.704854548734147e-05	7.428257958963513e-06	2.9130680445632606e-07	2.5217598249582807e-06	5.8692641857760464e-08	0.0033696191385388374	1.305774475213184e-07	2.8084934456273913e-05	2.4835408112267032e-06	7.772354001644999e-05	9.878302762444946e-07	9.190126348812555e-08	1.0680553685915584e-07
CDH6	4.980590802006191e-07	4.7215638687703176e-07	1.1786765981014469e-06	3.1595629934599856e-07	4.2651777221180964e-06	1.0460131250056293e-07	4.562788944895146e-06	4.416283445607405e-06	9.229404440702638e-08	2.7245530986874655e-07	1.0943929140694308e-07	1.9199248981749406e-06	1.2066778936059563e-06	1.0659708095772658e-05	1.8490153763650596e-07	1.8098089640261605e-05	7.496549159213828e-08	1.2156405659879965e-07	6.460714212153107e-05	2.2336294932756573e-05	1.1651184195216047e-06	0.0025364842731505632	4.914872533845482e-06	3.322916697356959e-08	8.449489996564807e-07	2.2956785983296868e-07	3.4625456464709714e-05	5.641669531541993e-07	2.136671719199512e-05	2.8831875624746317e-06	2.0403660982992733e-08	5.327348517880637e-08
CDHR3	0.0007085733814164996	1.531424823042471e-05	0.0006785592995584011	6.80640960126766e-06	6.8724007178389e-06	1.3337654536371701e-07	6.993526767473668e-05	0.00042186619248241186	0.00011841639934573323	3.960611593356589e-06	4.847359377890825e-05	4.421627818373963e-05	2.7670192139339633e-05	6.588652468053624e-06	9.83038944468717e-07	1.0516720976738725e-05	0.0003568389220163226	2.5581139198038727e-06	2.389188921370078e-05	0.0009517716243863106	6.173034489620477e-05	4.231152342981659e-05	1.1800783568105544e-06	0.0008441540994681418	3.258612196077593e-05	2.2752023141947575e-05	1.1979254850302823e-05	3.0136930945445783e-05	6.13472593613551e-06	5.0819842726923525e-05	0.0015079803997650743	0.0002114632079610601
CDK1	7.293257340279524e-07	7.351578688030713e-07	4.734837375508505e-07	3.8714460970368236e-07	2.4318921987287467e-06	6.806113560742233e-06	2.042798041657079e-05	1.0472854228282813e-06	3.545404615579173e-05	6.120231432760193e-07	4.888035164185567e-06	6.60958789922006e-07	3.85887346965319e-07	4.008571067970479e-06	6.431562127318102e-08	5.03113551530987e-06	1.1816631513283937e-06	7.141355808926164e-07	1.0984351320075803e-05	5.7355737226316705e-06	2.1066921362944413e-06	7.432020538544748e-06	2.3513071027991828e-06	7.451954297721386e-05	6.123510684119537e-05	0.002569511765614152	1.0446277883602306e-05	1.3132182630215539e-06	5.382168183132308e-06	2.376385737079545e-06	2.8290839892974873e-08	1.8349569472775329e-06
CDK15	1.7709068345084233e-07	1.036078245419958e-07	6.331752615551522e-07	2.815513653331436e-07	3.1655556540499674e-06	2.0958169955065387e-07	3.6651076698035467e-06	2.182761136282352e-06	2.8085482384199167e-08	6.500532617792487e-05	3.900424161429328e-08	6.404309829122212e-07	1.242389771505259e-06	1.3999871043779422e-05	0.003325639059767127	8.965873348643072e-06	5.235411748572005e-08	6.026487398003155e-08	3.158523395541124e-05	8.911381883081049e-06	2.063213514702511e-06	9.41829875955591e-06	1.6819921029309626e-06	1.7366412308206236e-08	2.1743606737345544e-07	6.482139269792242e-08	1.1983556760242209e-05	5.313352744451549e-07	5.606817012449028e-06	8.143289278450538e-07	7.649022748523748e-09	3.721661911981755e-08
CDK16	0.0003283875121269375	0.0004380014433991164	0.00047518187784589827	0.00029073780751787126	0.00029235679539851844	0.00016145349945873022	0.0002457870577927679	0.00014443998225033283	0.0002022042463067919	0.00028025967185385525	0.00026114663342013955	0.0003408157208468765	0.00019470753613859415	0.00014419161016121507	0.00015044357860460877	0.0003505904460325837	0.00015994285058695823	0.00021132365509402007	0.00012190936104161665	0.00022930908016860485	0.00041966562275774777	0.0002517269749660045	5.588689964497462e-05	0.0012787150917574763	0.00023131196212489158	0.0006749448948539793	5.0351143727311864e-05	0.0006738509982824326	8.996943506645039e-05	0.0004187638114672154	0.00040835479740053415	0.00028060111799277365
CDK18	3.163480926104967e-07	2.8282346420382964e-07	8.601595027357689e-07	2.9306482247193344e-05	4.721900404547341e-05	0.00010468662367202342	1.3251957170723472e-05	4.373543106339639e-06	1.165607500297483e-06	1.1388892744434997e-05	7.008179636613932e-07	0.009883971884846687	2.335642602702137e-05	1.066332606569631e-05	4.676435594319628e-07	2.149110150639899e-05	5.797710036858916e-05	3.1134891287365463e-06	0.00016701672575436532	6.884833419462666e-05	0.0002659569727256894	0.0007140800589695573	3.347392976138508e-06	0.0002443018020130694	1.3142424904799554e-05	5.249524110695347e-05	1.6227426385739818e-05	5.2939718443667516e-05	2.0131741621298715e-05	0.0009230939322151244	0.00011601920414250344	1.1289943131487234e-06
CDK2	9.035005496116355e-05	7.62094059609808e-05	0.00014335408923216164	3.9995346014620736e-05	8.637529390398413e-06	3.9398630178766325e-05	0.00010998958896379918	3.4980523196281865e-05	0.0002888607850763947	0.00013065111124888062	0.00018516115960665047	0.00019357299606781453	0.0001072284285328351	0.00015714844630565494	3.777594247367233e-05	2.268834759888705e-05	6.154266884550452e-05	0.00011782111687352881	5.5001080909278244e-05	1.720856744213961e-05	5.8650170103646815e-05	0.0002689997781999409	3.1897550343273906e-06	0.00020503930863924325	0.0001729071227600798	0.000949610024690628	2.5128081688308157e-05	9.416243119630963e-05	0.00013726577162742615	1.8782957340590656e-05	0.00018695469771046191	0.00012312742182984948
CDK2AP2	0.0007955527398735285	0.0005638687871396542	0.00013826737995259464	0.0011212179670110345	0.0006560293841175735	0.0003060181043110788	0.00023093991330824792	0.0004718951531685889	0.00017873937031254172	9.170408884529024e-05	0.001303213182836771	0.0003866393235512078	6.530095561174676e-05	0.0003805895976256579	0.0002912707859650254	0.0002207591023761779	0.0006734166527166963	0.00041629059705883265	0.0004086884146090597	0.0005914742941968143	0.00017496956570539623	0.00015659170458093286	0.0002751281135715544	0.0011719486210495234	0.0002336441248189658	0.0009680439252406359	0.000525351264514029	0.0007682733703404665	0.0003550135006662458	0.0012470644433051348	0.00023680590675212443	0.0007575257332064211
CDKN1A	4.262976290192455e-05	0.00044004415394738317	0.00023156392853707075	0.0006344775320030749	0.0005356678157113492	0.0006056437850929797	0.0002766659017652273	0.0002408051077509299	0.0001289866486331448	0.0002973248774651438	0.00010135803313460201	0.008502859622240067	0.00036699260817840695	0.0003599293122533709	2.1701054720324464e-05	0.00012925219198223203	0.00021115857816766948	0.00037660618545487523	8.21978974272497e-05	5.716467057936825e-05	0.000801163783762604	0.0004063850501552224	3.6057458601135295e-06	0.0002539262641221285	5.8127894590143114e-05	0.00019704611622728407	0.00010599424422252923	0.00033319395151920617	0.0003011428634636104	0.0028000427410006523	0.00024974660482257605	0.00016431686526630074
CDKN2A	4.627374801202677e-05	0.0003764363646041602	0.00010556309280218557	0.0001531334564788267	6.204747478477657e-05	3.831801222986542e-05	0.00025615168851800263	1.8033810192719102e-05	4.284560873202281e-06	0.0005081208655610681	0.0003237151831854135	7.165761053329334e-05	0.00021534896222874522	9.176530147669837e-05	7.699186244281009e-05	4.2147436033701524e-05	0.00010142396058654413	4.2759515054058284e-05	5.592890011030249e-05	5.388390854932368e-05	0.00020080467220395803	1.8320222807233222e-05	7.358059519901872e-06	0.0008397198980674148	1.2823622455471195e-05	0.0009486736380495131	1.8246497347718105e-05	0.0005548985209316015	3.442588422331028e-05	5.6439428590238094e-05	1.4973524230299518e-05	8.49621428642422e-05
CDKN2C	8.420352969551459e-05	0.00023287847579922527	3.6447268939809874e-05	0.0005275137373246253	0.00015396795060951263	4.1164363210555166e-05	7.298049604287371e-05	0.00018244091188535094	3.372406354174018e-05	0.00020849707652814686	0.0001610852195881307	0.0003426997282076627	0.0013494950253516436	0.00041655785753391683	0.0001393204729538411	0.0001667732431087643	0.0001282338926102966	1.6257690731436014e-05	0.0003703116381075233	0.00010646732698660344	0.00043063118937425315	0.00020667329954449087	0.00020639554713852704	4.903864100924693e-05	5.939188486081548e-05	0.0014443094842135906	0.00010117891361005604	0.0003416945110075176	1.4621306945628021e-05	0.00045771445729769766	2.6121959308511578e-05	0.00018827788881026208
CDKN3	6.515035238408018e-06	7.455687591573223e-05	2.2163726498547476e-06	6.976579243200831e-06	1.1379562238289509e-05	8.167381565726828e-06	2.346486144233495e-05	4.858890861214604e-06	0.00010954851313726977	7.199291758297477e-06	8.238253212766722e-05	1.3430170611172798e-06	4.8238409362966195e-05	2.8070144253433682e-05	8.663425978738815e-05	1.4003165233589243e-05	2.1637173631461337e-05	1.9570970835047774e-06	3.41344166372437e-05	3.401259164093062e-05	2.1077844394312706e-06	2.0508737179625314e-06	5.167658400750952e-06	1.1496684237499721e-05	1.4307661331258714e-06	0.003396152053028345	1.9566357877920382e-05	3.66357562597841e-05	0.00020276157010812312	0.00015351704496424645	6.742547498106433e-07	2.1847781681572087e-05
CDT1	4.564328719425248e-07	3.974549599661259e-06	7.011868206063809e-07	4.636042945094232e-07	1.3146428727850434e-06	8.029063792491797e-06	1.1270209142821841e-05	1.477712999076175e-06	1.2451728537143936e-07	9.561957767800777e-07	2.1065174223622307e-05	6.102091560933331e-07	9.487721541745486e-08	3.883757926814724e-06	6.805449714875067e-08	4.7741850721649826e-06	3.764733628486283e-05	3.7218028410279658e-06	8.48295348987449e-06	3.9241244849108625e-06	3.145480604871409e-06	1.628907625672582e-06	1.4346094303618884e-06	0.0001151256583398208	1.5996828039988031e-07	0.0021985832136124372	9.115036846196745e-06	4.174560672254302e-06	5.679846708517289e-06	5.690199600394408e-07	2.6798652470461093e-06	2.0514098650892265e-06
CEACAM6	1.899531554272471e-07	1.6195268415231112e-07	6.322335934783041e-07	1.2940164140218258e-07	1.972663994820323e-06	2.4549339627810696e-07	2.875593963835854e-06	1.9495571905281395e-05	4.4532246334938463e-08	1.2424917485986953e-06	2.0155201241323084e-07	2.006607701332541e-06	9.381253107676457e-08	2.5037552404683083e-06	1.7881771441352612e-07	1.1226703463762533e-05	8.77416027833533e-07	3.581110377126606e-07	1.1700746654241811e-05	4.938581332680769e-05	4.6309796175592055e-07	5.0776525313267484e-06	1.8519008335715625e-06	0.0002388330758549273	1.0495087821027482e-07	6.880513410578715e-06	1.4927275515219662e-05	2.6284331511305936e-07	4.4483685996965505e-06	1.2398315902828472e-06	0.001803381135687232	1.6333638086507563e-07
CEBPA	5.541032805922441e-05	0.0001752340904204175	9.009424502437469e-06	1.174673525383696e-05	2.7373598641133867e-06	0.001029409933835268	4.119556706427829e-06	1.4780119954593829e-06	6.80555285725859e-06	5.425903509603813e-06	1.4777878277527634e-05	4.82814539282117e-06	0.00030018441611900926	9.162115929939318e-06	1.745627713489739e-07	9.201721695717424e-06	8.97226891538594e-06	2.0689326447609346e-06	0.00017881927487906069	7.344457117142156e-06	0.0001148219162132591	4.662411356548546e-06	1.3514609236153774e-06	0.00011074437497882172	6.0410151490941644e-05	1.1893734154000413e-05	1.3350447261473164e-05	1.0123628271685448e-05	4.791911578649888e-06	2.8533995646284893e-05	3.751262556761503e-05	1.884178891486954e-05
CEBPB	0.0004749139188788831	0.0001719691208563745	9.413251973455772e-05	0.0002574252139311284	0.00018245897081214935	0.0009448810014873743	0.00014761571947019547	0.00010793277033371851	9.612514077161904e-06	0.00035438273334875703	0.0006725194398313761	9.844708256423473e-05	0.0004121663805563003	0.0002618130820337683	0.000354027230059728	4.656472447095439e-05	0.00010068830306408927	0.00017486640717834234	9.997079177992418e-05	6.824806769145653e-05	0.0006670570583082736	0.000170356739545241	7.604585334775038e-06	0.0002410486777080223	4.829074896406382e-06	0.00011649296357063577	6.419828423531726e-05	9.746285650180653e-05	9.395364759257063e-05	0.0007868945831432939	6.313235644483939e-05	0.0005176537670195103
CEBPD	0.00016710706404410303	1.4294724905994372e-06	1.540900848340243e-05	3.3654448543529725e-06	5.4739184633945115e-06	0.0004391366383060813	1.0591494174150284e-05	4.039945633849129e-05	2.6813329895958304e-05	0.00017297948943451047	7.234542135847732e-05	5.557641270570457e-05	0.0007377669680863619	4.8220167627732735e-06	2.9455279104695364e-07	1.055281791195739e-05	0.0003650779544841498	4.137804126003175e-07	2.782785850286018e-05	3.905877747456543e-05	0.0003625043318606913	0.00015996544971130788	1.9250207969889743e-06	0.00030564420740120113	0.00016732030780985951	8.11405698186718e-06	1.6378500731661916e-05	1.0276768989569973e-05	5.4526235544472e-06	0.000780238420702517	0.00019453583809081465	1.9176975911250338e-05
CECR1	0.0007802339969202876	5.5571352277183905e-05	0.0003954673884436488	0.0013067558174952865	0.0002852266188710928	0.0010995607590302825	0.0001663531147642061	8.146972686517984e-05	5.3011546697234735e-05	1.7759572074282914e-05	0.00041652758955024183	9.363484423374757e-05	2.072933057206683e-05	0.0004004639049526304	4.783230906468816e-06	0.0001518843782832846	7.250030648719985e-06	0.0002580309228505939	0.00018445913156028837	7.225391163956374e-05	6.441942787205335e-06	3.8103273254819214e-05	2.4625534933875315e-05	4.479069957596948e-06	0.00015548616647720337	1.724938556435518e-05	0.00016564522229600698	2.0010249500046484e-05	0.0001344299380434677	1.1421157978475094e-05	2.4252524326584535e-06	0.0004340207960922271
CEMIP	1.2551701047414099e-06	2.093190545338075e-07	6.524981586153444e-07	5.260708348941989e-07	2.243154085590504e-06	1.0259194823447615e-05	9.06563855096465e-06	1.7811385987442918e-05	4.793881544173928e-06	0.0010288048069924116	2.496975071153429e-08	6.658092956968176e-07	2.9342170364543563e-06	3.230974016332766e-06	7.771832599701156e-08	5.392290404415689e-06	1.7865641410708122e-08	5.6504379841726404e-08	1.0854772881430108e-05	3.1702099931862904e-06	4.2119893350900384e-07	8.720677158180479e-08	1.065585934156843e-06	4.458873803514507e-08	1.454822182722637e-07	2.4306703494403337e-07	3.6419132811715826e-05	1.2891857181784871e-07	5.876650448044529e-06	3.592053872125689e-06	5.191729268716472e-09	3.118607594387868e-08
CENPA	9.538869960579177e-08	1.0387648785581405e-07	2.882438820961397e-07	6.887777885822288e-07	1.580790922162123e-06	1.442329221390537e-06	3.1074339403858176e-06	6.282863296291907e-07	5.734813512958681e-08	1.352210858840408e-07	1.7581720612724894e-07	5.411908432506607e-07	9.6083567768801e-08	3.20514709528652e-06	5.9579292610578705e-08	5.516065812116722e-06	1.8385737377002442e-08	6.823069753636446e-08	1.0381013453297783e-05	3.8013638459233334e-06	3.0409955797949806e-07	6.151617526484188e-07	9.966616971723852e-07	6.293061005635536e-07	1.2225872580984287e-07	0.0027530589140951633	9.089434570341837e-06	4.262837762780691e-07	4.626554527931148e-06	5.924657671130262e-07	5.579992023996283e-09	6.149302578251081e-08
CENPE	2.2935232664167415e-06	6.184877747728024e-06	0.0005618896102532744	4.910275492875371e-06	2.3252732717082836e-06	2.1837602616869844e-05	1.7395595932612196e-05	1.0083350616696407e-06	2.4689121346455067e-05	3.0143317417241633e-05	4.84400698042009e-05	3.0596781925851246e-06	2.3490463263442507e-06	2.86983095065807e-06	5.619733656203607e-06	1.1394374269002583e-05	7.120919462977326e-07	5.987493750581052e-06	3.626526813604869e-05	4.523392817645799e-06	2.6756669058158877e-07	1.8437114704283886e-05	1.8259258922626032e-06	8.560560672776774e-06	7.511248259106651e-05	0.002361090388149023	1.2906035408377647e-05	2.4492464945069514e-06	1.6183765183086507e-05	8.059018341555202e-07	1.1957048627664335e-05	8.22474521555705e-06
CENPF	3.6250825360184535e-05	2.0171446521999314e-05	0.0001527562562841922	2.4201092401199276e-06	4.96134816785343e-06	8.958073522080667e-06	0.00022121988877188414	5.044605131843127e-06	1.656316453590989e-05	1.982175490411464e-05	7.28953309589997e-05	1.090494379241136e-06	3.363827636349015e-05	6.900922016939148e-06	9.866023901849985e-06	7.088803613441996e-06	4.758918294101022e-06	8.786143553152215e-06	1.9303479348309338e-05	8.993622941488866e-06	3.3169201287819305e-06	5.136015715834219e-06	2.814055051203468e-06	1.9461540432530455e-05	9.176565072266385e-06	0.005211268085986376	1.2879235328000505e-05	4.0329809962713625e-06	7.065241788950516e-06	2.08501769520808e-05	7.2719431045698e-06	2.192974352510646e-05
