Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25
PPP1R15A	0.00021091806411277503	0.0002473931235726923	0.00015103345504030585	0.0005041264812462032	0.0005012739566154778	0.0005056321388110518	0.00014859398652333766	0.0003869466600008309	0.00030419969698414207	0.0008708412642590702	0.00042028893949463964	0.00022281288693193346	0.00011582235310925171	0.0011412013554945588	0.000942938553635031	0.000337961915647611	0.0008721313206478953	0.00019586623238865286	0.0003019221476279199	0.0002605952904559672	0.001373115461319685	0.00010152392496820539	0.00041051520383916795	0.0010062716901302338	7.645383448107168e-05
PPP1R16A	4.103092214791104e-05	6.058308281353675e-05	0.0005806960398331285	0.00012266371049918234	4.356137287686579e-05	8.759157208260149e-05	1.273416455660481e-05	0.0002185123012168333	1.8502452803659253e-05	1.1888518201885745e-05	7.250527414726093e-05	2.826248419296462e-05	7.874375296523795e-05	5.04021008964628e-05	4.1877701733028516e-05	5.627058999380097e-05	1.9467654055915773e-05	0.002068329369649291	2.1284531612764113e-05	8.773996523814276e-05	0.00017692576511763036	9.611356654204428e-05	2.4799690436339006e-05	3.98803676944226e-05	0.00011688738595694304
PPP1R1B	4.6615376049885526e-05	4.449956577445846e-06	0.00023983516439329833	5.23404341947753e-05	1.026032123263576e-06	3.297514012956526e-07	4.50889092462603e-06	2.124975935657858e-06	6.824921456427546e-06	2.85722819626244e-07	3.1791098535904894e-06	3.0019334644748596e-06	1.374731084524683e-07	7.278689508893876e-07	1.5663470094295917e-06	3.112605497790355e-07	4.130187107875827e-07	0.001101865665987134	4.722550784208579e-06	1.741336035365748e-07	2.8414935968612554e-06	1.4540629535986227e-06	4.121700840187259e-06	3.7009010611654958e-06	2.919984945037868e-05
PPP2R2B	2.062442945316434e-05	1.607175545359496e-05	3.885478960796718e-08	4.101691956748255e-06	0.0012893587118014693	0.00020554891671054065	5.357906411518343e-05	0.0001796068827388808	3.4414151741657406e-05	1.7589476328794262e-06	0.00010913928417721763	1.8124334019375965e-05	9.202165642818727e-07	5.3192170526017435e-06	1.317608280260174e-06	9.230599971488118e-05	5.913685527048074e-06	8.566778888052795e-06	0.0002238118468085304	1.1496284741951968e-06	9.335514050690108e-07	3.379880126885837e-07	1.2788145795639139e-06	0.00037380322464741766	1.0445367479405832e-05
PPP3CC	0.000322450214298442	0.00023737350420560688	2.1558649677899666e-05	0.00010316431144019589	0.0008972198120318353	0.0005736093153245747	0.00025580194778740406	0.0011651230743154883	0.0003921561874449253	0.00017690176900941879	0.00037897221045568585	0.00016548226994927973	0.0001272214576601982	6.943615153431892e-05	0.00043737381929531693	0.00020578088879119605	0.000741657626349479	2.7549674996407703e-05	0.0002714075380936265	0.00016795982082840055	0.0002590355579741299	0.000224943709326908	7.886986713856459e-05	0.0010523702949285507	7.391185499727726e-05
PPT1	0.0001812414702726528	0.00019423286721576005	0.00025442708283662796	0.000331069779349491	0.0004034782759845257	0.0003679287910927087	0.0001581017713760957	0.0002137941773980856	0.00010770459630293772	0.0002292144054081291	0.0003697363135870546	0.0001612154592294246	0.0001817971933633089	0.001430426724255085	9.30343012441881e-05	0.0003286937135271728	0.00016037860768847167	0.00031304542790167034	0.0001957615022547543	0.00033399852691218257	0.0005995004903525114	0.00018441284191794693	0.0015204271767288446	0.00042920163832604885	0.00018156088481191546
PRC1	2.1170752006582916e-05	2.190856139350217e-05	3.45597363775596e-05	2.30572659347672e-05	6.356680387398228e-05	2.1037039914517663e-05	3.3035378237400437e-06	7.571333753730869e-06	1.24439611681737e-05	1.1163215418719119e-07	1.25626156659564e-05	3.1064351787790656e-05	6.568877324752975e-06	1.3403682714852039e-05	3.49833608197514e-05	1.0832307452801615e-05	4.361639730632305e-05	9.492425306234509e-05	1.1287599591014441e-05	8.091006748145446e-06	2.493195643182844e-05	4.83120784338098e-05	1.1034623639716301e-05	7.512754382332787e-05	0.003611868480220437
PRCP	0.0003597752656787634	8.111258648568764e-05	4.287206684239209e-05	0.0003823802398983389	8.815167529974133e-05	0.00011446596181485802	6.550163379870355e-05	0.00014256082067731768	0.00048002894618548453	4.5672724809264764e-05	7.371004903689027e-05	0.00015990099927876145	0.00015198765322566032	0.00038601201958954334	0.00022993898892309517	0.0001694630627753213	0.00016847533697728068	0.0001844024664023891	0.00010010792902903631	0.0027779582887887955	5.1645423809532076e-05	0.0006380528793670237	0.0002673456910997629	0.00014831911539658904	2.4642309654154815e-05
PRDM1	0.00021078968711663038	4.755507325171493e-05	2.549025737152988e-07	9.360616240883246e-05	0.0007705442258156836	0.001571076107211411	0.0001048560588969849	0.0004800022579729557	0.00019272486679255962	1.0854978427232709e-06	9.614526788936928e-05	7.538634235970676e-05	0.00019516315660439432	0.0001225884770974517	0.0015329709276556969	3.43825486197602e-05	9.316204341303091e-06	2.5997594548243796e-06	0.00010724609455792233	4.121938764001243e-05	4.1375429304935096e-07	0.0003861745644826442	0.00022563492530025542	0.0003682863316498697	6.707473221467808e-05
PRDM2	0.00010767593630589545	0.0003606290847528726	0.00012326678552199155	0.00012913694081362337	0.0004033606965094805	0.0005879526142962277	0.00032013561576604843	0.001849444815889001	8.877523214323446e-05	0.0001121986861107871	0.000211909762583673	0.00030730655998922884	0.00046175645547918975	0.0001551907043904066	0.00016980139480438083	0.00012079173757229	0.0005938021931797266	5.480091931531206e-05	0.0006341954576782882	9.806072193896398e-05	0.00043632439337670803	0.0001730792864691466	0.00014919575187377632	0.0005869579035788774	0.00013475990272127092
PRDX1	0.0005165160400792956	0.0005825250409543514	0.0012336387299001217	0.0007283229497261345	0.000391003442928195	0.0008820153889246285	0.0004223718715365976	9.107649384532124e-05	0.0003580213524401188	0.0006063737091608346	0.0005625783232972026	0.0004754110996145755	0.0002869020390789956	0.0003708886506501585	0.0007387003861367702	0.0004065980319865048	0.0004165327700320631	0.0012639636406674981	0.0003556937735993415	0.0006248129066079855	0.00011138025001855567	0.00022555133909918368	0.0011755088344216347	0.00042598508298397064	0.0008418495417572558
PRDX2	0.0005355335888452828	0.0003223817329853773	0.0019311929354444146	0.0008022394613362849	0.0003226044063922018	0.0007951718871481717	0.00018842602730728686	8.425269334111363e-05	0.0004543642862699926	5.301013516145758e-05	0.0009075537673197687	0.00032134365756064653	0.0001342075120192021	0.00013103151286486536	0.0006956739234738052	0.00030963815515860915	0.00016300674178637564	0.0015067268395796418	0.0004285325121600181	0.0002635996788740158	0.0002734928566496819	0.00013946070976089686	5.689684257959016e-05	0.0007317291456274688	0.0007281549624167383
PRDX3	0.0009038777789101005	0.0006017909618094563	0.001507445820607245	0.0005676370928995311	0.0005227606161497533	0.0008052658522501588	0.00031623468385078013	8.559529669582844e-05	0.0005557313561439514	0.0002108351036440581	0.0006556793814525008	0.0003012187371496111	0.00017392965673934668	0.0004748540814034641	0.00038404270890168846	0.00040572253055870533	0.0003165987436659634	0.0006741593824699521	0.0001207221212098375	0.0003891043597832322	0.00046572202700190246	0.00022540510690305382	0.0005861604586243629	0.0003283606201875955	0.000962807796895504
PRDX4	0.000934786512516439	0.00029777103918604553	0.00042282097274437547	0.0004794498672708869	0.00021016148093622178	0.00025494187138974667	0.00021974329138174653	6.993939314270392e-05	0.0010298683773726225	0.00015440657443832606	0.00019123134552501142	0.00012217252515256405	0.0003911818203050643	0.0001609509636182338	0.006259063258767128	0.0003660377988126129	0.00010109366849064827	0.0012853954685851932	0.00019491431885398924	0.0004248175537213683	4.190956678939983e-05	0.00013191811740398407	0.0002908534952439368	0.0001767209469107911	0.0002688368840608746
PRDX6	0.00039074229425750673	0.0003309618041384965	0.0011679717572405934	0.0010394144337624311	0.0007407044759020209	0.0005243406048975885	0.0005319234915077686	5.8841018471866846e-05	0.00036540377186611295	0.001674037892371416	0.00083293387433514	0.0005965890595689416	0.0002515732776373625	0.0003606835671234876	0.00031964073423296213	0.00038294304977171123	0.0003550175460986793	0.0020935575012117624	0.0005900045507587492	0.00042766163824126124	0.0001486924011260271	0.00018860700947698206	0.00032349315006285906	0.00043017847929149866	0.0006423525628633797
PRELP	6.183591267472366e-06	7.414007268380374e-05	6.344695520965615e-06	0.0004702839651145041	5.956783297733637e-07	3.473876404314069e-07	1.0119769285665825e-05	7.484167667826114e-07	1.7022130123223178e-05	2.4568481649112073e-07	2.0533407223410904e-06	1.1471965990494937e-05	0.0007971483282744884	3.267478803081758e-07	7.684314482503396e-07	9.014279930852354e-05	9.952328809959e-07	0.0013256589882075787	1.136175160354469e-05	3.218286508399615e-07	5.2042200877622236e-06	8.395963050134014e-06	8.281955388156348e-07	5.256964072941628e-07	1.3131882496963954e-06
PREX2	1.1993075531790964e-05	1.696103936410509e-05	5.881769382654056e-08	0.000361067388439551	9.60454258347454e-08	1.6177648376469733e-07	3.0285258617368527e-05	2.1631171875924338e-06	1.4185073268890847e-05	4.069686951879703e-07	1.0691199747725477e-07	6.650430350418901e-06	4.478910705074668e-05	3.439611646172125e-06	4.0905112541622657e-07	9.752184996614233e-05	3.003314077432151e-06	2.346187102375552e-05	1.534018520032987e-05	0.0013768846401944757	3.4274305562576046e-06	0.0011362588265910745	3.391748180092691e-07	1.1349145268013672e-07	2.596768808871275e-07
PRF1	1.7660498997429386e-05	7.589599408674985e-05	3.435998863210443e-08	3.586249931686325e-06	0.0027758139185607433	0.00023672373208682984	3.564201688277535e-05	6.267485150601715e-05	2.263122223666869e-05	6.581886964340811e-07	5.396157212089747e-05	8.926181180868298e-06	2.8755277980963e-07	3.0369233172677923e-06	2.134555643351632e-06	8.396634711971274e-07	2.845277322194306e-06	6.242435119929723e-07	5.802612577099353e-05	2.2651975939425029e-07	2.9793755018658885e-08	1.5200045311303256e-07	8.646707669868192e-07	0.0001339729205938056	3.9178998122224584e-05
PRICKLE1	2.5870085664791986e-05	7.597716466989368e-05	4.165478821960278e-05	0.0005861817044205964	1.6125463844218757e-06	3.5139771625836147e-06	0.00012350799806881696	6.671205483144149e-05	6.785010918974876e-05	2.9471630114130676e-06	6.764257705071941e-06	0.0007937201880849898	0.0013260446721687913	1.0714261406974401e-05	6.39823338133283e-05	1.3005706932744943e-05	0.00015644801896996796	0.0001173798373201862	8.847034041536972e-05	3.790479604504071e-05	3.4404260077280924e-05	0.0005869611632078886	2.5560900667187525e-06	3.803815616265638e-06	5.0917669796035625e-06
PRIM2	4.652859934139997e-05	5.3934585594106466e-05	7.94347288319841e-05	6.591089186258614e-05	0.00032793046557344496	0.0001663047296460718	9.631099965190515e-05	0.0010504884412512183	8.125331078190356e-05	0.0007543228566646576	0.0001146026625065133	6.982172635616735e-05	5.755684105679393e-05	3.969120734836906e-05	5.7787099649431184e-05	8.184115722542629e-05	0.00022689576144330204	0.00010437148011988029	0.00014159578131511807	5.020538083044812e-05	0.00012914970284327865	5.4622705647489056e-05	6.102509723859839e-05	0.00030084082391113043	0.00032829519477672875
PRKACB	0.00017012540774885565	0.0002454682544339448	0.0006027230410836637	0.00016455675358884037	0.0005762583459727466	0.0002535443054512143	0.00013313288218341768	0.0004955666372552514	0.00020256114657968283	0.0002508056932128966	0.0013146786950528622	0.00017566098540555686	7.675318920519203e-05	5.1129027269780636e-05	0.00012950757809448987	0.000136529459268786	0.0002446571015752852	4.5116474211681634e-05	0.00019632864859886467	2.480579678376671e-05	0.002913231262937188	6.857808330096304e-05	9.879782010102645e-05	0.0006102158222347498	0.0001960326626431197
PRKAR1A	0.0004095052136108279	0.000560905144084245	0.0005089322803542018	0.0012321743415668607	0.0009324370184913278	0.0010224629659205675	0.0006383107975125313	0.00045732271973975003	0.0004555383638944477	0.000894566997885704	0.0006107554072514176	0.0005156795959919691	0.0004452402063179761	0.0005298477481119335	0.00019227951997891068	0.000678216980304569	0.0005286757950671017	0.0003001278964802623	0.0005537498509511352	0.000549173098988831	0.0009859541896730661	0.0004822986957151443	0.0003924045595340431	0.0005760198691859841	0.0003348593891132623
PRKCB	0.00011897018703166395	5.761391366831958e-05	4.9951442093743026e-08	2.493353576937807e-06	0.000632740615401417	0.0003647154080681503	1.1823036402347498e-05	0.0003193468146491796	0.00010657352686394006	0.0005902016418986022	0.00014056998770684004	2.3361286366707645e-05	2.1691499796361313e-07	0.0006207555416040123	8.913189230952412e-05	5.30402928689e-07	0.001089640660211444	1.0178009688388556e-06	0.00012791100016329437	3.817119420546078e-07	6.432814103618512e-08	2.6085021431754285e-07	0.00011432642349973321	0.0008778595365583897	3.463414395810105e-05
PRKCD	0.00015709310537204146	6.058505459805019e-05	0.00019705253362189978	6.635547470068559e-05	0.0002221225295215845	0.00046991361887194216	2.4828985260683112e-05	0.00015549540694337338	0.00014853710308670998	0.0003006009792443365	0.00020611003856174648	2.6334171707276255e-05	5.784299719380215e-05	0.0011129362974315882	0.0007709696074016392	7.334814290516078e-05	0.0006659218925051391	0.00019283179426565766	3.465765621513128e-05	4.442606496013468e-06	0.00017601819126866758	2.080141166516114e-05	0.0005314493901096284	0.0002038631500909105	0.00023924636479932815
PRKCDBP	3.203613596269861e-05	0.0008433735929429531	1.0903579095611349e-05	0.0005027640727348626	2.5442620881221956e-06	8.90257942955941e-05	0.0003751055628526956	2.4962429961306043e-05	0.00012851363862864673	1.6763057146818028e-06	1.461765896237921e-05	0.0007497352198697627	0.0012826358433812857	1.2228165360284038e-05	1.0791672139021102e-05	0.0017012800090014935	5.0404510147927795e-06	0.0008366157417185605	0.0001414934522472322	0.0008056457154452801	6.373267751769163e-06	0.001279956428334117	3.218145138816908e-05	2.366972921663546e-06	4.8671994591131806e-05
PRKDC	0.0002630864328239113	0.0003507396613713354	0.000817049469333142	0.00032743855263106525	0.0003578827891033143	0.0002586275804787874	0.00017027063586283475	0.0015180673217400908	0.0001911694707814604	0.00010361520253354684	0.00030154583510011435	0.0002536609536036849	0.00026594093651510775	0.0002382150269113481	0.00012281570525374264	0.00025019064196385443	0.00028438871959224343	0.0009782242123037577	0.0007253200747072697	0.00027078643324784935	0.00045289660920388997	0.00028120953356847167	0.00016280220006592572	0.0004991514142602682	0.0007775010308250785
PRKG1	7.397734407277312e-06	4.8835499910637736e-05	2.441911703954247e-07	0.0001576571521582082	1.2970880902685167e-07	1.9035653053833812e-07	9.310214227298275e-05	3.404865856282413e-05	4.590217940858565e-05	6.926265427864564e-07	4.1753659729693027e-07	5.052865162724629e-05	0.0008245143108069897	6.404026748896285e-07	3.9575783716827573e-07	0.0011847352143377066	1.0544088127062423e-06	1.2861218237958383e-05	8.028239972190931e-05	5.672482643603871e-07	0.0001415721926605329	3.375492087798193e-05	2.512751962058246e-07	3.7104911143615027e-07	1.8658060696452594e-07
PRKX	4.64454606117215e-05	0.0001702360896160826	3.454222314758226e-05	3.107248994638212e-05	0.0008131766226142645	0.0003504848282318562	0.00023136538220569491	0.0008048347081057727	6.767934974050149e-05	0.000579297193326056	0.0002107197797158733	0.00020658645371440798	2.7248433980275877e-05	0.00016091555880848318	3.4573480661492795e-05	5.046813748776913e-05	0.0003101220936514437	4.980749872629531e-05	0.0004136397910770029	0.00011242974869674072	2.185296398238279e-05	0.00012527467333711684	0.00018628397083375603	0.0008613554527983069	0.00013960206706542522
PRLR	4.1877265175571665e-06	5.304759724822361e-06	0.0003972105332650244	1.7500683213711454e-07	1.1511687034726492e-06	1.1925274066015845e-06	1.7252899624509155e-06	1.385507403028896e-06	1.0061084140033927e-05	1.0593535648695251e-07	2.6777829589264e-06	2.6279958547092974e-06	1.4379735148395412e-05	1.3578431207861286e-05	1.8923758204891783e-07	4.326593909809162e-07	1.807156763788953e-06	5.408249421634537e-07	3.3064247872971464e-06	6.219147508090828e-08	0.0032457278575748205	3.4113143101421883e-06	1.5851568605285138e-05	3.0922631140128942e-06	6.344388339130091e-07
PRNP	0.00010551535524427891	0.0005815199110656977	2.5558849301887676e-05	0.0016830161912366748	0.0006625812966376543	0.00100322300568223	0.0001590440224390477	0.0003221168299205601	0.00015810318291187286	0.0006247360724955797	0.00030425447039306164	0.00011999462003586814	0.00038152880733832717	0.00018144211207982153	5.008226798963733e-05	7.741145236650482e-05	0.00020513188792392612	0.0010173815535381436	0.0002828740398399532	9.726849384605885e-05	9.466126357438043e-05	0.00012352585326880217	0.00043657273636199534	0.00039723716326989233	0.00011486517905723304
PROCR	1.5260089639923535e-05	7.441577326972038e-05	7.378599093499361e-06	0.00028700000257231295	1.3262174434203189e-05	5.447268449643161e-06	6.026534902048297e-05	1.0538035894569475e-05	2.9106389774824493e-05	0.001963520422577858	4.3345735321054235e-05	4.4314569095149636e-05	0.00023123431310523301	9.210166899720207e-05	1.3252505368654965e-06	0.0010386379435658455	2.0581060198310297e-06	0.00028463033959269524	1.6780757505330257e-05	0.0008202774915844202	0.00036670087138190866	0.0007077702321112156	0.00036727383849211037	9.343024430563673e-06	5.964670890534762e-06
PROM1	3.4662743928493e-06	3.2206389732891694e-06	0.00021184238721616566	1.3953814459455316e-07	4.2332633398700636e-08	5.609629027958363e-08	1.0232740805804497e-06	2.0222159946570173e-07	5.328861334419344e-06	0.0007036773022264242	7.181822070378985e-08	2.2781391635362525e-06	2.2638360519522394e-07	7.757657982665478e-08	2.3729237454972463e-06	7.128942769440982e-08	8.794797849986935e-07	9.350473533231707e-07	2.7784076337411534e-06	1.307483472601234e-07	7.573705806862563e-05	6.285136464612151e-07	2.8230999760125997e-07	5.74976048994813e-08	1.4415847999771358e-06
PROS1	1.532159876660444e-05	7.207295129774138e-05	8.0241406976711e-06	0.0012693072203546762	9.740458608575864e-07	4.429758973856224e-06	2.0763960492331535e-05	4.9315581236442085e-06	7.133161125238985e-05	0.0006957455188967288	1.84018540494435e-06	3.5216395190218464e-05	0.0002638582664076239	5.2503414735838305e-06	8.313048965646885e-06	0.0006353178760036826	9.517956982563192e-07	0.00031117553589865565	0.00018505829211790115	0.0006654135650023818	4.90497586724814e-05	0.00042475791997276247	8.444469858659431e-05	5.16137731665367e-07	1.8490978618501686e-05
PRPF38B	0.000144061486935243	0.0003625381796155125	0.00013505856622941792	0.00024725045659579337	0.0010145213454961777	0.0008465503342449665	0.00045814079931005836	0.0021346374414861202	0.00034586520632728934	0.00023950371542014182	0.0004084454267285764	0.0001882585638668388	0.00013894187577534467	0.0002451026812195778	0.00023459387011826038	0.00019061587227042764	0.0005189721123315394	7.756134436931461e-05	0.00048443026025779545	0.00025432274560444057	0.0003408759948797524	0.000245060509769246	0.00025851052487269044	0.001430003670975566	0.00022787322814110667
PRR11	6.9319985414040275e-06	4.940199141856283e-05	2.6026430077763507e-06	5.672435463566217e-07	1.603319469722919e-05	8.509563485858962e-06	1.945580152096227e-06	2.6525306111579994e-06	3.155980084557086e-05	1.8199511941929813e-07	6.33454055787297e-06	4.716534022009e-06	4.43563664020985e-07	9.362740092910826e-05	1.8942095266538672e-05	3.109181534455274e-07	7.743855348962825e-06	6.295931143540656e-06	3.6258431919122813e-06	7.398627349175513e-05	1.7536450513944146e-08	6.927631147846114e-06	0.00012977207370568067	2.7644266538118245e-06	0.0023439968936145306
PRR13	0.00031907044467516243	0.0008527416503056884	0.0010097813792526722	0.0004069467249792069	0.0015256379265338182	0.0018344420241191983	0.0007543425308540463	0.00021099671721458435	0.00048621295718476176	0.0009393799700774252	0.0018879384733736515	0.0003335297806188464	0.00015909818466752768	0.000991719076409936	0.00028469559038057923	0.00019032797717954963	0.0013532774755731225	0.0002766149991657585	0.0005031260661780834	0.00021962834580335766	0.000522686867043376	0.00012146878725616261	0.0008645207271911204	0.001390367280691862	0.00040371023351326585
PRR15	3.0495220926241018e-06	2.980428689625114e-06	0.0003948320809286088	4.3798948468065646e-07	6.417388931367896e-08	5.973832628569653e-08	1.0908272543019848e-06	6.039863933438028e-07	5.234961463429499e-06	6.879000835624538e-08	1.7712656230628454e-08	2.1009805095673073e-06	2.5339872081531212e-05	1.5826080925762653e-05	2.2759753903756064e-07	1.1322620707687747e-07	1.4270484882672463e-07	8.575134415877983e-06	2.840515207935823e-06	5.063897674517648e-07	0.00361364777199924	7.847340839362005e-07	5.627201517199865e-06	3.055765418480405e-08	7.514424282817345e-07
PRR16	1.6303249140037224e-05	0.00011025668209185824	8.677949517732486e-05	0.00042566508636809886	9.996609406925927e-08	1.046865691023413e-06	0.00015656532195862383	7.206948794191703e-06	4.167319639236666e-05	3.743190006844088e-07	1.4472033171841758e-06	7.322534656850621e-05	0.00034798283013515174	2.6714704290498048e-05	2.9658610856131418e-06	0.0010688533075153828	3.3092425155700766e-07	0.00020716679864563048	1.9214585336158052e-05	1.1560877766214617e-07	7.368739898083732e-05	6.75251976645086e-06	1.391093792335596e-05	2.1880632061765937e-07	1.2284425565667334e-06
PRR34-AS1	0.00010903181828325614	3.290859967819415e-05	0.00022564840037375689	2.5280551199102774e-05	0.00027976484852842987	0.0005463624256663024	0.00022791384253650904	2.2888323655934073e-05	0.0004776929854415357	0.0006420573918148875	0.0001968239084817469	3.892651875503361e-05	3.153460784233175e-05	0.0001436528400518	0.0005194161785766482	8.504008292220533e-05	0.00021673868468496948	8.52773227961734e-05	6.657767517026514e-05	5.644895645673387e-05	4.8345460527343675e-05	2.9892911697970703e-05	0.00011190586519660428	0.0002746213285718113	0.0001214450821862556
PRRX1	1.751717172737699e-05	0.00016554532339796424	3.0024391435290454e-06	0.0008845638949424028	2.2499302758660633e-06	1.9528135908331024e-06	0.00031016909633763134	5.403369141276926e-05	9.793288336368278e-05	2.512433866286301e-06	1.1550657291081734e-05	0.0012474010000005364	0.0018206542590633035	1.3664416655956302e-06	3.1893323466647416e-06	0.000996587797999382	8.493937457387801e-06	8.715832518646494e-05	0.00017900006787385792	1.0040834013125277e-06	9.780601430975366e-06	4.2831452446989715e-05	2.552036221459275e-06	2.1547784854192287e-06	6.439745448005851e-06
PRSS23	2.2837682990939356e-05	0.001152727985754609	7.636520604137331e-05	0.00039372037281282246	9.19572266866453e-05	5.890389275009511e-06	0.0020181548316031694	3.475376433925703e-05	0.00015470045036636293	3.240493470002548e-06	1.4272284715843853e-05	0.0007948697893880308	0.0015098529402166605	3.506720531731844e-06	2.6927680210064864e-06	0.0007261246209964156	5.745000635215547e-06	6.703973485855386e-05	0.00013079310883767903	0.00045228932867757976	0.00043589979759417474	0.000464494398329407	1.8264312302562757e-06	3.768190026676166e-06	6.201286851137411e-06
PRSS8	1.1257831829425413e-05	3.988768639828777e-06	0.0012454903917387128	1.7193417534144828e-07	6.105375973675109e-07	6.900772291373869e-07	1.5680031992815202e-06	8.463754852527927e-07	6.639504590566503e-06	8.9321488871974e-08	5.182389983815483e-08	3.7712725315941498e-06	6.943118791014058e-08	3.4820266137103317e-07	3.7063596209918614e-06	9.286652868922829e-08	9.952327673090622e-08	4.4831343984697014e-05	3.1754384508531075e-06	7.333129303788155e-08	0.00016038338071666658	2.5258160007979313e-07	3.8273242353170644e-06	1.1655867382387441e-07	8.47732098918641e-06
PSAP	0.00022158845968078822	0.00023454223992303014	0.00018371995247434825	0.000520643952768296	0.00015234475722536445	0.00018629028636496514	0.0001256383693544194	0.0002533835649956018	0.0004885754315182567	0.0003014995018020272	0.00011769177945097908	0.00015270273433998227	0.0006404404994100332	0.0009027914493344724	0.0004981259698979557	0.0002388162538409233	0.00015492772217839956	0.00029170504421927035	0.00022190474555827677	0.0002745438541751355	0.00030489335767924786	0.0002974585513584316	0.0025686705484986305	0.0001737162674544379	3.488582660793327e-05
PSD3	4.295811777410563e-06	1.2668315321207047e-05	0.0004578062507789582	0.00010126265260623768	4.871819783147657e-06	1.7252052202820778e-05	1.441154472558992e-05	0.000360166683094576	1.261951092601521e-05	2.1577537268058222e-07	2.4562037651776336e-05	1.4044156159798149e-05	0.00018449044728185982	2.377333839831408e-05	2.6654836915440683e-07	3.728797673829831e-05	3.244333856855519e-05	4.128804357605986e-05	4.6799400479358155e-06	4.028820058010751e-06	0.003654738189652562	5.212610267335549e-05	0.00011905948485946283	1.2018650522804819e-05	1.283259734918829e-05
PSIP1	0.0001438703911844641	0.00018447898037265986	2.247957672807388e-05	0.0005181226297281682	0.0005700510228052735	0.0009660008363425732	0.00015875848475843668	0.0003635612374637276	9.442467126064003e-05	6.931632378837094e-05	0.0003717627841979265	0.00034562379005365074	0.00015980626631062478	0.00010724177991505712	0.0001460576750105247	0.00024407725140918046	0.0005397516652010381	0.000405000988394022	0.00033472065115347505	0.0002596519188955426	2.0976109226467088e-05	0.00011077597446274012	6.255799962673336e-05	0.0013873890275135636	0.0006623424123972654
PSMA5	0.0006207136320881546	0.0003452372329775244	0.00048095834790728986	0.00020463517284952104	0.001223101862706244	0.001205302425660193	0.0005019583622924984	0.00019737394177354872	0.0005149580538272858	0.0002645404601935297	0.0007307734922505915	0.00028588896384462714	0.00011218290455872193	0.0004442108911462128	0.0005073524080216885	0.0002975192910525948	0.00042114107054658234	0.00034813550882972777	0.00039309606654569507	0.00022630771854892373	8.292108395835385e-05	0.00014144694432616234	0.0003203543310519308	0.0007591519970446825	0.0007187213050201535
PSMA7	0.00046584848314523697	0.0010598936351016164	0.00086024752818048	0.0004613139317370951	0.0016861174954101443	0.0015795455547049642	0.000993225839920342	0.00019568880088627338	0.00037368369521573186	0.0005568846827372909	0.0013376440620049834	0.0005573173984885216	0.0002869914169423282	0.0008751221466809511	0.00047247589100152254	0.00048616089043207467	0.0005562347359955311	0.0008391633746214211	0.000763484975323081	0.0005644019693136215	9.006469190353528e-05	0.0003192680887877941	0.000683444261085242	0.000919878832064569	0.0013443162897601724
PSMB3	0.0003048078215215355	0.0006032398086972535	0.0006378561956807971	0.0005793357850052416	0.0010682661086320877	0.0013718067202717066	0.0009293719194829464	9.810975461732596e-05	0.0007617087685503066	0.00031103420769795775	0.0009825723245739937	0.0005736675811931491	0.00022671658371109515	0.0008259140886366367	0.0005547114415094256	0.00048047362361103296	0.0005262644845061004	0.000653421098832041	0.000650162051897496	0.00036982924211770296	0.0001582627446623519	0.00026589332264848053	0.0006006992189213634	0.0005739424377679825	0.0010235747322440147
PSMB5	0.00040337376412935555	0.0002448726736474782	0.0011695519788190722	0.0005599528667517006	0.00025914955767802894	0.00043691167957149446	0.0007737681735306978	8.312080171890557e-05	0.000255514431046322	0.0002736985625233501	0.00041052294545806944	0.0005723666399717331	0.00039597461000084877	0.00030061139841564	0.00045725228847004473	0.0004962881212122738	0.00018155525322072208	0.0012045984622091055	0.00014839571667835116	0.0006232938612811267	0.00020826741820201278	0.00035254276008345187	0.0002743028162512928	0.0002980154240503907	0.0005107357865199447
PSMB8	0.000574510486330837	0.00032511859899386764	0.00016621954273432493	0.00025324648595415056	0.001956494292244315	0.00213933689519763	0.0006639377679675817	0.00018005544552579522	0.000799769361037761	0.0005344429519027472	0.0007730889483354986	0.0006392033537849784	0.00015915937547106296	0.000725040037650615	0.0005757633480243385	0.0002120852586813271	0.000850536918733269	0.00012496243289206177	0.00021390289475675672	0.0005670022801496089	0.00010913924779742956	0.0001730780495563522	0.0003332842024974525	0.001033341744914651	0.0005789187853224576
PSMC3	0.00023666959896218032	0.0003733671619556844	0.0005232568364590406	0.0004435068112798035	0.0007363413460552692	0.0006699406076222658	0.00046656045014970005	0.00012091758981114253	0.00027901079738512635	0.0002615025150589645	0.0005539631238207221	0.0005859907832928002	0.0002879393578041345	0.0003606817626859993	0.0005057993112131953	0.0004590384487528354	0.00025206434656865895	0.0005290173576213419	0.00043665285920724273	0.00031980330822989345	0.00014340381312649697	0.00025552493752911687	0.00031051781843416393	0.00042917035170830786	0.0009832648793235421
