Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25
C12orf75	5.4530064517166466e-05	0.0001932045561261475	2.1442605429911055e-05	0.00023457851784769446	0.0018574751447886229	0.0003684630792122334	0.0003105296636931598	7.673382060602307e-05	6.715786003042012e-05	8.608181815361604e-06	0.00047967047430574894	0.0007211797637864947	0.00029738081502728164	0.00026964445714838803	5.441227403935045e-05	0.0002766328980214894	0.00028683801065199077	7.151194586185738e-05	7.147141877794638e-05	9.301779755332973e-06	4.2692889110185206e-05	1.3413359738478903e-05	3.536401209203177e-06	0.00030798258376307786	0.00053781719179824
C15orf48	3.814375531874248e-06	5.048032562626759e-06	0.00013051884889137	2.130228295982306e-07	4.936546702083433e-06	2.02033220375597e-06	1.7306496147284633e-06	1.1468408956716303e-05	6.340919298963854e-06	1.7767397366696969e-06	9.86749114417762e-07	3.3883864034578437e-06	3.904877985405619e-07	0.0018997490406036377	8.60441673466994e-07	1.1232660312998632e-07	1.075654950000171e-06	3.7078484638186637e-06	3.4385125218250323e-06	6.332560360533535e-07	0.00018071984231937677	2.6323039037379203e-06	0.0008892339537851512	1.7833774563769111e-06	5.585444796452066e-06
C16orf54	6.615668826270849e-05	0.00010005335207097232	6.245507933044792e-08	2.1109633507876424e-06	0.0005690740654245019	0.00018151312542613596	1.4966408343752846e-05	0.00011806882685050368	0.00011124660522909835	8.02872164058499e-05	0.00010300737631041557	2.2158657884574495e-05	1.5058985525229218e-07	7.451550482073799e-05	9.496010170551017e-05	3.0054638955334667e-07	0.0002541454741731286	8.972077125690703e-07	6.226291588973254e-05	7.043875598355953e-07	7.893716968965236e-08	2.773699634417426e-07	2.259540997329168e-05	0.0010772546520456672	1.879887713585049e-05
C19orf43	0.0006541713373735547	0.0011334294686093926	0.0009104960481636226	0.0007243482396006584	0.0017274038400501013	0.0016224202699959278	0.0013951028231531382	0.00031726641464047134	0.0005701977061107755	0.000790160265751183	0.0017986351158469915	0.0008064985158853233	0.00039385183481499553	0.0005843255785293877	0.00048287861864082515	0.000504673458635807	0.0010982792591676116	0.001308794948272407	0.0009048666106536984	0.0005054305656813085	0.00032494630431756377	0.0002544824674259871	0.0003860138822346926	0.0016007805243134499	0.0011133629595860839
C19orf66	0.00024793948978185654	0.0006886952905915678	0.00011111993808299303	0.0002816980704665184	0.0016873966669663787	0.0011514956131577492	0.0004997800569981337	0.0011882615508511662	0.0003037004207726568	0.00017691400717012584	0.00039865676080808043	0.0002981378638651222	0.00037166810943745077	0.0001363376941299066	0.0003365999145898968	0.0002792003797367215	0.0004832902632188052	0.00040025272755883634	0.00048335769679397345	0.00022179438383318484	0.0001404970680596307	0.00028977158945053816	0.0002103765873471275	0.0008656344143673778	0.000261434557614848
C1QA	2.6583094950183295e-05	1.8700238797464408e-05	6.145911015664751e-07	8.449829920209595e-07	6.390546786860796e-06	5.837850494572194e-06	4.33748027717229e-06	1.7239672160940245e-05	1.7766938981367275e-05	2.253424099762924e-06	1.0591498948997469e-06	3.4863678592955694e-06	1.5900284324743552e-06	2.289015901624225e-05	6.295109869824955e-06	3.399503611944965e-07	2.2863148387841647e-06	7.439524551955401e-07	8.871827049006242e-06	1.8289665604243055e-06	5.745527005274198e-07	2.9718737550865626e-06	0.002601765329018235	4.0968861867440864e-06	5.691416845365893e-06
C1QB	1.0718269550125115e-05	1.772077666828409e-05	7.836525810489547e-07	8.108656857075403e-07	7.654109140275978e-06	5.422360572993057e-06	3.6784211260965094e-05	2.7679134291247465e-05	1.0140519407286774e-05	4.078770871274173e-06	9.054080578607682e-07	5.393766059569316e-06	7.587688060084474e-07	1.8646363969310187e-05	3.4110732940462185e-06	1.6091118482108868e-07	1.1570804190341732e-06	1.2230663060108782e-06	7.608731721120421e-06	9.408342407368764e-07	3.235074430563145e-08	3.211042212569737e-06	0.00266128103248775	2.693785063456744e-06	2.507292720110854e-06
C1QC	5.070176939625526e-06	3.3709246054058895e-05	1.5173781093835714e-06	1.1523128478074796e-06	4.808644007425755e-06	5.559409146371763e-06	2.4914800178521546e-06	1.4947659110475797e-05	9.33213686948875e-06	4.2714018491096795e-06	1.1541947060322855e-06	3.946523975173477e-06	1.5672063682359294e-06	1.6027164747356437e-05	5.614240308204899e-06	1.6135857094923267e-07	2.209975946243503e-06	5.620595970867726e-07	4.722763333120383e-05	1.603180066922505e-06	9.643854070873203e-08	1.3601568298327038e-06	0.0031474626157432795	3.5709672374650836e-06	4.414346221892629e-06
C1QTNF1	1.626113044039812e-05	6.488090730272233e-05	1.1296775710434304e-06	1.1266282854194287e-05	3.8566435023312806e-07	9.681343726697378e-07	3.9908347389427945e-05	5.026984581490979e-06	0.00010929616837529466	1.4740819551661843e-06	5.160775344847934e-07	6.130103429313749e-05	0.00046748050954192877	1.2770786952387425e-06	3.150969178022933e-06	0.0022307864855974913	1.9226549738959875e-06	3.477095378912054e-05	0.00010942364315269515	0.00018261134391650558	4.242344857630087e-06	5.561766738537699e-05	2.850133796528098e-06	2.2522904430388735e-07	1.916848759719869e-06
C1QTNF2	1.4945345355954487e-05	2.3391692593577318e-05	8.586519584241614e-07	0.0003663922834675759	4.474031811696477e-07	1.1770031278501847e-06	2.3238595531438477e-05	3.513788442432997e-06	6.164194201119244e-05	2.0531196298634313e-07	5.545953740693221e-07	1.5661995348636992e-05	0.00016853057604748756	2.5784427748476446e-07	1.1963722954533296e-06	0.0010517360642552376	8.003640346032626e-07	1.4159429156279657e-05	0.02147098444402218	2.592010332591599e-06	6.897033927089069e-06	8.68875486048637e-06	2.3835026752294652e-07	5.996262757435034e-07	5.9787366808450315e-06
C1QTNF3	4.613044893631013e-06	8.178927964763716e-05	8.356061698577832e-06	2.0609545572369825e-06	4.345100023783743e-06	3.522614633766352e-06	9.779389984032605e-06	5.123941809870303e-05	1.4118954823061358e-05	2.514008656362421e-06	1.4393544915947132e-05	0.00012179267650935799	0.0014064513379707932	2.1062349730982532e-07	4.7239905143214855e-06	1.083669076251681e-06	2.71456428890815e-06	1.4230134183890186e-05	1.007540322461864e-05	3.111275418632431e-06	1.4533447938447352e-05	2.6762949346448295e-05	1.5426263644258142e-06	3.4510233035689453e-06	2.6768432235257933e-06
C1QTNF6	1.3035497431701515e-05	0.00237844604998827	1.6142705135280266e-05	9.987992598325945e-06	2.1347635993151926e-05	2.9777773306705058e-05	0.0016205257270485163	0.00017195679538417608	0.00014181497681420296	1.8825061260940856e-06	5.763756780652329e-05	0.00018278304196428508	0.001437217928469181	1.7414577087038197e-06	2.1699141143471934e-05	0.0002838711079675704	2.424668855383061e-05	8.723972860025242e-05	0.00029959945823065937	2.5583678507246077e-05	3.591501808841713e-05	0.000302647880744189	8.64593039295869e-06	5.984463496133685e-05	2.198756737925578e-05
C1R	2.41361867665546e-05	8.196714043151587e-05	1.2613819308171514e-05	0.0008789672865532339	6.025353286531754e-06	1.1914517926925328e-05	4.714150418294594e-05	3.303449193481356e-05	0.00011547204485395923	2.266674073325703e-06	2.9421576073218603e-06	8.697102748556063e-05	0.0014405056135728955	3.017896915480378e-06	1.4898858353262767e-05	0.0002943336730822921	6.647789632552303e-06	3.703297988977283e-05	0.0003617866605054587	1.2679955034400336e-05	4.055159297422506e-05	0.00011275309952907264	6.164988462842302e-06	3.15035958919907e-06	1.1475838618935086e-05
C1S	3.744919376913458e-05	8.45640679472126e-05	1.2510728083725553e-05	0.0016991975717246532	2.9651093882421264e-06	4.604054083756637e-06	6.060988380340859e-05	2.8003163606626913e-05	0.00011971042840741575	2.489056441845605e-06	1.6139954368554754e-06	0.0001362124312436208	0.0014191647060215473	1.7591704590813606e-06	3.070690127060516e-06	0.00027654963196255267	3.8013793073332636e-06	6.214835593709722e-05	0.00012166164378868416	1.8930574015030288e-06	2.7205896913073957e-05	4.729123611468822e-05	4.505266133492114e-06	4.442301815288374e-06	9.734580999065656e-06
C1orf115	1.859407166193705e-05	6.303706868493464e-06	0.0007163950358517468	1.1357705261616502e-05	4.7605840336473193e-07	1.4754884887224762e-06	1.6623318515485153e-05	2.1507771634787787e-06	1.0972759810101707e-05	2.2881421557485737e-07	4.330573938204907e-05	5.3015733101346996e-06	2.9087352231726982e-05	5.8371606428408995e-06	1.2975501704204362e-06	6.3801858232181985e-06	0.00010932595614576712	4.999501015845453e-06	7.331524102482945e-06	0.001186717883683741	0.0002241279580630362	0.00041811732808128	8.143074410327245e-06	3.7638903904735344e-06	1.2490021617850289e-05
C1orf162	3.9667062083026394e-05	0.00011377581540727988	1.8177570382249542e-07	8.05813670012867e-06	0.00021916550758760422	7.882851059548557e-05	1.6382007743231952e-05	0.0001157207225332968	3.24332359014079e-05	0.001027725520543754	0.00010053466394310817	2.524867159081623e-05	4.632059642517561e-07	0.0017824936658143997	4.647832611226477e-06	5.9082631196361035e-06	0.0007082039373926818	1.5653552054573083e-06	2.949790177808609e-05	1.4253984090828453e-06	5.615569307337864e-07	2.305995394635829e-06	0.0013368447544053197	0.0008156358962878585	6.586739345948445e-06
C1orf186	4.9882444727700204e-05	1.2554846762213856e-05	5.795841389044654e-06	3.1688296076026745e-07	5.648342948916252e-07	8.0859683748713e-07	2.471423385941307e-06	1.231289957104309e-06	2.4775352358119562e-05	0.0050344583578407764	2.998677700816188e-06	2.202017276431434e-05	5.371822098254597e-08	0.00014145247405394912	0.0007258931873366237	1.064483186041798e-07	0.0008836410706862807	5.442967812996358e-05	1.2293848158151377e-05	6.109603987169976e-07	2.259495168743797e-08	1.4068903908537322e-07	9.973461345680334e-08	1.0489732176210964e-06	7.020102657406824e-06
C1orf198	2.2566320694750175e-05	4.46945232397411e-05	0.0004027896502520889	0.00022275777882896364	3.132926212856546e-05	4.852428173762746e-05	0.00013612343173008412	4.423629798111506e-05	9.662508819019422e-05	9.580917321727611e-06	5.4642932809656486e-05	0.00026613997761160135	0.0008574341773055494	1.3792687241220847e-05	1.9122808225802146e-05	0.00037458876613527536	7.588691914861556e-06	0.0009265145054087043	3.090100290137343e-05	3.1770960049470887e-05	6.237727939151227e-05	0.00018119691230822355	3.406735049793497e-05	9.041844350576866e-06	9.06083223526366e-05
C1orf21	2.734725239861291e-05	7.453362923115492e-05	0.0005985868046991527	0.0007466973620466888	0.0004515762848313898	7.241052571771434e-06	9.41118851187639e-05	0.00012868792691733688	0.00011395064211683348	0.00016771010996308178	0.00010778910655062646	4.1599552787374705e-05	0.00011064272985095158	3.5636996472021565e-05	7.4402296377229504e-06	0.0001388900855090469	3.5720445339393336e-06	0.0004215865337755531	0.0001547578431200236	0.00042186814243905246	0.0012729369336739182	0.00010788345389300957	9.593949653208256e-05	7.712153455941007e-05	8.035840437514707e-05
C1orf228	1.3111804037180264e-05	0.0002865084679797292	9.467356903769542e-06	9.929737643687986e-06	0.00020184672030154616	0.000815387349575758	2.2535468815476634e-05	0.00015347942826338112	2.4343733457499184e-05	0.00199287012219429	0.00026376594905741513	1.513861116109183e-05	2.8962194846826605e-06	0.00020453627803362906	1.1496927072585095e-06	2.043686322394933e-07	0.0005628070794045925	1.0567570143393823e-06	2.9590710255433805e-05	2.5448309770581545e-06	1.1918569725821726e-05	8.977687571132265e-07	3.611454303609207e-05	0.0010376670397818089	4.232494029565714e-05
C1orf43	0.00041218765545636415	0.0005226893699727952	0.0027295358013361692	0.000415000511566177	0.0005805743276141584	0.0008950994233600795	0.0004890370764769614	0.0002377098862780258	0.00027402755222283304	0.00038428499829024076	0.0007588883163407445	0.0002171705855289474	0.0002002069668378681	0.00047040864592418075	0.0004927414702251554	0.0003091864346060902	0.00048672177945263684	0.0015093187103047967	0.00035359684261493385	0.00039596398710273206	0.0003472928365226835	0.00020095084619242698	0.0005536255775950849	0.0005954704247415066	0.0005461374530568719
C1orf54	7.379688759101555e-05	0.00011024282139260322	9.570021575200371e-06	0.00047598488163203	9.91728938970482e-06	8.15604562376393e-06	0.00037724143476225436	8.623684698250145e-05	0.00028185153496451676	1.2944932677783072e-05	7.035963790258393e-05	9.672165469964966e-05	7.569041918031871e-05	0.00047879002522677183	1.644576695980504e-05	0.0005289923865348101	1.8503771570976824e-05	4.791114042745903e-05	0.0001242520083906129	0.0010095415636897087	6.680338992737234e-05	0.0013886888045817614	0.0008743672515265644	4.382858605822548e-05	1.690057797532063e-05
C2	1.9624911146820523e-05	5.514971780939959e-05	7.5112197919224855e-06	0.0003258112701587379	1.3299488728080178e-06	4.367667770566186e-06	5.140414577908814e-05	2.745929486991372e-05	5.8942056057276204e-05	7.97630400484195e-06	1.061889292941487e-06	1.347696434095269e-05	0.00024234855663962662	5.009561391489115e-06	3.3819473173934966e-05	0.00031419951119460166	1.9998410607513506e-06	3.0503340894938447e-05	2.6931986212730408e-05	2.7983182349089475e-07	6.068805305403657e-06	7.2273705882253125e-06	0.0010315347462892532	4.010435986856464e-06	1.2756853493556264e-06
C21orf58	6.876866791571956e-06	0.00010770482913358137	5.15260617248714e-05	2.8121659852331504e-05	4.964302570442669e-05	1.6753951058490202e-05	2.921113627962768e-05	0.0027375926729291677	1.5020978025859222e-05	2.9190556233515963e-05	2.772576226561796e-05	1.2152109775342979e-05	5.882086043129675e-05	6.336986189126037e-06	1.841792072809767e-05	2.3280499590327963e-05	1.644762778596487e-05	0.0001467065158067271	5.662660441885237e-06	7.5140555964026134e-06	0.00023173302179202437	4.659097976400517e-05	8.504960533173289e-06	3.40074002451729e-05	0.0016307274345308542
C21orf91	4.75428496429231e-05	0.0002356418699491769	3.683649265440181e-05	4.429676482686773e-05	0.0007720003486610949	0.0008025924325920641	0.000398526550270617	0.0005907232989557087	8.176002302207053e-05	0.0005298717296682298	0.00013627740554511547	0.0009585829102434218	2.9596980311907828e-05	7.678675319766626e-05	9.122523624682799e-05	0.00016603461699560285	0.00018946462660096586	6.173526344355196e-05	0.0004463969962671399	0.000285383895970881	5.65762456972152e-05	5.6802549806889147e-05	2.3352482457994483e-05	0.0005005329148843884	0.00011888657900271937
C2orf40	5.120373771205777e-06	8.342334695043974e-06	1.8012107716458559e-07	4.186951628071256e-06	3.437216093971074e-07	3.7337161984396516e-07	2.00251861315337e-06	3.1488070817431435e-07	9.789408068172634e-06	1.0242452930242507e-07	4.155026090302272e-06	2.9845978133380413e-06	3.1453831184080627e-07	1.1476583239300453e-07	1.8439898497035756e-07	0.0002164955367334187	3.246062192374666e-07	0.0018208961701020598	4.406731477502035e-06	3.745041976799257e-05	2.3506139768869616e-05	2.4452201614622027e-05	1.7726419798691495e-07	6.698720426356886e-06	1.8284461589246348e-07
C3	2.7659893021336757e-05	8.288981189252809e-05	2.6655595775082475e-06	0.001329880440607667	1.3497107147486531e-06	1.3625873407363542e-06	1.7086267689592205e-05	3.2454441679874435e-05	5.900404357817024e-05	1.4785483699597535e-06	1.1320926205371507e-06	4.655584416468628e-05	0.0002831107995007187	8.772267756285146e-05	2.6150701160077006e-06	1.8132807326765032e-06	1.7482196881246637e-06	6.699603090964956e-06	0.00016711614443920553	5.641821303470351e-07	1.2214836715429556e-05	1.9930701455450617e-05	0.0004490331339184195	1.0577284683677135e-06	4.385579359222902e-06
C3AR1	5.866213541594334e-06	2.0262968973838724e-05	1.2124901616061834e-07	3.2565057495048677e-07	0.00014876028581056744	0.00035077848588116467	6.689034307783004e-06	1.8566115613793954e-05	1.0173740520258434e-05	0.0006013992824591696	7.630669642821886e-06	5.526229870156385e-06	8.481396776005568e-07	0.0002261171321151778	5.955828328296775e-07	2.1671746708307182e-06	1.7350118923786795e-06	6.822353384450253e-07	8.554785381420515e-06	1.2107348368317616e-07	2.326367365412807e-08	1.2275724259325216e-07	0.0016947879921644926	0.00012010394857497886	2.0806894099223427e-05
C4orf32	0.00014815419854130596	0.00026939675444737077	4.431793058756739e-05	4.014947626274079e-05	5.9805039200000465e-05	0.00017275223217438906	0.00011789306881837547	5.967602555756457e-05	0.00014211839879862964	3.520196332829073e-05	0.00012797946692444384	2.0896661226288415e-05	2.1606832888210192e-05	0.00013785320334136486	4.424725193530321e-05	0.00046190229477360845	1.602440170245245e-05	1.4346199350256938e-05	5.405184856499545e-05	0.0009985915385186672	0.000601209991145879	0.00013902955106459558	4.334373079473153e-05	0.00018327764701098204	2.049472095677629e-05
C4orf48	0.00023755920119583607	0.0005570992361754179	0.0002218603331129998	7.368808292085305e-05	0.0008419770165346563	0.0013630411121994257	0.0010775643168017268	0.00010074535384774208	0.00015204028750304133	0.0010485603706911206	0.0006453142268583179	0.0009761607507243752	0.0006965789361856878	0.0007009213441051543	0.000311494484776631	7.250691851368174e-05	0.0001953054015757516	0.0003747485170606524	0.00023985245206858963	8.356651233043522e-05	1.1057106348744128e-05	0.0003668521239887923	0.0007308513741008937	0.000269607495283708	0.00025924877263605595
C5AR1	5.556280939345015e-06	1.6355363186448812e-05	4.52497806691099e-06	2.007755171007375e-07	2.924658986103168e-07	1.5828682364826818e-07	2.4313960693689296e-06	1.4027809811523184e-05	1.1298230674583465e-05	4.483097200136399e-06	1.493407921770995e-07	2.440543994453037e-06	4.355041528469883e-05	0.001058475230820477	1.948966428244603e-06	1.2849249060309376e-06	9.60826795903813e-08	2.3003799469734076e-06	4.217369223624701e-06	4.689577437488879e-08	4.3626224055515195e-07	2.8080717129341792e-06	0.0016593748005107045	9.035532855250494e-08	7.100329071363376e-07
C7	8.705614163773134e-06	1.5455523680429906e-05	2.5686828664106542e-08	0.0016880508046597242	2.0321203919593245e-07	3.187629999956698e-07	7.777537575748283e-06	1.053913138093776e-06	1.8719983927439898e-05	3.0544893547812535e-07	7.459295829903567e-07	2.4775255951681174e-05	6.873619713587686e-05	1.4464070545727736e-06	4.172937906332663e-07	1.6485249943798408e-05	7.535031727456953e-07	2.7359625164535828e-05	4.367853398434818e-05	0.00024500806466676295	4.0410472138319165e-05	1.4111627024249174e-05	4.996527422918007e-07	1.40362567435659e-06	2.371836131942473e-07
C8orf4	1.366256401524879e-05	2.1266974727041088e-05	3.576092785806395e-05	0.0003150806587655097	4.1460700117568194e-07	4.524512746684195e-07	3.374154039192945e-05	2.4186313112295466e-06	8.226971112890169e-05	4.012377985418425e-07	7.887586548349645e-07	4.686305328505114e-05	4.59414986835327e-05	6.145833140180912e-07	3.0056330615479965e-06	0.00015073208487592638	9.811360541789327e-07	1.569214691699017e-05	2.2434540369431488e-05	0.0005737125175073743	0.0003901745949406177	0.0007506202673539519	6.8214029624869e-07	8.839982115205203e-07	1.8063989273287007e-06
C8orf59	0.00027215908630751073	0.0006028663483448327	0.001559465890750289	0.0006490261876024306	0.0008115168893709779	0.0006628359551541507	0.0008231544634327292	0.00010110528819495812	0.0004788160149473697	0.0005915726069360971	0.0011253684060648084	0.0006585966912098229	0.0003645414544735104	0.00046683824621140957	0.0005899534444324672	0.0003716583305504173	0.0006815684610046446	0.0021122542675584555	0.0006319295498542488	0.00037046533543616533	0.00018420991546008736	0.00021158400340937078	0.00030885948217473924	0.0007870850968174636	0.0006623816443607211
C8orf88	0.00016297634283546358	5.804460670333356e-05	2.0304244685576123e-07	0.0012213289737701416	6.31368238828145e-05	2.0115936422371306e-05	6.597462197532877e-05	2.2152164547151187e-06	0.0003312663175165653	0.000149959945701994	2.9965756766614504e-05	6.953979027457535e-05	0.0003295324568171054	3.842322712444002e-06	6.221850344445556e-05	0.0007180660613812506	5.963493458693847e-05	0.00018687751435209066	0.0007065708632580936	1.913653795782011e-05	1.4043027476873249e-05	8.670437637192663e-06	5.593585115093447e-07	0.00011331632413202897	3.382198337931186e-05
C9orf152	3.0178939596225973e-06	3.4023487387457862e-06	0.0016878083115443587	1.1417053258355736e-07	1.4727097550348844e-06	5.4179928099529207e-08	1.1444238907643012e-06	1.7465818302753178e-07	4.98501231049886e-06	6.518942541333672e-08	1.0634239089313269e-07	2.1603100321954116e-06	1.72321597347036e-06	6.99729696407303e-08	1.3106024709941266e-07	1.3591154868208832e-07	5.707887140715684e-08	3.1371752129416564e-07	2.646428811203805e-06	7.759928877248967e-08	0.0013296491233631968	2.1410380668385187e-06	7.300694448986178e-08	3.587503272228787e-08	5.569618224399164e-07
C9orf16	0.0003663335519377142	0.0009478730498813093	0.0011880456004291773	0.0007330630323849618	0.0012209462001919746	0.0019684890285134315	0.0018261135555803776	0.00013994952314533293	0.0002587723429314792	0.0008627721690572798	0.0022298682015389204	0.0018397934036329389	0.0005435749772004783	0.00029787755920551717	0.00041591792250983417	0.0003773157368414104	0.0004976883647032082	0.0004786662757396698	0.000500161258969456	0.0004000641929451376	0.0002763369120657444	0.00034562847577035427	0.0004602280387189239	0.0007142939721234143	0.0005692451959475875
C9orf3	7.074966561049223e-05	7.047228427836671e-05	3.447741983109154e-05	5.41928420716431e-06	4.775960405822843e-05	0.0001018884067889303	0.0001237484539160505	0.000862264831084758	9.636260074330494e-05	3.4492397389840335e-05	4.299022111808881e-05	0.0006582085625268519	0.0009902038145810366	1.609503487998154e-05	1.5156549125094898e-05	0.0007587550207972527	3.062926771235652e-05	0.0008142602164298296	0.00014956589438952506	0.0002865982532966882	9.009248606162146e-05	0.0007459099870175123	1.5472518498427235e-05	2.2829080990049988e-05	5.503257125383243e-05
C9orf72	1.575117676111404e-05	3.3474865631433204e-05	2.7192634661332704e-05	0.00011015716154361144	6.371500785462558e-05	2.737542126851622e-05	1.2851236533606425e-05	0.0006543545168824494	6.84356054989621e-05	5.676005457644351e-05	7.782431930536404e-05	3.6217228625901043e-05	5.494261858984828e-05	0.0007769056246615946	7.214363722596318e-05	3.284692138549872e-05	0.0002925668959505856	6.562839553225785e-05	2.8551987270475365e-05	8.582562441006303e-05	0.00019029254326596856	9.832549403654411e-05	0.00039430102333426476	0.0003798984980676323	7.613149136886932e-06
CA12	3.25740529660834e-06	3.8701086850778665e-06	0.0003772001655306667	2.2980384528636932e-06	3.612241812334105e-07	3.3002672239490494e-07	1.3406130392468185e-06	1.8884384189732373e-07	1.2929709555464797e-05	8.431820219811925e-08	6.482815138042497e-07	1.0242565622320399e-05	0.0001613526837900281	7.5033591429019e-07	3.3829746826086193e-07	2.7336939183442155e-06	9.214676310875802e-08	0.0007902826182544231	6.692774149996694e-06	1.5474830661332817e-07	0.000979462405666709	2.5126295440713875e-05	2.6084628188982606e-05	1.269059310970988e-07	1.228615019499557e-06
CA2	5.734459136874648e-06	3.525557622197084e-05	0.0024102823808789253	3.165598627674626e-07	4.982190603186609e-06	4.567446467262926e-06	0.00043801480205729604	8.720546611584723e-05	1.1403019016142935e-05	1.5269886262103682e-06	3.681388989207335e-05	3.821239261014853e-06	6.638106810896716e-07	0.0001736040721880272	6.039837444404839e-06	2.154604226234369e-05	2.0685432900791056e-05	5.695582149201073e-05	6.591998044314096e-06	2.281861634401139e-05	0.0005201059393584728	0.0005084841977804899	7.798860315233469e-05	4.6292689148685895e-06	0.00013347202911973
CACNA1C	1.3377732102526352e-05	6.031171142240055e-05	2.0023546767333755e-06	1.5436209650943056e-05	1.0321887202735525e-06	5.05770572090114e-07	4.430543049238622e-05	4.4676507968688384e-05	3.916840432793833e-05	2.81413178981893e-07	8.090267442639743e-07	3.28241367242299e-05	0.00045649067033082247	3.5445881962914427e-07	2.067565219476819e-06	0.0006803013384342194	2.568814920778095e-07	2.368882815062534e-05	3.142843343084678e-05	6.108734669396654e-05	4.027712202514522e-05	0.000548683397937566	3.0572806508644135e-07	2.017861504555185e-07	3.889432719006436e-06
CACNA1H	6.945179393369472e-06	9.709946425573435e-06	4.190626157196675e-07	6.521481736854184e-07	1.3584910618646973e-07	2.3236252388869616e-07	3.701183959492482e-05	5.366830373532139e-05	5.181099186302163e-05	1.7759393813321367e-05	1.309083654632559e-05	6.739060609106673e-06	6.265215779421851e-05	2.698518244415027e-07	3.801717980422836e-07	0.002299473388120532	1.8954710867546964e-07	1.6931682694121264e-05	0.0003623941447585821	8.416562025104213e-08	1.078743594007392e-06	4.036711743538035e-06	1.4811092796662706e-07	5.116814645589329e-05	6.73612078117003e-07
CACNA2D1	8.638359759061132e-06	0.0015501182060688734	4.355370606390352e-07	0.00026750026154331863	2.9582963634311454e-07	5.099435611555236e-07	9.540559403831139e-05	1.7184198441100307e-05	3.715901038958691e-05	0.000403267506044358	4.653219889405591e-07	1.7159045455628075e-05	0.0005703188362531364	5.355585130928375e-07	2.3382581275654957e-06	0.0007269491907209158	3.4657756486922153e-07	2.5633969926275313e-05	2.211337414337322e-05	8.585001341998577e-05	2.7113019314128906e-05	9.159467299468815e-05	7.206640475487802e-07	5.228224040365603e-07	2.2467386884272855e-07
CACNB2	6.534144631586969e-06	9.797279744816478e-06	2.3431361739767453e-08	7.779717270750552e-05	6.514850383609883e-07	0.0001777496945578605	1.3146979654266033e-05	8.569695637561381e-06	7.19132149242796e-05	1.587473263953143e-07	4.2252139564880054e-07	1.3094426321913488e-05	1.7269090676563792e-05	2.105216765357909e-07	7.570046136606834e-07	0.0015521813184022903	1.4069538565308903e-06	8.378856364288367e-06	1.3097111150273122e-05	2.1485520562691818e-07	8.717902528587729e-05	8.140695172187407e-06	1.3854572955551703e-07	2.3124255221773637e-07	3.638317309651029e-07
CACYBP	0.0001089249926735647	0.00032465477124787867	0.0009531709365546703	0.0003925913479179144	0.0005410393350757658	0.0010700089624151587	0.00046240087249316275	0.0001443043875042349	0.00029964311397634447	0.00039493030635640025	0.0008264498319476843	0.0001505028922110796	0.00012531083484645933	0.0002998601703438908	0.0001507249689893797	0.00015543111658189446	0.00032479080255143344	0.0012479271972551942	0.00013417151058092713	0.00022252720373217016	7.201734115369618e-05	0.00010733023373177275	0.00036626571090891957	0.0005465200520120561	0.0013410035753622651
CADM1	2.2322861696011387e-05	2.3628528651897795e-05	4.6012544771656394e-05	4.983556323168159e-07	4.229739715810865e-05	0.0002387339191045612	3.407245094422251e-05	0.0010066090617328882	8.030544267967343e-05	9.091091669688467e-06	3.063353506149724e-05	4.380563768791035e-05	0.000855550984852016	4.9994585424428806e-05	0.0006905392510816455	9.414583473699167e-05	7.408344117720844e-06	0.0006119548343122005	3.085469506913796e-05	3.970372927142307e-05	1.6389500160585158e-05	0.00015788765449542552	0.00039628075319342315	1.4679123523819726e-05	1.8536622519604862e-05
CADM3-AS1	8.717032869753893e-06	1.1477753105282318e-05	2.00323402310687e-08	2.788529513964022e-07	1.2639044655315956e-07	1.507006572865066e-07	2.2471012925961986e-06	7.06900038949243e-07	1.1060859833378345e-05	1.465414243284613e-07	4.61585329958325e-08	5.019265699957032e-06	6.238483507559067e-08	5.764934485341655e-07	3.6094661481911317e-07	2.207352508776239e-06	2.2336502070174902e-07	1.6534179394511739e-06	1.2221652468724642e-05	0.0007204130524769425	1.9702728337733788e-08	4.2645868234103546e-05	1.4469813436335244e-07	4.15995735636443e-08	8.756015290600772e-08
CADPS	9.589025466993917e-06	1.2362499546725303e-05	1.0478845524630742e-07	7.76902766119747e-07	8.553026020763355e-08	1.098815616273896e-07	6.064592525945045e-06	4.311681607305218e-07	2.195942579419352e-05	0.0027817408554255962	1.4681697280138906e-07	0.03492603451013565	1.5011751202109735e-05	1.577296870891587e-07	2.0462934116949327e-05	2.3666514437081787e-07	3.3925670095413807e-07	7.5546731750364415e-06	1.5018551493994892e-05	1.250999872581815e-07	1.7617409753256652e-08	1.8307915752302506e-06	2.874693620924518e-07	7.71209300864939e-08	1.515171845767327e-07
