Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11
ATP8A1	5.4011020438338164e-06	0.0001193516727653332	7.113506580935791e-05	0.00021913310047239065	8.281124610221013e-05	1.2591606719070114e-05	0.0005865247221663594	3.0930270440876484e-05	0.00023156069801189005	7.917945367807988e-06	0.00014340308553073555
ATP8B4	5.797670382889919e-05	1.0743441634986084e-05	1.7075069990823977e-05	4.093666632343229e-07	0.00011543126311153173	1.9307462935103104e-05	0.00016353528189938515	0.0005118144326843321	7.594107592012733e-05	1.0088078852277249e-05	6.866616604384035e-05
ATPIF1	0.0003944478230550885	0.0008506983867846429	0.0007298550335690379	0.00043629002175293863	0.0011725191725417972	0.0013080802746117115	0.0011290106922388077	0.00040232582250609994	0.0005630276282317936	0.0003646459663286805	0.0008301141206175089
AURKA	4.892768629360944e-06	5.252443588688038e-05	8.095140401565004e-06	1.4982975699240342e-05	0.002007488626986742	1.363079445582116e-05	2.8956848836969584e-05	5.057244925410487e-05	5.408139986684546e-05	4.566435563901905e-06	2.305953239556402e-05
AURKB	1.2736383325773204e-07	9.085868441616185e-06	6.129974735813448e-06	2.921196653460356e-07	0.002028589602559805	4.0069923556984577e-07	5.419981903287407e-07	5.380482889449922e-06	1.0578705769148655e-06	4.5434384787768067e-07	1.3645180274579616e-07
AUTS2	0.0001261980360141024	7.4524537012621295e-06	5.5455995607189834e-05	7.491498399758711e-05	7.698049739701673e-05	0.001497986144386232	0.00017916210344992578	7.704801646468695e-06	0.00013914451119489968	0.00022726655879523605	0.0002541454741731286
AVPR1A	0.0015650184359401464	8.280215979539207e-07	7.635094334546011e-06	6.583850904462452e-07	3.5856473346029816e-07	1.9053885580433416e-08	2.81041337757415e-07	1.4509708989862702e-07	3.7190778812146164e-07	2.143360461559496e-06	2.7123940071760444e-07
AVPR2	2.517653001632425e-07	1.1394064358682954e-06	6.875489361846121e-06	0.0008603401947766542	1.6278943348879693e-07	1.4383980229126792e-08	5.981694073398103e-08	5.966009553048934e-07	3.176611471644719e-07	4.848137677981867e-07	2.7253409484728763e-07
AXL	0.0005863181431777775	1.1217432984267361e-05	3.5153385397279635e-05	9.305238108936464e-07	2.614277718748781e-06	2.1545049548876705e-06	6.136161232461745e-07	0.0006188706611283123	1.9910528408217942e-06	0.0010265744058415294	1.4604841453547124e-05
AZGP1	9.909103027894162e-06	6.873568054288626e-06	1.099667224480072e-05	7.239872957143234e-06	1.803121267585084e-05	0.0010979456128552556	1.1585379979806021e-05	2.0872375898761675e-06	8.828966201690491e-06	7.036086572043132e-06	1.589248131494969e-05
BACE2	0.00016874485299922526	1.930059261212591e-05	2.6429874196765013e-05	0.0005922369309701025	1.6644909919705242e-05	0.00010086596012115479	1.7709331814330653e-06	1.2328388038440607e-05	0.0009849077323451638	0.00040715496288612485	6.290444616752211e-06
BACH2	1.2584888281708118e-05	3.3717942642397247e-06	3.062819450860843e-05	1.052113566402113e-05	1.5214045561151579e-05	3.420507027840358e-06	0.0002617536811158061	1.6396877526858589e-06	0.0008835780317895114	0.00010772958921734244	0.00039720433414913714
BAD	0.00040521929622627795	0.0003473711258266121	0.0003494997217785567	0.00027236956520937383	0.0004566156130749732	0.001100755063816905	0.0004298887506593019	0.0001836311857914552	0.0001831003319239244	0.0003692799073178321	0.000856911123264581
BAIAP2	1.2608852557605132e-05	5.123480150359683e-05	3.445072070462629e-05	0.00034826077171601355	3.053431282751262e-05	0.0010323472088202834	4.647101377486251e-05	0.00030886742752045393	1.290584714297438e-05	0.00011201367306057364	0.000575193902477622
BAMBI	1.850911030487623e-05	1.894353044917807e-05	5.300518751027994e-06	4.510572125582257e-06	7.732836820650846e-06	0.0003386678290553391	2.4333552573807538e-05	4.499690476222895e-06	1.9425167920417152e-05	1.29698782984633e-05	1.1145491043862421e-05
BANK1	6.827835932199378e-07	6.181326898513362e-05	6.577655585715547e-05	1.780375896487385e-06	5.300571501720697e-07	1.5588032908908644e-07	9.544278327666689e-07	2.9570396691269707e-06	0.0018499665893614292	3.213273203073186e-06	3.1946608487487538e-06
BARD1	7.497070328099653e-05	0.00019597956270445138	6.328427843982354e-05	7.092583837220445e-05	0.001244941959157586	0.0002634849806781858	0.00027205629157833755	0.00013136531924828887	0.00023185201280284673	7.755779370199889e-05	8.196758426493034e-05
BASP1	2.0864461475866847e-05	0.00037648616125807166	0.00027092709206044674	3.809572945101536e-06	6.714460323564708e-05	0.00042142433812841773	1.073095336323604e-05	0.0003877728304360062	0.0008680270984768867	0.0006368800532072783	0.0005405418924055994
BCAM	0.0006270193844102323	1.0032223144662566e-05	2.900849904108327e-05	0.0015301501844078302	5.016077921027318e-06	0.0013709447812289	5.628817689284915e-06	8.54447625897592e-06	1.6181190858333139e-06	5.475295438372996e-06	1.3720030437980313e-05
BCAS4	2.7110218070447445e-05	5.943725409451872e-05	9.537139703752473e-05	8.814848229121708e-07	0.0002415831695543602	0.0002828991273418069	0.00034829406649805605	1.7153208773379447e-06	0.0007176701910793781	3.109030512860045e-05	2.7167308871867135e-05
BCAT1	2.1844532966497354e-05	5.112597864354029e-05	2.919305734394584e-05	6.17677069385536e-05	0.00012861972209066153	3.079717771470314e-06	2.225987918791361e-05	0.0009115853463299572	3.2789757824502885e-05	0.0005687098600901663	3.3545393307576887e-06
BCL11A	2.3982695438462542e-06	9.531915566185489e-05	2.7095285986433737e-05	8.188645210793766e-07	8.619816981081385e-06	2.266157571284566e-05	4.899188752460759e-07	2.496232627891004e-05	0.0011254787677899003	2.3770871848682873e-06	0.0002797940978780389
BCL2A1	4.1970176312133844e-07	4.8302117647835985e-05	2.3538041205029003e-05	8.639015049993759e-07	2.1027777620474808e-05	5.790334398625419e-07	0.0001980060915229842	0.001133703743107617	0.00033268408151343465	2.3335209675678925e-07	1.56476871779887e-05
BCL2L12	7.771904347464442e-05	0.00036793260369449854	0.00017105309234466404	0.00010496912727830932	0.0011330104898661375	0.00024773660697974265	0.0002870543103199452	0.00015779014211148024	0.00024522532476112247	0.00012013753439532593	0.00028356758411973715
BCL6B	6.208835543475288e-07	6.138061962701613e-06	1.0164180821448099e-05	0.0015465285396203399	2.4260597797365335e-07	5.3923969289826346e-08	9.049949767359067e-08	4.1498606151435524e-07	1.708655986476515e-06	2.2679199901176617e-05	2.311874141014414e-06
BDKRB2	1.6588802509431844e-06	8.819553158900817e-07	1.4683495464851148e-05	0.0010231055784970522	7.13329598056589e-07	1.6765869077062234e-05	1.646843514890861e-07	5.691733235835272e-07	2.9301719450813835e-07	7.211448973976076e-05	1.09058109956095e-05
BEX4	0.0002581329899840057	0.0001494549069320783	0.00021366022701840848	0.00014899882080499083	6.631350697716698e-05	0.0008990978822112083	0.0003460515581537038	0.000500519759953022	0.000684277736581862	0.00014814204769209027	0.0020794144365936518
BGN	0.001343407784588635	4.2550482248771004e-06	5.473128112498671e-05	7.588275184389204e-05	2.403330654487945e-05	3.944256968679838e-05	1.459104737477901e-06	1.5588894939355669e-06	1.878797093013418e-06	0.0014471824979409575	2.7303492970531806e-05
BHLHE40	0.00026927198632620275	7.27691367501393e-05	0.00014792480214964598	0.00025520671624690294	0.00026327912928536534	0.0003984775685239583	0.000566830683965236	0.00028221114189364016	0.00031951681012287736	0.0004810153041034937	0.00041470129508525133
BICC1	4.60249102616217e-05	1.6717477819838678e-06	4.196333611616865e-05	4.979199275112478e-07	4.182796601526206e-06	2.009477839237661e-06	4.817231342713058e-07	1.4119874549578526e-06	1.902987946778012e-06	0.0011545070447027683	2.5202340111718513e-05
BID	3.804307561949827e-05	0.0004863210197072476	0.00024385136202909052	0.0003468867507763207	0.00030814745696261525	0.00014623042079620063	0.0003866739571094513	0.0007880597840994596	0.00020556779054459184	7.656338857486844e-05	0.0003673844039440155
BIRC5	2.2645194519554934e-07	1.7576927348272875e-05	1.475295539421495e-05	2.6973625608661678e-06	0.003516465425491333	2.142418634321075e-05	6.768514708710427e-07	3.489162963887793e-06	3.433837036936893e-07	1.221414891006134e-06	1.4922849800313998e-07
BLK	4.2804344957403373e-07	8.171596709871665e-05	3.552228008629754e-05	1.5029181099635025e-07	1.623319349164376e-06	2.1859456467154814e-08	4.0955765143735334e-05	4.3690820916708617e-07	0.0018465114990249276	1.0325562982416159e-07	2.3442999008693732e-06
BLNK	2.711680281208828e-06	0.0014633549144491553	0.0002864684793166816	7.22448362466821e-07	7.92875471233856e-06	0.00035653141094371676	2.013239964071545e-06	0.00035189258051104844	0.0013683788711205125	1.9658180008264026e-06	9.966283687390387e-05
BLOC1S1	0.0003563289646990597	0.00019602473184932023	0.0002087216853396967	0.00017442303942516446	0.000838844571262598	0.0002580728614702821	0.0005599718424491584	0.0005798302590847015	0.0002534899103920907	0.00024971525999717414	0.0003032894746866077
BLVRA	0.00019431195687502623	0.00019045002409256995	0.00022402415925171226	0.00010340852895751595	0.0003512488619890064	0.0006883483147248626	0.000290144031168893	0.0010215493384748697	0.00028995753382332623	0.00019099148630630225	0.00024351633328478783
BLVRB	0.00026256468845531344	0.00027350368327461183	0.00020845953258685768	0.00010341862071072683	0.0001355863205390051	0.000976735376752913	0.00013445645163301378	0.0010464043589308858	7.685126911383122e-05	0.00018289231229573488	0.0003499693120829761
BMP1	0.0007388611556962132	1.3408655831881333e-05	2.7943682653130963e-05	0.00026327138766646385	3.4881239116657525e-05	6.597006631636759e-06	2.4561548343626782e-05	3.110143370577134e-05	6.86521343595814e-06	0.001122204354032874	1.155999143520603e-05
BMP2K	9.036660776473582e-05	0.00013699886039830744	1.7155633031507023e-05	0.0002810299920383841	7.460684719262645e-05	0.00024894921807572246	3.543795537552796e-05	0.001105477218516171	0.000840954075101763	0.0001478640187997371	2.4075496185105294e-05
BMPR1A	0.00039557897252961993	0.00011088656901847571	0.00012192924623377621	1.5605849057465093e-06	9.265534754376858e-05	0.0001621791161596775	0.000173248365172185	4.266853284207173e-05	0.0002614797558635473	0.0005178153514862061	9.652685548644513e-05
BMPR2	0.00023628567578271031	8.473254274576902e-05	0.00011973506479989737	0.001484823296777904	6.61459198454395e-05	0.0003581464115995914	0.00013576814671978354	0.0001519295765319839	7.107069541234523e-05	0.0006522181793116033	0.00018849610933102667
BNC2	1.7356509488308802e-05	2.1384898900578264e-06	4.1113413317361847e-05	6.649477290920913e-05	1.2002004723399295e-06	2.433267525248084e-07	2.02437195184757e-06	0.00010557654604781419	5.437966319732368e-05	0.0011829660506919026	8.656294085085392e-05
BNIP3	0.00011747101234504953	0.00010008281969930977	0.0001408230309607461	8.298265311168507e-05	0.0002127061306964606	0.0008314976003021002	0.00019869381503667682	0.00023531040642410517	2.5278406610595994e-05	0.00013141344243194908	0.0001026592290145345
BNIP3L	0.0004402874910738319	0.00018554303096607327	0.0002885852591134608	0.00022351942607201636	0.00021080531587358564	0.001255377079360187	0.00045188365038484335	0.0009069154039025307	0.00034263721317984164	0.0004787310608662665	0.0008662993204779923
BOC	0.00022999370412435383	2.83299573311524e-06	5.9650003095157444e-05	0.00014018065121490508	1.6334266547346488e-05	1.9291843273094855e-05	9.739696906763129e-07	8.872398211678956e-07	1.460584462620318e-05	0.0008780298521742225	4.645509761758149e-05
BRCA1	2.5778910639928654e-05	4.311355951358564e-05	1.1886065294675063e-05	0.00010218756506219506	0.001568675972521305	0.00017049512825906277	4.423438076628372e-05	6.209429557202384e-05	6.180199852678925e-05	8.19675115053542e-05	4.790358798345551e-05
BRCA2	1.2295590749999974e-05	0.0002753770677372813	0.00011691018153214827	1.804178646125365e-05	0.0011748443357646465	3.75565723516047e-05	7.40169853088446e-05	8.640888700028881e-05	0.0001520299556432292	7.978518260642886e-05	4.464264929993078e-05
BRE	0.00011536780948517844	5.253671042737551e-05	5.2485855121631175e-05	0.00020911754108965397	0.00017957760428544134	0.00019514224550221115	0.00030716994660906494	0.00019248054013587534	0.00028695049695670605	0.00017122617282439023	0.000164051161846146
BRI3	0.00014896760694682598	0.00016909603436943144	8.785691898083314e-05	0.0003675954940263182	0.00011128814367111772	0.00019534178136382252	0.00017427999409846961	0.0010740725556388497	4.931720468448475e-05	0.0007038731127977371	0.00016143535322044045
BST2	0.0006968657835386693	0.000727151520550251	0.0004042564542032778	0.0008992046350613236	0.0009424422169104218	0.0005226978100836277	0.0006656283512711525	0.0006982641061767936	0.00044731696834787726	0.0002869439485948533	0.0002701231569517404
BTG2	0.0001046621473506093	0.002233473351225257	0.0013655010843649507	9.076394781004637e-05	3.761320112971589e-05	0.0009188357507809997	0.0006622196524403989	0.00022511127463076264	0.0008386038243770599	1.0063731679110788e-05	0.002164176432415843
BTG3	0.00019797866116277874	0.0002232057595392689	0.0004095842014066875	0.00010296561958966777	0.000561848864890635	4.021854329039343e-05	0.0004631154879461974	0.0001678734115557745	0.00013468154065776616	0.00015879431157372892	4.571996396407485e-05
BTK	7.373524795184494e-07	0.0005596785922534764	0.00011139074922539294	4.3118001258335426e-07	2.2010219709045487e-06	1.5919255247354158e-07	7.187260848695587e-07	0.0005861843237653375	0.0027412266936153173	1.2130688276101864e-07	3.2378959531342844e-06
BTLA	1.0001450618801755e-06	5.351679283194244e-05	8.314963633893058e-05	3.3923723208317824e-07	5.573506132350303e-05	7.225708031910472e-08	0.0003911791427526623	1.361251179332612e-06	0.00048067866009660065	1.8503531009628205e-06	6.2776298364042304e-06
BTN2A2	3.368909892742522e-05	0.00034598723868839443	0.0002383246464887634	0.00016057764878496528	3.991302219219506e-05	3.351261329953559e-05	0.00024427700554952025	0.00021957555145490915	0.0009675814071670175	9.001149737741798e-05	3.103079870925285e-05
BTN3A1	0.00012345203140284866	0.0002497840905562043	0.00021250892314128578	0.00017698256124276668	8.072464697761461e-05	3.2420855859527364e-05	0.0008125242893584073	0.0001051889848895371	0.00038661545841023326	0.00016303111624438316	0.0001013612054521218
BTNL9	7.202542064987938e-07	4.664580956159625e-06	1.146269823948387e-05	0.000801970949396491	2.5873748654703377e-06	3.4849634289457754e-08	1.4986929954829975e-06	2.3025731366033142e-07	4.5527092879638076e-05	1.950910245795967e-06	5.1989690064147e-07
BUB1	1.7210849989623966e-07	9.011272777570412e-05	1.452347896702122e-05	2.589960104160127e-07	0.0018561468459665775	7.311932108677865e-07	3.6705354432342574e-05	8.647365575598087e-06	3.3679850730550243e-06	9.840449592957157e-07	1.9997444269392872e-06
BUB1B	1.0583971032929185e-07	2.2399864974431694e-05	5.351562322175596e-06	1.593895035512105e-06	0.0023322284687310457	1.1604092975403546e-07	1.6781295926193707e-06	2.479075646988349e-07	1.0221780399888303e-07	1.8772652765619569e-07	1.0176221110214101e-07
BUB3	0.0001960019872058183	0.0002823430113494396	0.0003774852375499904	0.00018836687377188355	0.0011174879036843777	0.00039323687087744474	0.001012283843010664	0.0001348878868157044	0.0002774748136289418	0.00013202654372435063	0.0003062414180021733
C10orf10	0.0007602103869430721	6.191560532897711e-05	0.0001106605923268944	0.00045318607590161264	1.5357574056906742e-06	8.350933785550296e-05	3.400058176339371e-06	4.59380635220441e-06	1.099250880542968e-06	0.0001985090784728527	3.255130650359206e-05
C10orf11	0.00011002297833329067	1.2249797691765707e-05	1.2671439435507637e-05	0.00038656959077343345	2.4097589630400762e-05	0.00017261572065763175	5.060832677372673e-07	0.0006655423203483224	0.00010088208364322782	0.00011544844892341644	0.00012023690214846283
C10orf128	2.575524013082031e-05	2.8281030608923174e-05	2.4637458409415558e-05	0.0005855867057107389	1.3601215869130101e-05	8.300839482444644e-08	0.00015233938756864518	0.00028085827943868935	0.0004587853036355227	1.879803676274605e-06	2.4491911972290836e-05
C10orf54	0.00019169140432495624	0.0007349213119596243	0.000744362419936806	0.0005050673498772085	5.081550625618547e-05	1.6283803461192292e-06	0.0007634733919985592	0.0009489229414612055	0.00012005743337795138	4.781366078532301e-05	0.00021129928063601255
C11orf96	0.001261044992133975	1.6901951767067658e-06	1.226916447194526e-05	0.0002224002091679722	7.391596454908722e-07	1.776658393737307e-07	1.8926994016510434e-07	4.041047532155062e-07	1.1836259545816574e-06	0.00021404160361271352	1.862568751676008e-06
C12orf75	0.00027212148415856063	0.00013179602683521807	0.00010970183211611584	9.009448149299715e-06	0.0006292835460044444	3.257918797316961e-05	0.0007781559834256768	1.3327142369234934e-05	0.00011320216435706243	0.0002766110992524773	0.0007481735083274543
C15orf48	4.2811956291188835e-07	1.6583640899625607e-05	5.865512321179267e-06	1.5494331364607206e-06	6.790443421778036e-06	0.00014020674279890954	2.209571221101214e-06	0.0011732846032828093	5.376154490477347e-07	3.6495998756436165e-07	7.054281923046801e-07
C16orf54	1.1064803402405232e-06	9.422637231182307e-05	0.00014661143359262496	1.2505262247941573e-06	2.778222733468283e-05	7.444970151482266e-08	0.0006343996501527727	3.6732712032971904e-05	0.00018665420066099614	2.8615050950975274e-07	4.010841439594515e-05
C19orf43	0.0005633277469314635	0.0005226184730418026	0.0005205323686823249	0.00044251541839912534	0.0011399148497730494	0.0007527237175963819	0.0016730178613215685	0.00044069901923649013	0.0010177904041483998	0.00044800571049563587	0.0012518027797341347
C19orf66	0.0003295927308499813	0.00034412089735269547	0.0004671010538004339	0.0002411408058833331	0.00038326787762343884	0.00014012098836246878	0.0010830977698788047	0.0001979357621166855	0.00037537896423600614	0.0003958155575674027	0.00014748613466508687
C1QA	1.666964294599893e-06	2.8010485038976185e-05	1.1534004443092272e-05	4.079871814610669e-06	8.49520893098088e-06	5.365530455492262e-07	3.9002370613161474e-06	0.0016776196425780654	1.134169906436e-06	1.4969048152124742e-06	8.508956739206042e-07
C1QB	4.7181740114865534e-07	2.7544791009859182e-05	1.896094727271702e-05	2.0324589513620595e-06	6.239912636374356e-06	4.572509055833507e-07	3.4747672543744557e-06	0.0017170000355690718	4.392716732581903e-07	1.0821386240422726e-06	2.1968953660689294e-06
C1QC	9.278152788283478e-07	3.0789404263487086e-05	1.0462262252985965e-05	1.5435393834195565e-06	6.250616934266873e-06	7.622091402481601e-07	3.0017367862456013e-06	0.0020298475865274668	8.642858233542938e-07	1.1066101706092013e-06	3.0032595077500446e-06
C1QTNF1	0.0016790031222626567	4.824513780476991e-06	2.2007017832947895e-05	0.00012005209282506257	2.2337510472425492e-06	1.4114306168266921e-06	3.527344176745828e-07	2.6175657694693655e-06	1.9802191673079506e-06	0.0003746714792214334	5.010303993913112e-06
C1QTNF2	0.0010831861291080713	5.914906978432555e-06	3.052902684430592e-05	3.853278030874208e-06	3.6987432395108044e-05	4.788189471582882e-06	1.393409206684737e-06	1.6544194636480825e-07	9.022618314702413e-07	0.00016647198935970664	2.4359733288292773e-06
C1QTNF3	7.8336670412682e-06	3.857343017443782e-06	2.071798917313572e-05	5.348500508262077e-06	8.92443313205149e-06	1.0278556146658957e-05	5.399454494181555e-06	1.7685262037048233e-06	3.069907961616991e-06	0.001202880754135549	7.461840141331777e-06
C1QTNF6	0.0003086497017648071	2.2583388272323646e-05	0.0001560136879561469	9.135455184150487e-05	3.7260440876707435e-05	2.4854549337760545e-05	4.5089476770954207e-05	6.659437076450558e-06	1.9119976059300825e-05	0.001255239243619144	8.514695218764246e-05
C1R	0.0003800113045144826	1.532582064101007e-05	7.711976650170982e-05	2.178333670599386e-05	1.7144220691989176e-05	1.689564305706881e-05	4.871684723184444e-06	3.9238479985215236e-06	5.572738245973596e-06	0.0013476095627993345	2.1339426893973723e-05
C1S	0.0004402234044391662	5.504936780198477e-06	7.057394395815209e-05	2.4104942895064596e-06	1.4995662240835372e-05	1.0576690328889526e-05	3.10767882183427e-06	3.0678747862111777e-06	3.5304790344525827e-06	0.0014253600966185331	2.7999059966532513e-05
C1orf115	5.13356917508645e-06	6.248313184187282e-06	1.248513308382826e-05	0.0008772731525823474	7.117745553841814e-06	0.0004782077157869935	3.7234651699691312e-06	6.310815479082521e-06	7.23892662790604e-05	3.636688052210957e-05	2.160118856409099e-05
C1orf162	1.4516526789520867e-05	4.295853432267904e-05	4.205407458357513e-05	2.573308393039042e-06	1.0091955118696205e-05	2.9971400294925843e-07	0.00039852160261943936	0.001485970220528543	0.0007420923793688416	1.8061589344142703e-06	0.0002811293234117329
C1orf186	5.496639232660527e-07	0.0007256444077938795	0.00015364764840342104	4.267499207344372e-07	2.108933767885901e-05	3.637266217992874e-06	1.1357006997059216e-06	2.1843711692781653e-06	0.0028244499117136	1.3010775035127153e-07	0.00021206526434980333
C1orf198	0.0003971081168856472	2.144895915989764e-05	7.154748163884506e-05	6.937702710274607e-05	0.00010792123794090003	0.00026117110974155366	2.9309636374819092e-05	2.878691884689033e-05	6.410928108380176e-06	0.000753020285628736	3.196833495167084e-05
C1orf21	0.00019185486598871648	2.4855748051777482e-05	5.470633186632767e-05	0.0003018367860931903	7.755959813948721e-05	0.0008099062833935022	0.000159964693011716	8.53255478432402e-05	8.683536179887597e-06	0.00017225771443918347	0.0004709287022706121
C1orf228	1.4567865491699195e-06	7.291781457752222e-06	4.252716462360695e-05	2.1451285192597425e-06	5.9814581618411466e-05	1.1896201613126323e-05	0.0006496663554571569	8.665714995004237e-05	0.0011517992243170738	3.8062530620663892e-06	0.0005502774729393423
C1orf43	0.0003317920782137662	0.000500196183566004	0.0004689995548687875	0.00033036264358088374	0.0005733351572416723	0.0017050161259248853	0.0006305922288447618	0.0005173042300157249	0.00043381741852499545	0.0002172337262891233	0.0005763877416029572
C1orf54	0.0005088456673547626	3.34669130097609e-05	5.255401265458204e-05	0.00117172347381711	2.2372143575921655e-05	2.5866611395031214e-05	2.2913522116141394e-05	0.00071085145464167	1.234835963259684e-05	9.187673276755959e-05	0.00030286595574580133
C2	0.00030263158259913325	4.89897902298253e-05	5.5334407079499215e-05	5.847871875630517e-07	2.9242621621961007e-06	7.076008387230104e-06	2.2728008843841963e-06	0.0006541546899825335	3.051448402402457e-06	0.00022819038713350892	2.0968900571460836e-05
C21orf58	3.7645841075573117e-05	2.7659385523293167e-05	2.4201213818741962e-05	1.9290482669021003e-05	0.0016354520339518785	0.00012774646165780723	5.18957749591209e-05	1.387380325468257e-05	5.1921324484283105e-05	7.763672329019755e-05	8.123792940750718e-05
C21orf91	0.0001646970194997266	8.590658399043605e-05	0.00020114688959438354	0.0002181380841648206	0.00017431190644856542	4.7403707867488265e-05	0.0005791869480162859	4.6479566663037986e-05	0.00033729986171238124	4.454297959455289e-05	6.958991434657946e-05
C2orf40	0.0006264729890972376	4.1447705712016614e-07	6.287353244260885e-06	4.209644612274133e-05	9.539015763948555e-07	1.5971796528901905e-05	3.7060790418763645e-06	2.3106792923499597e-07	2.769282616554847e-07	1.1694910426740535e-06	8.254315616795793e-06
C3	3.153689976898022e-05	6.751881301170215e-06	5.1268241804791614e-05	1.1379790976207005e-06	4.9635164032224566e-06	4.292953235562891e-06	1.0670133860912756e-06	0.0003178188344463706	2.2999818156677065e-06	0.0004408950626384467	4.671394344768487e-05
C3AR1	2.386406094956328e-06	1.180711478809826e-05	1.933823477884289e-05	4.0613696228319895e-07	4.7068679123185575e-05	9.555686375506411e-08	0.000142334756674245	0.001352324616163969	8.674295713717584e-06	6.579948035323469e-07	1.3838380255037919e-06
C4orf32	0.000363184604793787	5.010519817005843e-05	9.145749208983034e-05	0.0006868879427202046	3.0450604754150845e-05	0.00024247502733487636	0.0001337174471700564	6.270536687225103e-05	1.3836472135153599e-05	2.8869026209576987e-05	0.00035090959863737226
C4orf48	0.00012505636550486088	0.0003742136468645185	0.0004537383501883596	0.0001774613920133561	0.00043152080615982413	0.00015148817328736186	0.0007449728436768055	0.0008214702247641981	0.00043671426828950644	0.0006894427933730185	0.0001114146361942403
C5AR1	2.719905978665338e-06	1.2931135643157177e-05	6.730930181220174e-06	2.0106341480641277e-07	3.1938429856381845e-06	2.481487626937451e-06	1.1941082789235224e-07	0.0014075672952458262	2.1342286515846354e-07	3.515358912409283e-05	3.9318024391832296e-07
C7	0.0001658622786635533	1.146177510236157e-06	1.7503502022009343e-05	0.00013737130211666226	1.187358748211409e-06	4.549162895273184e-06	6.155487426440232e-07	5.043572741669777e-07	1.4126776477496605e-06	0.00024244414817076176	0.000250533310463652
C8orf4	0.0001772803079802543	6.673674761259463e-06	2.653955016285181e-05	0.0006520642782561481	2.375576741542318e-06	0.00016055474407039583	5.666807396664808e-07	2.3557045381039643e-07	1.3353918575376156e-06	9.821612184168771e-05	3.366788223502226e-05
C8orf59	0.0004292950325179845	0.0005919785471633077	0.0006039674626663327	0.00032904554973356426	0.0006552562117576599	0.0010296753607690334	0.0008177445270121098	0.0003526453219819814	0.0006453041569329798	0.00040206461562775075	0.0008757645264267921
C8orf88	0.0008017840445972979	5.6847169616958126e-05	0.0001348659861832857	1.4099470718065277e-05	3.933639527531341e-05	1.3626276995637454e-06	5.8518013247521594e-05	1.3508539495887817e-06	6.32686642347835e-05	0.0003600102791097015	0.00027332096942700446
C9orf152	1.604525010634461e-07	3.405657480470836e-07	4.400539182825014e-06	4.869234544457868e-07	2.488205836925772e-07	0.0014228603104129434	8.060478080551547e-07	7.949329727807708e-08	7.791244627242122e-08	2.3466186576115433e-06	8.780180138501237e-08
C9orf16	0.00042573094833642244	0.00044615796650759876	0.0005229766829870641	0.000428798928624019	0.0007278281264007092	0.0009290242451243103	0.0013102893717586994	0.0004525671829469502	0.0006560464971698821	0.0006452701054513454	0.0009819457773119211
C9orf3	0.0006957087898626924	3.241280865040608e-05	4.161812466918491e-05	0.0004152066248934716	0.0001138372826972045	6.553273124154657e-05	5.1299201004439965e-05	1.866983438958414e-05	3.6309280403656885e-05	0.0009140060865320265	3.853827729471959e-05
C9orf72	4.227793397149071e-05	8.743488433538005e-05	3.991926496382803e-05	9.929726365953684e-05	1.164720015367493e-05	8.319260086864233e-05	0.000178658970980905	0.0005074067157693207	0.0002053314819931984	6.709930312354118e-05	0.0003114037972409278
CA12	8.35720402392326e-06	5.088339776193607e-07	1.5721847375971265e-05	5.530883981919033e-07	3.9151327655417845e-06	0.0005938473623245955	1.6462071528167144e-07	1.836276896938216e-05	3.9985002331377473e-07	0.00014559972623828799	6.755298613825289e-07
CA2	2.8544460292323492e-05	1.200340011564549e-05	3.124649083474651e-05	0.00021382291743066162	0.000130973567138426	0.0015143932541832328	6.7513351496018e-06	9.936933201970533e-05	1.5002857253421098e-05	1.4490365174424369e-06	2.0130013581365347e-05
CACNA1C	0.0005802946398034692	4.139717020734679e-06	3.041734453290701e-05	0.00023096744553186	6.73416025165352e-06	1.0267638572258875e-05	4.611464134995913e-07	2.3731614362532127e-07	4.064865493091929e-07	0.00041832897113636136	3.676159167298465e-06
CACNA1H	0.0017128216568380594	9.334393666904361e-07	7.3809865170915145e-06	3.5756468719227996e-07	2.3629020233784104e-06	3.7725300217061886e-07	1.645509291847702e-05	2.1051468479527102e-07	7.590701898152474e-07	4.622949563781731e-05	2.3867434720159508e-05
CACNA2D1	0.0007098860223777592	1.8489896547180251e-06	3.639205897343345e-05	9.47941662161611e-05	9.092713071368053e-07	5.452877303468995e-06	7.804792971910501e-07	1.631168061067001e-06	7.941904914332554e-05	0.0005283834761939943	4.339215229265392e-05
CACNB2	0.0015103096375241876	3.3866913327074144e-06	1.2769867680617608e-05	2.9336354145925725e-07	2.2291387722361833e-05	1.347851321042981e-05	9.887005035125185e-06	3.4969363582604274e-07	1.7522385178381228e-06	2.2222156985662878e-05	3.229750518585206e-06
CACYBP	0.000200357026187703	0.00017794128507375717	0.00028823004686273634	0.00020144371956121176	0.001254899543710053	0.0006310795433819294	0.000685486535076052	0.0003634789027273655	0.0003485380148049444	0.00016045723168645054	0.0003637278568930924
CADM1	0.00012502299796324223	0.000612278759945184	0.0003294453490525484	5.882819095859304e-05	5.218344449531287e-05	4.3161864596186206e-05	7.990989979589358e-05	0.0003069234371650964	8.65874517330667e-06	0.0007673592190258205	3.926388217223575e-06
