Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27
NAT1	3.2607492812530836e-06	6.15091048530303e-05	1.22178862511646e-05	9.054576366906986e-06	1.6480600606882945e-05	5.6038188631646335e-06	1.7410422515240498e-05	1.4166158507578075e-05	9.09866503207013e-06	2.4251630748040043e-05	1.44641671795398e-05	5.175718615646474e-05	1.7188434867421165e-05	5.9081005019834265e-05	4.805360367754474e-05	0.002819076180458069	2.114036942657549e-05	2.1232946892268956e-05	3.058071797568118e-06	1.5796580555615947e-05	3.871344233630225e-06	2.064764339593239e-05	9.891271446349492e-08	0.00015655644529033452	3.084485069848597e-05	1.8869042833102867e-05	2.3623552181106788e-07
NAV1	0.000152990993228741	1.789018278941512e-05	3.630325591075234e-05	6.669194408459589e-05	0.0001373243285343051	9.211134056386072e-06	1.1848977919726167e-05	0.00011947817984037101	0.0011636787094175816	0.001161920721642673	0.0008948611794039607	6.698102879454382e-06	0.00010189617023570463	0.0006362068234011531	6.3174065871862695e-06	0.00030807696748524904	0.00021715278853662312	0.00046384515007957816	0.0007604176644235849	9.560204489389434e-05	0.00021699182980228215	0.0031333656515926123	0.0005119064589962363	0.00040255117346532643	2.5746981918928213e-05	0.00016844151832628995	0.00035833718720823526
NBL1	1.8269454812980257e-05	4.48047139798291e-05	1.1831733672806877e-06	1.780597449396737e-05	3.113068305538036e-05	8.254215572378598e-06	2.682405920495512e-06	3.861173172481358e-05	6.099708843976259e-05	0.0003491145616862923	0.0017646794440224767	0.00014835919137112796	0.0001008429826470092	0.0005986954201944172	0.00010951131844194606	2.5950490453396924e-05	2.369710273342207e-06	4.5220462197903544e-05	0.00019071073620580137	4.269790224498138e-06	0.00037656191852875054	1.0389437193225604e-05	1.7326221950497711e-06	3.609930718084797e-05	2.3094842617865652e-05	5.943212272541132e-06	1.4401739463210106e-06
NCAPD2	0.0002066892629954964	0.0001799028250388801	3.4042921470245346e-05	0.0001924086536746472	7.26322759874165e-05	0.0002014118363149464	0.00018132143304683268	0.00014532891509588808	0.00013278468395583332	0.00013952840527053922	0.00013611344911623746	0.0006807869649492204	0.0001276829862035811	0.00012945586058776826	0.0002432541223242879	6.847063195891678e-05	0.00018165583605878055	8.05640738690272e-05	0.00029508935404010117	5.603177487500943e-05	8.915638318285346e-05	3.372264473000541e-05	2.412372487015091e-05	0.0006112835835665464	0.0002515380328986794	7.295126852113754e-05	4.5702847273787484e-05
NCAPD3	9.70698383753188e-05	0.0008483213605359197	8.71144948177971e-05	8.571576472604647e-05	1.3757727174379397e-05	0.0002191460516769439	8.687864465173334e-05	7.470189302694052e-05	0.00023875231272540987	8.207081555156037e-05	6.170174310682341e-05	0.000603599357418716	0.00013815694546792656	0.0001241832651430741	0.00023268605582416058	0.000234866893151775	0.0001932358427438885	9.209906420437619e-05	4.4204265577718616e-05	6.363976717693731e-05	3.808795736404136e-05	0.00016630630125291646	2.942617538792547e-05	0.0002870899043045938	0.0003010088112205267	8.225243800552562e-05	0.00011598208948271349
NCAPG	3.6706087485072203e-06	1.1389660130589618e-06	6.093264346418437e-06	7.006102805462433e-06	5.937756668572547e-07	5.832125680171885e-06	7.611919841110648e-07	1.4759924852114636e-05	2.90159800897527e-06	3.056470632145647e-07	2.016701728280168e-06	0.0006834215018898249	1.8044450200704887e-07	1.9192769684650557e-07	2.537080945330672e-06	1.0531675087577241e-08	1.4027951920070336e-06	6.636332273046719e-06	2.0132106328674126e-06	2.3240039809024893e-05	2.5286195182161464e-07	1.732738564896863e-05	8.71793517376318e-08	0.0004841650661546737	4.224933149998833e-07	5.553500614041695e-06	3.1354954899143195e-07
NCAPG2	6.303465397650143e-06	0.0006963044870644808	8.522970892954618e-05	7.17126895324327e-05	4.0446146158501506e-05	5.417259308160283e-05	3.027356979146134e-05	4.7566551074851304e-05	3.587955143302679e-05	6.74060866003856e-05	4.8553312808508053e-05	0.0007401859038509429	3.341893898323178e-05	0.00014752187416888773	3.716596620506607e-05	2.8365213438519277e-05	2.155532820324879e-05	5.0045659008901566e-05	1.63279109983705e-05	2.2621441530645825e-05	0.0001540376979392022	0.0001239397970493883	4.906656249659136e-05	0.0006274510524235666	0.0001650464255362749	2.9431976145133376e-05	2.827450771292206e-05
NCAPH	3.832091351796407e-06	3.294617499705055e-06	2.444967867631931e-05	3.5997709346702322e-06	1.0553018370274003e-07	7.674566404602956e-06	1.299580674185563e-07	1.3930722161603626e-05	1.6761617871452472e-06	1.1630028211584431e-06	2.8201748136780225e-06	0.0011011187452822924	2.213008201579214e-06	2.2237539099023707e-07	6.355880759656429e-05	2.177410429737847e-08	5.383826078286802e-07	2.8909767024742905e-06	0.0006711246096529067	6.4936562012007926e-06	2.5542919956933474e-07	5.835368597217894e-07	1.3424087796920503e-07	0.0003587402170524001	4.552864993456751e-05	1.95175816770643e-05	5.910876552661648e-07
NCAPH2	0.00013442797353491187	0.0005267082597129047	0.00022278606775216758	0.000147183847730048	9.824019798543304e-05	0.00013785433839075267	0.00020819580822717398	0.00010411167022539303	0.0003822727012448013	0.0001252665533684194	0.00016710760246496648	0.0005621567252092063	0.00023764523211866617	0.00020969276374671608	0.00032474109320901334	5.747864270233549e-05	5.453715129988268e-05	3.823851511697285e-05	0.00011344501399435103	0.0002543329319451004	0.0001931581209646538	0.0002356780896661803	3.431207005633041e-05	0.00026065960992127657	0.00035740050952881575	9.816356032388285e-05	8.718460594536737e-05
NCF1	0.0005842572427354753	0.00022638283553533256	0.0010622739791870117	0.0004878454783465713	1.7210894611707772e-06	0.0011123648146167397	0.003554688999429345	0.00037349664489738643	0.0004417359014041722	5.340529583008902e-07	6.377331942530873e-07	4.9642858357401565e-05	1.2924697330163326e-06	1.6617543678876245e-06	0.0004291963705327362	7.642395758011844e-06	0.0011592187220230699	5.979424258839572e-06	4.6784087317064404e-05	0.0006505717756226659	5.807185971207218e-06	1.771656570781488e-05	0.0005814167088828981	2.8298647976043867e-06	0.0007841084734536707	0.0008013998158276081	0.0002913397329393774
NCF2	1.3716216017201077e-05	2.9119594273652183e-06	8.933710341807455e-05	2.467731792421546e-05	5.684818233930855e-07	9.72454872680828e-05	0.0001973569014808163	3.196368197677657e-05	1.1133555744891055e-05	2.502241159163532e-06	2.009624495258322e-06	1.599040479050018e-05	4.017360697616823e-05	1.8235351717521553e-06	4.21735330746742e-06	1.7558198806000291e-07	0.00017287068476434797	1.4405117099158815e-07	3.6087340049562044e-06	8.175627954187803e-06	9.348664207209367e-06	1.4340686902869493e-05	1.4324997721359978e-07	1.9417896055529127e-06	1.4959461623220704e-05	0.0018608458340168	0.0007387455552816391
NCF4	0.0004114869225304574	0.0005739693879149854	0.001080137095414102	0.0005988329066894948	5.801117595183314e-07	0.00114786671474576	0.0011838874779641628	0.0001759531005518511	0.00028593078604899347	2.8674728014266293e-07	1.0753900170357156e-07	0.0010362465400248766	3.6494557775768044e-07	6.937340231161215e-07	0.00021602300694212317	3.486227058147051e-07	0.000497019907925278	3.340722400935192e-07	8.695648830325808e-06	0.0009087707148864865	1.8303014712728327e-06	9.25503991311416e-06	0.0010171572212129831	5.427092446552706e-07	0.00040378267294727266	0.0008294149301946163	0.0003963640483561903
NCKAP1L	0.000149025785503909	0.0016857606824487448	0.00012432709627319127	0.00020591411157511175	5.433043384073244e-07	0.0004007153329439461	0.0006145095103420317	0.0002217153087258339	0.0002108511107508093	6.142006441223202e-07	1.5718744350579072e-07	0.0004399998870212585	4.670633586556505e-07	2.1708451640733983e-06	0.0006458517163991928	4.3388047288317466e-07	0.0007872526766732335	2.287674192302802e-07	3.6673442082246765e-05	6.313879566732794e-05	3.349422968312865e-06	1.1952964086958673e-05	0.0003551291301846504	4.888445346296066e-07	0.0005585063481703401	0.0007662824355065823	0.0005744083318859339
NCOA3	0.0002532850776333362	0.0015534514095634222	0.0006707932916469872	0.0003868822241201997	2.8311471396591514e-05	0.00044063880341127515	0.0009572478011250496	0.00017921693506650627	0.00027969179791398346	0.00013182694965507835	0.00018078093125950545	0.0004663105355575681	0.00012311330647207797	0.00025740923592820764	0.0003976247098762542	0.0002672683331184089	0.0004263106966391206	0.00023331363627221435	0.0005155991530045867	0.00035444277455098927	9.615715680411085e-05	0.0004441190976649523	6.947117071831599e-05	4.026698661618866e-05	0.00039972487138584256	0.00017402145022060722	0.00013807977666147053
NCOA4	0.0002715202863328159	0.00031493452843278646	9.973725536838174e-05	0.00024232931900769472	0.00024085612676572055	0.00034763445728458464	0.00031403175671584904	0.00021192601707298309	0.00024257578479591757	0.0002609454095363617	0.00019758591952268034	0.0004621515399776399	0.0002923521969933063	0.00016950463759712875	0.00047300412552431226	0.0004969349829480052	0.0005593211972154677	0.0002888394519686699	0.0004451500717550516	0.00017370370915159583	0.0004271151847206056	0.0001513089518994093	0.0012662095250561833	0.00029713002732023597	0.0004528013232629746	0.0007403257768601179	0.0008488998282700777
NCOR2	9.774671343620867e-05	0.0004867216048296541	0.00010991615272359923	0.000188803460332565	8.23784212116152e-05	0.00014332192949950695	0.00015033634554129094	0.00011409543367335573	0.00018500223814044148	0.000534957682248205	0.001193507225252688	0.0003503250773064792	0.00017767753161024302	0.0011708553647622466	0.00035111504257656634	0.0006233806489035487	0.00021267456759233028	0.00015673703455831856	0.0004279664426576346	4.556448766379617e-05	0.0002004007837967947	0.0006055781268514693	0.0002816776977851987	0.00014755172014702111	0.00020011626475024968	0.0005275870789773762	0.0001412387500749901
NCR3	3.854613896692172e-05	0.00014786433894187212	2.554856109782122e-06	1.0825474419107195e-05	7.275473024037638e-08	0.0013131133746355772	0.0006224359967745841	9.159436740446836e-05	5.204986882745288e-05	3.8872553886903916e-07	8.701713483105777e-08	0.00023449734726455063	2.5786351898204884e-07	3.1024913482724514e-07	0.0010251534404233098	4.856978534917289e-07	3.256350510127959e-06	1.0605681666220335e-07	4.098535282537341e-05	2.1688758806703845e-06	1.017094291455578e-06	1.3846631645719754e-06	3.830813511740416e-06	6.254759910007124e-08	0.00020164229499641806	4.636679591385473e-07	3.799706064455677e-06
NDC80	5.712665824830765e-06	4.729967258754186e-05	1.0548532372922637e-05	9.865460015134886e-06	2.5393296709808055e-07	2.612660864542704e-05	1.7683778423815966e-06	3.014219691976905e-05	1.4326276868814602e-05	7.098206697264686e-05	1.8098346117767505e-05	0.0013201507972553372	0.00011352801084285602	2.4462408418912673e-06	8.656100544612855e-05	6.301894472926506e-08	1.3055772797088139e-05	9.029043212649412e-06	5.440278982860036e-06	1.4764151273993775e-05	2.675550786079839e-05	6.286732968874276e-05	1.5572043139400193e-06	0.00011429295409470797	7.967551209731027e-05	2.5249191821785644e-06	4.075733158970252e-06
NDFIP2	9.428043995285407e-05	0.00013438778114505112	0.0002343577507417649	0.00011118618567707017	8.131926733767614e-05	7.623996680194978e-06	3.485524757707026e-06	0.0001545911654829979	0.00033534938120283186	0.00014255779387895018	0.00014638023276347667	0.0008967014728114009	0.0001108925644075498	0.00018357628141529858	0.000386309897294268	0.0003415859828237444	1.0725999345595483e-05	0.00010993565956596285	0.0003709274751599878	6.289779412327334e-05	0.00014651486708316952	9.974085696740076e-05	0.0007174337515607476	0.00017748789105098695	0.0002917341189458966	1.0884061339311302e-05	4.610783889802406e-06
NDN	2.7831789338961244e-05	2.6675539629650302e-05	2.706484565351275e-06	3.0383458579308353e-05	7.3772498581092805e-06	3.7981608329573646e-06	6.375579459927394e-07	6.68188149575144e-05	3.212397496099584e-05	0.0010342429159209132	0.0003455242549534887	8.919586434785742e-06	0.000590507872402668	0.0005828012363053858	5.995574952066818e-07	1.159270652806299e-07	4.1332648834213614e-05	0.00014980530249886215	8.716851152712479e-05	7.216357516881544e-06	0.0014767652610316873	2.7411644623498432e-05	2.792848135868553e-05	3.8695736748195486e-07	3.764232303637982e-07	1.5029494534246624e-05	0.0001361633330816403
NDRG2	1.9059807527810335e-05	8.126125612761825e-05	8.413214345637243e-06	1.5819361578905955e-05	0.0007960379007272422	1.0073938028654084e-05	8.193891517294105e-06	5.4534757509827614e-05	1.3691177628061268e-05	0.0003967175434809178	1.408490334142698e-05	7.3937917477451265e-06	0.0008969113114289939	0.0006631414871662855	1.632861494726967e-05	3.5427769034868106e-05	5.012556357542053e-05	0.0001855263690231368	0.0013293521478772163	2.7748177672037855e-05	0.0004186367732472718	0.00041574446368031204	0.0001768233923939988	0.00018935895059257746	4.249946141499095e-05	7.811106479493901e-05	0.0017145541496574879
NDST1	8.343798253918067e-05	2.514053903723834e-06	5.1765699026873335e-05	4.178604285698384e-05	7.127508433768526e-05	2.9510232707252726e-05	2.1382420527515933e-05	0.00029879144858568907	0.000194588748854585	0.00017637951532378793	0.0004176379297859967	7.563065764770727e-07	0.00016810090164653957	0.0005988104385323822	1.8447614138494828e-06	0.0003176105674356222	1.5348226952482946e-05	0.0012455749092623591	0.00011559759877854958	3.715877392096445e-05	6.367632886394858e-05	0.0020707875955849886	2.3849823264754377e-05	0.00012273168249521405	7.72997395870334e-07	0.00017826101975515485	0.0001226092572323978
NDST2	0.00013663370918948203	6.939385639270768e-05	8.334218728123233e-05	1.6465513908769935e-05	9.48901470110286e-06	1.359735233563697e-05	0.00011287636152701452	4.150850872974843e-05	5.4185115004656836e-05	0.00015444576274603605	7.426008232869208e-05	0.00011860470112878829	2.7384072382119484e-05	4.996334610041231e-05	0.00014136321260593832	6.518744339700788e-05	0.00031278078677132726	2.9774684662697837e-05	1.291368516831426e-05	6.515133281936869e-05	8.282739872811362e-05	2.218637200712692e-05	0.0026559859979897738	3.972595004597679e-05	0.00026855969917960465	0.00016395917918998748	0.00023081425752025098
NDUFA4	0.0005696403095498681	0.000152531560161151	0.0009752666810527444	0.0009420516435056925	0.0029731770046055317	0.0012321302201598883	0.000538865162525326	0.0008772118599154055	0.001058376394212246	0.0003002368612214923	0.000668852764647454	0.0012326407013460994	0.0006509179947897792	0.0001807191874831915	0.0012060989392921329	0.0010110957082360983	0.0008333728765137494	0.00038089934969320893	0.0008005814161151648	0.0009728695149533451	0.001182467327453196	0.0001834033610066399	0.0009648885461501777	0.0020431634038686752	0.0010797316208481789	0.0006375938537530601	0.0007281361031346023
NDUFA4L2	5.063528078608215e-05	2.2694989638694096e-06	2.788496931316331e-05	9.11633742362028e-06	0.00010192256013397127	4.1490270632493775e-06	3.929241302103037e-06	4.139159864280373e-05	1.6184549167519435e-05	0.00015626914682798088	7.459992048097774e-06	2.183405058531207e-06	0.004383562598377466	1.0121985951627721e-06	6.223320951903588e-07	9.011399271230403e-08	3.1072804631548934e-06	2.421225644866354e-06	3.0801427783444524e-05	1.1114189874206204e-05	1.7074231436708942e-05	0.00011950816406169906	2.2343826913129305e-06	5.8548532251734287e-05	1.2116814787077601e-06	4.938387405672984e-07	1.4050393701836583e-06
NDUFA6	0.0007269360939972103	0.0001634647633181885	0.0008264169446192682	0.0007258618134073913	0.0009005289175547659	0.0006169253611005843	0.0002618984435684979	0.0007357010035775602	0.0005550528294406831	0.0004546416748780757	0.00038313728873617947	0.0011256978614255786	0.0004929119604639709	0.00011824739340227097	0.0009745708084665239	0.00010745659528765827	0.0004061817016918212	0.00032545087742619216	0.00043682436808012426	0.00048353715101256967	0.00042036460945382714	0.0003762603155337274	0.00032362036290578544	0.0014532743953168392	0.0005466944421641529	0.0004964823601767421	0.0007267971523106098
NDUFAB1	0.00032605379237793386	0.00012132600386394188	0.0010033434955403209	0.0004835429135710001	0.0019723207224160433	0.0005633746040984988	0.0003847602929454297	0.000505322590470314	0.0007948980783112347	0.0004267868062015623	0.00034066810621879995	0.0008777555776759982	0.0005390240112319589	0.00016576028428971767	0.0008187510538846254	0.0006928005605004728	0.0006138964090496302	0.00036096994881518185	0.0004038379993289709	0.0005034119240008295	0.0006096846191212535	0.00019413740665186197	0.00028156384360045195	0.0017742819618433714	0.0007133272592909634	0.0005132897640578449	0.000554123311303556
NDUFB2	0.0004587839066516608	0.0001603745622560382	0.0006928761140443385	0.0006144038052298129	0.0024869602639228106	0.0008811879670247436	0.00047821886255405843	0.000628377718385309	0.0007987308199517429	0.000674246926791966	0.0005274281720630825	0.0010831112740561366	0.0005343076772987843	0.00015024308231659234	0.0010783979669213295	0.0013346404302865267	0.0007156285573728383	0.0004655672237277031	0.000531414698343724	0.0005497364909388125	0.0007124275434762239	0.0005047632730565965	0.000731698761228472	0.002523652045056224	0.000755894579924643	0.0009399272967129946	0.0009236817713826895
NDUFB3	0.00038880054489709437	7.736559928162023e-05	0.0008285179501399398	0.0004371819377411157	0.0010222477139905095	0.0008605577750131488	0.0003945550415664911	0.0005057899979874492	0.00078149966429919	0.00036208302481099963	0.00024293501337524503	0.0010562225943431258	0.00042638054583221674	0.00010117228521266952	0.0008994314121082425	0.00046023764298297465	0.0005667842924594879	0.0002890675968956202	0.00033237863681279123	0.0007347785867750645	0.0003426701878197491	0.0002531042555347085	0.00029980274848639965	0.0013868444366380572	0.0006218708585947752	0.0004976107156835496	0.0005730330012738705
NDUFB4	0.0005770081770606339	0.00015095130947884172	0.0012952907709404826	0.0007888642139732838	0.0019325535977259278	0.0010216605151072145	0.0004705633327830583	0.0005736910970881581	0.0009899829747155309	0.0005710345576517284	0.0004796205903403461	0.0010496913455426693	0.0006744044949300587	0.0002686155785340816	0.0009035951807163656	0.0010003227507695556	0.000674907467328012	0.00047660659765824676	0.000893802905920893	0.0011249810922890902	0.0010124112013727427	0.0003566154045984149	0.0006537219160236418	0.0020247867796570063	0.0008936923113651574	0.0005011361208744347	0.0007908702827990055
NDUFB7	0.0006056854035705328	0.00030300961225293577	0.0012555832508951426	0.000824518094304949	0.002361919963732362	0.000589942850638181	0.0004108018474653363	0.00046008601202629507	0.0008204716723412275	0.0005456035723909736	0.0004934429307468235	0.0008370825089514256	0.0007741969893686473	0.00026805183733813465	0.0009933359688147902	0.000728544604498893	0.00041206879541277885	0.00037393270758911967	0.0008237748988904059	0.0006944945780560374	0.0008438664372079074	0.0003198882914148271	0.00034672877518460155	0.0017098694806918502	0.0006746986764483154	0.0005424254923127592	0.0005956508684903383
NDUFB9	0.0003534729185048491	0.0001727158814901486	0.0004784882185049355	0.00023324576613958925	0.0023768299724906683	0.0006216960609890521	0.00043963760253973305	0.000351440830854699	0.0005861001554876566	0.0002982749429065734	0.00021601359185297042	0.0005531841889023781	0.0004814968560822308	0.00024715845938771963	0.0008317960891872644	0.0008869810844771564	0.0002792098093777895	0.0002613811520859599	0.0006584852817468345	0.0004030082782264799	0.0005167152266949415	0.0001401623012498021	0.0003353796200826764	0.0026101532857865095	0.0008278984460048378	0.0003606132813729346	0.0003420736757107079
NDUFC1	0.0002765660756267607	0.0002577632258180529	0.0007400109898298979	0.0006527179502882063	0.0018645963864400983	0.0006424646126106381	0.000333720090566203	0.00045255679287947714	0.0006793477805331349	0.00035574333742260933	0.0005150087526999414	0.0008922646520659328	0.0004290881915949285	0.00034975726157426834	0.0007552349125035107	0.0016639058012515306	0.0003723331028595567	0.00040879964944906533	0.0005106281023472548	0.0006976714357733727	0.0010298641864210367	0.0003130658296868205	0.00047822928172536194	0.0015431595966219902	0.00074244465213269	0.00042401370592415333	0.00028354977257549763
NDUFS8	0.0005461961845867336	0.00030188710661605	0.0008774937014095485	0.0006211526342667639	0.0019007492810487747	0.00027747219428420067	0.00020655160187743604	0.0004982094396837056	0.00040882741450332105	0.0003043126198463142	0.0002970848872791976	0.0007360785966739058	0.0003480521554592997	0.00018596244626678526	0.0007367515936493874	0.00061503128381446	0.00046665366971865296	0.00021996341820340604	0.00024198341998271644	0.0005885612918063998	0.00040982619975693524	0.00018368118617217988	0.00033658958273008466	0.0017939244862645864	0.0005373932654038072	0.00036695273593068123	0.0007903025252744555
NDUFV2	0.0003100822796113789	0.00037677260115742683	0.0012009507045149803	0.0005423854454420507	0.0014468581648543477	0.0007210237090475857	0.0004920257488265634	0.000607636640779674	0.0005420877714641392	0.0003328433958813548	0.0002329539565835148	0.0013693381333723664	0.00048365825205110013	0.00022496009478345513	0.0008720303303562105	0.0011185620678588748	0.0011161451693624258	0.00022192407050170004	0.0006115087307989597	0.0009866516338661313	0.0005576423136517406	0.00018649872799869627	0.0003877082490362227	0.001654572319239378	0.0009287487482652068	0.0004817014269065112	0.0006866680923849344
NDUFV3	0.00044426339445635676	0.00027899895212613046	0.0006698271608911455	0.0004330325755290687	0.0009014874813146889	0.0002484814322087914	0.0001933606545208022	0.00026758748572319746	0.00037285732105374336	0.00031820646836422384	0.00022154429461807013	0.00038045490509830415	0.0002361323859076947	0.000286818336462602	0.000308238755678758	0.0011362844379618764	0.0002472468186169863	0.00016298028640449047	0.00024079640570562333	0.0006316090002655983	0.0003069533850066364	0.00025578984059393406	0.00018826972518581897	0.0008767612162046134	0.00033030405757017434	0.00044460484059527516	0.0002419460070086643
NEAT1	0.00033804451231844723	0.0020712127443403006	0.0002488560858182609	0.00016254716319963336	4.174809146206826e-05	2.7496078473632224e-05	7.617535447934642e-05	0.00015734783664811403	0.00019748337217606604	0.0001509537105448544	0.0004264569724909961	0.00012846621393691748	0.00013048692198935896	0.0016375983832404017	0.0001610319159226492	0.00037602611701004207	5.320503260008991e-05	0.00026567032909952104	9.75266593741253e-05	0.0002013724879361689	9.388156286149751e-06	0.0015045914333313704	0.00038761712494306266	0.00018816186639014632	0.00013943984231445938	0.0005440892418846488	0.00011025486310245469
NEDD4L	0.00023134364164434373	2.3313264136959333e-06	7.150618330342695e-05	5.5881259868328925e-06	0.00017187961202580482	8.580963913118467e-05	4.564962728181854e-05	1.4254917914513499e-05	3.6452573112910613e-05	5.3623944040737115e-06	3.931238825316541e-05	1.690802378107037e-06	1.9934009287680965e-07	0.00030591513495892286	4.1913153836503625e-06	0.0017448856960982084	6.329541793093085e-05	0.00012213581067044288	6.710394518449903e-05	5.140234497957863e-05	1.6063914927144651e-06	0.0002209327940363437	9.474916623730678e-06	0.0003208769194316119	2.2520571292261593e-05	0.00013097384362481534	3.0397034151974367e-06
NEGR1	1.2965585483470932e-05	3.365613338246476e-06	8.217942308874626e-07	2.3760156182106584e-05	5.003876140108332e-06	5.042250904807588e-06	2.299249445059104e-06	9.967996447812766e-05	9.284695261158049e-05	0.0006009525386616588	0.0009671311709098518	1.3912818985772901e-06	1.6207202861551195e-05	0.0012287608115002513	3.0328385491884546e-07	5.650546881952323e-06	0.00018264359096065164	1.976050270968699e-06	4.414517661643913e-06	3.684932835312793e-06	0.0021382165141403675	2.793922249111347e-06	7.309349712159019e-07	6.302849669737043e-06	2.3602440535341884e-07	7.53874132897181e-07	3.0550021620001644e-05
NEIL3	3.494580596452579e-06	2.344986711477759e-07	3.3935418741748435e-07	2.8159042813058477e-06	2.705463941765629e-08	3.672938646559487e-07	1.890929439696265e-07	1.259861710423138e-05	1.3133907259543776e-06	9.597597738775221e-08	6.884058478817678e-08	0.000891431700438261	1.7461189827372436e-07	1.3208979510181962e-07	4.789054401044268e-06	3.752576915871941e-09	6.600500910280971e-06	7.65933236834826e-08	7.775301469337137e-07	7.712665137660224e-06	1.3026370027091616e-07	6.927842264303763e-07	6.758508419579812e-08	0.00013542066153604537	1.0460523469646432e-07	4.3230551227679825e-07	3.5417360777501017e-07
NEK2	2.7953271910519106e-06	4.2563755187075003e-07	1.5987511403636745e-07	2.5108870431722607e-06	3.141729010280869e-08	3.1876004413788905e-07	5.918440137975267e-08	1.0324773938918952e-05	1.1056287121391506e-06	7.48204271872055e-08	2.2074745587019606e-08	0.00013356491399463266	8.931604611461808e-08	1.2636405699595343e-07	8.397429382966948e-07	4.008773313302072e-09	2.418130122805451e-07	2.5927292313099315e-08	6.549668682964693e-07	7.645458026672713e-07	1.1420276280205144e-07	2.9867217676837754e-07	6.201877766898178e-08	0.000978702213615179	2.3127813619794324e-07	3.4774851087604475e-07	1.818657011654068e-07
NEK6	0.00018984889902640134	0.00018120788445230573	0.00013706048775929958	8.044387504924089e-05	0.0002178064751205966	0.0017974786460399628	0.000510496785864234	0.00010938147897832096	0.00014394870959222317	0.00025855391868390143	0.0004372061521280557	5.015717397327535e-05	2.812971615639981e-05	0.00022743524459656328	9.667686390457675e-05	5.645115379593335e-05	0.0006200778880156577	6.996608135523275e-05	6.867782212793827e-05	0.00016159508959390223	0.000189167883945629	0.00013915548333898187	0.0005687377997674048	0.00017752590065356344	7.042680226732045e-05	0.0008016448118723929	0.00019203340343665332
NES	0.00037908399826847017	2.3997813514142763e-06	9.695967492007185e-06	2.040455183305312e-05	0.0001317840360570699	3.489946720947046e-06	6.555715685863106e-07	8.90014780452475e-05	1.0214029316557571e-05	0.0009828807087615132	3.620495044742711e-05	1.66717052252352e-06	0.0007112096645869315	0.000206392040126957	7.294580655070604e-07	3.692607890570798e-07	2.676291160241817e-06	0.0013906249077990651	0.0004261629073880613	7.28558879927732e-05	0.00028689304599538445	0.0013815943384543061	3.863997335429303e-06	5.8835979871219024e-05	1.3938671372670797e-06	6.455869424826233e-06	6.1847740653320216e-06
NET1	8.140716818161309e-05	3.563199788914062e-05	0.00015646826068405062	9.413665247848257e-05	0.00031198779470287263	2.1895428290008567e-05	2.9652133889612742e-05	0.00010466836101841182	0.00010195491631748155	0.00014249765081331134	0.00032373727299273014	5.892772969673388e-05	0.0015328482259064913	0.00011421203817008063	3.2979360184981488e-06	5.972023427602835e-05	0.0005063501303084195	0.0002110698405886069	7.530354923801497e-05	0.00016180142119992524	0.00018070028454530984	0.00018332047329749912	3.222089435439557e-05	0.00020278037118259817	2.4817607481963933e-05	1.1728582649084274e-05	0.00034263284760527313
NEURL1B	9.941583812178578e-06	1.8926585880763014e-06	1.0496810318727512e-06	1.632816383789759e-05	1.078700734069571e-06	1.4606068816647166e-06	2.659954816408572e-07	4.012391218566336e-05	6.6201605477544945e-06	0.0003416694817133248	5.148090622242307e-06	2.3754248104523867e-05	0.002471605548635125	2.4472608856740408e-05	3.369467549418914e-07	9.75155307969544e-06	9.139827852777671e-06	0.0004946651170030236	0.0007807250367477536	1.4505626495520119e-05	1.972200334421359e-05	0.000549370888620615	8.062022516241996e-07	0.0004202516283839941	3.989123058545374e-07	1.1779482065321645e-06	1.419787895429181e-05
NEXN	1.564136255183257e-05	2.9466253181453794e-05	4.1449138734606095e-06	1.9612416508607566e-05	2.545342613302637e-05	4.390797039377503e-05	9.692955791251734e-05	6.458065763581544e-05	0.0001025834062602371	0.0003057922294829041	0.0010582595132291317	4.179353709332645e-05	0.0007960991351865232	0.00022151583107188344	1.5200103916868102e-05	1.6706562746549025e-06	0.00017814530292525887	3.0302519462566124e-06	1.1799575986515265e-05	1.6249830878223293e-05	0.0001224537700181827	3.6349734727991745e-05	1.9706425518961623e-05	6.898528226884082e-06	1.793301635188982e-05	0.00011015867494279519	6.53379629511619e-06
NFAM1	3.866492988890968e-06	2.0060244310116104e-07	2.8967320986339473e-07	3.2709976949263364e-06	7.186771995293384e-07	3.0671895956402295e-07	1.0931777438827339e-07	1.95297907339409e-05	1.5763457668072078e-06	6.51540540275164e-05	7.742033858448849e-08	2.2850403524898866e-07	1.775386044755578e-05	2.0184590994176688e-06	8.520039784798428e-08	1.3661676234733022e-07	1.9055847815252491e-06	9.927343569415825e-08	9.82013943939819e-07	6.902051836732426e-07	9.45581359701464e-06	7.720078428974375e-05	7.991872763568608e-08	1.2871819308202248e-06	2.3753282007987764e-08	0.0012072909157723188	1.938098284881562e-05
