Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27
NFASC	1.1846410416183062e-05	6.826720664321329e-07	3.880189069604967e-06	7.259947324200766e-06	0.0002811651211231947	1.0642718279996188e-06	1.1819128076240304e-06	3.666898192022927e-05	1.2009428246528842e-05	4.9557846068637446e-05	2.841035893652588e-06	1.95570279970525e-07	0.0019475979497656226	7.790100062265992e-05	7.063848528332528e-08	9.538750600768253e-05	2.6117324978258694e-06	3.892592701504327e-07	5.51231005374575e-06	1.2663620509556495e-05	8.560427886550315e-06	0.00012398065882734954	3.8791242218394473e-07	0.0001486886467318982	4.332937564299755e-08	3.556153842509957e-07	8.767440817791794e-07
NFATC3	0.00038678981945849955	0.0016160273225978017	0.00021995649149175733	9.92203495115973e-05	3.9589544030604884e-05	0.00011902490950888023	0.00046886398922652006	0.00017431452579330653	0.00018552276014816016	0.00015322882973123342	0.00012027548655169085	0.0005117382388561964	8.221558528020978e-05	0.00017191546794492751	0.0010305042378604412	0.0001273420493816957	0.00017612763622310013	0.0001886092941276729	0.00029512238688766956	9.95408627204597e-05	0.00018599125905893743	0.00020272564142942429	0.00025785958860069513	2.2866890503792092e-05	0.0006150772678665817	0.00010409166134195402	0.00014433037722483277
NFATC4	3.6780405935132876e-05	1.8382932012173114e-06	1.4155264580040239e-05	2.751772990450263e-05	7.780663509038277e-06	1.8957131032948382e-05	5.892540684726555e-06	6.19782877038233e-05	3.0255094316089526e-05	0.0012443633750081062	0.000816455518361181	4.77337835036451e-07	0.0006966604851186275	0.0013428889214992523	1.837168923657373e-07	0.00015601050108671188	2.2343128875945695e-06	2.183020296797622e-05	1.1179161447216757e-05	1.8435899619362317e-05	0.0002976554969791323	0.00031435623532161117	4.679751555158873e-07	3.255698175053112e-05	1.806315026442462e-07	2.5313923401881766e-07	1.6892430494408472e-06
NFE2	5.226756002230104e-06	2.2709839697654388e-07	1.851928459473129e-07	2.447259475957253e-06	1.9396360073642427e-08	2.091703237283582e-07	5.504886146923127e-08	1.035379318636842e-05	1.0446196938573848e-06	6.643215755275378e-08	1.911684321953544e-08	3.5213815863244236e-08	6.414947506527824e-08	1.0334412792190051e-07	2.5556373017820988e-08	3.2518721049257238e-09	6.570058985744254e-07	2.377277752430018e-08	6.304646831267746e-07	5.777910132565012e-07	1.8976025728534296e-07	3.3941941524062713e-07	0.001973460428416729	1.5613810688819285e-08	1.1252851095377991e-08	0.0002918309182859957	0.0015694326721131802
NFE2L3	2.6049394364235923e-05	0.00030183218768797815	0.0002610691008158028	0.00015044317115098238	1.6534064343431965e-05	1.1540545528987423e-05	1.6811452951515093e-05	6.345769361359999e-05	0.00023639363644178957	4.107970016775653e-05	0.0001221684942720458	0.0002805449184961617	2.415139078948414e-06	2.6154697479796596e-05	0.00018253640155307949	2.1815016225446016e-05	9.333463822258636e-05	0.00011212617391720414	0.0002656458818819374	0.0001268987834919244	3.11096960103896e-06	3.576486778911203e-05	0.0006806752062402666	3.525074862409383e-05	0.00019745994359254837	0.00013918548938818276	0.0001628943282412365
NFIA	5.7774839660851285e-05	0.00023137213429436088	1.1369957064744085e-05	5.531444912776351e-05	7.546340930275619e-05	3.5460569051792845e-05	5.839995992573677e-06	9.749674063641578e-05	0.00010281991853844374	0.0005763733061030507	4.060283754370175e-05	1.1703865311574191e-05	0.0005467882147058845	0.001650748192332685	2.5020015527843498e-05	0.0002726706152316183	3.279236989328638e-05	0.0007926155813038349	0.00047761257155798376	1.4088445823290385e-05	0.001873483881354332	0.00015283688844647259	0.0003370786434970796	0.00011010331218130887	9.208540723193437e-05	7.292473310371861e-05	2.300251799169928e-05
NFIB	4.2022584239020944e-05	2.4328282961505465e-05	3.7024306038802024e-06	2.6224972316413186e-05	0.00033824966521933675	1.1578995326999575e-05	3.7280874494172167e-06	5.89649862376973e-05	2.203633812314365e-05	0.00023232852981891483	0.00014981449930928648	4.596157850755844e-06	0.0006700113299302757	0.001457501552067697	2.7330161174177192e-06	5.6686367315705866e-05	8.394387805310544e-06	0.0014057696098461747	0.0002751785796135664	4.389371315483004e-05	0.00038477909401990473	0.00027827778831124306	3.76682760361291e-06	9.408421465195715e-05	8.270042712865688e-07	4.877298579231137e-06	9.86098348221276e-06
NFIC	0.0003458872379269451	0.0005271213594824076	2.9140270271454938e-05	8.165282633854076e-05	0.0004009454569313675	0.0001529473374830559	6.112104165367782e-05	0.000299397244816646	0.00027436675736680627	0.0011453822953626513	0.0009939089650288224	0.00017295741417910904	0.00039458859828300774	0.0014279707102105021	0.00017953001952264458	0.001344894990324974	7.531334995292127e-05	0.0005804412649013102	0.0005774505552835763	9.740229870658368e-05	0.0012768476735800505	0.0002902523847296834	0.0001623518910491839	0.0005397294880822301	0.0002616787969600409	0.00036567961797118187	0.00016334591782651842
NFIX	0.0003457283310126513	6.596993625862524e-05	2.757576339718071e-06	3.261832898715511e-05	0.001642337767407298	9.974050044547766e-05	2.300814048794564e-05	7.499944331357256e-05	5.5153326684376225e-05	0.000705329526681453	0.0006566377123817801	4.299176907807123e-06	0.00021470958017744124	0.0016278481343761086	5.275322109810077e-06	0.0008022752590477467	9.606028470443562e-06	3.82858379452955e-05	9.682714153314009e-05	2.4745024347794242e-05	0.001049721846356988	6.0116188251413405e-05	6.150262925075367e-05	0.0013002067571505904	1.8637900211615488e-05	2.1413179638329893e-05	7.693627412663773e-05
NFKBID	0.00013438329915516078	0.00236427946947515	2.264305658172816e-05	4.0542767237639055e-05	8.147769221977796e-06	7.73613210185431e-05	0.0005454607307910919	6.068433140171692e-05	8.500747208017856e-05	4.997603355150204e-06	8.484239515382797e-06	0.0004067495174240321	1.551625427964609e-05	3.6589855881175026e-05	0.00011692416592268273	3.8072263123467565e-05	0.00044811973930336535	3.418399137444794e-05	2.5696874217828736e-05	2.7724678147933446e-05	1.2383848115860019e-05	1.286792121391045e-05	8.975838136393577e-05	4.58240765510709e-06	0.00015680228534620255	0.00020212886738590896	0.00040077362791635096
NFKBIZ	4.095927215530537e-05	0.0015500984154641628	0.0002494152868166566	9.56143339863047e-05	8.76343110576272e-05	5.4196574637899175e-05	0.00022681485279463232	9.653678716858849e-05	0.0001411567209288478	4.97706096211914e-05	4.8761925427243114e-05	0.00026446382980793715	0.00010294841922586784	0.0009800042025744915	0.00017168449994642287	0.0018104261253029108	0.00021421475685201585	6.963323539821431e-05	0.00010546822886681184	0.00010954012395814061	0.00017292982374783605	1.6815864000818692e-05	0.0006163179059512913	0.00011090566840721294	0.0003234531031921506	0.0003194423916283995	0.0001692171354079619
NGFRAP1	7.063675002427772e-05	3.989648030255921e-05	1.0649493560777046e-05	0.00011890929454239085	0.0019404614577069879	1.6485853848280385e-05	5.039762982050888e-06	0.0002568779163993895	0.00014349183766171336	0.000990680418908596	0.0006678028730675578	0.00036590357194654644	0.0004962600651197135	0.00046298332745209336	3.593568908399902e-05	0.00025616426137275994	2.3605576643603854e-05	0.0005266758380457759	0.00034470297396183014	5.5837732361396775e-05	0.0018348927842453122	0.0002614486147649586	0.0002808681165333837	0.0006806754972785711	0.00022340752184391022	0.00011741709022317082	1.614757456991356e-05
NGLY1	0.0005955178057774901	0.000891754578333348	0.0009287253487855196	0.00019434207933954895	0.00010074704914586619	0.00048245760262943804	0.0007147528231143951	0.00025075196754187346	0.0006011854275129735	7.09544328856282e-05	9.560988837620243e-05	0.00026950452593155205	0.00010276581451762468	0.00021909883071202785	0.0005876634386368096	0.0002762858639471233	0.001063219620846212	0.00010142965766135603	0.000370973750250414	0.0007063159719109535	5.626492202281952e-05	0.0001677425461821258	0.0001308602950302884	0.00015758219524286687	0.000516835309099406	0.00015683610399719328	0.00019704396254383028
NGRN	0.00016582853277213871	0.00012902694288641214	0.00021506889606826007	0.00019149298896081746	0.0017880751984193921	0.0005614059045910835	0.00033255270682275295	0.0003069646190851927	0.0003073921543546021	0.0005190938245505095	0.00024305327679030597	0.0004292369121685624	0.0004681271966546774	0.0003400915302336216	0.0006646946421824396	0.0007032502326183021	0.00011691037798300385	0.00025380769511684775	0.000426742946729064	0.0001710312644718215	0.001322579337283969	0.0001039708949974738	0.00017487826698925346	0.0009495175909250975	0.0005864581326022744	0.00014198753342498094	0.00019738021364901215
NHP2	0.00027938338462263346	0.0001352956605842337	0.00036554448888637125	0.00027523821336217225	0.0019895555451512337	0.0007823287742212415	0.0005381199880503118	0.0004189545288681984	0.00029789190739393234	0.0003238975186832249	0.00021404413564596325	0.0007308958447538316	0.00035697841667570174	0.00016117730410769582	0.0006949840462766588	0.0008697748417034745	0.0009942252654582262	0.00025575389736332	0.00047673346125520766	0.00023166427854448557	0.0006722906255163252	0.00014444331463892013	0.00027458701515570283	0.0015704622492194176	0.0006555776344612241	0.00031833184766583145	0.00040043360786512494
NHSL2	0.00023444605176337063	0.00022633113258052617	3.078055669902824e-05	2.331607902306132e-05	6.282457616180182e-05	5.462496483232826e-05	3.2440580980619416e-05	6.191198917804286e-05	0.00020978083193767816	0.0006860346766188741	0.0002818620705511421	8.31331817607861e-06	7.961250230437145e-05	0.0003879503929056227	7.028625987004489e-05	0.0002521570713724941	9.497783139522653e-06	0.0008307836833409965	0.0004214332439005375	8.89233488123864e-05	3.9085465687094256e-05	0.001206828048452735	0.00012215683818794787	4.035459642182104e-05	0.00011965400335611776	6.0287635278655216e-05	9.258562204195186e-05
NID1	3.880593430949375e-05	4.367715519038029e-06	2.440134039716213e-06	4.1928989958250895e-05	2.906449253714527e-06	4.299502506910358e-06	8.33746184980555e-07	0.00011966049351030961	3.025537262146827e-05	0.003487297799438238	0.0010833832202479243	1.1684272749334923e-06	0.0003725817077793181	0.000570479838643223	2.247994189019664e-06	1.3937210496806074e-07	3.801504135481082e-06	0.0008685838547535241	0.00011206648196093738	1.5500154404435307e-05	0.0003172029973939061	0.001290827989578247	3.0153435091051506e-06	2.2746426111552864e-06	9.89012391983124e-07	7.697111868765205e-06	4.129968147026375e-05
NID2	1.7412678062100895e-05	1.346505268884357e-05	1.316540419793455e-06	2.8434187697712332e-05	2.468258912813326e-07	2.439737954773591e-06	9.021549089993641e-07	8.165010513039306e-05	2.3010257791611366e-05	0.0020949968602508307	0.0009386521996930242	9.03079524050554e-07	0.0003843708836939186	0.00032204799936152995	5.431671752376133e-07	1.146673653806829e-07	1.6641491811242304e-06	0.00033017378882505	0.0003016314876731485	5.806369699712377e-06	3.0162971597746946e-05	0.002201066119596362	1.3836706784786656e-06	5.679069090547273e-07	4.935234869662963e-07	3.8982878436399915e-07	9.246178933608462e-07
NINJ1	9.591377602191642e-05	0.00012581147893797606	9.120367030845955e-05	0.00029887116397731006	0.000795305531937629	4.3682601244654506e-05	1.2663439520110842e-05	0.00013963915989734232	0.0002606708148960024	0.00011644079495454207	7.637343514943495e-05	0.0005857375217601657	0.00010115664190379903	0.0001643662981223315	0.0002726579550653696	0.0012048648204654455	3.189591734553687e-05	6.891244993312284e-05	0.00010676487727323547	0.00011251999239902943	0.0002589280193205923	0.00020823486556764692	6.0365891840774566e-05	0.0007644059369340539	0.00044483738020062447	0.0015328996814787388	6.95006747264415e-05
NIPA2	0.00023614353267475963	0.00030214485013857484	0.000522068643476814	0.00032978691160678864	0.00028076866874471307	0.0005320289055816829	0.000859907828271389	0.00021909901988692582	0.00017374136950820684	0.00020131249038968235	0.0001740065636113286	0.0006475671543739736	0.00018214686133433133	0.00014553809887729585	0.0005834476323798299	0.0002407412393949926	0.0007813528645783663	0.00019945509848184884	0.0002575648541096598	0.0003806551394518465	0.00015358706878032535	0.0003559906326700002	0.00013657999807037413	0.0003376393869984895	0.0004627355083357543	0.0002738881157711148	0.00021383492276072502
NLRC5	6.322032277239487e-05	0.002483464078977704	4.547392745735124e-05	7.955780893098563e-05	3.1466879590880126e-06	0.000310092291329056	0.0003061093157157302	0.0002588838979136199	0.0005590217188000679	4.814767453353852e-05	0.00018027480109594762	0.0004170495958533138	4.866104063694365e-05	6.044295514584519e-05	0.0009128123638220131	2.042913911282085e-05	0.00019179000810254365	0.00015756562061142176	0.00048538800911046565	8.164189057424664e-05	4.381561211630469e-06	0.001170217408798635	6.085262430133298e-05	1.8919210560852662e-05	0.0007045005331747234	0.00012447682092897594	8.499300020048395e-05
NLRP1	0.0001386740623274818	0.002480895956978202	0.00011927606101380661	0.0001355159329250455	4.748506398755126e-06	0.00013526497059501708	0.0003270515298936516	0.00024608056992292404	0.0007676061359234154	0.00016318958660122007	0.00012455879186745733	0.00017189510981552303	6.356673839036375e-05	0.00013782527821604162	0.0005462805274873972	1.8256517932968563e-06	2.2383173927664757e-05	0.00026776862796396017	0.0006681745871901512	7.586710853502154e-05	0.00018154909776058048	0.00023460046213585883	4.787754733115435e-06	2.2475192054116633e-06	0.0008778379997238517	8.058454841375351e-05	0.0005510538467206061
NLRP3	9.909429536492098e-06	0.001017479575239122	5.130888780513487e-07	5.506878551386762e-06	7.414147518147729e-08	8.424101906712167e-06	7.613852631038753e-06	2.623363252496347e-05	0.00010805229976540431	4.562719823297812e-06	2.2739491214451846e-06	3.566453233361244e-05	3.178389249569591e-07	5.531554165827401e-07	8.600215369369835e-05	2.2557408385637245e-07	5.3854266298003495e-05	4.4778508367926406e-07	2.8742697395500727e-06	1.0617753787300899e-06	6.240369657461997e-06	4.291970617487095e-05	2.0682188051068806e-07	2.392191618127981e-07	0.0001400258915964514	0.0007069822167977691	0.0008183020981959999
NME2	0.00031927955569699407	4.78395122627262e-05	0.001131528872065246	0.0007223094580695033	0.002186326077207923	0.001064611366018653	0.0005323541699908674	0.0006275788182392716	0.00036879011895507574	0.0007162990514189005	0.0005611742381006479	0.0005069419275969267	0.0004534799081739038	0.0002431850298307836	0.0004990310408174992	0.0005961323622614145	0.0009664015960879624	0.00038342922925949097	0.00032635245588608086	0.0007527592824772	0.0011542064603418112	0.00017811398720368743	0.0005829398869536817	0.0009038707357831299	0.0005505078006535769	0.0006783193093724549	0.0009517584694549441
NME4	0.00032611499773338437	0.00012275010521989316	0.00051774742314592	0.0004019456682726741	0.0018719494109973311	0.00023457010684069246	9.233112359652296e-05	0.0002749202831182629	0.00020784900698345155	0.0005822068196721375	0.0005961314309388399	2.4631073756609112e-05	0.000339939579134807	0.00021711012232117355	6.832896906416863e-05	0.0005477882223203778	0.0006060604355297983	0.0001738889404805377	0.00016774945834185928	0.0003897775895893574	0.0006277039065025747	0.0002802145027089864	0.0003023973840754479	0.0012464019237086177	0.00022534049639943987	0.0001827374944696203	0.00032325665233656764
NMT2	8.408993016928434e-05	0.0006156762246973813	5.2278181101428345e-05	5.705714283976704e-05	3.264259794377722e-05	0.00013692930224351585	0.00010980314254993573	5.212606629356742e-05	0.0002655148855410516	4.6506022044923156e-05	6.24300300842151e-05	0.00019293869263492525	9.712861356092617e-05	9.29572997847572e-05	0.0005291573470458388	1.8206776076112874e-05	7.98698420112487e-06	4.661795173888095e-05	0.0008355142781510949	2.7471342036733404e-05	0.00022331585932988673	4.940560756949708e-05	0.0006683369865640998	1.3585781744041014e-05	0.0004035565652884543	2.0623079763026908e-05	1.9482804418657906e-05
NNMT	5.3419404139276594e-05	2.3186265025287867e-05	3.4793245049513644e-06	3.3764197723940015e-05	0.0001228879700647667	9.01534986041952e-06	8.20565674075624e-06	0.00019991175213363022	5.7666173233883455e-05	0.001189849921502173	0.001470944145694375	1.9860929114656756e-06	0.00045619014417752624	0.000582632957957685	4.714009719464229e-06	1.058325324265752e-06	7.128307970560854e-06	0.0003525866486597806	0.0005461439723148942	3.144514994346537e-05	0.0006539520691148937	2.3085642169462517e-05	2.9340342280193e-06	7.015475603111554e-06	4.082896339241415e-06	4.518470632319804e-06	9.374404726258945e-06
NOS3	0.0001045933531713672	3.669559009722434e-05	9.436304253540584e-07	9.974779459298588e-06	2.4677916371729225e-05	7.855190779082477e-05	1.86617089639185e-05	2.378695717197843e-05	6.7878713707614224e-06	5.477719469126896e-07	4.468453880690504e-06	1.6662777852616273e-05	1.899613494060759e-06	1.9305746263853507e-06	1.7484990166849457e-05	9.308374728789204e-07	9.358882380183786e-07	0.001385688898153603	4.5083575969329104e-05	1.0906100214924663e-05	3.478157168501639e-06	0.00010345671034883708	0.00010288017801940441	1.561257704452146e-05	0.00011035993520636111	1.0334715625504032e-06	1.9720650925592054e-06
