Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32	Topic33
SESN3	0.00013856218720320612	0.00014416850171983242	0.0004007337265647948	7.923730299808085e-05	0.0002885143330786377	0.00010249444312648848	9.287913417210802e-05	0.0004913516459055245	5.6965032854350284e-05	5.278490334603703e-06	0.0001307781203649938	0.00018605937657412142	7.725758041488007e-05	0.0004899253835901618	0.0004338793514762074	0.001650955993682146	9.915924601955339e-05	0.000457276328234002	4.5538203266914934e-05	4.161358447163366e-05	0.0005600384902209044	0.000145515805343166	8.635788253741339e-05	0.0003802909341175109	0.0008289006073027849	0.0002215196000179276	2.838634463842027e-05	0.0005238077137619257	1.8433373043080792e-05	1.6960668290266767e-05	0.0008299912442453206	2.29072156798793e-05	0.000289041519863531
SF1	0.0006905462360009551	0.0005358607741072774	0.00037687463918700814	0.0001867894025053829	0.0006715686176903546	0.00037084470386616886	0.0006583977956324816	0.00048514880472794175	0.00025077731697820127	0.00020117081294301897	0.00045264948857948184	0.00069399707717821	0.00032730295788496733	0.00023574152146466076	0.0001681320572970435	0.0008135626558214426	0.0004616082296706736	0.000746441597584635	0.0005226796492934227	0.0006059383158572018	0.0008723839418962598	0.00034283881541341543	0.0009424561867490411	0.0012551092077046633	0.00023482651158701628	0.00042691442649811506	0.00113060197327286	0.0008698768215253949	0.00021893766825087368	0.00037574066664092243	0.001716110622510314	0.00033707491820678115	0.0008277432643808424
SF3B6	0.0013629785971716046	0.000435048685176298	0.0006950789247639477	0.00076315674232319	0.00045560530270449817	0.0008796978509053588	0.0002642212202772498	0.0005687223165296018	0.0003752866177819669	0.00035893317544832826	0.0002601990127004683	0.0005398041103035212	0.000472921208711341	0.002169216051697731	0.002167379017919302	0.00035692588426172733	0.00040038698352873325	0.000978735857643187	0.00037892794352956116	0.00035050875158049166	0.00036272997385822237	0.0006529898964799941	0.0004802694311365485	0.0004881163185928017	0.001609559403732419	0.00034177405177615583	0.0009250816656276584	0.0006379191181622446	0.0004116978379897773	0.0003572105779312551	0.0006099220481701195	0.0002917527745012194	0.00015054534014780074
SFI1	9.431093349121511e-05	5.8098259614780545e-05	2.2417912987293676e-05	8.40075244923355e-06	0.0001122604007832706	6.878249405417591e-05	0.0001965339615708217	0.00011169569188496098	3.0994979169918224e-05	5.2127084927633405e-05	0.00012772888294421136	0.0003506334323901683	5.618340946966782e-05	1.7870423107524402e-05	5.769339622929692e-06	0.0001999300002353266	6.474467227235436e-05	0.00016199055244214833	0.0001427993702236563	0.00027652111020870507	0.0001161003383458592	0.00011950035695917904	0.0008741440251469612	0.00021849233598913997	3.6291694414103404e-05	0.0001130895980168134	0.00048267433885484934	2.786890763673e-05	9.085160127142444e-05	6.501383177237585e-05	0.0007714577950537205	7.896329771028832e-05	0.0007205320871435106
SFN	8.392740937779308e-07	3.4316610708629014e-07	1.0631368240865413e-05	1.203650299430592e-06	5.007549361835117e-07	0.00016799582226667553	9.361122721429638e-08	2.872872983061825e-06	2.4891224370549025e-07	2.621462726892787e-07	1.2230411812197417e-06	2.4614109861431643e-06	4.109521796635818e-06	2.032331940426957e-05	0.0001011357526294887	3.7296995287761092e-06	3.377206780896813e-07	1.2780722613570106e-07	5.931303348916117e-06	2.3151853838498937e-06	3.152670160488924e-07	1.309050077225038e-07	8.669796329741075e-07	3.2436014407721814e-07	0.0007961056544445455	1.5605921362293884e-05	8.00854309090937e-07	0.006681961007416248	2.805366648317431e-06	4.362208983366145e-06	6.651790727119078e-07	9.169119863372543e-08	1.3919201364842593e-06
SFRP1	3.1978370316210203e-06	2.479468093952164e-06	0.00028296789969317615	3.103521521552466e-05	8.461328434350435e-06	8.021112080314197e-06	5.230542114986747e-07	5.283784958010074e-06	1.2810445468858234e-06	5.316913302522153e-06	8.763039659243077e-06	9.439015229872894e-06	4.6307150114444084e-06	0.0004924761014990509	1.0055070561065804e-05	2.134404212483787e-06	2.932612233053078e-06	1.9799697383859893e-06	4.052366057294421e-05	6.685681910312269e-06	0.001199086313135922	3.205225948477164e-05	2.831377742040786e-06	1.0861839427889208e-06	4.494512177188881e-05	2.3787883037584834e-05	1.389916292282578e-06	0.0022893210407346487	8.004952178453095e-06	1.8473496311344206e-05	5.505148124029802e-07	1.8024009477812797e-05	9.32016882870812e-06
SFRP2	8.011384124984033e-06	3.472293883532984e-06	0.000847615476232022	0.0015938165597617626	1.149008130596485e-05	6.49635580884933e-07	2.3369207156065386e-06	1.879885166999884e-05	3.6459317698245286e-07	1.5911167565718642e-06	0.0011331613641232252	3.094892235822044e-05	2.8784438654838596e-06	8.159642561622604e-07	7.947801350383088e-06	8.957811132859206e-07	8.235249993049365e-07	1.9639733181975316e-06	6.368026515701786e-05	7.619556708959863e-05	0.0010653716744855046	2.2858782813273137e-06	1.4653143125542556e-06	2.4537603167118505e-06	3.899522482697648e-07	2.203701478720177e-05	1.2189418612251757e-06	1.5532785255345516e-05	1.9896964658983052e-05	4.6464756451314315e-06	1.3205979030317394e-06	1.3148220432412927e-06	4.439874828676693e-05
SFRP4	6.531742201332236e-06	1.493369950367196e-06	0.00010104171087732539	0.0010682506253942847	4.8083347792271525e-06	6.3067648170545e-07	1.0862905810427037e-06	7.012098649283871e-06	1.5622723026353924e-07	1.1729674724847428e-06	0.0002466966398060322	9.584920007910114e-06	2.4940748062363127e-06	4.069937631356879e-07	1.946785687323427e-06	3.207478584954515e-07	5.112830194775597e-07	6.785228947592259e-07	2.297094943060074e-05	1.9808356228168122e-05	0.0003517786390148103	1.6408570218118257e-06	3.4095623391294794e-07	9.823093023442198e-07	2.6696511667978484e-07	1.1487154552014545e-05	9.34481192871317e-07	2.0332568055891898e-06	1.1205899681954179e-05	3.833008122455794e-06	6.213234655660926e-07	3.2485550605088065e-07	1.590927604411263e-05
SGCA	1.4038499784874148e-06	3.0872101888235193e-06	3.0079224870860344e-06	4.364515916677192e-06	6.463475301643484e-07	1.8166824133913906e-07	1.5435858813361847e-07	1.616436065887683e-06	4.8544542607942276e-08	1.9912788218334754e-07	3.0453440558630973e-05	1.5126921653063619e-06	0.001588716870173812	7.438416815830351e-08	8.219635105888301e-07	1.2695113404959102e-08	1.422517357241304e-07	1.0599863031757195e-07	1.3502679394150618e-05	3.474114464552258e-06	3.1169733460956195e-07	3.04138580986546e-07	3.4882344834841206e-07	2.2704273305862444e-06	2.940260479533663e-08	4.1713128666742705e-06	9.940924883267144e-08	4.124926817894448e-06	4.672419890994206e-06	1.2027880984533112e-06	1.8208632823757398e-08	1.1792756993145304e-07	3.603764980653068e-06
SGCB	0.0003601076314225793	1.1440437447163276e-05	0.0010753404349088669	0.0007804256165400147	5.446961495181313e-06	0.00013091860455460846	2.1985374587529805e-06	3.807746907114051e-05	2.5679617010609945e-06	2.923414285760373e-05	0.0006262279930524528	0.00010931149881798774	0.0009247010457329452	0.0002883757115341723	0.00013271662464831024	8.542145224055275e-05	0.0002402348764007911	0.00025766933686099946	9.342011617263779e-05	2.7618387321126647e-05	0.0004516004119068384	0.00015216639440041035	0.00029974832432344556	0.00012924146722070873	0.00010874062718357891	7.59925605962053e-05	0.00013831217074766755	0.0008336565224453807	2.1430543711176142e-05	5.34416722075548e-05	0.00014108051254879683	0.00033995608100667596	6.197605398483574e-05
SGCD	4.318776063882979e-06	2.753063654381549e-06	0.0002142711018677801	0.0005128309712745249	7.939625902508851e-06	2.313690572464111e-07	5.450804565043654e-06	6.124935225670924e-06	1.5808437581199541e-07	9.257458373213012e-07	0.0016755243996158242	4.309235464461381e-06	8.93681135494262e-06	2.040378831225098e-06	3.289473397671827e-06	9.98233190330211e-07	8.121146493067499e-07	1.7022763643126382e-07	2.483337993908208e-05	1.650734520808328e-05	0.00028927013045176864	1.91549997907714e-06	4.5084289013175294e-07	2.979669488922809e-07	3.771230012716842e-07	2.0421617591637187e-05	7.77010541241907e-07	1.8235665493193665e-06	1.148704450315563e-05	5.216827958065551e-06	1.1844857539244913e-07	9.70861492533004e-07	1.5863422959228046e-05
SGCE	3.3720732517394936e-06	9.572034286975395e-06	0.0022784399334341288	0.00031490958645008504	5.602977125818143e-06	1.3751148344454123e-06	5.635623665511957e-07	2.1894740712014027e-05	2.5524644797769724e-07	9.422424227523152e-06	0.0005801876541227102	4.5885185500083026e-06	0.0005973264924250543	2.071738344966434e-05	1.6362762835342437e-05	4.244377123541199e-06	3.5365865187486634e-05	6.396775802386401e-07	9.47119842749089e-05	0.000138511139084585	0.0019796222914010286	2.133107955160085e-05	5.803336989629315e-06	5.654768756357953e-05	2.6990690457751043e-05	3.365852899150923e-05	1.878463422144705e-06	0.0008561493596062064	3.129472315777093e-05	3.79695811716374e-05	1.8020888319369988e-06	2.233640043414198e-05	1.5393901776405983e-05
SGIP1	1.3333930155567941e-06	3.601913363127096e-07	1.8741358871920966e-05	0.00020490947645157576	1.0117040801560506e-05	1.9292720310204459e-07	2.4131512077474326e-07	5.803939984616591e-06	3.1446888897335157e-06	3.1419810397892434e-07	0.001616417896002531	8.272141712950543e-06	0.0003990681725554168	1.8957100564875873e-06	9.980627737604664e-07	1.0922885849140584e-06	7.244879725476494e-06	2.39676182900439e-07	1.1591464499360882e-05	4.85175314679509e-06	6.88815953253652e-06	2.893321834562812e-06	3.603038578603446e-07	1.3278544486183819e-07	1.8473360796633642e-07	5.282355687086238e-06	5.388047341625679e-08	0.00018814705254044384	1.0075727914227173e-05	1.8664227354747709e-06	3.325266462184118e-08	5.5470492952736095e-05	4.666970198741183e-06
SGK1	0.00014230093802325428	9.840347775025293e-05	6.670212314929813e-05	4.17024566559121e-05	0.0004970055888406932	4.140316377743147e-05	0.0004445827507879585	5.292985224514268e-05	0.0013538019265979528	0.00011925311991944909	1.1995181012025569e-05	5.7818910136120394e-05	5.2372037316672504e-05	6.047207352821715e-05	0.00014119426487013698	1.1927048944926355e-05	0.0002958943659905344	0.00019416800932958722	0.0001602556003490463	4.409969915286638e-05	4.320431253290735e-05	0.00010936564649455249	4.8075002268888056e-05	6.782084528822452e-05	3.112171543762088e-05	4.424646613188088e-05	4.284778697183356e-05	0.00077376066474244	9.99883923213929e-05	7.806059875292704e-05	0.00021280311921145767	0.0008781334036029875	0.00020007304556202143
SGK223	0.00012668703857343644	0.00019328280177433044	5.3873405704507604e-05	1.78585723915603e-05	0.0001854904694482684	7.934363566164393e-06	0.0005455258069559932	3.346057565067895e-05	0.0001328350481344387	1.9042223584619933e-06	5.196137499297038e-05	6.325600406853482e-05	2.1807469238410704e-05	9.42534734349465e-06	9.460689398110844e-06	0.00012135190627304837	0.0002662420447450131	8.504547440679744e-05	3.145247319480404e-05	5.766611502622254e-05	4.680648089561146e-06	4.668590554501861e-05	0.00023056846112012863	0.0006965480279177427	2.211973514931742e-05	0.00012183168291812763	0.000323712476529181	4.731009903480299e-05	1.0628397831169423e-05	4.4543648982653394e-06	0.0002657718723639846	0.00025487932725809515	0.00010296553955413401
SGOL1	1.287263899030222e-06	0.00012937127030454576	1.184591056357931e-07	4.842428893425677e-07	4.765261394368281e-07	0.0031239171512424946	4.677054675994441e-06	7.551969360974908e-07	1.233299599334714e-06	5.320864033819817e-07	6.54472046335286e-07	9.121376206167042e-05	1.5997822799818096e-07	6.470251605605881e-07	1.5445101553268614e-06	9.990171747631393e-07	2.1733987978223013e-06	1.1427620165704866e-06	1.6794259863672778e-05	2.4314815618708963e-06	1.8955870473291725e-07	1.8490891307010315e-07	7.769815965730231e-06	0.0003715770726557821	1.5582688774884446e-06	6.349240720737725e-05	5.9653830248862505e-06	3.2586751785856904e-07	2.8476188163040206e-06	1.00897977972636e-06	3.9890403513709316e-07	8.695407416325907e-08	1.4999376389823738e-06
SGOL2	0.0003243671089876443	2.848026269930415e-05	7.65840959502384e-05	2.400851735728793e-05	0.00019813302787952125	0.0018915064865723252	8.564460586057976e-05	0.0004505036340560764	5.097508619655855e-05	1.7424219549866393e-05	4.826724762097001e-05	0.00031296920496970415	1.3591470633400604e-05	1.294310550292721e-05	2.8439104426070116e-05	0.0002449569874443114	0.00010332585225114599	5.687758311978541e-05	2.7403370040701702e-05	1.7970125554711558e-05	6.371431663865224e-05	5.4926713346503675e-05	0.00012813418288715184	7.970359001774341e-05	9.004718776850495e-06	4.531247395789251e-05	0.00013683490396942943	2.4477567421854474e-05	1.2880538633908145e-05	0.00023068564769346267	8.981268911156803e-05	4.801385148311965e-05	0.00018679691129364073
SH2B3	0.0002892859629355371	0.0009674945031292737	5.649079321301542e-05	1.3737175322603434e-05	0.001258113537915051	4.132728645345196e-05	0.0003496440185699612	0.00011722795170499012	0.0008041804539971054	1.671498284849804e-05	0.00015886110486462712	5.231797695159912e-05	0.0005026720464229584	1.3160754861019086e-05	6.615395705011906e-06	6.665310502285138e-05	0.00038042821688577533	4.600166721502319e-05	2.371187110838946e-05	0.00013456896704155952	6.895395199535415e-05	0.00011747249664040282	0.00015496146806981415	0.00015571645053569227	4.515726686804555e-06	0.00012668406998272985	0.0002176202106056735	1.564753802085761e-06	9.425666212337092e-05	2.2008956875652075e-05	0.0002447516890242696	0.0010332842357456684	0.00010144754924112931
SH2D3C	8.934748620958999e-05	0.0003845082828775048	3.152187855448574e-05	1.0159105841012206e-06	9.531185787636787e-05	2.791101906041149e-05	9.906235936796293e-05	5.3949856919643935e-06	5.4821437515784055e-05	3.8223559386096895e-05	4.117880507692462e-06	0.00013727218902204186	0.0005475776270031929	2.050010294851745e-07	5.2639475143223535e-06	4.2311836523367674e-07	0.0007344302139244974	0.0003448015486355871	0.00011434896441642195	0.00014633446699008346	1.6002226402633823e-05	0.000442205899162218	0.0005979194538667798	0.00035202017170377076	2.2653270548289584e-07	4.8342059017159045e-05	0.0007170555181801319	1.4043171177036129e-05	4.174300920567475e-05	4.0440994780510664e-05	0.0003817335527855903	0.0008383713429793715	0.00041481657535769045
SH3BGRL	0.0001640166447032243	0.0011261827312409878	0.0007873240974731743	0.0009753571939654648	0.0009964876808226109	0.0001586355356266722	0.0007740038563497365	0.0014362700749188662	0.0007500872598029673	0.0002494752698112279	0.0003500985912978649	0.0004963887040503323	0.0008432999602518976	0.0003640633076429367	0.00012185658852104098	0.0007598088122904301	0.0003754642093554139	0.0015084074111655354	0.000418851210270077	0.0003728082519955933	0.00026291722315363586	0.0006468538194894791	0.0006643523811362684	0.0009372817585244775	0.00022598504438064992	0.00036010288749821484	0.0009650386055000126	0.0004578136431518942	0.00030695419991388917	0.00025245934375561774	0.0007832904811948538	0.00029455978074111044	0.0002543122973293066
SH3BGRL2	1.0290266800438985e-05	9.784284884517547e-07	4.5778760977555066e-05	0.00013695022789761424	6.430174835259095e-06	2.7382699045119807e-05	2.1769021429918212e-07	5.4249817367235664e-06	1.0152054983336711e-06	1.974737642740365e-06	0.00013661519915331155	3.9425613067578524e-06	2.1546907191805076e-06	1.0041891073342413e-05	9.886639418255072e-06	1.8044360331259668e-05	0.0020920797251164913	7.699891284573823e-05	4.9921181926038116e-05	5.097856501379283e-06	8.620584412710741e-05	0.0003613450680859387	3.821703285211697e-05	1.4037681239642552e-06	2.3118242097552866e-05	9.64064383879304e-06	1.3201613001001533e-05	2.4446597308269702e-05	1.9363425963092595e-05	1.563567479934136e-06	1.799070741981268e-05	0.0001698595442576334	6.278443834162317e-06
SH3BP2	0.0005200643208809197	0.00015566637739539146	8.29680502647534e-05	4.507711491896771e-05	0.0008226961363106966	0.00010372505494160578	0.00011392060696380213	5.126919859321788e-05	0.0007832230185158551	4.6509401727234945e-05	0.00011897058720933273	0.00021024368470534682	0.00013633968774229288	0.00017598037084098905	8.736291056266055e-05	0.00012643389345612377	0.00037572384462691844	0.0005008422886021435	0.00013080811186227947	0.00014529241889249533	0.00011689346138155088	0.00036824936978518963	0.0008509729523211718	0.00027532686362974346	0.00011836027988465503	0.0003318397211842239	0.0005771543364971876	1.7521164409117773e-05	0.00010968850983772427	6.276652857195586e-05	0.0001994529302464798	0.0005640284507535398	0.00019180621893610805
SH3BP5	0.00020685806521214545	0.0001642275310587138	0.001020711613819003	0.0003905143530573696	0.0005694558494724333	6.371249037329108e-05	8.192671884899028e-06	0.00014426354027818888	0.00016538816271349788	0.00021940928127150983	0.0002589212090242654	0.0001771166134858504	9.125576980295591e-06	0.0001653717044973746	2.808214776450768e-05	1.1032175279979128e-05	0.0008529787883162498	7.555191405117512e-05	0.0003176827449351549	0.00014385713438969105	0.0005862240795977414	0.0011646825587376952	0.0002551199868321419	0.00103456387296319	4.780246672453359e-05	9.069499355973676e-05	0.000375783652998507	0.00014933102647773921	0.00021849735639989376	0.0002271705452585593	0.0006589199183508754	0.0003512775874696672	0.00014606791955884546
SH3D19	1.1189084943907801e-05	4.110402369406074e-05	0.0009511951939202845	0.0006687783752568066	1.3129891158314422e-05	8.699785212229472e-06	2.0862740711891092e-05	0.00017825845861807466	4.01856959797442e-06	1.0677247701096348e-05	0.0009089184459298849	4.361420724308118e-05	0.0002469870669301599	8.871978207025677e-05	6.910096271894872e-05	0.00016031364793889225	0.0003310078172944486	2.4022421712288633e-05	6.10336683166679e-05	7.046706741675735e-05	0.0012539451709017158	0.00023293582489714026	1.1654598893073853e-05	4.306476967030903e-06	5.7976059906650335e-05	0.00012107901420677081	1.7548240066389553e-05	0.0005695098079741001	0.0001217816534335725	1.7118018149631098e-05	2.467352715029847e-05	0.0001977988868020475	4.8245499783661216e-05
SH3PXD2A	9.847992623690516e-05	5.9427566156955436e-05	0.00037984387017786503	0.0012382733402773738	1.6044496078393422e-05	0.00012693107419181615	0.00018829721375368536	9.287102875532582e-05	7.309821376111358e-05	9.387244062963873e-05	0.0013172186445444822	0.0001814018323784694	0.00030980780138634145	6.592481804545969e-05	0.00017490939353592694	0.000231269295909442	6.074273551348597e-05	0.00016538219642825425	6.139583274489269e-05	0.0001995366474147886	0.00017572854994796216	3.422878580749966e-05	7.442379865096882e-05	3.1305888114729896e-05	5.7592020311858505e-05	0.00017361287609674037	1.1212206118216272e-05	0.0004207761667203158	6.40471262158826e-05	9.942895849235356e-05	8.148272172547877e-05	0.0004274376551620662	0.0017035898054018617
SH3PXD2B	2.4434524675598368e-05	5.586610313912388e-06	0.0005972838262096047	0.0007471280987374485	3.8040590879973024e-05	1.0307170668966137e-05	1.2716717492367025e-06	6.531379767693579e-05	0.00013649747415911406	1.392069748362701e-06	0.0014539811527356505	1.4638022548751906e-05	6.406697502825409e-05	8.474050991935655e-05	5.903923374717124e-05	7.943217497086152e-05	0.00010797459981404245	1.5043816574689117e-06	3.421930523472838e-05	0.0005521904095076025	0.0014574270462617278	5.9146415878785774e-05	1.9415197130001616e-06	5.293924232319114e-07	5.331806096364744e-05	5.5388896726071835e-05	1.4270983683672966e-06	0.0001924388052430004	2.4043609300861135e-05	1.0774866495921742e-05	1.1521899523359025e-06	0.00015512685058638453	1.5081221135915257e-05
SH3YL1	4.341678140917793e-05	6.148533429950476e-05	0.00015175199951045215	7.11584507371299e-05	0.00015050456568133086	6.075124838389456e-05	5.0462422223063186e-05	0.0002783849777188152	4.4498916395241395e-05	1.9101278667221777e-05	0.00018632796127349138	7.543594256276265e-05	0.0001404506474500522	0.0016544497339054942	0.00010859203030122444	0.0015371975023299456	7.167235162341967e-05	4.28493985964451e-05	5.146825787960552e-05	0.00029161732527427375	0.00019547944248188287	7.359834853559732e-05	8.669337694300339e-05	0.00014931343321222812	0.0014532534405589104	5.163301830179989e-05	0.00011182801972609013	0.00013427811791189015	3.672949969768524e-05	4.2083327571162954e-05	0.0005726186791434884	9.141014015767723e-05	7.858561002649367e-05
SHANK3	7.50580511521548e-07	1.9820262764369545e-07	5.500386350831832e-07	5.599057203653501e-06	1.897972197184572e-06	1.8959523004014045e-05	9.093952968441954e-08	2.391612270002952e-06	4.460353579816001e-07	2.667978264980775e-07	1.6108770068967715e-05	1.616283384464623e-06	3.386840887742437e-07	1.6765432519605383e-05	2.8945680696779164e-06	2.3673111115840584e-07	0.001097705215215683	6.313928935242075e-08	6.853369086456951e-06	3.4626882552402094e-06	5.169129053683719e-07	9.107096411753446e-05	1.2631396373308235e-07	3.9394657846969494e-07	1.1264157365076244e-05	3.775877303269226e-06	4.142705023468807e-08	7.942077218103805e-07	1.844468351919204e-05	6.805138923482446e-07	3.650084323680858e-08	0.002052104566246271	2.4711246169317747e-06
SHC1	0.0006074270349927247	0.00011804097448475659	0.0005500165279954672	0.0007231611525639892	0.00016624407726339996	0.00021526940690819174	0.0001601504482096061	0.00036073022056370974	0.00011070835898863152	0.00042918845429085195	0.0005563275772146881	0.00025522345094941556	0.000236738589592278	0.0002969386405311525	0.0011946125887334347	0.0003512157127261162	0.0007576575153507292	0.0002972588990814984	0.0004730757209472358	0.0002949749759864062	0.0002360819635214284	0.001675144420005381	0.00033952819649130106	0.00015942576283123344	0.0004064854292664677	0.00021306997223291546	0.0003223751555196941	0.0009191782446578145	0.00039871130138635635	0.00037431283271871507	0.00031591628794558346	0.0007181375403888524	0.00016937401960603893
SHCBP1	2.9992504551046295e-06	0.00012601604976225644	1.9522798311299994e-07	3.593744622776285e-06	6.092652620282024e-05	0.0019998792558908463	3.784069804169121e-07	5.300792054185877e-06	7.028941763564944e-05	4.4871285354020074e-05	3.117730739177205e-05	0.00015967640501912683	2.0043331971919542e-07	1.3620586969409487e-07	7.240902277771966e-07	1.2793951782441582e-06	1.9712224457180128e-06	3.110510817805334e-07	1.2332415280980058e-05	3.824829491350101e-06	2.70483866415816e-07	2.195343313360354e-06	1.6428048184025101e-06	1.642443567106966e-05	6.679195507786062e-07	2.2366193661582656e-05	5.179810500521853e-07	7.250936278069275e-07	3.4570134630484972e-06	2.2261938283918425e-05	1.320768774348835e-07	4.540224836091511e-07	2.526782736822497e-06
SHE	8.382040505239274e-06	4.2192931459794636e-07	5.1699302275665104e-05	2.909445174736902e-05	5.455146038002567e-06	6.340028448903468e-07	3.071573019042262e-06	2.5865570023597684e-06	3.587571427488001e-06	7.169653599703452e-07	3.075783024542034e-05	3.120774408671423e-06	2.8971592769266863e-07	1.003017018774699e-06	6.081170431571081e-05	6.597489488058272e-08	0.0013196535874158144	1.0615315915174506e-07	7.337521674344316e-05	5.799885911983438e-06	0.00015524048649240285	0.00030356686329469085	2.5713427476148354e-07	5.273059855426254e-07	6.186685936881986e-07	1.5023487321741413e-05	1.0148621498728971e-07	1.854605579865165e-05	0.00021266785915941	1.4747761269973125e-06	1.247104677304378e-07	0.0013928922126069665	7.871152774896473e-06
SHISA5	0.0006380518316291273	0.00018821143021341413	0.0006547689554281533	0.0005274066352285445	0.00019255671941209584	0.0003604356315918267	0.00032924232073128223	0.0003022284072358161	0.00037003131001256406	0.00034618136123754084	0.0004044242377858609	0.0005814697360619903	0.0003762420965358615	0.0002443141711410135	0.0003042258904315531	0.00033597004949115217	0.00047045410610735416	0.0012278694193810225	0.0005886228173039854	0.0004570626188069582	0.00025800522416830063	0.0005552767543122172	0.0024392614141106606	0.0007611601031385362	0.00028777698753401637	0.0002939606492873281	0.0015007990878075361	0.0007226605666801333	0.00029121889383532107	0.00033156396239064634	0.0009634792222641408	0.00044435542076826096	0.00021045803441666067
SHROOM3	5.712040547223296e-07	1.2225328305248695e-07	1.5676570797040768e-07	5.7986294450529385e-06	3.69704622471545e-07	1.54584100187094e-07	8.639412385491596e-08	2.422012130409712e-06	4.2460703753022244e-07	6.782851187381311e-07	3.299587478977628e-05	1.7803952232497977e-06	1.3735420907323714e-06	1.2021116162941325e-05	2.436364354707621e-07	0.0027820472605526447	2.782838350867678e-07	1.7915034788984485e-07	2.9207993065938354e-05	2.439024001432699e-06	1.1668363697481254e-07	4.428566739989037e-07	1.1960873962379992e-06	1.8604522722398542e-07	0.0003074180567637086	2.6835953121917555e-06	3.459585116161179e-07	2.366247002782984e-07	2.4066564492386533e-06	5.103432158648502e-06	4.019877763994373e-08	1.2099725665848382e-07	1.5005510931587196e-06
SHROOM4	3.3568924209248507e-06	2.381109879934229e-06	1.826459811127279e-05	9.764370770426467e-05	2.0033087366755353e-06	9.944824341800995e-06	1.0605141369524063e-06	2.1446376194944605e-06	3.449402584010386e-06	4.302772254050069e-07	0.00010455916344653815	2.0527645574475173e-06	4.154699490754865e-05	4.179370080237277e-05	2.214138839917723e-05	3.194480314050452e-06	0.0010603885166347027	9.509157194997897e-08	9.607118045096286e-06	9.681516530690715e-05	2.2943306248635054e-05	0.0004617803206201643	1.827598481440873e-07	1.2939240150444675e-06	2.176575662815594e-06	9.557723387842998e-06	1.8866332140987652e-07	0.0002515259257052094	7.260478741955012e-05	1.3936495406596805e-06	1.6645975620122044e-07	0.0019806877244263887	1.2354559657978825e-05
SHTN1	9.449425306229386e-06	0.0009162173373624682	1.1781730790971778e-05	5.0505008402979e-05	5.556460746447556e-05	2.7408419555285946e-05	5.78809192575136e-07	0.00024306794512085617	0.000628970330581069	3.178981387463864e-06	0.00021327059948816895	9.147554919763934e-06	1.7737816961016506e-05	4.521413575275801e-05	6.173637302708812e-06	0.0011643244652077556	3.358600906722131e-06	1.868024810391944e-05	1.1780203749367502e-05	1.2391479685902596e-05	6.535474676638842e-05	1.437144965166226e-05	3.1170714009931544e-06	1.035877403410268e-06	0.00040721840923652053	2.1353156625991687e-05	5.879058790014824e-06	4.872226782026701e-06	3.827471118711401e-06	1.2133898508182028e-06	1.1697476111294236e-05	2.5916971935657784e-05	6.775693691452034e-06
SIDT1	4.7898902266751975e-05	0.0003037539718206972	5.714853159588529e-06	6.928543712092505e-07	0.00014289924001786858	1.2534055713331327e-05	6.098569429013878e-05	1.3896224118070677e-05	4.878132131125312e-06	8.744445949560031e-05	1.1885197181982221e-07	0.0002336010948056355	2.1518999915315362e-07	8.464751317660557e-07	1.2681731504926574e-06	0.0007053287699818611	4.355724740889855e-06	0.00011271500261500478	7.73923602537252e-05	5.718562169931829e-05	1.6229719221882988e-06	5.09009055349452e-07	0.0007421431364491582	0.0007070202846080065	1.5233053090923931e-05	2.363064413657412e-05	0.0004234615189488977	1.0001801911130315e-06	2.606435191410128e-05	5.349038110580295e-05	0.0004217452951706946	9.769852113095112e-06	9.310316818300635e-05
SIGIRR	0.00038874344318173826	0.00012616509047802538	0.00039030477637425065	0.0001767640351317823	0.0008647328359074891	8.928302850108594e-05	0.00038355347351171076	0.0006932079559192061	0.0001482818479416892	0.00015055872790981084	0.0001781717292033136	0.00040072144474834204	0.0002104152663378045	0.00023971684277057648	3.546704465406947e-05	0.000955267169047147	0.00040757868555374444	0.0004365496279206127	0.0003151351702399552	0.0006302531692199409	0.0002495626686140895	0.0007842291961424053	0.0008228819351643324	0.0003645938995759934	0.00014590473438147455	0.0003394589584786445	0.0016001539770513773	8.194730617105961e-05	0.00019942843937315047	0.00020858414063695818	0.0014934063656255603	0.00039037250098772347	0.0006778760580345988
SIGLEC1	6.65774393837637e-07	2.4364837258872285e-07	1.5228197014494071e-07	1.0028897179381602e-07	5.022215646022232e-06	8.98203893484606e-08	1.0920703630290518e-07	1.1635959253908368e-06	0.0014544191071763635	4.06871009772658e-07	1.0017597418254809e-07	9.334033848062973e-07	1.0039164521913335e-07	2.0966721692161627e-08	1.6113445155951922e-07	4.087825189458272e-08	7.353061448611697e-08	2.5224423438885424e-07	5.7467727856419515e-06	2.442741106278845e-06	1.6259606638868718e-07	2.436896409108158e-07	9.435789394274252e-08	1.2531099002899282e-07	3.175973972702195e-08	5.484703706315486e-06	3.8425670823016844e-07	3.305792688479414e-07	2.872414370358456e-06	7.019039571787289e-07	3.672009185606839e-08	5.754419518666509e-08	2.7742687507270603e-06
