Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23	Topic24	Topic25	Topic26	Topic27	Topic28	Topic29	Topic30	Topic31	Topic32	Topic33
AGTRAP	0.0009074744884856045	3.706615825649351e-05	0.0002997696283273399	0.0003428431518841535	0.0012769341701641679	0.0001661757123656571	0.00116842077113688	0.0004987016436643898	0.0006149602122604847	5.217127181822434e-05	0.00015001969586592168	0.00013011913688387722	8.553432417102158e-05	0.00015667102707084268	0.0003952791739720851	0.0002816281048581004	0.0002552946680225432	0.0006709980079904199	9.820767445489764e-05	0.0002236241998616606	0.000237136977375485	0.00044595959479920566	0.0009030976216308773	0.00016864245117176324	0.0004030853451695293	0.0002843022521119565	0.0010287766344845295	0.0002622440515551716	0.0001602199481567368	4.4823285861639306e-05	0.0002980776771437377	0.0001235201198142022	0.00011394030298106372
AHCY	0.0005199586739763618	0.0007148739532567561	0.0003853173984680325	0.00030640861950814724	0.00022929540136829019	0.000623949512373656	3.7402991438284516e-05	0.0001455044694012031	0.0002531932550482452	0.00025439250748604536	8.630663069197908e-05	9.638450865168124e-05	0.00019772411906160414	0.0013710552593693137	0.0025647208094596863	9.048121137311682e-05	0.00011408909631427377	0.00019907344540115446	0.00014578539412468672	8.337427425431088e-05	0.00019843423797283322	0.00024204027431551367	6.112001574365422e-05	0.000272302539087832	0.0009886433836072683	0.00016642735863570124	0.00015334166528191417	2.430430868116673e-05	0.00014118799299467355	0.00020689488155767322	0.00021915233810432255	5.123170558363199e-05	8.966903988039121e-05
AHNAK	0.00024321577802766114	0.00028986716642975807	0.0009793490171432495	0.0009257407509721816	0.0010700870770961046	6.625044625252485e-05	0.0011044424027204514	0.0008314906153827906	0.00033816887298598886	9.150818368652835e-05	0.0011326340027153492	0.0004773399268742651	0.00045720519847236574	0.00012429800699464977	4.0056955185718834e-05	0.001425060792826116	0.001271301880478859	0.0002612484968267381	0.0003439129504840821	0.001170732663013041	0.0013610039604827762	0.0008825532859191298	0.0008961098501458764	0.0002544416347518563	0.00013707546168006957	0.0002978398115374148	0.001079571433365345	0.0014446774730458856	0.00019915531447622925	0.00013166305143386126	0.00103834830224514	0.0004566982388496399	0.0008833512547425926
AHNAK2	9.557799785397947e-05	7.819674578968261e-07	0.00040425543556921184	0.001129374373704195	3.072512981816544e-06	9.10917606233852e-07	0.00020778653561137617	5.8331064792582765e-05	1.5032412193249911e-05	7.135311079764506e-07	0.0009008867782540619	1.496432741987519e-05	4.0899676605477e-06	4.161953984294087e-05	4.2723047954495996e-05	2.420008968329057e-05	0.00015152581909205765	2.1440132513816934e-07	1.739290564728435e-05	4.319349318393506e-05	0.0006459967698901892	0.0007094649481587112	4.6485502025461756e-07	1.479527441006212e-06	9.54390416154638e-05	5.543205770663917e-05	8.185555770978681e-07	3.6205292417434976e-05	3.1008825317258015e-05	3.045438234039466e-06	5.891897103538213e-07	4.863415961153805e-05	0.0003567746316548437
AHR	0.00016253898502327502	0.00031630272860638797	0.00013029025285504758	0.0001584330020705238	0.0005871448665857315	1.820376746763941e-05	0.0012455363757908344	3.741342152352445e-05	0.0005667311488650739	7.059117706376128e-06	0.00035808500251732767	9.044684702530503e-05	0.0003851635556202382	2.675596078915987e-05	2.8149386707809754e-05	4.9680111260386184e-05	0.0007291361107490957	0.0006264367257244885	0.00010063350782729685	0.00022884027566760778	0.00032673534587956965	0.0006546265794895589	0.00017648142238613218	9.553588461130857e-05	2.266971569042653e-05	6.924293120391667e-05	0.000190476217539981	0.0004330141528043896	8.480408723698929e-05	1.0610628123686183e-05	0.00019766890909522772	0.00038418802432715893	0.0002718675823416561
AIF1	1.0684263543225825e-05	0.0005269856774248183	2.7140214342580293e-07	7.18823173428973e-07	0.000583681627176702	1.5915766198304482e-05	2.537434511395986e-06	5.807044090033742e-06	0.0030239569023251534	3.3947289921343327e-06	2.364053898418206e-06	2.604227302072104e-05	1.4779824368815753e-06	3.443888942911144e-07	1.7653363784120302e-06	1.3440835573419463e-06	4.440315990450472e-07	3.533428389346227e-05	1.0843707968888339e-05	1.2977781807421707e-05	7.08206869148853e-07	6.189874056872213e-06	2.1730613298132084e-05	1.8352377082919702e-05	6.104537533246912e-07	8.016044012038037e-05	4.858027386944741e-05	9.9915985174448e-07	6.335143098112894e-06	9.251980372937396e-06	5.592855086433701e-05	1.961231106406558e-07	6.146456598798977e-06
AIF1L	8.131433787639253e-06	4.616483977315511e-07	3.957105036533903e-06	1.3702132264370448e-06	1.9256688119639875e-06	0.00010899983317358419	2.590306849015178e-07	1.5116118447622284e-05	1.9529675228113774e-06	3.6602516047423705e-05	2.23192523662874e-06	4.739586529467488e-06	6.846531323390082e-05	0.000712654902599752	0.00017864390974864364	1.3954389942227863e-05	0.0013558691134676337	7.364394036812882e-07	2.0407267584232613e-05	2.590419171610847e-05	1.136589617090067e-06	8.723192877369002e-06	2.0519466659152386e-07	4.166990663634351e-07	0.0003482704341877252	3.7206489650998265e-05	1.7517662342925178e-07	4.908728806185536e-05	4.408846143633127e-05	8.004235132830217e-05	8.207337742760501e-08	0.0006312152254395187	3.709778411575826e-06
AIM2	6.623289664275944e-05	3.6413886846276e-05	1.3272447176859714e-06	2.5135448595392518e-05	8.544065167370718e-06	3.493179247016087e-05	1.8301178670299123e-06	3.343374828546075e-06	0.0001490448194090277	0.00022121789515949786	1.9962783426308306e-06	7.679422560613602e-05	1.223886982870681e-07	6.307743660727283e-07	1.780047568900045e-06	1.2753987199687344e-08	2.83902591036167e-05	0.00024132925318554044	3.1881918403087184e-05	1.258925476577133e-05	4.3059557697233686e-07	0.00017605038010515273	0.0003355015651322901	0.0014362662332132459	5.738438701996529e-08	1.2598362445714884e-05	0.00010733473027357832	2.824147713909042e-06	1.498143046774203e-05	0.00012431744835339487	0.00012880635040346533	1.4120359992375597e-06	7.02820580045227e-06
AK2	0.0008651132229715586	0.0005305984523147345	0.0003580511547625065	0.0002558426931500435	0.00040952119161374867	0.0008451908943243325	0.00017704612400848418	0.000686822400894016	0.0003049833176191896	0.0002543452719692141	0.00022178304789122194	0.000330014358041808	0.00022208047448657453	0.0008512146305292845	0.00038944376865401864	0.00032706823549233377	0.000385420979000628	0.0007020101184025407	0.00035200754064135253	0.0002658346202224493	8.562607399653643e-05	0.0005010793101973832	0.0005521965213119984	0.0003513861447572708	0.0015210158890113235	0.00031723635038360953	0.00041265817708335817	0.00024236472381744534	0.00019139942014589906	0.0004168002342339605	0.0003352426865603775	0.00026181110297329724	0.00010987614223267883
AKAP12	0.00011780330532928929	1.3131458217685577e-05	0.0013989824801683426	0.0008471175679005682	1.5774905477883294e-05	1.941671371241682e-06	0.00023253845574799925	1.505357249698136e-05	1.7639821408010903e-06	2.5497013211861486e-06	0.0005555329844355583	4.11895161960274e-05	0.0004961849772371352	4.851047492593352e-07	2.7268053599982522e-05	3.849995380278415e-07	5.446484647109173e-05	4.192645235434611e-07	3.1756375392433256e-05	7.670035847695544e-05	0.0019971923902630806	0.00033487804466858506	5.994523348817893e-07	1.7867188262243872e-06	2.310979567710092e-07	1.991125645872671e-05	1.4691789829157642e-06	3.334911889396608e-05	2.679488534340635e-05	6.682618277409347e-06	1.886481982182886e-06	3.8629899790976197e-05	1.246669125976041e-05
AKAP13	0.00042512989602983	0.0005339680355973542	0.00017043082334566861	0.00034462838084436953	0.0005494935903698206	0.00012677790073212236	0.0012792866909876466	0.00022196723148226738	0.00038320457679219544	0.00019054340373259038	0.0007079472998157144	0.0005522824940271676	0.00029114348581060767	0.00013394217239692807	0.00012921074812766165	0.00034851249074563384	0.00025313193327747285	0.0008550618658773601	0.00040121006895788014	0.001059604692272842	0.0002985592291224748	9.15838754735887e-05	0.001564173842780292	0.0006233875756151974	7.209005707409233e-05	0.00023883696121629328	0.000854541955050081	0.00016739033162593842	0.0003325694997329265	0.0001784188352758065	0.0009178551263175905	0.000670845911372453	0.001261404831893742
AKAP2	4.4074084144085646e-05	0.00021785519493278116	2.2876018192619085e-05	5.86108690185938e-05	1.3062535799690522e-05	3.754093631869182e-05	0.0007502681692130864	1.8546688806964085e-06	4.673709918279201e-05	0.0005185868940316141	1.673147016845178e-05	7.640304829692468e-05	3.4096210583811626e-05	7.580973760923371e-05	1.0774874681374058e-05	2.8950682462891564e-05	0.000638966157566756	0.00020276267605368048	0.0002114988601533696	1.2892460290458985e-05	1.0565598131506704e-05	0.00037766204332001507	0.0003507432993501425	0.0008008274016901851	2.193419049945078e-06	7.747589734208304e-06	6.191920692799613e-05	7.1390695666195825e-06	0.0003495270502753556	0.00032466495758853853	4.9559585022507235e-05	0.00013518139894586056	9.81234188657254e-06
AKAP5	5.833448449266143e-05	1.0534628245295607e-06	4.737141523492028e-07	6.892302280903095e-06	5.466491074912483e-06	5.2888484788127244e-05	0.0006750449538230896	0.00025996746262535453	7.772321168886265e-07	3.4292659165657824e-06	1.81928353413241e-05	0.0001455439196433872	1.2970745899565372e-07	2.498534968253807e-06	1.5722130797257705e-07	0.00029430919676087797	2.986596882692538e-06	0.0012814444489777088	2.1148514861124568e-05	1.5610250557074323e-05	3.163700057484675e-07	1.520076011729543e-06	0.0015930690569803119	4.236724635120481e-05	1.618630085431505e-05	1.517605414846912e-05	0.00011537694081198424	2.8724361982312985e-05	4.183005330560263e-06	5.327220151229994e-06	1.1513513982208678e-06	2.9904740017627773e-07	2.3118369426811114e-05
AKR1A1	0.00047994297347031534	0.0006256154738366604	0.0005963725270703435	0.0006458181305788457	0.0005628412473015487	0.00029627891490235925	0.000666862353682518	0.0006726302672177553	0.0011615275871008635	0.0014733235584571958	0.00035924045369029045	0.0005862037651240826	0.00024224771186709404	0.0004021869972348213	0.0002247670927317813	0.0005869110464118421	0.0002833734324667603	0.0005541070713661611	0.0006617310573346913	0.00030401753610931337	0.0003162655921187252	0.0005262627964839339	0.0003206823021173477	0.0005651123938150704	0.0008600379806011915	0.0006933427066542208	0.0005274626892060041	0.00035815738374367356	0.0004069434944540262	0.001113428152166307	0.00045361279626376927	0.000156848065671511	0.00035584389115683734
AKR7A3	3.8019175008230377e-07	9.092948261013589e-08	9.540042356093181e-08	1.5779321529407753e-06	2.899955973134638e-07	3.285186167545362e-08	4.8120089246594944e-08	6.204620035532571e-07	1.1413781066949014e-06	1.241938889506855e-07	1.1076306691393256e-05	5.426454094958899e-07	5.360304911050662e-08	7.659328105091845e-08	8.22251777776728e-08	0.0030654743313789368	7.630640652678267e-07	4.875292347605864e-08	3.6625210668717045e-06	1.8730565898295026e-06	1.0584145115899446e-07	1.1842753622204327e-07	3.505979293549899e-07	8.543966032448225e-07	0.0006514303968288004	1.6793209169918555e-06	4.585003807733301e-06	1.985546163041363e-07	1.9886808786395704e-06	4.6324763047778106e-07	1.8237867607240332e-06	1.4102737111443275e-07	1.1036122486984823e-06
ALCAM	2.6415425963932648e-05	0.0002364860411034897	0.00011374312452971935	2.420857890683692e-05	4.7957870265236124e-05	1.805365718610119e-05	1.7976273738895543e-05	0.0005076250527054071	0.00038368263631127775	0.00014393760648090392	7.106524572009221e-05	7.060413918225095e-05	4.454783265828155e-05	4.927772351948079e-06	3.480112809484126e-06	0.0030050519853830338	1.0666315574781038e-05	2.7157362637808546e-05	4.231175989843905e-05	5.375249656935921e-06	0.00016103405505418777	1.6097539628390223e-05	3.7211117160040885e-05	0.00013251403288450092	0.00029292027465999126	1.0180327080888674e-05	3.916447167284787e-05	1.04112757526309e-06	3.267213105573319e-05	0.00021693158487323672	4.7177109081530944e-05	3.066732460865751e-05	1.6350521036656573e-05
ALDH1A1	2.7629455416899873e-06	1.5586808785883477e-06	0.0015347334556281567	0.00022913177963346243	4.819950390810845e-06	5.135552214596828e-07	0.0010086707770824432	7.41982285035192e-06	0.0002228146040579304	5.667532150255283e-07	0.00011549312330316752	5.205883553571766e-06	2.184929144277703e-05	2.8658615747190197e-07	9.698930625745561e-06	7.73052732938595e-08	5.948033958702581e-06	3.14828781711185e-07	1.8957549400511198e-05	4.768251164932735e-05	0.001812247559428215	4.2738149204524234e-05	5.138899155099352e-07	2.7321168545313412e-06	1.7427552734261553e-07	1.812795380828902e-05	5.298958853927616e-07	1.3273252079670783e-06	8.829220860206988e-06	2.2884034933667863e-06	4.5485583655135997e-07	5.736008006351767e-06	1.2583903298946097e-05
ALDH2	1.4349257980939e-05	0.003272570436820388	0.00036691207787953317	0.00014415169425774366	0.00012368432362563908	1.042850999510847e-05	5.162472007214092e-06	0.0005635452689602971	0.0009853916708379984	0.0001254062808584422	0.00010425324580864981	1.5187148164841346e-05	0.00022897835879120976	3.594036752474494e-05	0.00012667484406847507	0.00030782277463003993	0.0001592872868059203	3.054505896216142e-06	3.8668065826641396e-05	2.4628654500702396e-05	0.000520414556376636	0.001211619470268488	8.794389145805326e-07	2.8234384444658644e-05	0.0001451033604098484	9.704796684673056e-05	5.367907760955859e-06	1.9112717382085975e-06	0.00014724396169185638	0.0005092158680781722	1.2017785593343433e-06	6.831568316556513e-05	1.6108744603116065e-05
ALDOA	0.0027608810923993587	0.00046439102152362466	0.0007317205891013145	0.000612969568464905	0.0006274891784414649	0.0006783216376788914	0.0003384506853763014	0.001135260215960443	0.0012053847312927246	0.0003861440345644951	0.00023881788365542889	0.0004316717677284032	0.0005341125070117414	0.0011070258915424347	0.0029180562123656273	0.00038123398553580046	0.00020565958402585238	0.0013399611925706267	0.00029944416019134223	0.0004573687619995326	0.00019969171262346208	0.00041759861051104963	0.0006718532531522214	0.00044073484605178237	0.002031335374340415	0.0004839854664169252	0.0010144163388758898	0.000153734625200741	0.0002729260013438761	0.00041334869456477463	0.0008323816582560539	0.00015550741227343678	0.0003004714089911431
ALG5	0.0005837140488438308	0.00024120397574733943	0.000388917833333835	0.00027227462851442397	0.00035407193354330957	0.00019186273857485503	0.000283105211565271	8.463693666271865e-05	0.00023997198150027543	0.0015693767927587032	0.00016722703003324568	0.00046738857054151595	0.0001501512451795861	0.00025876474683173	0.0002518785768188536	0.00055616011377424	0.0002848627045750618	0.0004452135763131082	0.0004991007153876126	9.756006329553202e-05	0.00039629670209251344	0.00044827917008660734	0.00031540566124022007	0.000269855692749843	0.0004949031281284988	0.00028123424272052944	0.0005607691127806902	0.00019322175648994744	0.000476599030662328	0.001051093335263431	0.0004289274802431464	0.00022662595438305289	0.0003129705728497356
ALOX15B	3.8442331629084947e-07	2.004053840209963e-06	1.3710132407140918e-05	1.694036109256558e-05	3.5444506352177996e-07	3.5216004334870377e-08	8.287394592798591e-08	0.13842692971229553	1.2680759027716704e-05	1.2785386616087635e-07	3.4873384720413014e-05	5.74538319142448e-07	3.287641447968781e-07	1.517784120608212e-08	5.088877060188679e-06	0.0003238340141251683	6.456389201048296e-08	3.8753945830194425e-08	4.008906216768082e-06	1.9482645257085096e-06	1.1284061685046254e-07	1.8427135728416033e-07	5.009233206010322e-08	3.718440311217819e-08	1.8167215785069857e-06	1.9499041172821308e-06	2.9392014155860124e-08	1.1472321830297005e-06	2.0362863324407954e-06	5.85470274927502e-07	1.1274898348290208e-08	3.1165171776592615e-08	1.154497113020625e-06
ALOX5	2.72775832854677e-06	0.0004101195081602782	9.768164090928622e-07	2.123958466881959e-07	9.882408630801365e-05	9.023095799420844e-07	0.004338537808507681	4.745175829157233e-05	0.0010853647254407406	3.974158607888967e-05	2.1502614799828734e-07	9.149660399998538e-06	7.581794534416986e-07	9.22223898669472e-06	6.249646276046406e-07	1.872597204055637e-05	1.4272895896283444e-05	4.241075203026412e-06	1.3542187843995634e-05	5.395074822445167e-06	4.308912764372508e-07	1.1144804375362583e-05	1.3704930097446777e-06	0.0011527759488672018	1.4286166333477013e-05	1.4324215953820385e-05	3.919230493920622e-06	4.0513549492970924e-07	4.2462575947865844e-05	0.00019252236234024167	2.3457547285943292e-05	4.0387939748143253e-07	9.776421393326018e-06
ALS2	0.0005531373317353427	3.560014010872692e-05	7.531958544859663e-05	5.8501023886492476e-05	6.867026968393475e-05	0.0001019714109133929	0.0010672475909814239	1.9320410501677543e-05	0.00011016469943569973	3.127176751149818e-05	0.0002341354702366516	0.0001894956367323175	0.00019497505854815245	4.326427369960584e-05	4.110805093660019e-05	0.00019368479843251407	0.00030697009060531855	7.806831126799807e-05	2.6366442398284562e-05	0.00041830784175544977	0.0001115274935727939	3.1164188840193674e-05	4.942091982229613e-05	6.097020741435699e-05	5.993910599499941e-05	2.703371865209192e-05	0.0001737991551635787	0.00012186035019112751	3.978328822995536e-05	2.0214256437611766e-05	8.980726852314547e-05	0.0001963525137398392	0.00027258662157692015
AMHR2	6.696067202938139e-07	1.1339884053995775e-07	1.0372377801104449e-07	3.9720838174162054e-08	2.7263422452961095e-07	7.542555380268823e-08	0.002756960690021515	6.260757459131128e-07	2.579521151346853e-06	1.3061467996067222e-07	2.7973943161896386e-08	5.824458639835939e-07	4.205900339115942e-08	1.3153886868622067e-08	9.170351233933616e-08	3.6956830928858153e-09	6.98978084301416e-08	3.730539077650974e-08	4.542691385722719e-06	2.058940708593582e-06	1.1170978098107298e-07	1.1644423381085289e-07	5.4244978286988044e-08	3.7294380916819136e-08	1.0913948855773015e-08	1.866093498392729e-06	2.3310846586355183e-08	2.0070599759947072e-07	6.9124484980420675e-06	5.230007218415267e-07	1.4141902759945424e-08	3.40008092791777e-08	1.2516002243501134e-06
AMOTL2	3.1200620469462592e-06	5.262594982013979e-07	0.0003708769800141454	0.0004696146061178297	3.999771706730826e-06	2.7882981612492586e-06	2.71388017836216e-07	4.666950917453505e-05	1.9925453216274036e-06	6.408156423276523e-07	0.0006327379960566759	1.1545819688763004e-05	0.0006772561464458704	6.63532191538252e-05	3.844143793685362e-05	0.0001529692526673898	0.00030538879218511283	3.394096665942925e-07	1.8792929040500894e-05	2.591203519841656e-05	0.00037633744068443775	0.0005199853330850601	1.578684276637432e-07	4.05284254156868e-06	0.00021163499332033098	7.584885315736756e-05	1.2378954750147386e-07	0.0007385939825326204	1.1966675629082602e-05	2.543421487644082e-06	1.3445109914300701e-07	0.00033673399593681097	3.0109011277090758e-05
ANAPC16	0.0011433709878474474	0.0005937371752224863	0.0006809846381656826	0.0004181942204013467	0.0006530152168124914	0.0004116593627259135	0.0004106539417989552	0.0005757666658610106	0.0003319241513963789	0.0006369266775436699	0.0001521577505627647	0.0008197296992875636	0.0003905800695065409	0.001364249619655311	0.001182014006190002	0.000986710423603654	0.00040147220715880394	0.0019140116637572646	0.0005252495757304132	0.0007900555501691997	0.00021956572891213	0.0006687492714263499	0.0012944490881636739	0.001207379624247551	0.0007214006618596613	0.0004457597970031202	0.0013189162127673626	0.0004532361344899982	0.0005947713507339358	0.0006428986671380699	0.0015973318368196487	0.00023117101227398962	0.0005141537403687835
ANGPT1	0.0002963857550639659	6.949196176719852e-06	0.00010119193757418543	5.765437163063325e-05	1.1925292710657232e-05	1.891471129056299e-06	2.600617335701827e-06	1.8013342923950404e-06	3.4708259590843227e-06	6.317666816357814e-07	0.00016439633327536285	2.8209776701260125e-06	0.001422105124220252	6.722383113810793e-05	0.00010277130058966577	1.0958232365965159e-07	3.6921520063515345e-07	1.325646508121281e-06	1.3205652976466808e-05	6.555480013048509e-06	8.163107122527435e-05	6.937200964785006e-07	3.250599547754973e-06	4.654529561776144e-07	7.759531399642583e-06	2.698871321626939e-05	4.254146688253968e-07	0.0013022979255765676	9.06229397514835e-05	1.7729108776620706e-06	1.1167124114308535e-07	6.483538754764595e-07	3.5963444133813027e-06
ANGPT2	5.466260699904524e-05	6.806822511862265e-06	9.341342774860095e-07	1.9137582967232447e-06	3.2764760362624656e-06	3.4382899229967734e-06	4.549718596535968e-06	2.501544031474623e-06	2.603156190161826e-06	1.1148655403303565e-06	7.281816942850128e-05	4.727663963421946e-06	0.0017074530478566885	2.142758830814273e-06	1.6119886367960135e-06	2.9860029826522805e-06	0.0004278308479115367	1.248242710971681e-06	4.225791053613648e-05	4.2243791540386155e-05	1.2879143014288275e-06	0.00020285752543713897	3.776646281039575e-06	7.547269433416659e-06	2.419349414140015e-07	9.702588613436092e-06	1.601152007424389e-06	1.666144271439407e-06	7.97887423686916e-06	1.9751078070839867e-06	5.529090685740812e-06	0.0008688876987434924	4.559219178190688e-06
ANGPTL2	1.941843584063463e-05	5.75094929899933e-07	0.0007691772188991308	0.0008741958299651742	2.3236116248881444e-06	2.648529061843874e-06	4.474219394978718e-07	2.19677258428419e-05	3.029975346180436e-07	5.481753305502934e-06	0.0015876758843660355	7.892315807112027e-06	0.0002462966658640653	3.8398113133553124e-07	2.65484704868868e-05	1.7121209339165944e-07	0.000190330421901308	1.7856491467682645e-06	2.6083756893058307e-05	2.501430753909517e-05	0.0004735456604976207	5.454555866890587e-05	1.1192465763087966e-06	8.009793646124308e-07	5.927367965341546e-07	4.273268859833479e-05	8.407474183513841e-07	6.77744610584341e-05	1.6790549125289544e-05	7.10853510099696e-06	1.200077804242028e-06	0.0006966895307414234	2.7836847948492505e-05
ANKH	0.00012038918066537008	3.432667290326208e-05	0.0001268971973331645	0.0007217530510388315	0.00027153026894666255	3.629187267506495e-05	5.8948473451891914e-05	2.5223347620340064e-05	0.000428101047873497	0.00011909016029676422	0.0010875908192247152	0.0002880967513192445	1.0628030395309906e-05	5.1892689953092486e-05	2.7260028218734078e-05	8.836863344185986e-06	0.00011803689267253503	0.00034221934038214386	9.261506784241647e-05	0.000111646149889566	8.158746641129255e-05	7.56833833293058e-05	0.0001802590413717553	0.00015847534814383835	1.7127285900642164e-05	0.00016259183757938445	0.0002637271536514163	0.00011478916712803766	0.00010556200868450105	6.889463111292571e-05	0.0004882141074631363	0.0003206129767931998	9.001855505630374e-05
ANKRD13A	0.00016825713100843132	0.00018387862655799836	7.379964517895132e-05	0.0001537666394142434	0.00017228622164111584	0.00016217119991779327	0.00015038138371892273	0.0001216326272697188	0.00017708822269923985	0.00018220354104414582	0.00021494161046575755	0.00043034949339926243	5.992562000756152e-05	7.334831752814353e-05	3.230133370379917e-05	0.0001225445739692077	0.00017017802747432142	0.00018581496260594577	0.00025258836103603244	0.00019311839423608035	0.00017759580805432051	4.195701330900192e-05	0.0004781190073117614	0.0008264007046818733	7.388659287244081e-05	5.261730984784663e-05	0.00029916921630501747	0.00021048930648248643	9.305752610089257e-05	0.0004404645296745002	0.0006003424641676247	0.00015345742576755583	0.00011586996697587892
ANKRD22	3.7488582620426314e-06	1.0052864126919303e-05	1.1696704405039782e-07	8.363263503952112e-08	5.0251464926986955e-06	1.6887345282157185e-06	7.743788899006177e-08	1.3245731906863512e-06	0.0007409511599689722	9.8625821465248e-07	6.577890587777802e-08	9.303648198510928e-07	5.273752989864988e-08	1.2074859512267722e-07	9.662574740332275e-08	2.0119674445595592e-05	6.652437178900072e-08	9.158687316812575e-05	8.354966666956898e-06	2.239229161205003e-06	2.0481296303387353e-07	1.335210413344612e-07	4.807139248441672e-06	7.795060241733154e-07	9.115337888943031e-06	1.3894033145334106e-05	7.810566785337869e-06	2.0837694592046319e-07	2.3154880182119086e-06	1.0085880603583064e-05	1.4180178368405905e-05	3.461536479676397e-08	1.2606567452166928e-06
ANKRD27	8.838313078740612e-05	9.76447481662035e-05	0.00011702366464305669	0.00010719563579186797	0.00017061644757632166	5.71925520489458e-05	0.0005826526321470737	8.203063043765724e-05	7.336099224630743e-05	9.174270235234872e-05	0.00018909908249042928	0.0002214898559032008	0.00012860907008871436	7.271931826835498e-05	4.402314516482875e-05	0.0001832516136346385	5.027715815231204e-05	0.00014297192683443427	0.00015168552636168897	9.965700883185491e-05	0.0001359173038508743	0.00011301422637188807	0.0006219771457836032	0.00019969877030234784	0.00014071464829612523	0.00010237782407784835	0.00035857839975506067	0.0001017863760353066	5.8553436247166246e-05	0.00010127385030500591	0.0003383010043762624	0.0001812417758628726	0.0004943113308399916
ANKRD28	0.0002531889476813376	5.290586705086753e-05	0.00018180777260567993	0.0002780755457933992	0.00010455584560986608	0.00012726847489830106	0.0008272505947388709	0.0001910248101921752	8.622794121038169e-05	0.0011251413961872458	0.0006250815349631011	0.00040755272493697703	0.00010738003038568422	0.0001478008780395612	1.3784620023216121e-05	0.00030960323056206107	0.0002859881496988237	0.00020277670409996063	0.0002977311669383198	8.557940600439906e-05	0.0001446183887310326	0.00027828183374367654	0.0007160129025578499	8.181778684956953e-05	4.221559356665239e-05	5.514734948519617e-05	0.0002456436341162771	2.5991868824348785e-05	0.0001831239351304248	0.0010508105624467134	0.00011875217023771256	0.0005246534710749984	7.44451826903969e-05
ANKRD29	1.2800178410543595e-06	1.346597628071322e-06	2.1331734387786128e-05	1.352619074168615e-05	2.2634706056123832e-06	3.7928364804429293e-07	6.530472660415398e-07	3.1946525268722326e-05	3.483869295450859e-05	5.628450026051723e-07	2.159074392693583e-05	5.549019078898709e-06	0.0004411439585965127	4.70979330202681e-06	8.550357961212285e-06	1.5113333574845456e-05	0.0018020131392404437	8.117628453874204e-07	1.1794589227065444e-05	7.544867912656628e-06	1.4884099982737098e-05	0.00024548405781388283	9.72089424067235e-07	2.4682350385774043e-07	5.58444810394576e-07	6.16478700976586e-06	2.011826438774733e-07	0.0004234286898281425	4.866240487899631e-05	1.4024764141140622e-06	1.614428470020357e-06	0.00010296715481672436	2.2035877918824553e-05
ANKRD30A	4.391505683543073e-07	9.498061359636267e-08	9.209524165498806e-08	1.1970080038281594e-07	2.9446400162669306e-07	6.411411135331946e-08	5.220580590048485e-08	6.010149718349567e-06	1.8588117711715313e-08	1.2763364054535487e-07	2.06102504307637e-06	2.3025791051622946e-06	1.3901982356401277e-06	1.3383452568405119e-08	9.109647436389423e-08	0.001987007912248373	7.393856549242628e-08	3.378848134616419e-08	3.944438503822312e-06	1.8784140820571338e-06	1.0570607145155009e-07	1.1420085144209224e-07	7.631663123675025e-08	1.5679062244089437e-06	5.870307359145954e-05	2.6885550141741987e-06	5.8118748711422086e-06	1.998153891236143e-07	2.0427833078429103e-06	5.39439156455046e-07	8.465010068903212e-06	3.3507745911265374e-08	1.0722991419243044e-06
ANKRD50	5.659729595208773e-06	2.1947782443021424e-05	0.000196119726751931	8.776169124757871e-05	8.928103488869965e-05	1.2496958561314386e-06	7.1287117862084415e-06	5.099184636492282e-05	3.487154754111543e-05	2.7231638455305074e-07	0.00013651546032633632	9.644571719036321e-07	0.00018690679280553013	0.00011998409900115803	3.619568087742664e-05	0.003308709943667054	0.00015306104614865035	7.432504389726091e-06	8.47332466946682e-06	5.168193638382945e-06	6.053861216059886e-05	0.00010608957381919026	3.006718429787725e-07	1.2169942920081667e-07	0.0002108592598233372	3.6663479932030896e-06	2.151920853066258e-06	8.403630999964662e-06	6.801094059483148e-06	3.25559449265711e-06	2.38488610193599e-06	0.0002142479206668213	5.301349301589653e-05
ANLN	3.606284280976979e-06	1.3341853843940044e-07	1.0770809666382775e-07	1.3370156466407934e-06	5.140391863278637e-07	0.003361576469615102	6.720036083152081e-08	1.0240474921374698e-06	1.6036077568060136e-06	1.9327266898017115e-07	1.6661952031427063e-06	0.00043152255238965154	1.2560667528305203e-06	7.236910448682465e-08	9.929972293321043e-07	2.0967087266399176e-07	4.608506515069166e-06	1.5640044637166284e-07	5.470480118674459e-06	2.2494839413411682e-06	1.9472628309813445e-07	1.3917581043187965e-07	5.104203637529281e-07	1.865327817540674e-06	4.86977933178423e-06	3.617541369749233e-05	8.916608180697949e-07	2.580263185336662e-07	2.6346915547037497e-06	2.5519348128000274e-06	8.460923339725923e-08	5.056942242731566e-08	1.367050231237954e-06
