Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23
FCGRT	0.00025194461341015995	0.0003531564143486321	7.098939386196434e-05	0.00010992174793500453	0.00022158787760417908	0.0003629891143646091	0.0003658555506262928	3.931833998649381e-05	0.0002841747482307255	0.00018750237359199673	0.0001417894964106381	0.00021428405307233334	0.00012447185872588307	0.0008540863054804504	0.00018959252338390797	0.0022010786924511194	7.690610073041171e-05	0.0012447978369891644	4.4633135985350236e-05	4.001400520792231e-05	0.0002791295701172203	0.001256819348782301	3.791357812588103e-05
FCHSD2	0.0002953124057967216	0.0008135501993820071	0.00010522968659643084	0.0011209810618311167	0.0001607672602403909	8.892972255125642e-05	7.72973507991992e-05	0.0003902628377545625	1.6050256817834452e-05	0.0004430336703080684	0.00024398232926614583	0.00012989873357582837	0.0001716904080240056	0.00032306319917552173	5.208177026361227e-05	0.0002027761802310124	0.0002183275792049244	5.6592736655147746e-05	0.0001976435596588999	9.745368879521266e-05	0.00010655869118636474	0.00011042605910915881	7.903456571511924e-05
FCN1	2.263531541757402e-06	1.7218104630956077e-07	9.09714515273663e-07	1.6067323258539545e-06	2.2452906023318064e-07	8.340018808894456e-08	4.91871254837406e-09	1.9150751029428648e-07	1.7762775428309396e-07	2.2687684122502105e-06	1.550126398797147e-06	5.3250087148626335e-06	3.026571704367598e-08	1.4304347928373318e-07	2.0422515945028863e-07	0.0013048435794189572	1.9342856205639691e-07	1.528013342522172e-07	4.1379644244443625e-07	6.570580524112302e-08	7.51938387111295e-08	6.06998128205305e-07	2.93427973474536e-07
FCN3	7.93887102190638e-06	2.657772711245343e-06	1.5728487312571815e-07	1.0612406242671568e-07	3.3862718282762216e-06	5.580351398748462e-07	7.974854554504418e-09	1.1393422028049827e-07	1.0173590681006317e-07	1.0210785461595151e-07	1.698003757155675e-06	5.1160914154024795e-06	2.6078017967279266e-08	0.0009806944290176034	8.379905835909085e-08	1.4933981162812415e-07	8.125456218976979e-08	1.034550862755168e-07	4.879091193288332e-07	4.0673577927918814e-07	4.313842438818938e-08	1.3860322724212892e-05	1.1404570443573903e-07
FCRL1	7.899937918409705e-05	1.7565840607858263e-05	5.421376272352063e-07	0.0022355515975505114	1.9639418269434827e-07	1.1334784488781224e-07	5.983094464312444e-09	5.185623876968748e-07	3.833284978327356e-08	6.780472290301987e-07	2.1800210561195854e-06	1.2705643712251913e-05	5.446901809591509e-07	7.960699832665341e-08	1.751862725996034e-07	8.262105666290154e-08	4.5024995642961585e-07	1.3389332309543533e-07	6.852811793578439e-07	1.0512502512938227e-07	3.533236281327845e-08	3.640145962435781e-07	2.499016886758909e-07
FCRL2	0.00011401087249396369	0.0007684414740651846	2.2005914956935158e-07	0.0013477414613589644	2.4962793077065726e-07	5.16607371991995e-07	7.91025112079069e-09	4.2727245386231516e-07	2.4461133563136173e-08	1.2374318885122193e-06	1.4161381614030688e-06	2.8125154130975716e-05	4.683021614937388e-08	8.853982080836431e-08	1.3968777068384952e-07	5.044155315658827e-08	1.7940071472821728e-07	3.896576004080998e-07	7.2601942520122975e-06	1.177673638608212e-07	3.615883414909149e-08	2.788018207411369e-07	1.5870155323227664e-07
FCRL5	8.029166929190978e-05	0.0032347359228879213	1.944571749845636e-06	0.001156683312729001	2.8120095407757617e-07	5.5682771744614e-06	2.038516200286722e-08	9.625381380828912e-07	5.585509299521618e-08	7.882383215473965e-06	2.11184965337452e-06	3.158641266054474e-05	1.737402186563486e-07	8.71054979256769e-08	1.6045572692746646e-07	1.3672026000222104e-07	5.789618171547772e-07	2.348798773255112e-07	1.990226883208379e-05	2.0855694060628593e-07	5.636076849668825e-08	3.5928357533521194e-07	6.733939130754152e-07
FCRLA	9.393761138198897e-05	0.0002320750936632976	4.175937249328854e-07	0.002217239700257778	2.1393877602804423e-07	7.61222111123061e-07	9.352482344127111e-09	2.6004283881775336e-07	2.984922531368284e-08	9.782044116946054e-07	1.8947919215861475e-06	0.0001426900562364608	5.930604274340112e-08	8.599955947374838e-08	1.6599535967998236e-07	5.533826765713457e-07	5.281769404064107e-07	1.712176640467078e-07	4.72473675472429e-06	1.0356696833468959e-07	4.760166305572966e-08	3.218738982013747e-07	2.7971759664069396e-07
FEN1	0.00020108258468098938	0.00025945555535145104	0.00011504363646963611	0.0001456770987715572	0.00010866074444493279	1.31499891722342e-05	7.111870218068361e-05	0.00012434272503014654	0.00013892196875531226	5.433514161268249e-05	0.00024763611145317554	8.187598723452538e-05	0.0001365633652312681	3.500696402625181e-05	0.00011316123709548265	5.086335659143515e-05	0.0001419117470504716	4.330772571847774e-05	0.00047282097511924803	0.002063501626253128	3.2514486520085484e-05	0.0001125680937548168	9.257387864636257e-05
FER	6.14144082646817e-05	0.00011737346358131617	2.253982165711932e-05	0.0001310654915869236	0.00014466836000792682	0.0004886797396466136	0.0001646324380999431	6.753514026058838e-05	3.0511051591020077e-05	0.0007897702162154019	0.0003581673081498593	0.00017978064715862274	5.4038875532569364e-05	0.00023854353639762849	5.64090623811353e-05	0.0001117511565098539	9.929946099873632e-05	0.00019460899056866765	0.0010441599879413843	1.1783562513301149e-05	0.000380195677280426	0.00011604370956774801	2.47452589974273e-05
FERMT2	1.6476522432640195e-05	9.110529390454758e-06	1.3788216165266931e-05	1.8465170796844177e-06	0.0010802819160744548	0.0010316908592358232	2.4850492991390638e-05	4.457546765479492e-06	2.889009556383826e-05	0.0004914368037134409	0.00033592357067391276	4.3297026422806084e-05	2.9004061161685968e-06	0.0005817241035401821	2.769959974102676e-05	6.281384230533149e-06	4.817697117687203e-06	0.0005306423408910632	4.377705408842303e-06	1.1855839147756342e-05	0.0009491597302258015	0.0003658199857454747	8.77426009537885e-06
FEZ1	1.3933851732872427e-05	1.1265714192632004e-06	1.3204646620579297e-06	3.862473363369645e-07	0.0012557700974866748	0.0005697708111256361	4.0184380623031757e-07	1.7415427464584354e-06	4.483287057155394e-07	4.958685053679801e-07	0.0032635813113301992	2.0107921955059282e-05	1.4851759715384105e-06	4.056801572005497e-06	3.8969406887190416e-05	2.094053343171254e-06	0.00010625865252222866	0.0003221749793738127	0.00027433541254140437	1.3468788893078454e-05	0.00044876738684251904	0.00010061649663839489	4.3830500544572715e-06
FGD2	6.076837598811835e-05	0.0002483605348970741	8.937051461543888e-05	0.0016626839060336351	1.188509145322314e-06	2.723297143347736e-07	7.27496143326789e-08	1.25711821965524e-05	2.3018860417778342e-07	6.48653440293856e-05	5.03011460750713e-06	5.443530244519934e-05	1.7791979871617514e-06	6.569671882061812e-07	5.009383130527567e-07	0.0006093278643675148	4.054278178955428e-05	2.7744837893806107e-07	2.488940481271129e-05	1.5351781712524826e-06	4.131606203827687e-07	1.212188294630323e-06	1.0174043381994125e-05
FGD5	3.985565126640722e-05	2.003674808292999e-06	2.1781861505587585e-06	3.265897134951956e-07	1.3649108723257086e-06	8.502548007527366e-05	3.489991968308459e-06	5.768898745373008e-07	1.3977884236737737e-06	1.423208004780463e-06	1.3574767763202544e-05	2.072779170703143e-05	2.544352639688441e-07	0.001651555998250842	9.58427699515596e-06	0.00012481329031288624	3.160750736697082e-07	7.612740591866896e-05	2.211375885963207e-06	3.431220193306217e-06	0.00012445753964129835	0.00033922039438039064	3.8573031702071603e-07
FGF7	7.251858914969489e-05	3.864748123305617e-06	2.885066351154819e-06	4.276709205441875e-06	0.00039344796095974743	0.00010595481580821797	3.2783991628093645e-06	4.961856575391721e-06	2.7788755687652156e-06	6.584029961231863e-07	4.4384607463143766e-05	3.72717586287763e-05	3.0852881991449976e-06	9.025177973853715e-07	2.713681396926404e-06	9.144180808107194e-07	1.2577030474858475e-06	0.0024248454719781876	8.755100679991301e-06	8.406765346080647e-07	0.0004946595872752368	1.9966726540587842e-05	4.054434612044133e-06
FGFR1	6.180934724397957e-05	6.642246262344997e-06	1.4936505976947956e-05	1.5835032627364853e-06	8.366923430003226e-05	0.00015363663260359317	2.1685138563043438e-05	6.083333937567659e-05	5.893991328775883e-06	7.448658379871631e-06	0.00014744095096830279	4.639635517378338e-05	7.232771895360202e-05	0.0003932164690922946	2.854033482435625e-05	1.2073985089955386e-05	1.9122124285786413e-05	0.0011530723422765732	4.96337452204898e-05	2.635960845509544e-05	0.0012864154996350408	0.0001205454464070499	0.00020508025772869587
FGL2	3.4647884604055434e-05	5.7259418099420145e-05	0.00012901140144094825	6.554160790983588e-05	1.945713620443712e-06	3.910740360879572e-06	1.1016883405545741e-07	5.39142383786384e-05	7.032818984953337e-07	0.00016266321472357959	1.5797784726601094e-05	5.011492612538859e-05	2.6050294763990678e-05	3.774618744500913e-05	7.667212003070745e-07	0.001418019295670092	2.5899566026055254e-05	0.00040505340439267457	1.9542840163921937e-05	7.243717845994979e-06	1.473125030315714e-05	3.727064176928252e-05	0.00024727865820750594
FGR	3.221766746719368e-05	1.8538379435995012e-06	5.593205514742294e-06	0.00034303267602808774	2.6159304979955778e-06	3.012555680470541e-07	6.058365897843032e-08	9.717549801280256e-06	2.572451649029972e-06	6.208978447830305e-05	1.1951765372941736e-05	3.3725984394550323e-05	4.7364019906126487e-07	0.00011204731708858162	3.271143668825971e-06	0.001304076286032796	0.0004674387746490538	5.045745865572826e-07	0.0030197787564247847	6.3563902585883625e-06	8.257980539383425e-07	0.00013515615137293935	1.3625389101434848e-06
FHL1	0.0002616983838379383	2.257412597828079e-05	1.303319641010603e-05	5.4802134400233626e-05	0.0017348190303891897	0.000315086857881397	4.6495810579472163e-07	4.481567520997487e-05	4.367374458524864e-06	0.00017219132860191166	0.00025447699590586126	0.00028038842719979584	0.0002810249279718846	0.00016027828678488731	6.467281491495669e-05	7.975920198077802e-06	2.10126909223618e-05	0.0011294783325865865	5.6835211580619216e-05	4.236308814142831e-05	0.0003353438514750451	0.0005141395959071815	2.6520279789110646e-05
FHL2	4.5341748773353174e-05	1.0451703019498382e-05	2.0131521523580886e-05	5.273879196465714e-06	0.0011563331354409456	0.0005271108238957822	0.0005430140299722552	1.0536949048400857e-05	0.0009096789290197194	3.056107516385964e-06	2.567045703472104e-05	1.6248150132014416e-05	5.678680736309616e-06	8.729319233680144e-06	0.0005264595965854824	1.2291501434447127e-06	1.4019477930560242e-05	0.0006501423195004463	7.530975381087046e-06	3.7991016142768785e-05	0.00042332944576628506	0.00017073463823180646	1.1681755495374091e-05
FHL3	8.952848293120041e-05	4.257948967278935e-05	0.0004126866115257144	9.84711277851602e-06	0.0007249001646414399	0.0006168887484818697	1.2260846233402845e-05	0.000162894677487202	1.8870108760893345e-05	0.001298172166571021	0.00018608038953971118	0.00020818828488700092	5.7861063396558166e-05	0.0003481079183984548	0.0001563628320582211	0.0004026494862046093	0.00012995311408303678	0.00036516101681627333	0.0006545063224621117	7.956132321851328e-05	0.0005269513349048793	0.0002746336394920945	0.0009482164750806987
FHL5	5.098833753436338e-06	3.0038279419386527e-07	2.0048084081736306e-07	2.782936405765213e-07	0.0017743631033226848	0.0006273658364079893	1.4461176256475028e-08	2.77801461834315e-07	2.3701113960328257e-08	1.2770394164363097e-07	2.788520077956491e-06	6.67302174406359e-06	3.29737162019228e-08	2.1920723156654276e-06	1.572222885215524e-07	6.237615934878704e-08	9.089414731988654e-08	2.473185531925992e-07	9.399009286426008e-07	1.0787541526724453e-07	2.194969823676729e-07	1.353649167867843e-06	3.2929000326475943e-07
FIBIN	3.689278400997864e-06	4.4260448817112774e-07	3.7152199183765333e-07	1.1843925449284143e-06	1.3011488590564113e-05	3.712861143867485e-05	5.0750891205098014e-06	5.043921760261583e-07	1.174070803244831e-06	1.933522980834823e-06	1.5717087080702186e-05	0.0001081334485206753	4.0955990243674023e-07	1.134693690119093e-07	2.2578180505661294e-05	3.134671260340838e-07	2.1336353484002757e-07	0.0006440517026931047	1.4041213489690563e-06	6.219653414518689e-07	0.0014448297442868352	2.137690444214968e-06	5.986333349028428e-07
FILIP1	1.740838160912972e-05	1.6783856153779197e-06	4.589233810747828e-07	1.7426384602003964e-07	0.000703944475390017	0.0009287511347793043	6.798317713219149e-07	5.037575760979962e-07	2.2126087060314603e-06	9.60836132435361e-07	1.0747137821454089e-05	1.548014915897511e-05	1.3631592992169317e-06	0.0010501809883862734	8.045776667131577e-07	1.1526724108534836e-07	5.102588715999445e-07	0.00013120914809405804	1.0674333452698193e-06	7.696701686654706e-06	5.214171687839553e-05	8.178121788660064e-05	4.039478085360315e-07
FILIP1L	1.382789014314767e-05	5.898024937778246e-06	1.450553463655524e-05	2.4765340640442446e-05	0.0010165319545194507	0.0020082846749573946	2.075479642371647e-06	9.632839464757126e-06	2.2941469524084823e-06	9.553187737765256e-06	9.586724627297372e-05	2.400314224360045e-05	4.160887783655198e-06	0.00014200253644958138	1.4666686638520332e-06	0.00010980188380926847	2.8468350592447678e-06	0.00032793768332339823	2.6314139631722355e-06	1.708626996332896e-06	0.001071955426596105	0.00029519706731662154	0.00010649373143678531
FKBP10	1.56009027705295e-05	1.5931933376123197e-05	3.37077358381066e-06	1.3784056136501022e-06	0.0001516541524324566	0.0010095119941979647	6.250001752050593e-05	8.611709745309781e-07	6.768721505068243e-05	8.17289219412487e-06	0.00013148617290426046	3.131842822767794e-05	2.3988923203432932e-06	0.00022347844787873328	0.00043416779953986406	1.3805695289192954e-06	1.3193222230256652e-06	0.0005965633317828178	7.371395440713968e-06	1.8659104171092622e-05	0.0016415276331827044	0.00016885575314518064	1.2869733154730056e-06
FKBP11	0.000467500853119418	0.008842570707201958	0.00047000127960927784	9.887343912851065e-05	2.4667195248184726e-05	0.00015215099847409874	4.202455602353439e-05	0.00045468195457942784	0.0001804554194677621	3.9673213905189186e-05	0.0005995361716486514	0.0005014273920096457	0.0005232687690295279	8.39202111819759e-05	0.0001862064964370802	1.6008178135962225e-05	0.0007919768686406314	0.00024356385983992368	0.000770563434343785	5.868485459359363e-05	0.0003192104340996593	0.0003804217267315835	4.55246954516042e-05
FKBP15	0.00014354132872540504	5.715391307603568e-05	0.0002537519030738622	0.00014782320067752153	5.080831397208385e-05	0.000259736436419189	0.00021131713583599776	0.00037960123154334724	9.501574095338583e-05	0.0001488284906372428	0.00033878302201628685	0.00032798387110233307	0.00021958770230412483	0.0002324016677448526	4.5170923840487376e-05	0.0006068828515708447	0.00028191969613544643	0.0001173410564661026	0.00015427966718561947	8.69675786816515e-05	0.00019574926409404725	3.754166027647443e-05	0.0003840551362372935
FKBP1A	0.0005057703820057213	0.00019537338812369853	0.0013904442312195897	0.0003296910144854337	0.0003360528498888016	0.00023526228324044496	0.00038876134203746915	0.0006115011055953801	0.000741439638659358	0.00034810291253961623	0.00046081014443188906	0.00044359167804941535	0.0004386799118947238	0.0014623748138546944	0.0014987880131229758	0.0005320643540471792	0.0004600053944159299	0.0003373206127434969	0.0002683943312149495	0.00062992749735713	0.0002462101692799479	0.004035647492855787	0.001495577278546989
FKBP1C	0.00012053182581439614	7.25073114153929e-05	0.0006763171404600143	9.996121661970392e-05	0.00012426768080331385	7.15128262527287e-05	8.93519536475651e-05	0.0003435083490330726	0.0002558566920924932	0.00010549907892709598	0.00015041566803120077	0.00032309902599081397	0.00014912143524270505	0.0003841472207568586	0.00045267053064890206	0.00013079588825348765	0.000129062682390213	8.558079571230337e-05	6.255887274164706e-05	0.0002220451715402305	4.6909128286642954e-05	0.0017961454577744007	0.000488688237965107
FKBP2	0.0006434950628317893	0.005220645572990179	0.00040924051427282393	0.000253807520493865	0.0004267322365194559	0.000571903248783201	0.0009828807087615132	0.0004689296183642	0.0011293254792690277	0.0005341319483704865	0.0006245043477974832	0.0006890954682603478	0.00048760295612737536	0.0004313307290431112	0.0005476985243149102	0.0006411552894860506	0.0007439872133545578	0.0006431122310459614	0.0013504244852811098	0.00027971441159024835	0.0005779792554676533	0.0006690770969726145	0.0003371832426637411
FKBP4	0.00010037350875791162	0.00011556388926692307	0.00021757945069111884	0.00012218790652696043	0.0004328961076680571	0.0001935343025252223	0.0007924176170490682	0.0001455972233088687	0.0027195133734494448	0.00011138576519442722	9.55176874413155e-05	5.906001024413854e-05	0.0001669090415816754	8.848936704453081e-05	0.0009448578348383307	0.00019453583809081465	0.00014896414359100163	9.649910498410463e-05	0.00036445766454562545	0.0004053631273563951	6.740194658050314e-05	0.0002464184071868658	0.00012632978905458003
FKBP5	5.842939572175965e-05	5.8336943766335025e-05	0.000832691031973809	6.072036921977997e-05	0.00014429962902795523	5.5313317716354504e-05	8.527762838639319e-05	0.001327276462689042	4.768043800140731e-05	0.0001274944661417976	6.408066110452637e-05	0.00023523277195636183	0.0008181345765478909	4.49296239821706e-05	2.6472554964129813e-05	0.0001550262386444956	0.00018864408775698394	7.068815466482192e-05	3.942184412153438e-05	0.00018369121244177222	2.3385531676467508e-05	3.459489016677253e-05	0.0004171996552031487
FKBP9	4.1435610910411924e-05	1.4462388207903132e-05	5.975221029075328e-06	1.5643734059267445e-06	6.987246160861105e-05	0.0005132335936650634	0.00016973254969343543	3.567343128452194e-06	5.060263356426731e-05	2.6587415050016716e-05	4.4185278966324404e-05	8.585711475461721e-05	4.408722361404216e-06	0.0008444099221378565	0.0001074659448931925	4.096486736671068e-05	1.7573715922480915e-06	0.0006888518109917641	2.3829903511796147e-05	1.3966249753138982e-05	0.0016142005333676934	0.0003522038459777832	2.5198717139574e-06
FLI1	0.00020029835286550224	0.00021419177937787026	0.0002946315216831863	0.0007408970850519836	9.425020834896713e-06	7.75992521084845e-05	1.5993252588941687e-07	0.0009057290153577924	9.32052159896557e-07	0.0005345625686459243	0.0003699183580465615	0.00032607928733341396	0.0007762921741232276	0.00046352134086191654	1.2219777090649586e-05	0.0002492818748578429	0.0009599404293112457	1.2122181033191737e-05	0.0008577358676120639	9.265050903195515e-05	2.6205600079265423e-05	0.0006473201792687178	0.0004718043201137334
FLJ21408	2.2598053419642383e-06	2.9597062166430987e-05	9.244799002772197e-06	7.618691597599536e-05	1.3230828699306585e-05	1.9651644834084436e-05	0.00011352838919265196	3.146409198961919e-06	6.713335551467026e-06	0.0015671905130147934	2.1028266928624362e-05	6.960123300814303e-06	0.00020869272702839226	2.4283715902129188e-05	1.7538211977807805e-05	1.9006229194928892e-05	3.9794376789359376e-05	3.2676869068382075e-06	0.0009281891398131847	1.1037774129363243e-05	2.8940357879037037e-05	1.3984748875373043e-05	7.19555873729405e-06
FLNA	0.00016787377535365522	1.7072663467843086e-05	0.0005702317575924098	0.00021003391884732991	0.0018986982759088278	0.0010589536977931857	5.399691144702956e-05	0.0008658244623802602	2.5303697839262895e-05	7.612392801092938e-05	0.00044761618482880294	0.00016288456390611827	0.00047220205306075513	0.0004723966703750193	4.053199882037006e-05	0.00041668443009257317	0.0009657018235884607	0.00036744485259987414	0.0006258984212763608	0.00026225377223454416	0.0017865338595584035	0.00023538128880318254	0.0006534674903377891
FLNB	5.2126284572295845e-05	5.75876583752688e-06	1.7758535250322893e-05	7.020054181339219e-05	1.0886345080507454e-05	6.869460776215419e-05	0.0016801338642835617	7.818305311957374e-05	0.0005242592887952924	0.00020778209727723151	0.00028794576064683497	3.81891914003063e-05	0.00010277202818542719	0.0008830894366838038	5.22512273164466e-05	9.455795952817425e-05	3.453281897236593e-05	7.588646258227527e-05	0.000254043989116326	8.153379167197272e-05	0.0005641347961500287	0.00016818763106130064	9.428641351405531e-05
FLOT1	0.00043737341184169054	0.000369208020856604	0.00025120022473856807	0.0002972631191369146	0.0007081921794451773	0.00048823535325936973	0.0009745400748215616	0.0003293572517577559	0.0011008393485099077	0.0010885410010814667	0.0006252570892684162	0.00024231783754657954	0.00044464084203355014	0.000751076266169548	0.0004307682975195348	0.0008646243368275464	0.0006913155084475875	0.0004424729268066585	0.0012850682251155376	0.00029768882086500525	0.00045381500967778265	0.0015523189213126898	0.0002394093171460554
FLT1	5.260216858005151e-05	1.3465434676618315e-05	2.5530587663524784e-05	4.62331354356138e-06	5.248467914498178e-06	9.80212280410342e-06	1.8874504803534364e-06	4.917746082355734e-06	7.455548256984912e-06	4.419967353896936e-06	6.7834530455002096e-06	2.9555749279097654e-05	8.958053513197228e-06	0.0025343718007206917	9.44698513194453e-06	5.7226821809308603e-05	6.845266966593044e-07	1.1430435051806853e-06	4.185395937383873e-06	1.5397910829051398e-05	1.3378960375121096e-06	6.975347059778869e-05	4.6673594624735415e-05
FLT4	2.6011563022620976e-05	2.4114426651067333e-06	1.3994427945362986e-06	2.8270335405977676e-07	1.4422514595935354e-06	3.4385516300972085e-07	7.61492557899146e-08	1.0745906365627889e-05	5.300057281942827e-08	1.9011454810424766e-07	1.2520495147327892e-05	1.1606898624449968e-05	9.713352483231574e-05	0.0019609248265624046	7.215298296614492e-07	4.730301839117601e-08	5.060879993834533e-05	1.2862336973284982e-07	3.1806048355065286e-06	2.585951051514712e-06	8.886435409749538e-08	0.00010435337026137859	1.2977802725799847e-06
FMNL2	1.757834616000764e-05	2.364245301578194e-05	1.4955718370401883e-06	1.1442217328294646e-05	8.883125701686367e-06	0.00011913850175915286	1.785798667697236e-05	1.4199167708284222e-06	8.658396836835891e-06	0.00016232513007707894	3.79152043024078e-05	1.8779082893161103e-05	1.716578594823659e-06	0.00017847125127445906	3.08890848828014e-05	0.0008072021882981062	7.31652846752695e-07	0.00037344920565374196	2.1636469682562165e-06	5.592427442024928e-06	0.0002406907151453197	0.00011066189472330734	4.713062025984982e-06
FMO1	6.709077297273325e-06	1.5013234815342003e-06	7.582228818137082e-07	1.4223311382011161e-06	5.633005002891878e-06	5.912750930292532e-05	1.556853703732486e-07	5.488684564625146e-07	2.77535605164303e-07	2.2679458311358758e-07	0.00048508887994103134	1.2318560948187951e-05	1.1779025044234004e-07	3.9033153598211356e-07	1.1365649470462813e-06	2.7672874125528324e-07	3.1491518370785343e-07	0.0021291887387633324	1.2327240028753295e-06	4.803727051694295e-07	0.0004804548807442188	2.1084542822791263e-05	5.520560080185533e-07
FMO2	1.733991302899085e-05	4.8979454732034355e-06	1.1088953897342435e-06	5.819996999889554e-07	0.0012993687996640801	0.0002538723638281226	3.057538560824469e-05	1.1087036000390071e-06	2.113730261044111e-05	1.1188900543857017e-06	9.913430403685197e-06	1.0895827472268138e-05	5.53913423573249e-07	0.00011041673133149743	1.37710148919723e-05	2.89139137521488e-07	9.271629437535012e-07	0.0017008039867505431	4.963839728588937e-06	1.6993179769997369e-06	6.636575562879443e-05	0.000537336163688451	1.1980563385804999e-06
FMOD	9.103237061935943e-06	1.0088511999128968e-06	3.5064531402895227e-06	4.464498601919331e-07	0.00024038125411607325	0.0003431869263295084	5.4544736485695466e-05	5.889560270588845e-07	0.00036660541081801057	3.2115499948304205e-07	2.5894301870721392e-05	2.41477791860234e-05	9.530180022920831e-07	2.295793592566042e-06	0.00022553627786692232	2.680872341898066e-07	2.947811708509107e-06	0.0008002487593330443	2.5387530513398815e-06	8.463446647510864e-06	0.0012251189909875393	1.4996429854363669e-05	2.586350092315115e-06
FN1	1.2400421837810427e-05	1.884141170194198e-06	2.543396931287134e-06	1.295732545258943e-06	4.3648979044519365e-06	0.00029442989034578204	2.9621232897625305e-06	2.6347340735810576e-06	3.948743596993154e-06	2.783491709124064e-06	3.8858292100485414e-05	1.7047495930455625e-05	1.3650750361193786e-06	4.867390816798434e-05	1.9633018837339478e-06	0.00011216546408832073	2.093575403705472e-06	3.9500002458225936e-05	6.2725907810090575e-06	2.0450856936804485e-06	0.0021493230015039444	2.5814390028244816e-05	5.086092642159201e-06
FN3K	0.00010081010987050831	0.0005573515081778169	2.6536434234003536e-05	3.881695192831103e-06	0.0004075285396538675	6.794325599912554e-05	0.0015224175294861197	1.952468664967455e-05	0.00031172571470960975	0.00035048520658165216	0.0003266525745857507	9.735806088428944e-05	0.0001644628937356174	0.0001564627164043486	0.000429855368565768	7.470921991625801e-05	8.596819679951295e-05	0.0004111398011445999	0.0002996344119310379	8.94374716153834e-06	0.00011295157310087234	0.00036817483487538993	1.4671661119791679e-05
FNBP1L	2.2634476408711635e-05	2.1743137040175498e-05	7.323094905586913e-06	7.103986717993394e-05	0.00023025520204100758	0.0002227204677183181	0.0011994310189038515	1.5530169548583217e-05	0.0003250064328312874	6.859572022221982e-05	0.0002134324749931693	2.6914342015516013e-05	3.348241443745792e-05	0.0006495659472420812	0.0002567169431131333	1.6008234524633735e-05	8.974681804829743e-06	0.0002568347845226526	9.780066466191784e-05	2.9285178243299015e-05	0.00036137274582870305	0.0004758009745273739	5.71773171031964e-06
FNDC1	4.7669195737398695e-06	3.137852900181315e-06	1.510653078184987e-06	5.434063723441795e-07	1.0326325536880177e-06	5.585762846749276e-05	3.7273271118465345e-06	4.417125637701247e-06	1.698878918432456e-06	3.068254557092587e-07	6.684759864583611e-05	1.4629918950959109e-05	5.986578344163718e-07	4.493650465065002e-07	1.687865278654499e-06	2.3367648793737317e-07	2.4944195047282847e-06	3.5407079849392176e-05	7.967658348206896e-06	2.523514467611676e-06	0.001945540658198297	8.461847755825147e-07	4.906491085421294e-06
FNDC3A	0.0004739973519463092	0.0014061257243156433	0.0003053297405131161	0.00022136128973215818	0.00011860210361192003	0.0003928776422981173	0.0004047428665217012	0.0005144117749296129	7.909479609224945e-05	0.0003470321244094521	0.00024027340987231582	0.0003335326327942312	0.00039354723412543535	0.0002909684262704104	6.159866461530328e-05	0.0002548552583903074	0.00032542351982556283	0.0005788069101981819	0.000459983799373731	8.32465011626482e-05	0.00034672889159992337	0.00020740002219099551	0.0003878898569382727
FNDC3B	7.842917693778872e-05	0.0014444872504100204	0.0002859340456780046	5.86118403589353e-06	7.107402052497491e-05	0.0005795813049189746	9.658568887971342e-05	0.0001358584559056908	4.4084594264859334e-05	6.106322689447552e-05	0.00014690130774397403	4.824040297535248e-05	4.043843364343047e-05	0.0005064588040113449	0.00012357097875792533	0.0005247786175459623	7.281954458449036e-05	0.00042929593473672867	0.0007177425432018936	7.806672510923818e-05	0.0009704370168037713	0.0001366178476018831	0.0004961040685884655
FNIP2	1.7999373085331172e-05	6.389685950125568e-06	5.013565896661021e-06	1.1415942253734102e-06	3.0036149837542325e-05	0.00015747128054499626	3.4577122278278694e-05	8.183147292584181e-05	1.3417577065411024e-05	0.00022922064817976207	4.0584283851785585e-05	1.9831535610137507e-05	5.715133374906145e-05	0.0004453217552509159	8.721129233890679e-06	0.0005477145314216614	4.320589141570963e-05	6.910735828569159e-05	0.0003109256213065237	6.294847116805613e-05	0.0006338426610454917	0.0002573875244706869	9.192873221763875e-06
FOLR2	5.897831670154119e-06	1.7609247151995078e-05	6.867194315418601e-07	0.00010939659114228562	4.2140180767091806e-07	3.0452721944129735e-07	1.0016454332628655e-08	6.498726179415826e-07	6.509189915959723e-07	2.0687433789134957e-05	1.73277803696692e-05	1.468925165681867e-05	1.6732995788970584e-07	3.5201776427129516e-07	9.001637408800889e-07	0.0014692317927256227	1.6753592717577703e-06	4.1306512343908253e-07	2.6273526600562036e-05	1.3261706044431776e-06	1.970292942132801e-06	4.108440862182761e-06	2.423899729819823e-07
FOS	0.0005161463050171733	0.0011667485814541578	5.6229062465718016e-05	0.0005322596989572048	0.0008383747772313654	0.00012289018195588142	0.0010040504857897758	0.0002958094992209226	0.00021767339785583317	0.0005898135714232922	0.0010881173657253385	0.0006834450759924948	0.0013983704848214984	0.00012429620255716145	0.00019305924070067704	0.0007086658151820302	0.0006273820763453841	0.0009080582531169057	0.0010251887142658234	2.2955884560360573e-05	1.574020461703185e-05	0.0006287441938184202	0.00017500799731351435
