Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15	Topic16	Topic17	Topic18	Topic19	Topic20	Topic21	Topic22	Topic23
SMIM14	0.00043696010834537446	7.564324187114835e-05	2.113856317009777e-05	0.002132804598659277	0.00032306340290233493	0.00015532702673226595	0.0012909099459648132	6.988240784266964e-05	0.0011069945758208632	0.00022632203763350844	0.0002676323929335922	0.0001732673990773037	0.00013011872943025082	0.00021427810133900493	0.0002715434820856899	0.00013818452134728432	0.00014255581481847912	0.00038011884316802025	0.0002514227235224098	2.570514152466785e-05	0.00023948741727508605	0.00026742173940874636	4.3325620936229825e-05
SMIM22	1.8679411368793808e-06	3.328139428049326e-06	6.421016109925404e-07	1.2016462278552353e-06	2.163200605309612e-07	4.7745630581630394e-05	0.002856698352843523	3.0301866900117602e-06	0.0012167347595095634	1.6004606777642039e-06	2.573988467702293e-06	4.844415798288537e-06	2.914933702413691e-06	7.36275751478388e-07	0.0001222343125846237	4.761688501275785e-07	2.840199613274308e-06	2.4408961962762987e-07	1.2396133115544217e-06	2.0850236523983767e-06	1.385166001455218e-06	2.0860798599642294e-07	1.1176931593581685e-06
SMIM3	2.6697160137700848e-05	2.7286752811050974e-05	5.2954805141780525e-05	4.073673153470736e-06	0.0003684043767862022	0.0003926674835383892	3.237256169086322e-05	0.00018048933998215944	6.537570880027488e-05	0.0012224726378917694	0.00022262065613176674	8.779925701674074e-05	0.00023124330618884414	3.0194929422577843e-05	6.134816794656217e-05	0.0003006011538673192	0.0001554109767312184	0.0005751671269536018	0.00016680837143212557	3.768135866266675e-05	0.0008160627912729979	0.00020908747683279216	0.00020680847228504717
SMOC2	1.242901271325536e-05	3.6930291571479756e-06	1.8759650401989347e-06	1.4149667322271853e-06	0.0005024780984967947	0.0013028887333348393	4.618518505594693e-05	1.4459379826803342e-06	2.2543004888575524e-05	6.513474772873451e-07	0.00011921639088541269	3.6998088035034016e-05	1.850802505032334e-06	2.4506839508831035e-06	1.174925910163438e-05	1.2140188800913165e-06	1.062077899405267e-06	0.0015472032828256488	1.1532316420925781e-05	2.4658720576553605e-06	0.001145157846622169	6.1371829360723495e-06	2.4365053832298145e-06
SMS	0.00016247735766228288	7.051827560644597e-05	0.00033809462911449373	0.00022125533723738045	0.00014535732043441385	6.545607175212353e-05	0.000519138528034091	0.0004893887671642005	0.0007405116921290755	0.00017402858065906912	0.0002962494909297675	0.00012964592315256596	0.0003300008538644761	0.00011339060438331217	0.0014086158480495214	0.0004994729533791542	0.0004338148864917457	9.745271381689236e-05	0.00017473119078204036	0.0010099190985783935	5.8952773542841896e-05	7.984229159774259e-05	0.0014226532075554132
SMTN	0.00027817717636935413	0.00010918365296674892	5.8558780438033864e-05	6.520118768094108e-05	0.000360859528882429	0.001051250845193863	6.343686254695058e-05	3.20288472721586e-06	0.00015181623166427016	2.626903551572468e-05	7.810739771230146e-05	1.744346991472412e-05	3.85797829949297e-06	0.0004689118650276214	6.853396916994825e-05	2.542994116083719e-05	4.8479473662155215e-06	0.00023795643937774003	1.1361858923919499e-05	0.00022880788310430944	0.0006141546182334423	0.00010063187801279128	1.3197278349252883e-05
SMYD3	0.00023621536092832685	0.00023032921308185905	0.00015812827041372657	0.00015118623559828848	0.0002588551724329591	0.00017078741802833974	0.0003482687461655587	0.0003399949928279966	0.00031872084946371615	0.0021825365256518126	0.00028312081121839583	0.0012131648836657405	0.00024304763064719737	9.369684266857803e-05	0.00018619903130456805	2.3150751076173037e-05	0.0003118732129223645	0.00011667134094750509	0.00024062691954895854	0.0001457794278394431	0.0004840561596211046	0.00015607723616994917	0.00044366950169205666
SNCG	2.4655841116327792e-05	3.852234840451274e-06	2.3038933250063565e-06	1.4570274515790516e-06	0.002754412591457367	4.603926936397329e-05	2.505323209334165e-05	7.981000749168743e-07	1.0050640412373468e-05	9.017908269015606e-07	3.307928272988647e-05	1.8622205971041694e-05	1.9051569779549027e-06	0.0006254998152144253	2.380984733463265e-05	3.2946360306596034e-07	5.676372438756516e-07	3.028359788004309e-05	2.4197956918214913e-06	4.093159532203572e-06	7.148337886064837e-07	0.0025562590453773737	1.3057377827863093e-06
SNHG12	0.0003544052306097001	0.00022717923275195062	0.0004067284462507814	0.0007416457519866526	0.00014931515033822507	8.134447853080928e-05	0.0004970693844370544	0.0005637714057229459	5.414163024397567e-05	0.0002028463059104979	0.0007577750948257744	0.00038133081397973	0.0011137091787531972	8.478997915517539e-05	0.0001735737023409456	0.00032918620854616165	0.001071781967766583	0.00024272329756058753	0.0004109886067453772	0.00012298223737161607	0.00014958727115299553	0.00023361080093309283	0.0003386038006283343
SNHG18	1.0662329259503167e-05	2.7370961106498726e-06	1.0751250556495506e-06	1.4463788602370187e-06	0.0004163634148426354	0.0006788174505345523	0.00026025797706097364	5.65466962143546e-07	7.01259559718892e-05	1.3604089872387704e-06	0.00012726389104500413	2.166107515222393e-05	1.159031489805784e-05	1.3464834864862496e-06	0.00022799166617915034	8.188911237994034e-07	4.941032898386766e-07	0.0005537073593586683	1.606255682418123e-05	5.817151986775571e-07	0.0012178535107523203	4.842189355258597e-06	9.521809261059389e-07
SNHG8	0.0002499589463695884	0.0004763441102113575	0.00022917117166798562	0.0009637537295930088	0.0003842790029011667	7.055341848172247e-05	0.0013597917277365923	0.0005697330925613642	0.0004626024456229061	0.0006673795287497342	0.00026832110597752035	0.00039223022758960724	0.0014081831322982907	0.00019388731743674725	0.0019041579216718674	0.00014002982061356306	0.0007469091797247529	0.0005117598921060562	0.0003070815873797983	9.041016164701432e-05	7.083213131409138e-05	0.0006717850919812918	0.00019696512026712298
SNHG9	0.0001661349378991872	0.0003727973089553416	0.00022346264449879527	0.0004295273101888597	0.00037628368590958416	0.00012913651880808175	0.0013682543067261577	0.00039418810047209263	0.0004140125820413232	0.00021320805535651743	0.0002915561490226537	0.00020191891235299408	0.0009047659114003181	0.00018075029947794974	0.00018997644656337798	8.124116720864549e-05	0.0006948698428459466	0.0003076847060583532	0.0006539926980622113	7.829225796740502e-05	0.00016669236356392503	0.00019954852177761495	0.0002163708268199116
SNRPB	0.0003987637464888394	0.00020845650578849018	0.0013469483237713575	0.0005598637508228421	0.00037393489037640393	0.00017228063370566815	0.00036047116736881435	0.0009474572143517435	0.0007998188957571983	0.0002171449305023998	0.00034944809158332646	0.000451415020506829	0.0007477130857296288	0.0002448341401759535	0.0013167366851121187	0.00032686206395737827	0.0008658887818455696	0.0001391586265526712	0.00046947551891207695	0.0017522700363770127	0.00015857067774049938	0.0004144487902522087	0.0009570366237312555
SNRPD1	0.00033044087467715144	0.00027005778974853456	0.001169761992059648	0.0005042371922172606	0.0004763492615893483	0.0001957683707587421	0.0005225270288065076	0.0007413704297505319	0.0008805301040410995	0.00031169524299912155	0.0004654805234167725	0.0002723947400227189	0.0006358021055348217	0.000263781170360744	0.001578069175593555	0.00036076398100703955	0.0006808299222029746	0.00026537972735241055	0.0003244210092816502	0.0016858975868672132	0.0002025542635237798	0.00047689565690234303	0.0008878563530743122
SNRPE	0.00021281275257933885	0.00017873990873340517	0.0005863303667865694	0.00031934259459376335	0.0003873591485898942	0.00016009865794330835	0.0006500856252387166	0.00043347428436391056	0.0014565207529813051	0.00021322652173694223	0.0002940355334430933	0.00027996464632451534	0.00042982891318388283	0.00019515474559739232	0.002208131132647395	0.00021146541985217482	0.0005554754170589149	0.00030669072293676436	0.0003224381944164634	0.0009620654163882136	0.00016357396089006215	0.00047868138062767684	0.0006074135890230536
SNRPG	0.0003378462279215455	0.0004511442966759205	0.001295585883781314	0.0005444249836727977	0.0004468791885301471	0.00018200375779997557	0.0006467396160587668	0.0009337560622952878	0.0014560823328793049	0.00043754660873673856	0.0005836813361383975	0.0006980170728638768	0.0007227585301734507	0.00035962313995696604	0.0017898217774927616	0.00045815971679985523	0.0010026964591816068	0.0002737119793891907	0.0005409837467595935	0.002017989754676819	0.0003351351770106703	0.000587713613640517	0.0012932649115100503
SNX10	8.088863251032308e-05	7.609929525642656e-06	0.00047142221592366695	0.0007418890600092709	1.6291203337459592e-06	8.753976317166234e-07	7.598105730721727e-05	0.0002920935512520373	0.00037005971535108984	0.000285887042991817	0.00013051801943220198	0.00024105331976898015	0.00013465512893162668	9.561240403854754e-06	9.070408123079687e-05	0.0009457243140786886	0.00040092214476317167	1.1368179002602119e-05	0.0003288346924819052	0.00010809626837726682	1.4881512470310554e-05	6.359953840728849e-05	0.0004703101294580847
SNX2	0.00036053694202564657	0.00020869768923148513	0.00026992548373527825	0.0017266389913856983	0.00032391626155003905	0.00026275048730894923	0.0001824268401833251	0.0004789797530975193	0.0002474971697665751	0.00026916671777144074	0.0006120725884102285	0.00019028290989808738	0.0004496531910263002	0.00014575854584109038	0.0002614069380797446	0.000742594653274864	0.0003865442704409361	0.0003494602278806269	0.00019416195573285222	0.00011543374421307817	0.000282843568129465	0.00042524488526396453	0.00020483667321968824
SNX22	6.0778827901231125e-05	3.24282082146965e-05	9.886365660349838e-06	0.00139374821446836	2.0191257590340683e-06	7.660759138161666e-07	2.1678115444956347e-05	5.039790721639292e-06	3.0134720873320475e-05	1.3449207472149283e-06	7.03599835105706e-06	1.3734435015066992e-05	2.9432626433845144e-06	3.331221478219959e-06	0.0005721453344449401	8.111612260108814e-06	7.613861725985771e-06	3.8384910112654325e-06	3.0756357318750815e-06	2.7478006813907996e-05	1.050247283274075e-05	4.158458068559412e-06	1.757310087668884e-06
SNX29	0.00010563804971752688	0.0002584507456049323	0.0001740060979500413	0.000848582829348743	9.379991388414055e-05	0.00020311051048338413	0.0001277878473047167	0.0003719903761520982	2.599114850454498e-05	0.0008298053289763629	0.00026560353580862284	0.00021229263802524656	0.0003007205668836832	0.0001843620848376304	2.3032644094200805e-05	0.00040193102904595435	0.00017931446200236678	0.00036790489684790373	0.00017609800852369517	4.146372521063313e-05	0.0004745993937831372	8.426178828813136e-05	0.00017194327665492892
SNX3	0.000543743371963501	0.0005405237898230553	0.0008815604378469288	0.0013782460009679198	0.0006834421074017882	0.0003957442822866142	0.00041565176798030734	0.0007839406607672572	0.00046274231863208115	0.0007495821919292212	0.0005364228272810578	0.00045379172661341727	0.000642426370177418	0.0006866632611490786	0.0012470450019463897	0.0007659140974283218	0.0007694265805184841	0.0007116372580640018	0.0005590048967860639	0.0005277563468553126	0.00048052656347863376	0.0017583392327651381	0.0006882692687213421
SNX5	0.00031151471193879843	0.0003007387276738882	0.0006178083713166416	0.00066291110124439	0.00018212076975032687	0.00016239946126006544	0.00027936152764596045	0.0007459273911081254	0.0004073059535585344	0.0006578879547305405	0.0005832314491271973	0.0002641655446495861	0.00045351890730671585	0.00019760825671255589	0.000558256811928004	0.0004612540069501847	0.000600338913500309	0.00038402044447138906	0.00047992190229706466	0.0005234848358668387	0.000184878779691644	0.0003398674598429352	0.0007168791489675641
SOAT1	0.00017950759502127767	5.3013322030892596e-05	0.0002565261675044894	0.00014052129699848592	6.69658838887699e-05	9.732696344144642e-05	1.4771994756301865e-05	0.0004418347089085728	4.0355469536734745e-05	9.641615179134533e-05	0.00040272154728882015	8.730978879611939e-05	0.0002454777422826737	0.00012517393042799085	6.500247400254011e-05	0.000573292258195579	0.00035240553552284837	0.0001428433897672221	0.00021501131413970143	7.760390872135758e-05	0.00019636056094896048	5.047707963967696e-05	0.00018185537192039192
SOCS2	0.00021378570818342268	2.291499731654767e-05	5.9350888477638364e-05	8.414463081862777e-06	9.473564568907022e-05	0.0001499442005297169	0.0001971030724234879	9.865831816568971e-05	0.0002537933469284326	0.00016665324801579118	4.036588143208064e-05	9.572907583788037e-05	8.847210119711235e-05	0.0005293855792842805	8.307348252856173e-06	1.582880759087857e-05	5.4946391173871234e-05	0.0003019539872184396	0.00016864972712937742	1.3281628525874112e-05	7.651185296708718e-05	0.0013639407698065042	0.0004043171356897801
SOD1	0.0005042197881266475	0.00024079863214865327	0.001833244925364852	0.0005624600453302264	0.001057567773386836	0.00023864980903454125	0.0005737089668400586	0.0014351311838254333	0.0019363339524716139	0.0005548249464482069	0.0006606431561522186	0.0006236305925995111	0.0013170461170375347	0.0002689846733119339	0.001197933335788548	0.00028355096583254635	0.0010236890520900488	0.0006479650037363172	0.0003788192116189748	0.0008371717995032668	0.00033222854835912585	0.0008069569594226778	0.003526822431012988
SOD2	3.511210161377676e-05	9.999683243222535e-05	0.00010166897845920175	9.849506750470027e-05	0.0002647685760166496	0.00017857424973044544	0.00010948734416160733	0.0001156811194960028	0.000250032520852983	8.864769915817305e-05	0.00013821183529216796	9.489506192039698e-05	0.00021119033044669777	9.088243677979335e-05	0.0003093861450906843	0.0010723620653152466	0.00012062971654813737	0.0005593407549895346	9.186394891003147e-05	5.830894224345684e-05	0.0002141154109267518	0.0003469751973170787	9.746963041834533e-05
SOD3	2.5166928026010282e-05	4.193623681203462e-06	3.7161917134653777e-06	1.669768266765459e-06	0.0030448378529399633	0.0010815084679052234	2.6983421776094474e-05	3.8184202821867075e-06	0.0001695011742413044	2.454607056279201e-06	4.715627437690273e-05	3.328140519442968e-05	1.7313996067969128e-06	4.18648187405779e-06	6.331938493531197e-05	5.802026521450898e-07	1.7393786038155667e-06	0.0014438548823818564	1.0673864380805753e-05	5.0750245463859756e-06	7.467692921636626e-05	8.299627552332822e-06	2.143513484043069e-06
SORBS1	0.0001398406457155943	1.4331999409478158e-05	1.378015622321982e-05	3.442887646087911e-07	0.0017714265268296003	0.00034749245969578624	0.0007710128556936979	3.06018887386017e-06	0.00010843499330803752	0.00012497459829319268	3.988534808740951e-05	1.74578744918108e-05	2.7147295895701973e-06	0.00014799681957811117	3.582026329240762e-05	1.4118064655121998e-06	3.0350418001034996e-06	0.00011138540139654651	1.441318636352662e-05	1.5270139556378126e-05	0.0006553706480190158	1.7289643437834457e-05	4.579163032758515e-06
SORBS2	3.911783642251976e-05	1.754536060616374e-05	1.8732416720013134e-06	6.640169090132986e-07	0.0023693679831922054	0.00010372047836426646	0.00039688716060481966	1.7843693740360322e-06	1.0257221219944768e-05	3.8593143472098745e-06	5.03888659295626e-05	2.3755395886837505e-05	3.0752084967389237e-06	0.0004899710766039789	3.4264481655554846e-05	7.178443865996087e-07	7.85829570304486e-07	3.709384600369958e-06	2.3867530671850545e-06	6.3744382714503445e-06	2.7764948754338548e-05	5.5931235692696646e-05	3.417393145355163e-06
SORBS3	0.0003409140044823289	5.398653229349293e-05	9.613478141545784e-06	4.781887764693238e-05	0.001538703334517777	0.0012226279359310865	0.0004017890023533255	9.516951104160398e-05	0.000275758357020095	5.587544364971109e-05	0.0015302473912015557	0.00035813491558656096	0.0004191855841781944	0.00044483799138106406	0.00037527718814089894	0.0002590417570900172	0.00021859742992091924	0.0009335103677585721	9.708807192509994e-05	4.130109664401971e-05	0.0007086960831657052	0.000884376757312566	6.700301128148567e-06
SORD	1.7680991732049733e-05	2.9106140573276207e-05	6.882717570988461e-05	4.596656799549237e-05	4.6403474698308855e-05	3.0656548915430903e-05	0.0006468427018262446	0.00010630626638885587	0.0029604127630591393	5.751295975642279e-05	0.00011514332436490804	2.0196348486933857e-05	6.073799158912152e-05	3.3378695661667734e-05	0.0005187609349377453	9.867540939012542e-05	3.1022085750009865e-05	5.024902930017561e-05	2.4716786356293596e-05	0.00019027986854780465	3.844993989332579e-05	2.2049704057280906e-05	0.00022422171605285257
SORL1	4.7990444727474824e-05	3.154183559672674e-06	1.158014674729202e-05	0.00015667964180465788	5.7454231864539906e-05	1.1760896541090915e-06	0.0002021175023401156	0.000813949154689908	1.2601127309608273e-05	6.629060226259753e-05	0.00014764373190701008	0.00012085158959962428	0.0010962673695757985	3.240728574382956e-07	7.102458312147064e-06	0.0005143759772181511	0.0006005208706483245	7.847374945413321e-06	0.0008566489559598267	9.921099263010547e-06	2.0912016225338448e-06	2.6778343453770503e-06	0.00012923208123538643
SORT1	3.203280357411131e-05	1.2379282452457119e-05	3.7858906125620706e-06	1.1816648111562245e-05	0.0012368184980005026	0.0007000425248406827	0.0006647900445386767	1.6221612895606086e-05	0.0004611328768078238	0.00015982835611794144	5.3393108828458935e-05	1.07021542135044e-05	1.0957113545373431e-06	0.0002390186709817499	1.528107895865105e-05	0.00039895836380310357	1.41670943776262e-05	3.510921487759333e-06	5.1102084398735315e-05	3.276187271694653e-05	0.00035042446688748896	3.979716348112561e-05	2.5480392196186585e-06
SOX17	1.8939053916255943e-05	3.900875071849441e-06	4.2490077589718567e-07	1.63386658869058e-07	6.686457822979719e-07	3.105812993453583e-07	7.135984958495101e-08	1.5892412363882613e-07	8.123598149722966e-08	1.5784344498115388e-07	2.8935605769220274e-06	1.9854855054290965e-05	2.476076019775064e-07	0.001243832753971219	6.752916306140833e-07	2.624475712309504e-07	1.19890160021896e-07	1.9911000492811581e-07	8.361916457033658e-07	1.8116675164492335e-06	5.663427771196439e-08	0.0008966093882918358	1.9194743572370498e-07
SOX18	1.9042847270611674e-05	2.367103206779575e-06	1.4514971553580835e-06	2.544854851294076e-07	2.5212632408511126e-06	1.268012397304119e-06	5.437343020275875e-07	2.582042100129911e-07	5.359079864319938e-07	5.344192572920292e-07	1.2247393897268921e-05	0.00013424348435364664	1.7686110709291825e-07	0.002142303856089711	2.184510549341212e-06	1.6304328198657458e-07	4.365707866327284e-07	3.50942571003543e-07	1.5393795820273226e-06	1.0337168987462064e-06	1.7919118988629634e-07	0.0007295992691069841	5.885955829398881e-07
SOX4	8.347619586857036e-05	2.1695806935895234e-05	7.539594662375748e-05	3.660295988083817e-05	0.00014183693565428257	0.00045077482354827225	0.001158956321887672	3.722609471878968e-05	0.0002226940996479243	0.0007275331881828606	0.00029195737442933023	8.087840251391754e-05	1.4361483408720233e-05	0.0006381160346791148	0.0005820300430059433	5.1650167733896524e-05	1.2312021681282204e-05	0.0004196828813292086	9.546623914502561e-05	3.733541234396398e-05	0.0006918819854035974	0.00035102476249448955	0.0006848199409432709
SOX7	4.5242326450534165e-05	4.896955488220556e-06	4.409848202158173e-07	8.96776036825031e-05	2.005712485697586e-05	1.183461108666961e-06	1.7016957372106845e-06	1.563701204077006e-07	7.052966566334362e-08	1.9176493992745236e-07	3.006502765856567e-06	1.5506020645261742e-05	5.3803010047204225e-08	0.000829970755148679	2.2197184534888947e-06	6.677888109152263e-08	1.1102140007324124e-07	2.7058504770138825e-07	9.731576255944674e-07	1.021736352413427e-05	1.1715585657157135e-07	0.0011349401902407408	3.725438659785141e-07
SP110	0.00024222885258495808	8.596686529926956e-05	0.0006645029061473906	0.0006744835991412401	4.99703710374888e-05	0.00010495284368516877	6.0939531977055594e-05	0.0013397174188867211	1.5884987078607082e-05	0.00014341846690513194	0.00015807253657840192	0.00010835790453711525	0.0003386647440493107	6.367488094838336e-05	2.277857856824994e-05	0.00019345141481608152	0.00038035979378037155	7.334023393923417e-05	0.00022910603729542345	8.509910549037158e-05	7.251994247781113e-05	0.00011639292642939836	0.00026040294324047863
SP140	0.0002081619022646919	0.00023773411521688104	0.0011027459986507893	0.001033086096867919	1.6088555412352434e-06	5.327181611392007e-07	6.286257558940633e-08	0.0009838948026299477	2.917716415140603e-07	9.826816494751256e-06	2.9348531825235114e-05	0.0003053736872971058	0.00036002430715598166	2.5912638079717e-07	8.735059964237735e-07	6.440548895625398e-05	0.0006137780146673322	3.7133858654669893e-07	0.0002551503712311387	6.622919318033382e-05	1.1355268014767717e-07	2.3100640191842103e-06	0.0006430777721107006
SPAG16	6.886223127366975e-05	3.227951310691424e-05	8.085557783488184e-05	8.668313239468262e-05	0.0002121982688549906	0.00010448455577716231	0.00186087004840374	0.0001645274751354009	0.0005624121404252946	6.97113573551178e-05	0.00047139887465164065	3.871857188642025e-05	0.00021826302690897137	6.061879685148597e-05	0.0004203403368592262	2.3616197722731158e-05	0.00014998798724263906	0.00023431400768458843	0.00012156733282608911	9.650115680415183e-05	8.067936869338155e-05	0.0001165818830486387	0.00011939091928070411
SPAG4	5.531749047804624e-05	0.006046889815479517	9.371730811835732e-06	1.836370211094618e-05	5.404659532359801e-06	3.975742947659455e-05	2.8468395612435415e-05	9.417653927812353e-06	3.095504507655278e-05	4.023175733891549e-06	5.980373316560872e-05	3.59925688826479e-05	2.286372364324052e-05	3.16093755827751e-05	1.4924116840120405e-05	9.020472498377785e-05	7.284441380761564e-06	4.2396965000079945e-05	0.0005429275333881378	2.503401083231438e-05	0.00014524557627737522	2.364476677030325e-05	1.2197374417155515e-05
SPAG5	3.9640141039853916e-05	2.150580803572666e-05	6.609232968912693e-06	3.431517325225286e-05	3.992220172222005e-06	7.80119989940431e-06	2.4490334908477962e-05	9.399444934388157e-06	6.0708076489390805e-05	1.8426269434712594e-06	2.4682292860234156e-05	7.050774911476765e-06	1.3525351278076414e-05	8.559077855352371e-07	1.7346319509670138e-06	4.4343367335386574e-05	1.8659855413716286e-05	1.0344748261559289e-05	2.1647756511811167e-06	0.003217461984604597	2.4596292860223912e-05	3.2712177926441655e-06	5.179232402952039e-07
SPARC	5.219665035838261e-05	5.898167728446424e-06	3.147928509861231e-06	2.752342425083043e-06	0.0001127653376897797	0.0013367939973250031	1.3562226968133473e-06	3.1111401312955422e-06	3.082238663409953e-06	2.462273187120445e-06	0.0001227499742526561	4.418283424456604e-05	2.5381755222042557e-06	0.000607080350164324	4.155213900958188e-06	5.437328127300134e-06	1.9298856841487577e-06	0.00026075885398313403	9.590038644091692e-06	4.096234533790266e-06	0.002204101299867034	0.00026444706600159407	5.646681529469788e-06
SPARCL1	7.623786950716749e-05	5.550538844545372e-06	2.52836935032974e-06	3.101156607954181e-06	0.0012062229216098785	0.0016362722963094711	9.217754382007115e-07	2.820908093781327e-06	1.1863585314131342e-06	1.7632748949836241e-06	0.00013870999100618064	5.6253931688843295e-05	3.9369415389955975e-06	0.001438948791474104	4.788208570971619e-06	2.2053031898394693e-06	2.0462421161937527e-06	0.00046999487676657736	5.651553692587186e-06	2.4620128442620626e-06	0.0004972261958755553	0.0008663861081004143	2.488880454620812e-06
SPATS2	0.0004601854889187962	0.0022988803684711456	0.00011821038060588762	0.0002765846438705921	0.0001315664849244058	0.00031613538158126175	0.0005810296279378235	0.00011047071166103706	0.0003677505301311612	0.0001470763818360865	0.0002740435884334147	0.0004340287996456027	0.0001544129045214504	0.0004496372421272099	0.00029535344219766557	0.00011390241706976667	0.00010856744484044611	0.0002178947615902871	0.0005927578313276172	0.00026248651556670666	0.0003775675140786916	0.00045940274139866233	0.0003480026207398623
SPATS2L	4.4391777919372544e-05	6.588801625184715e-05	0.0009742772672325373	1.3881560334993992e-05	0.00010277683759341016	0.0005133366212248802	4.127171268919483e-05	0.00038647401379421353	5.851054083905183e-05	0.0002364592073718086	0.00014800566714257002	0.00023018522188067436	3.121435656794347e-05	0.00024024823505897075	0.00011803951201727614	0.0003249288711231202	0.00012337163207121193	0.0003751348704099655	5.495204823091626e-05	0.00023575373052153736	0.0011431657476350665	0.0001623978459974751	0.0009093168773688376
SPC24	3.6080732570553664e-06	2.1399638683305966e-07	9.727018550620414e-07	2.3135619642289385e-07	3.3493660112071666e-07	1.0017078011514968e-06	8.129850925797655e-08	1.038918640006159e-06	3.965268660977017e-06	2.2702986370859435e-06	1.7735584378897329e-06	5.667553523380775e-06	9.95862933450553e-07	7.584983450215077e-07	2.1667180760687188e-07	1.1225831713090884e-06	6.041952360646974e-07	5.152246558282059e-07	2.927505420302623e-06	0.0022456778679043055	1.046553734340705e-06	5.434215495370154e-07	3.04499991443663e-07
SPC25	3.380430598554085e-06	4.2905509189949953e-07	4.074950652466214e-07	3.5075493087788345e-07	4.527801138465293e-07	1.266099616259453e-07	1.26027217106639e-07	1.713447886686481e-06	9.71004646999063e-06	7.724172519374406e-07	1.545358941257291e-06	4.5296683310880326e-06	3.980445058004989e-07	7.983885552675929e-08	2.6557131604931783e-07	5.066714265922201e-07	6.379924002430926e-07	1.2111327407637873e-07	2.9201103188825073e-06	0.0020882543176412582	3.666850290073853e-08	2.6014183163169946e-07	6.454217782447813e-07
SPCS1	0.0014784614322707057	0.004053962882608175	0.001050531747750938	0.0007108337013050914	0.0005305116064846516	0.0003731058968696743	0.0009948874358087778	0.00111393874976784	0.001995210535824299	0.0011663987534120679	0.0009681745432317257	0.0007651071064174175	0.0012208404950797558	0.00027531347586773336	0.0007069951388984919	0.0003789941838476807	0.0011437914799898863	0.0006635998724959791	0.001069320715032518	0.0004657269164454192	0.0003762161359190941	0.0005528767360374331	0.0015608856920152903
SPCS2	0.0010654204525053501	0.003996365703642368	0.0008400408551096916	0.00046547988313250244	0.00043354835361242294	0.00044975930359214544	0.0005923137068748474	0.0009099532035179436	0.0005782839143648744	0.0005737819010391831	0.0006664466927759349	0.0008539865957573056	0.0006670459406450391	0.0003912410174962133	0.0003621322975959629	0.0004002685018349439	0.0009234962635673583	0.0005312389112077653	0.0009884984465315938	0.0003496935241855681	0.0003252844326198101	0.0005427183350548148	0.0006061207968741655
SPCS3	0.00047384639037773013	0.003932645544409752	0.0006486689089797437	0.00026960045215673745	7.593212649226189e-05	0.0002780490031000227	0.00025726956664584577	0.0007090806611813605	0.0002453368797432631	0.00031242825207300484	0.00036975336843170226	0.0004976883647032082	0.0005709145916625857	0.00042914884397760034	0.0001424202782800421	0.0005380042130127549	0.0007377858273684978	0.00015975967107806355	0.0012605886440724134	0.00037497011362574995	0.000300817919196561	0.0002914658689405769	0.0004606299626175314
SPDEF	2.2176473066792823e-06	6.995608714532864e-07	2.859501364582684e-07	1.1012850791303208e-06	2.8833653686888283e-07	2.084267180180177e-06	0.0023243154864758253	6.84466840539244e-07	0.002151925815269351	9.698901521915104e-06	4.920024821331026e-06	4.424328380991938e-06	5.013453119318001e-06	3.4926486591757566e-08	4.924371296510799e-06	2.8355485071074327e-08	8.970729140855838e-06	8.148416554831783e-07	2.4396085791522637e-06	1.5220896329992684e-06	7.382839726233215e-07	8.642785473966796e-07	1.897601009659411e-07
SPDL1	2.384530489507597e-05	2.4326329366886057e-05	5.6333086831727996e-05	0.000217957203858532	2.0936167857144028e-05	9.402940486324951e-05	0.0001093065511668101	7.024396472843364e-05	0.00011551452189451084	7.053972512949258e-05	0.0001348529476672411	4.2718220356618986e-05	0.00013232410128694028	9.353485074825585e-05	3.3070333302021027e-05	4.2013176425825804e-05	0.00019247377349529415	5.754439189331606e-05	0.00017842539818957448	0.0010782539611682296	0.00014974785153754056	6.335639045573771e-05	0.0002898909442592412
SPECC1	4.3549218389671296e-05	2.1783949705422856e-05	0.00011338065087329596	7.478412589989603e-05	0.0002351328730583191	0.0015900990692898631	2.968256376334466e-05	3.146529707009904e-05	8.983542647911236e-05	0.0008362812804989517	0.0005062693962827325	3.282966645201668e-05	3.7331952626118436e-05	3.0053795853746124e-05	1.4817259398114402e-05	0.00027718840283341706	7.290835492312908e-05	4.884339068667032e-05	0.000523738912306726	3.888755600200966e-05	0.0006339260144159198	2.5544715754222125e-05	6.805202428949997e-05
SPEG	1.0492891306057572e-05	2.1348374502849765e-05	7.662987400181009e-07	3.826893930636288e-07	0.0018633041763678193	0.00013418083835858852	0.00014989232295192778	8.551793143851683e-06	2.4538028810638934e-05	3.010330374308978e-06	0.00011780198838096112	1.3117890375724528e-05	1.536130548629444e-05	1.0017642125603743e-05	5.388712088461034e-05	2.0221159502398223e-06	2.271638777529006e-06	2.1803843992529437e-05	1.1408034879423212e-05	4.787954821949825e-06	0.00016803661128506064	1.311351070398814e-06	1.7589678691365407e-06
