Topic1	Topic2	Topic3	Topic4	Topic5	Topic6	Topic7	Topic8	Topic9	Topic10	Topic11	Topic12	Topic13	Topic14	Topic15
SDS	1.9528661709955486e-07	1.4772026588616427e-06	6.839176336370656e-08	1.6282311321447196e-07	6.71560869136556e-08	8.87552857875562e-07	5.520424224414455e-07	0.001223588245920837	4.7537433545130625e-08	1.3695606071451039e-07	6.86890189172118e-07	9.151282938546501e-06	2.7875140418132105e-08	4.3763563439824793e-07	4.058283309404942e-07
SDSL	5.054382563685067e-05	8.229548984672874e-05	1.1290134125374607e-06	0.00013925079838372767	1.468968775952817e-06	0.00012298054934944957	0.0005429050652310252	0.0011488236486911774	6.07662570928369e-07	0.00020836984913330525	7.95172672951594e-06	0.0005386323900893331	0.0004316075937822461	3.211725561413914e-05	7.989360710780602e-06
SEC11A	0.0002762826916296035	0.000585874542593956	0.001079729525372386	0.000986045110039413	0.0009083476033993065	0.0013756903354078531	0.0008130120695568621	0.0005529992049559951	0.0006963476771488786	0.0007314827525988221	0.00048073744983412325	0.001156990765593946	0.0005083209834992886	0.0005428465665318072	0.00039968531928025186
SEC11C	2.873073572118301e-05	6.89126318320632e-05	0.0008012425969354808	0.00013297158875502646	0.00030858401441946626	0.000560557993594557	0.0005317096947692335	0.00022726600582245737	0.0005936786765232682	0.00021778215887025	0.0003627743571996689	9.181796485790983e-05	0.00038253277307376266	0.00014342185750138015	0.00786451157182455
SEC14L1	0.0002307679533259943	0.00019012596749234945	0.0004936333280056715	0.00014039695088285953	0.0003092825645580888	0.0001240638375747949	0.00026781257474794984	0.00043968704994767904	0.0002119479759130627	0.00013324733299668878	0.0003473935939837247	0.0003679947694763541	0.00011798892955994233	0.001068494631908834	0.0017820773646235466
SEC24A	0.00024472750374116004	0.00033478328259661794	0.0003044850018341094	9.250385483028367e-05	0.00032333366107195616	0.00010278660920448601	0.00019388002692721784	0.00016970670549198985	0.0002176411508116871	0.0001296374830417335	0.00014940543042030185	0.00011697752051986754	0.00019044523651245981	0.00024057769041974097	0.0015170732513070107
SEC24D	0.0007652327185496688	0.0007930884603410959	0.0002667411172296852	9.670441068010405e-05	0.0002767251862678677	0.0001312702224822715	0.0001384700881317258	0.00019223254639655352	0.00016409452655352652	0.00012390888878144324	9.998673340305686e-05	0.000201461385586299	0.00022663520940113813	0.00018195061420556158	0.0008350149146281183
SEC31A	0.0007622200064361095	0.0012560924515128136	0.0002882963453885168	0.00030303013045340776	0.0003785884182434529	0.00021183780336286873	0.0003792150237131864	0.00021361830295063555	0.00036817966611124575	0.00018638919573277235	0.0002442754339426756	0.00022594191250391304	0.0004077730991411954	0.0003292569308541715	0.0005502423155121505
SEC61B	0.0003763955319300294	0.0010615643113851547	0.001229461282491684	0.0007705900352448225	0.0011173163075000048	0.002010779222473502	0.002937088254839182	0.0007274707895703614	0.0009481040760874748	0.0007106675766408443	0.0004791199171449989	0.0005966898170299828	0.0007523361127823591	0.0005437213694676757	0.0037487889640033245
SEL1L	0.00036174338310956955	0.0004337627615313977	0.00034006324131041765	0.00011517305392771959	0.0004455109592527151	8.448457811027765e-05	0.0005588748608715832	0.000278794439509511	0.0003009966458193958	6.472250970546156e-05	0.00027882735594175756	0.00023641118605155498	0.0006226969417184591	0.0002677908632904291	0.002919264603406191
SEL1L3	1.2787829746230273e-06	9.42237693379866e-06	0.0007203176501207054	2.168578021155554e-06	0.0007255155360326171	9.341666554973926e-06	0.0006124246283434331	6.728134758304805e-05	0.00022465969959739596	2.3812472136341967e-05	0.0012006035540252924	3.5423217923380435e-05	9.32208240556065e-06	7.522019586758688e-05	0.0027557634748518467
SELE	1.50310185631497e-07	9.551833954901667e-07	1.2994280496059218e-07	4.0774781950858596e-07	2.1266015437504393e-07	1.3202208037910168e-06	5.110183565193438e-07	1.7322868473002018e-07	7.150329395244626e-08	1.0476811667103902e-06	1.4549475224612252e-07	2.153955847461475e-06	2.3902558154986764e-07	0.0006471193046309054	1.0087228474731091e-06
SELENBP1	0.0005374465836212039	4.449656989891082e-05	1.340494804935588e-06	0.0007570332963950932	1.302291934734967e-06	0.00024745482369326055	1.6680202179486514e-06	7.0944702201813925e-06	3.3883745800267207e-06	8.740527846384794e-05	2.4314554138982203e-06	2.3399341444019228e-05	0.0013733658706769347	3.159324114676565e-05	3.021066731889732e-06
SELK	0.00023965374566614628	0.00034680706448853016	0.0008336416212841868	0.0006525602075271308	0.000880449078977108	0.0011369887506589293	0.0008288267417810857	0.0004449356929399073	0.0009816514793783426	0.00038084533298388124	0.0004597972147166729	0.0005047585582360625	0.0005663419724442065	0.0003435112303122878	0.003692770143970847
SELL	7.865138513807324e-07	7.061144060571678e-07	0.0002965114254038781	6.245746590138879e-06	0.00013769837096333504	2.0307845716160955e-06	0.00038437542389146984	2.978258089569863e-05	0.001306824036873877	1.4066022231418174e-06	0.0012734534684568644	0.00011854356125695631	5.802707647717398e-08	8.789715138846077e-06	1.1950020052609034e-05
SELM	0.0009205004316754639	0.0017705414211377501	0.00016736912948545069	0.0016193820629268885	0.00017608038615435362	0.000662643404211849	5.570495704887435e-05	6.0621889133471996e-05	0.000432268570875749	0.0001907397818285972	0.00017537786334287375	2.6983774660038762e-05	0.0004758751019835472	0.0003132980491500348	0.0015276528429239988
SELP	3.3283131983807834e-07	1.7438466670682828e-07	3.6567053030012175e-05	6.830329652984801e-07	1.9898566279152874e-06	3.899582168287452e-07	3.143432195429341e-06	4.956366410624469e-07	4.106636333744973e-05	8.17772729533317e-07	1.5793501006555744e-05	5.359283932193648e-06	4.004806442026165e-08	0.0009019631543196738	2.111039066221565e-06
SEMA3F	1.4438571270147804e-05	1.363657065667212e-05	1.1176256009548524e-07	4.6706554712727666e-05	1.0957353424601024e-07	5.996178060740931e-07	5.324646394910815e-07	4.7113763912420836e-07	1.0427788055267229e-07	1.5093235560925677e-05	2.7136974267705227e-07	1.9392835383769125e-05	0.00019781821174547076	0.0010637217201292515	4.311566499382025e-06
SEMA3G	7.034280429252249e-07	1.5741436527605401e-06	1.636527002801813e-07	1.1718307177943643e-05	1.8061096795918274e-07	1.5691821317886934e-05	4.482415079110069e-07	1.0667973810996045e-06	1.3688671742784209e-06	2.374851419517654e-06	1.3964687184397917e-07	5.774807959824102e-06	4.1211536881746724e-05	0.0009081268799491227	2.3755405891279224e-06
SEMA4A	2.4813248273858335e-06	2.154203139070887e-05	0.00043053674744442105	1.1468225238786545e-05	0.00021899124840274453	0.00014797764015384018	0.00024783576373010874	0.0004942749510519207	9.251346637029201e-05	4.199774775770493e-05	7.343275501625612e-05	0.0007623615674674511	0.00022582414385396987	4.145824641454965e-05	0.0008502576383762062
SEMA5A	0.0016862938646227121	0.0004775615525431931	7.427454420394497e-07	0.00011070878827013075	4.928660928271711e-06	6.801394647482084e-06	3.295067654107697e-05	1.48044466641295e-06	3.460749439909705e-06	3.5172351999790408e-06	1.5915568383206846e-06	2.4193059289245866e-06	0.00010351487435400486	5.055718474977766e-07	1.2108478131267475e-06
SEMA5B	0.0008444655104540288	1.628756791660635e-07	1.7820375433075242e-06	0.0003478209546301514	2.7620144464890473e-05	3.3558478662598645e-06	9.406884373674984e-07	3.27669937405517e-07	3.559512435913348e-07	3.1053239126777044e-06	9.13245798983553e-07	5.140856842444919e-07	1.3562975027525681e-06	2.6772579531098017e-06	7.495611384911172e-07
SEMA6A	0.00015183885989245027	6.930611561983824e-05	5.76275567709672e-07	7.773227116558701e-05	5.347932301447145e-07	1.0311377081961837e-05	1.2926134331792127e-06	4.965325501871121e-07	3.267804800088925e-07	5.49598644283833e-06	3.513036972435657e-07	1.0760461918835063e-05	2.3539139874628745e-05	0.0009548789239488542	9.163961749436567e-07
SEMA6B	8.692011761013418e-05	3.871170702041127e-05	3.791659253238322e-07	1.8072726106765913e-06	2.014279232298577e-07	7.616022799084021e-07	8.876723995854263e-07	0.00041780839092098176	1.6091590282485413e-07	1.0079528465212206e-06	2.1511534953333467e-07	0.000903329870197922	1.0974280257869395e-06	0.0008158419514074922	3.7167742448218632e-06
SEMA7A	1.0709168236644473e-05	6.106944056227803e-05	0.00039220089092850685	8.786091711954214e-07	0.0004625173460226506	1.7884809494717047e-05	0.0005083950818516314	2.526978641981259e-05	1.808335946407169e-05	2.1256666514091194e-05	0.0008475382928736508	8.977343532023951e-05	3.05381291809681e-07	9.447381307836622e-05	4.429858017829247e-05
SENP7	0.0003135818406008184	0.00010154725896427408	0.000305450230371207	0.00010924565140157938	0.0006595344748347998	3.712261241162196e-05	5.4064541473053396e-05	5.4299838666338474e-05	0.00058377580717206	1.7102582205552608e-05	0.0002007736184168607	8.400241495110095e-05	0.00011508490570122376	0.0002026991278398782	0.00013931091234553605
SEPN1	0.0005645765922963619	0.0005673315608873963	6.559972825925797e-05	6.531553663080558e-05	6.203610973898321e-05	7.361324242083356e-05	4.5544231397798285e-05	0.0002451804175507277	0.000136192626086995	0.0001900116039905697	3.527020089677535e-05	0.00012883216550108045	0.0006719868397340178	0.0011197091080248356	1.5474139217985794e-05
SEPP1	0.0007069848361425102	0.00025170802837237716	3.3500514291517902e-06	0.0007082411320880055	9.000200407172088e-06	5.585245889960788e-05	2.1495291093742708e-06	0.001005861209705472	3.3786825497372774e-06	2.5622752218623646e-05	6.1844298215874005e-06	1.3748834135185461e-05	0.0001914064632728696	0.00019263388821855187	1.8210992493550293e-05
SEPT10	0.0003979525645263493	0.00036951072979718447	2.2588003503187792e-06	0.0006162040517665446	4.5941942516947165e-06	0.00027836489607580006	3.502651452436112e-06	0.00018826810992322862	3.100058893323876e-05	0.00020636364934034646	1.2220461940160021e-05	6.224943354027346e-05	0.00026011423324234784	0.0007486684480682015	9.150604455498978e-05
SEPT11	0.0008570545469410717	0.0017227082280442119	0.00017188269703183323	0.0003551959525793791	0.00032030543661676347	9.89294276223518e-05	0.00042165827471762896	0.00013440253678709269	9.639342897571623e-05	0.00021643600484821945	3.2467549317516387e-05	0.00012172125570941716	5.7567427575122565e-05	0.00017394206952303648	6.120082252891734e-05
SEPT2	0.0006481697782874107	0.0008043270790949464	0.0008727623498998582	0.0006588789983652532	0.0009049346554093063	0.0006051122909411788	0.001236083684489131	0.0004151589819230139	0.0006432304508052766	0.0007091502193361521	0.0004941618535667658	0.0006718008662573993	0.0005994465900585055	0.000647636828944087	0.0004903636290691793
SEPT4	0.0015173921128734946	6.398538971552625e-05	1.601662461325759e-06	0.002833110513165593	5.5774921747797634e-06	0.0001208520625368692	9.506546120974235e-06	1.5199434528767597e-05	9.502276157036249e-07	5.9038087783847004e-05	1.6849995745360502e-06	4.780963990924647e-06	1.3144867807568517e-05	5.552073707804084e-05	8.936302947404329e-06
SEPT5	0.0004987188149243593	0.00015636830357834697	1.588024588272674e-06	0.0010676754172891378	5.798091819997353e-07	0.0004285197937861085	1.921639523061458e-06	1.2969518365935073e-06	2.9785169886054064e-07	0.00018388389435131103	5.556848918786272e-07	2.1975868094159523e-06	9.185280941892415e-05	1.2781209989043418e-05	5.4779798119852785e-06
SEPT7	0.0007414760766550899	0.000351280061295256	0.0011153256054967642	0.0016288188053295016	0.0015440346905961633	0.0003831242793239653	0.00029633549274876714	0.00026564428117126226	0.000715409405529499	0.0003771462070289999	0.000651809386909008	0.000254195329034701	0.00018083299801219255	0.00043316540541127324	0.00013049393601249903
SEPT8	0.0008160214638337493	0.0007876137970015407	0.0001488055131630972	0.00031646701972931623	9.652241715230048e-05	4.420329423737712e-05	7.208772785816109e-06	8.176988194463775e-05	5.012526526115835e-05	0.0001536249037599191	1.4700726751470938e-05	6.809580372646451e-05	0.00014702137559652328	0.00030938812415115535	9.81987795967143e-06
SEPW1	0.00041724645416252315	0.0008835899643599987	0.0006324438727460802	0.0016939673805609345	0.0006214978056959808	0.0018248354317620397	0.00020910419698338956	0.0004082002560608089	0.0006576638552360237	0.0008212332031689584	0.00017964399012271315	0.00017302134074270725	0.0012452288065105677	0.0011388474376872182	0.00019356496341060847
SERF2	0.0005680170143023133	0.0019847876392304897	0.0017638546414673328	0.0009240959770977497	0.001260846620425582	0.0026939017698168755	0.0010633333586156368	0.0015297812642529607	0.0012904455652460456	0.000999398180283606	0.0008316047606058419	0.0007687716861255467	0.001967419171705842	0.0007292231894098222	0.0013341446174308658
SERHL2	3.0912018701201305e-05	3.849634595098905e-06	9.153259838967642e-07	1.8867103790398687e-05	5.885095561097842e-06	2.9805765734636225e-05	6.9914735831844155e-06	6.94334474360403e-08	1.4898670997354202e-05	1.74636716110399e-05	4.977439675712958e-05	8.470245120406616e-06	0.0007190455798991024	8.469172826153226e-06	4.910731945528823e-07
SERINC2	1.0823750017152634e-05	0.00018399007967673242	6.883861260575941e-06	1.8351382777836989e-06	7.149299563025124e-06	9.25126951187849e-05	3.4530799894127995e-05	8.279107714770362e-05	6.9955826802470256e-06	0.0002231715334346518	3.8158486859174445e-06	4.298983185435645e-05	0.0016658438835293055	5.730303382733837e-05	1.273217912967084e-05
SERP1	0.0001771336537785828	0.0005860902019776404	0.000713260262273252	0.00039684123476035893	0.000686433631926775	0.0026647006161510944	0.0012623764341697097	0.000720930693205446	0.0014093602076172829	0.0006553747225552797	0.0011868382571265101	0.001032320549711585	0.001628914033062756	0.00022194447228685021	0.002647171728312969
SERP2	0.00024270309950225055	9.664509707363322e-05	0.0003871448861900717	0.0003764111315831542	0.0007127755088731647	6.941349420230836e-05	0.00016884261276572943	3.7464185425051255e-06	1.72079980984563e-05	0.00023981479171197861	2.1716264200222213e-06	7.451065903296694e-05	0.00018113003170583397	3.52596071024891e-05	7.758457627460302e-07
SERPINA1	1.4122953189144027e-06	1.1462807378848083e-05	1.816028429857397e-06	3.7464135402842658e-06	4.7765847739356104e-06	6.794437649659812e-05	1.8427454051561654e-06	0.0019225305877625942	4.204299330012873e-06	3.2692525564925745e-05	2.6223965505778324e-06	0.0007164833950810134	7.78316316427663e-05	1.5380641116280458e-06	8.230399544117972e-06
SERPINB1	0.0001251203939318657	0.00014063985145185143	0.0011160298017784953	0.00021688042033929378	0.000999121111817658	0.00015655528113711625	0.0004821670881938189	0.0008146442123688757	0.0007282719598151743	9.969412349164486e-05	0.0005075457156635821	0.002334761433303356	0.00019747906480915844	0.00018662687216419727	0.00015017609985079616
SERPINE2	0.0002706008090171963	0.0005043685087002814	6.077896250644699e-05	8.76781705301255e-05	8.04685078037437e-06	0.00015100186283234507	1.9978956515842583e-06	1.1741278740373673e-06	9.337791198049672e-06	0.00010408845264464617	5.5447403610742185e-06	4.40156827608007e-06	3.3287108180957148e-06	3.013947934960015e-05	6.722447324136738e-06
SERPINF1	0.0012886993354186416	0.0007415555883198977	1.6994287079796777e-06	0.00021582360204774886	3.6201388411427615e-06	2.0481083993217908e-06	0.0006254456820897758	0.00018356944201514125	3.1109807423490565e-06	3.6103904221818084e-06	5.338381015462801e-06	0.00015096076822374016	1.525846073491266e-06	2.454392188155907e-06	1.108121250581462e-05
SERPING1	0.0019337275298312306	0.000837847008369863	6.285773451963905e-06	0.00055948446970433	4.730253749585245e-06	6.544829830090748e-06	8.67247290443629e-05	0.0002688846434466541	3.7123031688679475e-06	1.3014158867008518e-05	6.489590305136517e-06	1.9765524484682828e-05	1.1999451999145094e-05	0.00014430435840040445	1.253351365448907e-05
SERPINH1	0.0011820635991171002	0.0014498173259198666	3.036029011127539e-05	0.00033188730594702065	3.4650511224754155e-05	0.00014173136150930077	1.599993083800655e-05	4.717845149571076e-05	1.8010239728027955e-05	0.00016707285249140114	5.400696863944177e-06	2.0610848878277466e-05	4.041752981720492e-05	0.0009293695329688489	1.7610420400160365e-05
SERPINI1	0.00047773789265193045	9.30173246160848e-06	3.5972414480056614e-05	0.0006096317083574831	8.018383232410997e-05	1.4951194316381589e-05	2.6616675313562155e-05	2.6221734515274875e-05	9.690290607977659e-05	9.23439165489981e-06	0.00011444390111137182	2.447690349072218e-05	4.7476962208747864e-05	0.00010423307685414329	0.00041898887138813734
SESN3	0.0002011023898376152	0.00011592909140745178	0.000255293125519529	9.896406845655292e-05	3.775543154915795e-05	0.0004983533872291446	2.6606083338265307e-05	6.405956810340285e-05	0.0007448715041391551	9.92555869743228e-05	0.00037121406057849526	0.00012529124796856195	0.0013797387946397066	6.191479769768193e-05	4.987126430933131e-06
SF1	0.0006173899746499956	0.0002981452562380582	0.0008659446029923856	0.0002947665343526751	0.0012544651981443167	0.000259674183325842	0.0005566010368056595	0.00026803711079992354	0.0016316648107022047	0.00029032002203166485	0.0012128769885748625	0.0005811395822092891	0.000586938695050776	0.00038028915878385305	0.00021205593657214195
SF3B6	0.00024209752155002207	0.0004580700770020485	0.0008026925497688353	0.000805908115580678	0.0007078707567416131	0.0023121237754821777	0.0003096036671195179	0.0003918283910024911	0.0006454469403252006	0.0009591678390279412	0.0004478912160266191	0.00017387437401339412	0.000747640267945826	0.0003502702747937292	0.000349399633705616
SFI1	0.00014454378106165677	6.307561852736399e-05	0.0003665496769826859	4.228641773806885e-05	0.0007415422587655485	1.4339576409838628e-05	5.05953466927167e-05	3.603751974878833e-05	0.0007035121670924127	4.1328130464535207e-05	0.00019029658869840205	0.00010812417167471722	0.0001337418070761487	7.687821198487654e-05	5.199980296310969e-05
SFN	9.673325394032872e-07	2.8676997771981405e-06	2.5321940029243706e-06	4.289362550480291e-06	9.299490670855448e-07	4.9568279791856185e-05	5.91157004237175e-07	7.601548190905305e-07	6.498224138340447e-06	0.0009057132992893457	8.512107001479308e-07	2.641525270519196e-06	0.00030650803819298744	1.0261948091283557e-06	3.455592832324328e-06
SFRP1	0.0002746579993981868	3.989350807387382e-05	7.107465535227675e-06	0.00021911114163231105	4.214322871121112e-06	3.1782059522811323e-05	3.020684516741312e-06	1.615638552721066e-06	5.849527951795608e-06	8.596787665737793e-05	6.9842481025261804e-06	1.3349204891710542e-05	0.00011097629612777382	1.484957192587899e-05	1.1482506124593783e-05
SFRP2	0.0005948416655883193	0.0014287435915321112	1.5315273458327283e-06	3.799501428147778e-05	1.9386941403354285e-06	1.1609720331762219e-06	3.290763061158941e-06	1.2301723018026678e-06	1.6200533536903095e-06	1.4457191355177201e-06	2.9032885322521906e-06	3.623431439336855e-06	1.2566196119223605e-06	1.0528675602472504e-06	4.012988028989639e-06
SFRP4	0.0001839013712015003	0.0005753458244726062	6.335634452625527e-07	1.5844852896407247e-05	1.553579636492941e-06	6.174747682052839e-07	1.3440080692816991e-06	1.0968074093398172e-06	8.692755955053144e-07	5.132175147082307e-07	1.5434774240929983e-06	1.496407094236929e-06	5.28204168404045e-07	4.221988660901843e-07	2.6047994197142543e-06
SGCA	6.134508294053376e-05	4.923684286950447e-07	3.1453137694370525e-07	0.0021526040509343147	2.3203521948289563e-07	7.314444161465872e-08	9.915249847836094e-07	7.841877192049651e-08	6.727127299654967e-08	3.061931863612699e-07	3.71526448361692e-06	4.250211986800423e-07	8.924713768010406e-08	7.509917310244418e-08	6.080297794142098e-07
SGCB	0.0009106315555982292	0.0006897440180182457	0.0002745075908023864	0.0006347621092572808	0.00012073839025106281	0.0001366361539112404	1.289383817493217e-05	4.438500582182314e-06	0.00013849057722836733	0.0001412294659530744	0.00012089454685337842	6.344844678096706e-06	0.00012201830395497382	0.00028475490398705006	3.117646701866761e-05
SGCD	0.00035749751259572804	0.0013168564764782786	4.7273846348616644e-07	6.586084964510519e-06	1.1209089052499621e-06	3.1409902589984995e-07	1.156761982201715e-06	2.983362605846196e-07	7.252573368532467e-07	1.097133804250916e-06	7.259874337250949e-07	4.2262950046279e-06	1.6662493180774618e-06	9.076137530428241e-07	1.4758919633095502e-06
SGCE	0.0015523908659815788	0.00042018748354166746	3.7110935409145895e-06	0.0005303957150317729	6.3504844547424e-06	8.216267815441824e-06	1.924825255628093e-06	7.172059213189641e-07	5.694388619303936e-06	2.3800486815162003e-05	6.799126276746392e-05	9.681957635621075e-06	1.865573358372785e-05	2.2140620785648935e-05	1.8420538253849372e-05
SGIP1	0.000877678394317627	0.0009341795812360942	2.2837129165509396e-07	1.9967652406194247e-05	5.347336582417483e-07	8.637395865207509e-08	1.0202016710536554e-05	3.8141756704135332e-06	4.623297655825809e-08	1.5012803942227038e-06	2.091677941962189e-07	4.991534751752624e-06	2.1592265966319246e-06	2.6339475880376995e-05	1.8653958022696315e-06
SGK1	2.6110112230526283e-05	3.538887540344149e-05	0.00011408732825657353	8.37063416838646e-05	4.4697084376821294e-05	6.891092198202386e-05	2.535386011004448e-05	0.0012188542168587446	0.0001942689559655264	6.0274051065789536e-05	6.902983295731246e-05	0.0013287034817039967	2.5342567823827267e-05	0.0006104168714955449	0.0001080026340787299
SGK223	4.408364475239068e-05	3.222079612896778e-05	9.356641385238618e-05	1.567321851325687e-05	0.0005469953175634146	1.961189991561696e-05	0.0005790284485556185	0.0001473179436288774	0.00024106551427394152	2.2915883164387196e-05	0.0007184222340583801	0.00014688873488921672	8.329727279487997e-05	0.00023070338647812605	1.8207406355941202e-06
SGOL1	3.3479327044005913e-07	1.6307383532421227e-07	2.272886376886163e-05	2.112836341439106e-07	3.180062321916921e-06	2.4056027996266494e-06	7.969349098857492e-05	1.2096505997760687e-05	2.1149273379705846e-05	0.001977991545572877	0.00036155429552309215	2.250765192002291e-06	7.117262157407822e-08	1.2130821005484904e-06	4.876108619100705e-07
SGOL2	4.588707452057861e-05	4.0956452721729875e-05	0.00011649634689092636	3.839555574813858e-05	0.00016055384185165167	2.5490953703410923e-05	2.2177222490427084e-05	6.995522562647238e-05	0.00010217124508926645	0.0012543308548629284	6.40052167000249e-05	1.3504040907719173e-05	0.00014961442502681166	8.810998406261206e-05	5.461076943902299e-05
SH2B3	0.00045309681445360184	6.36383265373297e-05	4.9399557610740885e-05	6.357333768391982e-05	0.00039603019831702113	2.4800896426313557e-05	0.0008480483666062355	0.0007853659335523844	0.00022700452245771885	2.5653038392192684e-05	0.00015315342170652002	0.0009892011294141412	3.676028791232966e-05	0.000717050745151937	1.4091981938690878e-05
SH2D3C	0.00024158769519999623	1.3286144167068414e-06	0.0004147673898842186	0.0002720014890655875	0.0008001391543075442	2.724633759498829e-06	0.0004552051250357181	6.476102134911343e-05	0.0003632744774222374	1.2038475688314065e-05	0.000338767800712958	0.00012652164150495082	1.549436206005339e-07	0.0007701648282818496	3.013028617715463e-05
SH3BGRL	0.00037937535671517253	0.0006154284928925335	0.001270345295779407	0.001216043485328555	0.000741142313927412	0.0002724652295000851	0.0009982642950490117	0.0008255931315943599	0.0008137611439451575	0.00018139625899493694	0.0009519851300865412	0.0007708111661486328	0.0005781953223049641	0.00036569772055372596	0.00021509833459276706
SH3BGRL2	2.3140895791584626e-05	0.0001599613024154678	6.803104770369828e-05	2.4293374735862017e-05	5.267324922897387e-06	1.1843480933748651e-05	8.009607768144633e-07	2.4947621568571776e-06	2.196284185629338e-05	3.1880954338703305e-05	4.0510670373805624e-07	4.094019004696747e-06	1.9814595361822285e-05	0.0007054142188280821	3.865149210469099e-06
SH3BP2	0.00014209635264705867	8.880400855559856e-05	0.0005109485355205834	9.706823038868606e-05	0.0008646982023492455	0.00011978325346717611	0.00014084691065363586	0.00071198825025931	0.00017788985860534012	0.00013453040446620435	0.0002638037840370089	0.0006415670504793525	0.00012696257908828557	0.00048149237409234047	5.234869968262501e-05
SH3BP5	0.00020414825121406466	0.0004139840602874756	0.00014295548317022622	0.0001864288788056001	0.00039849861059337854	0.00010924886737484485	9.493984543951228e-05	0.00015128533414099365	0.0006039438303560019	8.897994848666713e-05	0.0010359548032283783	0.00021304012625478208	3.152387944282964e-05	0.0006114625721238554	0.00017556034435983747
SH3D19	0.0008175401599146426	0.0008554126834496856	1.9635172066045925e-05	0.00021543663751799613	1.8654031009646133e-05	3.572936839191243e-05	5.782441803603433e-05	4.400141733640339e-06	2.6173220248892903e-05	2.3449587388313375e-05	4.8591741688142065e-06	2.524365481804125e-05	0.00013818951265420765	0.0002411492314422503	1.4326276868814602e-05
SH3PXD2A	0.0005853203474543989	0.001355031505227089	0.00012074528785888106	0.00010670226765796542	1.7085954823414795e-05	3.161847052979283e-05	0.00010310799552826211	7.23425328033045e-05	7.65620352467522e-05	0.00017400867363903672	3.1271640182239935e-05	0.00013037616736255586	0.0001798481825971976	0.00025542674120515585	0.00010290839418303221
SH3PXD2B	0.0008250090177170932	0.0012297026114538312	1.5622246110069682e-06	5.0052753067575395e-05	1.5389761074402486e-06	2.6121066184714437e-05	1.4928627933841199e-06	0.00012505752965807915	1.3957334203951177e-06	3.7635472835972905e-05	1.3134533674019622e-06	6.735092756571248e-05	8.209543739212677e-05	0.00012240398791618645	3.7575384794763522e-06
SH3YL1	0.00021550590463448316	0.00012369384057819843	6.561855116160586e-05	6.791279884055257e-05	0.00011388472194084898	0.0007908983388915658	2.1838064640178345e-05	4.784357952303253e-05	0.0005338750197552145	0.0001586845755809918	0.0001324265031144023	4.202586569590494e-05	0.0016549015417695045	8.317925676237792e-05	2.170286279579159e-05
SHANK3	6.413300752683426e-07	1.9999553842353635e-05	7.151496106416744e-08	8.126458510560042e-07	8.705982423862224e-08	7.979532711033244e-06	3.747999244296807e-06	2.0024744173952058e-07	1.7888190484427469e-07	2.9188386179157533e-05	6.941990591258218e-07	1.676673150541319e-06	5.684022653440479e-06	0.0015111694810912013	8.391422170461738e-07
SHC1	0.0003008738858625293	0.0006562768830917776	0.00029511484899558127	0.00034408620558679104	0.0003573260037228465	0.0006277702050283551	0.00011882191756740212	0.00011158967390656471	0.00029783177888020873	0.0002685655781533569	0.0001577093789819628	0.00011706044460879639	0.0003278179210610688	0.0008657692815177143	0.00044427881948649883
SHCBP1	1.199816688313149e-05	1.4261813703342341e-05	1.3382876886680606e-06	3.1507673270425585e-07	6.83026883052662e-07	5.478395337377151e-08	4.566977440845221e-05	0.00010055287566501647	1.5583256072204676e-06	0.0012941282475367188	1.163208253274206e-05	1.8459864804754034e-05	5.483838094733073e-07	2.5448216547374614e-06	4.1021437937160954e-05
SHE	2.5475063011981547e-05	4.520557922660373e-05	2.4255220409941103e-07	2.567104274930898e-06	2.7776013666880317e-07	8.655024430481717e-06	1.17423701340158e-06	1.7249554957743385e-06	1.5252288676492753e-07	1.6024448996176943e-05	7.571226205982384e-07	1.3580194718088023e-05	2.0580984028129023e-07	0.0012308853911235929	3.2920922876655823e-06
SHISA5	0.00036525854375213385	0.00047962291864678264	0.0017559152329340577	0.0004245479067321867	0.001339603099040687	0.00028280713013373315	0.00032679305877536535	0.0004138624353799969	0.0010185225401073694	0.00024103737086988986	0.0006929964874871075	9.251362644135952e-05	0.0003131136763840914	0.00047031568828970194	0.0003367964527569711
SHROOM3	1.3520936590794008e-05	2.7176840376341715e-05	1.6875352457645931e-06	1.7023721454734186e-07	4.626170266419649e-06	1.2462961649362114e-06	2.91334799840115e-07	1.917131839945796e-07	1.7237764495803276e-06	1.001403416012181e-05	3.5982100143883144e-07	1.7290900359512307e-05	0.0019043537322431803	2.9359651421145827e-07	4.4057160266675055e-06
SHROOM4	7.541669765487313e-05	9.834224329097196e-05	1.0759411139815711e-07	4.031824573758058e-05	2.38838396171559e-07	1.1146250471938401e-05	1.5147431895456975e-06	1.855837467701349e-06	1.0014161944127409e-07	3.5196066164644435e-05	3.648985057225218e-06	8.370509021915495e-06	8.610407348896842e-06	0.0015175852458924055	2.290490783707355e-06
SHTN1	8.856772910803556e-05	0.0001438855251763016	7.3921614784921985e-06	2.653000819918816e-06	2.1974487935949583e-06	2.4776983991614543e-05	0.00019728791085071862	0.0005434596096165478	1.7016880519804545e-05	0.00010555057087913156	1.5733885447843932e-06	0.001021940028294921	0.0009011687943711877	1.824815626605414e-05	7.448839483004122e-07
